nation,cls,date,sb_br,sb_lower_br,sb_battles_sum,sb_battles_mean,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death
France,Aviation,2023-09-11,1.0 ~ 12.0,1.0,563.0,75.2029899348727,7.551865008880995,1.267992895204263,2.394991119005329,0.41854351687388985,0.218348134991119
France,Aviation,2023-09-08,1.0 ~ 12.0,1.0,572.0,86.32284382284382,7.859527972027972,1.307097902097902,2.379947552447552,0.4230419580419581,0.27534965034965037
France,Aviation,2023-09-05,1.0 ~ 12.0,1.0,585.0,97.31908831908831,8.22102564102564,1.3530256410256412,2.3645811965811965,0.42830769230769233,0.3751111111111111
France,Aviation,2023-09-02,1.0 ~ 12.0,1.0,595.0,106.50624649859944,11.39290756302521,1.3480672268907563,2.329260504201681,0.5039663865546219,0.42512605042016804
France,Aviation,2023-08-30,1.0 ~ 12.0,1.0,618.0,115.63193096008631,12.517281553398059,1.351844660194175,2.3348058252427184,0.4877022653721684,0.44336569579288027
France,Aviation,2023-08-27,1.0 ~ 12.0,1.0,651.0,127.67890424987199,13.14221198156682,1.4062980030721968,2.245284178187404,0.44141321044546844,0.4076804915514593
France,Aviation,2023-08-24,1.0 ~ 12.0,1.0,682.0,131.6648826979472,18.303079178885632,1.3145894428152491,2.2982991202346037,0.5388123167155425,0.38596774193548383
France,Aviation,2023-08-21,1.0 ~ 12.0,1.0,712.0,130.8016619850187,18.143455056179775,1.2418960674157304,2.248314606741573,0.50311797752809,0.36313202247191007
France,Aviation,2023-08-18,1.0 ~ 12.0,1.0,728.0,124.47795329670328,17.822802197802197,1.1038186813186812,2.204478021978022,0.4521428571428571,0.35568681318681317
France,Aviation,2023-08-15,1.0 ~ 12.0,1.0,730.0,116.30118721461187,17.575342465753426,0.9891506849315069,2.2043150684931505,0.43205479452054796,0.34115068493150685
France,Aviation,2023-08-12,1.0 ~ 12.0,1.0,746.0,105.56907953529938,16.0656836461126,0.8859249329758714,2.1753887399463805,0.3891152815013405,0.3215549597855228
France,Aviation,2023-08-09,1.0 ~ 12.0,1.0,755.0,101.82543046357617,15.357615894039736,0.8373774834437087,2.1566490066225166,0.3698543046357616,0.31017218543046354
France,Aviation,2023-08-06,1.0 ~ 12.0,1.0,784.0,100.76673044217688,14.011479591836734,0.7379591836734695,1.9919260204081635,0.33387755102040817,0.22727040816326533
France,Aviation,2023-08-03,1.0 ~ 12.0,1.0,805.0,103.86670807453416,12.836298136645963,0.6858136645962732,1.9290931677018635,0.28159006211180126,0.19196273291925467
France,Aviation,2023-07-31,1.0 ~ 12.0,1.0,803.0,101.84707347447073,42.939900373599,4.477048567870486,1.892963885429639,0.21895392278953923,0.16662515566625155
France,Aviation,2023-07-28,1.0 ~ 12.0,1.0,788.0,101.24593908629441,44.796954314720814,4.4698730964467,1.8928426395939086,0.18631979695431472,0.14576142131979694
France,Aviation,2023-07-25,1.0 ~ 12.0,1.0,772.0,101.23449913644214,43.91191709844559,4.333419689119171,1.900945595854922,0.11088082901554404,0.12810880829015545
France,Aviation,2023-07-22,1.0 ~ 12.0,1.0,729.0,96.83875171467764,45.953360768175585,4.571179698216736,1.9434705075445815,0.10150891632373114,0.11023319615912208
France,Aviation,2023-07-19,1.0 ~ 12.0,1.0,687.0,92.17122755943717,47.307132459970894,4.699141193595342,1.9320378457059681,0.10771470160116449,0.09094614264919942
France,Aviation,2023-07-16,1.0 ~ 12.0,1.0,655.0,86.81768447837149,46.7175572519084,4.626015267175572,1.9370229007633586,0.11297709923664122,0.07030534351145037
France,Aviation,2023-07-13,1.0 ~ 12.0,1.0,629.0,82.01756756756757,45.786963434022255,4.382384737678856,1.9086804451510333,0.11446740858505565,0.04782193958664547
France,Aviation,2023-07-10,1.0 ~ 12.0,1.0,597.0,74.96300949190396,45.39363484087102,4.124790619765494,1.9537688442211056,0.11055276381909548,0.038877721943048574
France,Aviation,2023-07-07,1.0 ~ 12.0,1.0,553.0,67.22914406268838,45.93128390596745,4.08363471971067,2.0021518987341773,0.10488245931283906,0.030904159132007232
France,Aviation,2023-07-04,1.0 ~ 12.0,1.0,523.0,55.01631612492034,54.06309751434034,4.008508604206502,2.004034416826004,0.10325047801147227,0.038432122370936905
France,Aviation,2023-07-01,1.0 ~ 12.0,1.0,520.0,48.41,52.30769230769231,3.711230769230769,1.9949807692307695,0.11153846153846154,0.052076923076923076
France,Aviation,2023-06-28,1.0 ~ 12.0,1.0,533.0,46.81322701688555,52.532833020637895,3.5237523452157595,1.9180300187617259,0.11632270168855535,0.061350844277673545
France,Aviation,2023-06-25,1.0 ~ 12.0,1.0,549.0,44.87572209211554,54.09836065573771,3.3287795992714027,1.8279234972677594,0.12386156648451731,0.0740255009107468
France,Aviation,2023-06-22,1.0 ~ 12.0,1.0,620.0,47.85291858678955,57.258064516129025,3.074306451612903,1.7078387096774195,0.14361290322580644,0.08230645161290323
France,Aviation,2023-06-18,1.0 ~ 12.0,1.0,687.0,52.25320926041451,58.51528384279476,3.15665211062591,1.7118486171761282,0.11729257641921398,0.08177583697234352
France,Aviation,2023-06-13,1.0 ~ 12.0,1.0,827.0,63.48143029884263,72.67230955259976,4.690399032648126,1.7141475211608224,0.0907738814993954,0.07964933494558646
France,Aviation,2023-06-10,1.0 ~ 12.0,1.0,885.0,68.69847726661287,73.89830508474577,5.303175141242938,1.744282485875706,0.08555932203389831,0.07457627118644068
France,Aviation,2023-06-07,1.0 ~ 12.0,1.0,946.0,73.5715644820296,74.20718816067654,5.811321353065539,1.8860359408033824,0.08062367864693445,0.06988372093023255
France,Aviation,2023-06-04,1.0 ~ 12.0,1.0,975.0,75.06231013431014,74.35897435897436,6.493682051282051,1.938728205128205,0.06994871794871795,0.06837948717948718
France,Aviation,2023-06-01,1.0 ~ 12.0,1.0,996.0,75.83317555938038,64.2570281124498,5.410963855421686,1.9003112449799198,0.059849397590361446,0.0648293172690763
France,Aviation,2023-05-29,1.0 ~ 12.0,1.0,997.0,75.0858910063524,64.39317953861584,5.349087261785356,1.9186359077231694,0.05476429287863591,0.0637913741223671
France,Aviation,2023-05-26,1.0 ~ 12.0,1.0,982.0,72.8223402191834,64.66395112016295,5.33918533604888,1.939409368635438,0.04577393075356416,0.06821792260692465
France,Aviation,2023-05-23,1.0 ~ 12.0,1.0,925.0,68.07800514800515,64.64864864864865,5.451232432432432,1.9259783783783784,0.020540540540540542,0.06530810810810811
France,Aviation,2023-05-20,1.0 ~ 12.0,1.0,815.0,60.430093485246864,64.5398773006135,5.557116564417178,1.9526625766871164,0.008588957055214725,0.06597546012269939
France,Aviation,2023-05-17,1.0 ~ 12.0,1.0,745.0,55.78130073505912,64.69798657718121,5.668577181208054,1.9646979865771814,0.006711409395973154,0.06900671140939597
France,Aviation,2023-05-13,1.0 ~ 12.0,1.0,605.0,46.04450609996064,64.95867768595042,5.692876033057852,1.9822809917355373,0.0,0.07933884297520662
France,Aviation,2023-05-10,1.0 ~ 12.0,1.0,561.0,43.11334351922588,39.92869875222817,4.625793226381462,1.896131907308378,0.0,0.09716577540106952
France,Aviation,2023-05-07,1.0 ~ 12.0,1.0,519.0,41.17758509955041,42.96724470134875,4.456647398843931,1.4423699421965317,0.08863198458574181,0.12285163776493256
France,Aviation,2023-05-03,1.0 ~ 12.0,1.0,486.0,39.1214040760337,43.4156378600823,3.920514403292181,1.3162139917695475,0.15471193415637863,0.16123456790123455
France,Aviation,2023-04-29,1.0 ~ 12.0,1.0,453.0,28.753734363502574,32.00883002207506,2.6420971302428256,1.3606401766004415,0.1791832229580574,0.25022075055187637
France,Aviation,2023-04-26,1.0 ~ 12.0,1.0,443.0,27.424153498871334,36.11738148984199,2.1053498871331833,1.4577200902934537,0.16968397291196388,0.29853273137697517
France,Aviation,2023-04-23,1.0 ~ 12.0,1.0,456.0,27.204184941520467,41.666666666666664,1.9494078947368423,1.5044736842105264,0.2838377192982455,0.33826754385964913
France,Aviation,2023-04-20,1.0 ~ 12.0,1.0,688.0,36.47090600775194,63.88081395348837,3.948313953488372,1.5525726744186046,0.5722383720930233,0.41475290697674416
France,Aviation,2023-04-17,1.0 ~ 12.0,1.0,688.0,36.47090600775194,63.88081395348837,3.948313953488372,1.5525726744186046,0.5722383720930233,0.41475290697674416
France,Aviation,2023-04-14,1.0 ~ 12.0,1.0,688.0,36.47090600775194,63.88081395348837,3.948313953488372,1.5525726744186046,0.5722383720930233,0.41475290697674416
France,Aviation,2023-04-10,1.0 ~ 12.0,1.0,723.0,37.49416781927155,67.21991701244814,4.3965698478561555,1.5571230982019364,0.6472752420470262,0.43928077455048414
France,Aviation,2023-04-07,1.0 ~ 12.0,1.0,785.0,40.42174097664543,71.40127388535032,4.482700636942675,1.5580764331210193,0.742140127388535,0.4596305732484076
France,Aviation,2023-04-04,1.0 ~ 12.0,1.0,826.0,42.648446327683615,72.76029055690073,4.504927360774818,1.5461985472154964,0.7483535108958839,0.46499999999999997
France,Aviation,2023-03-30,1.0 ~ 12.0,1.0,941.0,51.682244066595814,74.4952178533475,4.564442082890542,1.5408395324123274,0.6968331562167907,0.4608289054197662
France,Aviation,2023-03-27,1.0 ~ 12.0,1.0,983.0,56.13272295693455,77.82299084435402,5.014689725330621,1.5865005086469992,0.8199796541200407,0.47428280773143433
France,Aviation,2023-03-24,1.0 ~ 12.0,1.0,1010.0,59.51166666666667,77.97029702970298,5.19630693069307,1.6328415841584158,0.8477722772277226,0.4849504950495049
France,Aviation,2023-03-18,1.0 ~ 12.0,1.0,1038.0,69.59191554271034,77.9383429672447,6.03873795761079,1.8519171483622352,0.978121387283237,0.5767437379576108
France,Aviation,2023-03-15,1.0 ~ 12.0,1.0,1044.0,74.67811302681993,77.72988505747126,6.4094348659003835,1.9417720306513409,0.9522318007662836,0.5928735632183908
France,Aviation,2023-03-12,1.0 ~ 12.0,1.0,1052.0,79.8329372623574,75.75570342205324,6.8361787072243345,2.0431368821292777,0.8716254752851711,0.5827091254752853
France,Aviation,2023-03-09,1.0 ~ 12.0,1.0,1077.0,85.32237697307335,71.62696378830083,7.225914577530177,2.1314484679665737,0.8148560817084494,0.5657753017641598
France,Aviation,2023-03-06,1.0 ~ 12.0,1.0,1082.0,88.68441158348736,67.26432532347505,7.642939001848429,2.227107208872458,0.7820609981515712,0.5771441774491681
France,Aviation,2023-03-03,1.0 ~ 12.0,1.0,1085.0,95.0826728110599,62.680460829493086,8.252488479262672,2.4233087557603685,0.7858617511520736,0.611926267281106
France,Aviation,2023-02-28,1.0 ~ 12.0,1.0,1115.0,99.83139013452914,61.28338116591928,8.54522869955157,2.578304932735426,0.8114349775784752,0.6357488789237666
France,Aviation,2023-02-25,1.0 ~ 12.0,1.0,1166.0,106.95594625500286,59.39108061749571,9.120274442538593,2.710300171526587,0.7697384219554031,0.6469554030874785
France,Aviation,2023-02-22,1.0 ~ 12.0,1.0,1239.0,116.70603981705676,57.357417271993555,9.793317191283293,2.708313155770783,0.6672639225181598,0.5873688458434222
France,Aviation,2023-02-19,1.0 ~ 12.0,1.0,1311.0,125.25072463768117,55.41617086193745,9.943783371472158,2.691952707856598,0.5039816933638445,0.46465293668955
France,Aviation,2023-02-16,1.0 ~ 12.0,1.0,1394.0,131.44795552367287,51.68680774748924,10.010523672883787,2.597281205164993,0.314519368723099,0.34546628407460545
France,Aviation,2023-02-13,1.0 ~ 12.0,1.0,1475.0,139.12009039548025,48.65637966101694,10.736318644067797,2.490291525423729,0.2207593220338983,0.2484745762711864
France,Aviation,2023-02-10,1.0 ~ 12.0,1.0,1544.0,146.44540155440416,49.4397085492228,11.722895077720207,2.4139054404145077,0.1734455958549223,0.18935233160621767
France,Aviation,2023-02-07,1.0 ~ 12.0,1.0,1580.0,150.65900843881857,51.148721518987344,12.153645569620254,2.3356329113924046,0.1666708860759494,0.17146835443037978
France,Aviation,2023-02-04,1.0 ~ 12.0,1.0,1606.0,154.63470319634703,55.41462328767123,12.390924657534248,2.2736301369863012,0.14906600249066002,0.14930261519302615
France,Aviation,2023-02-01,1.0 ~ 12.0,1.0,1588.0,155.69932829554995,72.77430100755667,14.214685138539043,2.214036523929471,0.29937657430730474,0.13025188916876573
France,Aviation,2023-01-29,1.0 ~ 12.0,1.0,1602.0,157.30539950062422,70.39385143570537,14.42292759051186,2.1608177278402,0.28001872659176036,0.11414481897627968
France,Aviation,2023-01-26,1.0 ~ 12.0,1.0,1562.0,236.4764297908664,70.26699103713187,14.738937259923174,2.168226632522407,0.2692189500640205,0.1014852752880922
France,Aviation,2023-01-23,1.0 ~ 12.0,1.0,1526.0,232.91829401485367,70.38794233289646,14.875445609436436,2.1348885976408916,0.25021625163827,0.09670380078636959
France,Aviation,2023-01-20,1.0 ~ 12.0,1.0,1476.0,224.72995709123757,71.63810975609756,16.345738482384824,2.0609281842818428,0.2278726287262873,0.08746612466124662
France,Aviation,2023-01-17,1.0 ~ 12.0,1.0,1470.0,217.04145124716553,73.22507482993198,17.49610544217687,1.9448299319727895,0.23127891156462582,0.07962925170068028
France,Aviation,2023-01-14,1.0 ~ 12.0,1.0,1460.0,208.87873287671232,74.10102739726028,17.86718493150685,1.859958904109589,0.23664383561643837,0.0711027397260274
France,Aviation,2023-01-11,1.0 ~ 12.0,1.0,1463.0,199.72975620870358,75.33860560492138,17.467108680792894,1.7733082706766918,0.2764319890635679,0.06725905673274093
France,Aviation,2023-01-08,1.0 ~ 12.0,1.0,1485.0,197.56470258136926,66.45117845117846,16.423582491582494,1.6757710437710438,0.14158922558922563,0.04328619528619528
France,Aviation,2023-01-05,1.0 ~ 12.0,1.0,1479.0,194.71280144241604,66.23217038539553,16.96788370520622,1.636024340770791,0.1321027721433401,0.03198106828938472
France,Aviation,2023-01-02,1.0 ~ 12.0,1.0,1499.0,197.51299755392486,42.69513008672449,8.204136090727152,1.6225316877918612,0.1164309539693129,0.03131087391594396
France,Aviation,2022-12-30,1.0 ~ 12.0,1.0,1495.0,197.63092530657747,44.21404682274247,8.35665551839465,1.6904046822742473,0.08080267558528427,0.03174916387959866
France,Aviation,2022-12-25,1.0 ~ 12.0,1.0,1464.0,188.31136156648455,44.80874316939891,7.476127049180328,1.593688524590164,0.014788251366120218,0.02980874316939891
France,Aviation,2022-12-22,1.0 ~ 12.0,1.0,1427.0,181.71064003737445,44.28871758934829,7.349138051857044,1.5388367203924316,0.0014015416958654521,0.03387526278906798
France,Aviation,2022-12-19,1.0 ~ 12.0,1.0,1373.0,170.20180869142996,43.33576110706482,6.922068463219229,1.4807938820101967,0.0014566642388929353,0.04541879096868172
France,Aviation,2022-12-16,1.0 ~ 12.0,1.0,1301.0,155.95252369971814,42.044581091468096,6.295157571099154,1.4863566487317448,0.0015372790161414297,0.05756341275941583
France,Aviation,2022-12-13,1.0 ~ 12.0,1.0,1231.0,143.18788248036827,39.155158407798545,5.325101543460602,1.5044029244516655,0.0,0.06368805848903332
France,Aviation,2022-12-10,1.0 ~ 12.0,1.0,1146.0,127.5022978475858,35.07853403141361,4.374293193717278,1.5473778359511345,0.0,0.07286212914485166
France,Aviation,2022-12-07,1.0 ~ 12.0,1.0,1098.0,117.98322707953855,32.331511839708554,3.61250758955677,1.5739769277474198,0.0,0.08269581056466302
France,Aviation,2022-12-04,1.0 ~ 12.0,1.0,1063.0,109.75098777046097,40.35747883349012,2.8710159924741308,1.5506585136406397,0.0,0.09219190968955784
France,Aviation,2022-12-01,1.0 ~ 12.0,1.0,1021.0,100.04154423767548,38.88344760039177,2.2101273261508325,1.503920992491022,0.02231145935357493,0.10552399608227225
France,Aviation,2022-11-28,1.0 ~ 12.0,1.0,1030.0,94.6354854368932,39.6116504854369,2.0228932038834953,1.527631067961165,0.04677669902912621,0.11454368932038837
France,Aviation,2022-11-25,1.0 ~ 12.0,1.0,1056.0,92.7,41.00378787878788,2.3203977272727276,1.4402462121212123,0.03669507575757576,0.10080492424242424
France,Aviation,2022-11-22,1.0 ~ 12.0,1.0,1067.0,90.34289284598563,42.45548266166823,2.4954545454545447,1.4072127460168697,0.029803186504217434,0.09601686972820994
France,Aviation,2022-11-18,1.0 ~ 12.0,1.0,1074.0,90.8213376784606,45.158286778398505,2.660055865921788,1.3364245810055866,0.026815642458100555,0.07653631284916201
France,Aviation,2022-11-15,1.0 ~ 12.0,1.0,1083.0,90.9227454601416,46.53739612188366,2.691782086795937,1.2993905817174516,0.0358264081255771,0.06481994459833795
France,Aviation,2022-11-12,1.0 ~ 12.0,1.0,1026.0,87.03463287849252,47.85575048732943,2.739230019493178,1.2611842105263158,0.03773879142300195,0.052621832358674465
France,Aviation,2022-11-09,1.0 ~ 12.0,1.0,945.0,79.50493827160493,48.35978835978836,2.8376613756613756,1.2511693121693122,0.03754497354497354,0.043248677248677245
France,Aviation,2022-11-06,1.0 ~ 12.0,1.0,838.0,71.8393396976929,50.59665871121718,3.0524105011933176,1.20145584725537,0.038472553699284005,0.03287589498806683
France,Aviation,2022-11-03,1.0 ~ 12.0,1.0,722.0,60.69559095106186,51.24653739612189,3.0804709141274236,1.203005540166205,0.04016620498614958,0.02358725761772853
France,Aviation,2022-10-31,1.0 ~ 12.0,1.0,611.0,48.77310420076378,50.40916530278233,2.918461538461538,1.1598036006546646,0.04052373158756138,0.01842062193126023
France,Aviation,2022-10-28,1.0 ~ 12.0,1.0,490.0,37.63853741496598,49.18367346938776,2.878081632653062,1.1582857142857144,0.018367346938775512,0.015887755102040817
France,Aviation,2022-10-25,1.0 ~ 12.0,1.0,369.0,26.85153568202349,48.23848238482385,2.69579945799458,1.1160704607046072,0.02168021680216802,0.02021680216802168
France,Aviation,2022-10-22,1.0 ~ 12.0,1.0,272.0,19.66495098039216,47.794117647058826,2.6116911764705883,1.1088235294117648,0.029411764705882353,0.029411764705882353
France,Aviation,2022-10-19,1.0 ~ 12.0,1.0,191.0,13.613263525305408,36.12565445026178,2.2867539267015706,1.1870830216903516,0.0,0.0
France,Aviation,2022-10-15,1.0 ~ 12.0,1.0,172.0,11.40436046511628,6.395348837209302,1.0959302325581395,1.1918604651162792,0.0,0.10465116279069767
France,Aviation,2022-10-12,1.0 ~ 12.0,1.0,626.0,28.686155484558043,2.7156549520766773,1.495,2.2456549520766775,0.054313099041533544,0.1793929712460064
France,Aviation,2022-10-09,1.0 ~ 12.0,1.0,651.0,28.6436763952893,2.61136712749616,1.437588325652842,2.2175115207373275,0.05222734254992319,0.17250384024577572
France,Aviation,2022-10-06,1.0 ~ 12.0,1.0,651.0,28.6436763952893,2.61136712749616,1.437588325652842,2.2175115207373275,0.05222734254992319,0.17250384024577572
France,Aviation,2022-10-03,1.0 ~ 12.0,1.0,652.0,28.64498977505113,2.607361963190184,1.435383435582822,2.214110429447853,0.05214723926380368,0.172239263803681
France,Aviation,2022-09-30,1.0 ~ 12.0,1.0,653.0,28.64783052577846,2.6033690658499236,1.4331852986217457,2.210719754977029,0.05206738131699847,0.17197549770290965
France,Aviation,2022-09-27,1.0 ~ 12.0,1.0,654.0,28.65219164118247,2.599388379204893,1.4309938837920488,2.207339449541285,0.05198776758409786,0.1717125382262997
France,Aviation,2022-09-24,1.0 ~ 12.0,1.0,654.0,28.65219164118247,2.599388379204893,1.4309938837920488,2.207339449541285,0.05198776758409786,0.1717125382262997
France,Aviation,2022-09-21,1.0 ~ 12.0,1.0,655.0,28.658066157760814,2.595419847328244,1.4288091603053434,2.2039694656488553,0.051908396946564885,0.1714503816793893
France,Aviation,2022-09-18,1.0 ~ 12.0,1.0,654.0,28.5940876656473,2.599388379204893,1.4309938837920488,2.199732415902141,0.05198776758409786,0.1717125382262997
France,Aviation,2022-09-15,1.0 ~ 12.0,1.0,643.0,27.310964230171074,2.6438569206842923,1.401244167962675,2.385054432348367,0.05287713841368585,0.16183514774494556
France,Aviation,2022-09-12,1.0 ~ 12.0,1.0,626.0,25.964922790202344,7.987220447284345,1.5551118210862622,2.3585143769968053,0.054313099041533544,0.14996805111821085
France,Aviation,2022-09-09,1.0 ~ 12.0,1.0,585.0,23.11465811965812,8.034188034188034,0.19316239316239317,2.3194529914529913,0.04786324786324787,0.12437606837606838
France,Aviation,2022-09-06,1.0 ~ 12.0,1.0,536.0,20.594231965174128,8.022388059701491,0.19962686567164178,2.1243843283582087,0.041044776119402986,0.10473880597014926
France,Aviation,2022-09-03,1.0 ~ 12.0,1.0,506.0,18.925082345191043,7.905138339920948,0.20553359683794464,1.9662648221343875,0.03162055335968379,0.07946640316205533
France,Aviation,2022-08-31,1.0 ~ 12.0,1.0,480.0,17.339600694444446,7.708333333333334,0.21041666666666667,1.8324166666666668,0.020833333333333332,0.06964583333333334
France,Aviation,2022-08-28,1.0 ~ 12.0,1.0,455.0,15.979871794871796,7.472527472527473,0.2153846153846154,1.6994725274725275,0.008791208791208791,0.06215384615384616
France,Aviation,2022-08-25,1.0 ~ 12.0,1.0,433.0,14.940434949961508,7.390300230946882,0.22170900692840645,1.6185219399538107,0.0,0.07018475750577367
France,Aviation,2022-08-22,1.0 ~ 12.0,1.0,422.0,14.50890600315956,13.744075829383885,0.35071090047393366,1.5980331753554502,0.0,0.07345971563981042
France,Aviation,2022-08-19,1.0 ~ 12.0,1.0,415.0,14.446204819277108,15.662650602409638,0.3855421686746988,1.188746987951807,0.0,0.06987951807228916
France,Aviation,2022-08-16,1.0 ~ 12.0,1.0,408.0,14.29950980392157,19.852941176470587,0.46568627450980393,1.1902450980392156,0.0784313725490196,0.12254901960784313
France,Aviation,2022-08-13,1.0 ~ 12.0,1.0,401.0,14.348212801330009,20.07481296758105,0.4960099750623442,1.2907231920199502,0.10723192019950124,0.18336658354114715
France,Aviation,2022-08-10,1.0 ~ 12.0,1.0,394.0,14.862732656514382,20.558375634517766,0.5210152284263959,1.390685279187817,0.14213197969543145,0.2558375634517766
France,Aviation,2022-08-07,1.0 ~ 12.0,1.0,415.0,16.78955823293173,19.87951807228916,0.4929879518072289,1.6239759036144579,0.1710843373493976,0.31821686746987954
France,Aviation,2022-08-04,1.0 ~ 12.0,1.0,421.0,17.69675376088678,32.42280285035629,1.583729216152019,1.704251781472684,0.1828978622327791,0.3438479809976247
France,Aviation,2022-08-01,1.0 ~ 12.0,1.0,420.0,18.795714285714283,33.095238095238095,1.8207619047619046,1.8822857142857146,0.19523809523809524,0.369
France,Aviation,2022-07-29,1.0 ~ 12.0,1.0,422.0,19.615738546603474,33.41232227488152,2.105924170616114,2.0577488151658767,0.1990521327014218,0.3801895734597156
France,Aviation,2022-07-26,1.0 ~ 12.0,1.0,435.0,21.273869731800765,30.919540229885058,2.284850574712644,2.4335402298850575,0.20919540229885056,0.38491954022988506
France,Aviation,2022-07-23,1.0 ~ 12.0,1.0,464.0,24.67638290229885,32.327586206896555,2.604008620689655,2.5886422413793104,0.21931034482758618,0.3906465517241379
France,Aviation,2022-07-20,1.0 ~ 12.0,1.0,481.0,26.38418225918226,32.95218295218296,3.0725987525987524,2.6837837837837837,0.21754677754677756,0.3625779625779626
France,Aviation,2022-07-17,1.0 ~ 12.0,1.0,504.0,27.956696428571426,33.92857142857143,3.564107142857143,2.794087301587302,0.20571428571428568,0.315
France,Aviation,2022-07-14,1.0 ~ 12.0,1.0,529.0,29.232750472589792,34.971644612476375,3.888241965973535,2.775330812854442,0.1831758034026465,0.24487712665406428
France,Aviation,2022-07-11,1.0 ~ 12.0,1.0,549.0,30.619171220400727,36.0655737704918,4.108907103825136,2.772786885245902,0.17650273224043717,0.20065573770491807
France,Aviation,2022-07-08,1.0 ~ 12.0,1.0,554.0,31.354918772563177,38.26714801444043,4.482093862815884,2.730306859205776,0.16288808664259927,0.16981949458483753
France,Aviation,2022-07-05,1.0 ~ 12.0,1.0,573.0,31.51737929028505,39.52879581151832,4.813769633507853,2.6093891797556714,0.1493193717277487,0.16612565445026178
France,Aviation,2022-07-02,1.0 ~ 12.0,1.0,600.0,32.82306944444444,38.29235,5.263166666666667,2.5002,0.1365,0.151
France,Aviation,2022-06-29,1.0 ~ 12.0,1.0,624.0,34.8447516025641,36.7188141025641,5.639935897435897,2.2516826923076922,0.12541666666666668,0.14049679487179487
France,Aviation,2022-06-26,1.0 ~ 12.0,1.0,640.0,36.459778645833325,36.590140625,5.887546875,2.04428125,0.10546875,0.14140625
France,Aviation,2022-06-23,1.0 ~ 12.0,1.0,643.0,37.54962415759461,36.57853810264386,6.090746500777605,1.718398133748056,0.06842923794712286,0.15346811819595646
France,Aviation,2022-06-20,1.0 ~ 12.0,1.0,661.0,37.54368381240545,28.566127080181545,5.691694402420575,1.5473827534039335,0.0045385779122541605,0.16763993948562783
France,Aviation,2022-06-17,1.0 ~ 12.0,1.0,684.0,38.13925438596491,32.33131578947369,5.1164035087719295,1.4184795321637425,0.07894736842105263,0.18980994152046782
France,Aviation,2022-06-14,1.0 ~ 12.0,1.0,707.0,39.673444130127294,35.13035360678924,4.765841584158416,1.317963224893918,0.07637906647807638,0.2176803394625177
France,Aviation,2022-06-11,1.0 ~ 12.0,1.0,740.0,40.11344594594594,29.72972972972973,4.518378378378379,1.2472702702702703,0.06891891891891892,0.2380810810810811
France,Aviation,2022-06-08,1.0 ~ 12.0,1.0,767.0,40.67366362451108,20.13037809647979,4.321838331160365,1.2202086049543674,0.06388526727509779,0.26761408083441984
France,Aviation,2022-06-05,1.0 ~ 12.0,1.0,776.0,41.714304123711344,14.81958762886598,4.158569587628866,1.2502835051546393,0.060567010309278344,0.26989690721649484
France,Aviation,2022-06-02,1.0 ~ 12.0,1.0,773.0,43.47800776196637,32.60025873221216,4.322496765847348,1.320711513583441,0.4036222509702458,0.2846313065976714
France,Aviation,2022-05-30,1.0 ~ 12.0,1.0,765.0,45.79843137254902,34.37908496732026,1.0859738562091503,1.4325359477124184,0.380718954248366,0.3085228758169935
France,Aviation,2022-05-27,1.0 ~ 12.0,1.0,770.0,50.963538961038964,36.883116883116884,1.192103896103896,1.5262467532467532,0.33553246753246757,0.30723376623376625
France,Aviation,2022-05-24,1.0 ~ 12.0,1.0,774.0,56.2140503875969,39.6640826873385,1.2728682170542636,1.6461111111111109,0.3263565891472869,0.30116279069767443
France,Aviation,2022-05-21,1.0 ~ 12.0,1.0,779.0,60.49303594351733,41.7201540436457,1.3560975609756096,1.7490115532734274,0.335609756097561,0.30210526315789477
France,Aviation,2022-05-18,1.0 ~ 12.0,1.0,790.0,64.81259493670885,43.037974683544306,1.400126582278481,1.8633670886075948,0.3470126582278481,0.3408354430379747
France,Aviation,2022-05-15,1.0 ~ 12.0,1.0,803.0,69.3192092154421,45.205479452054796,1.4653175591531757,2.062328767123288,0.3746077210460772,0.38442092154420926
France,Aviation,2022-05-12,1.0 ~ 12.0,1.0,811.0,72.39628031237154,41.67694204685573,1.4922071516646116,2.2691245376078912,0.35077681874229344,0.48774352651048086
France,Aviation,2022-05-09,1.0 ~ 12.0,1.0,813.0,74.29637146371464,44.03444034440345,1.5305166051660517,2.330405904059041,0.4255719557195572,0.5429274292742928
France,Aviation,2022-05-06,1.0 ~ 12.0,1.0,832.0,79.19432091346154,39.851875,1.809567307692308,2.38140625,0.7449038461538462,0.6590384615384616
France,Aviation,2022-05-03,1.0 ~ 12.0,1.0,835.0,78.93208582834332,36.77395209580838,1.851197604790419,2.377880239520958,0.8934131736526946,0.7272215568862276
France,Aviation,2022-04-23,1.0 ~ 12.0,1.0,825.0,63.1979797979798,7.283660606060606,0.8872242424242425,1.9367272727272726,1.3893333333333335,1.0368848484848485
France,Aviation,2022-04-20,1.0 ~ 12.0,1.0,815.0,58.162004089979554,6.434993865030676,0.930245398773006,1.783484662576687,1.448638036809816,1.0758159509202454
France,Aviation,2022-04-17,1.0 ~ 12.0,1.0,801.0,54.85638784852267,9.797228464419476,0.8199875156054931,1.6482147315855182,1.3225093632958802,1.0956554307116104
