nation,cls,date,sb_br,sb_lower_br,sb_battles_sum,sb_battles_mean,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death
France,Ground_vehicles,2019-11-25,1.0 ~ 12.0,1.0,2683.0,320.38396074046466,76.2616474096161,0.0,0.0807752515840477,4.408218412225121,2.3748639582556836
France,Ground_vehicles,2019-11-22,1.0 ~ 12.0,1.0,2887.0,336.3460916753262,76.7357291305854,0.0,0.06387945964669206,4.311337028056807,2.3946726705923105
USA,Aviation,2023-09-11,1.0 ~ 12.0,1.0,8157.0,745.1176187168095,71.00232193208288,9.363221772710556,1.300519798945691,0.9891442932450656,0.2656319725389236
USA,Aviation,2023-09-08,1.0 ~ 12.0,1.0,7502.0,645.3055193747275,70.20852705945082,9.073163156491603,1.3838549720074647,0.9417941882164755,0.27680885097307384
USA,Aviation,2023-09-05,1.0 ~ 12.0,1.0,6698.0,534.2497999284316,66.12227082711257,8.705441922962077,1.4848790683786204,0.6735503135264258,0.294744699910421
USA,Aviation,2023-09-02,1.0 ~ 12.0,1.0,5905.0,425.3520385602732,63.94024555461473,8.906431837425911,1.5764792548687556,0.6386350550381034,0.3030330228619814
USA,Aviation,2023-08-30,1.0 ~ 12.0,1.0,5406.0,354.7024213249241,61.21261561228265,8.989125046244913,1.6235719570847207,0.5569885312615612,0.31318534961154276
USA,Aviation,2023-08-27,1.0 ~ 12.0,1.0,4533.0,243.75912243197155,57.357434370174275,8.929470549305096,1.721742775204059,0.5032803882638429,0.30654754026031317
USA,Aviation,2023-08-24,1.0 ~ 12.0,1.0,3992.0,185.313634709896,53.36501753507015,8.732106713426855,1.7869539078156313,0.4386447895791583,0.2990756513026052
USA,Aviation,2023-08-21,1.0 ~ 12.0,1.0,3513.0,143.3496952362879,49.90113578138343,7.711252490748647,1.9147537717050953,0.3437090805579277,0.30547110731568455
USA,Aviation,2023-08-18,1.0 ~ 12.0,1.0,3174.0,122.93777505225994,43.85280403276623,6.326940768746063,1.9723692501575298,0.2525267800882168,0.31401386263390046
USA,Aviation,2023-08-15,1.0 ~ 12.0,1.0,3062.0,119.67948825523122,38.29576747224037,5.1871815806662305,1.9778772044415414,0.25498040496407576,0.3109013716525147
USA,Aviation,2023-08-12,1.0 ~ 12.0,1.0,2888.0,119.93583036788543,46.54673822714682,5.450207756232687,1.9553774238227148,0.2531371191135734,0.30765581717451523
USA,Aviation,2023-08-09,1.0 ~ 12.0,1.0,2839.0,120.66449175750866,48.62738992603029,5.464406481155336,1.937382881296231,0.2637301866854526,0.3209827404015499
USA,Aviation,2023-08-06,1.0 ~ 12.0,1.0,2827.0,122.25358887270808,51.59808277325787,5.504191722674213,1.9192889989388044,0.24031835868411744,0.3539087371772197
USA,Aviation,2023-08-03,1.0 ~ 12.0,1.0,2811.0,122.20928577331995,51.940836001422994,5.4486979722518685,1.9311775168979013,0.22272145144076844,0.3394806118818925
USA,Aviation,2023-07-31,1.0 ~ 12.0,1.0,2777.0,119.27663357428392,51.358584803745046,5.195250270075622,1.9594094346416995,0.12364422038170689,0.33656823910694994
USA,Aviation,2023-07-28,1.0 ~ 12.0,1.0,2697.0,112.00450418962654,50.884323322209866,4.832684464219504,2.017879124953652,0.10367074527252504,0.35546533185020396
USA,Aviation,2023-07-25,1.0 ~ 12.0,1.0,2660.0,107.92083802580042,50.44324436090225,4.623233082706767,2.0794285714285716,0.09946616541353383,0.4055751879699248
USA,Aviation,2023-07-22,1.0 ~ 12.0,1.0,2597.0,101.26607197726759,49.937693492491334,4.76723912206392,2.1663534847901422,0.09454370427416249,0.4517404697728148
USA,Aviation,2023-07-19,1.0 ~ 12.0,1.0,2525.0,94.5645478262112,49.9960396039604,4.666368316831683,2.267013861386139,0.2150019801980198,0.5173227722772277
USA,Aviation,2023-07-16,1.0 ~ 12.0,1.0,2472.0,86.7567929789107,45.75862459546926,4.493470873786409,2.402144012944984,0.25065938511326863,0.627665857605178
USA,Aviation,2023-07-13,1.0 ~ 12.0,1.0,2459.0,81.93870208798026,41.84930866205775,4.423314355429035,2.529036193574624,0.28751525010166734,0.6992395282635219
USA,Aviation,2023-07-10,1.0 ~ 12.0,1.0,2475.0,78.02786088883059,48.16072727272727,5.956129292929294,2.571062626262626,0.33002424242424244,0.7751272727272727
USA,Aviation,2023-07-07,1.0 ~ 12.0,1.0,2463.0,75.1928746018271,46.16217620787658,6.040755176613885,2.585192854242793,0.3581079983759643,0.810012180267966
USA,Aviation,2023-07-04,1.0 ~ 12.0,1.0,2543.0,74.99978471303677,49.079453401494305,6.646999606763664,2.601706645694062,0.9227565867086119,0.8628470310656706
USA,Aviation,2023-07-01,1.0 ~ 12.0,1.0,2611.0,74.75518484345562,46.77878207583302,6.640999617004979,2.658912294140176,0.9557027958636538,0.9129490616621984
USA,Aviation,2023-06-28,1.0 ~ 12.0,1.0,2681.0,75.6787079512555,45.39010070869078,6.480164117866468,2.7075233121969413,0.9732114882506527,0.9325102573666542
USA,Aviation,2023-06-25,1.0 ~ 12.0,1.0,2807.0,77.56852367637904,46.679194869967944,6.46656929105807,2.777121482009263,1.0043569647310295,0.9316494478090488
USA,Aviation,2023-06-22,1.0 ~ 12.0,1.0,3009.0,90.70958398254012,47.00845463609173,6.4444366899302095,2.798042539049518,1.0434496510468596,0.8892788301761383
USA,Aviation,2023-06-18,1.0 ~ 12.0,1.0,3140.0,94.9334612388673,47.18723566878981,6.703732484076433,2.720942675159236,0.9832484076433122,0.8210987261146496
USA,Aviation,2023-06-13,1.0 ~ 12.0,1.0,3348.0,102.11019198427351,44.59020609318996,6.98331541218638,2.546388888888889,0.7873416965352449,0.6366696535244921
USA,Aviation,2023-06-10,1.0 ~ 12.0,1.0,3424.0,103.10396838039946,44.03909754672897,6.9746553738317765,2.4717669392523365,0.6257768691588785,0.5850876168224299
USA,Aviation,2023-06-07,1.0 ~ 12.0,1.0,3504.0,103.41050572176428,53.34736872146119,7.226575342465754,2.4197431506849316,0.9147688356164385,0.5314526255707762
USA,Aviation,2023-06-04,1.0 ~ 12.0,1.0,3549.0,100.75343582953472,52.71960552268244,7.138856015779092,2.371053817976895,0.828909551986475,0.46475626937165393
USA,Aviation,2023-06-01,1.0 ~ 12.0,1.0,3532.0,95.3274163839495,49.375396375990945,7.026415628539071,2.3100906002265003,0.7418856172140429,0.4139977349943374
USA,Aviation,2023-05-29,1.0 ~ 12.0,1.0,3523.0,91.78863118226586,48.78315640079478,7.060133409026399,2.365884189611127,0.6950326426341187,0.39039171160942376
USA,Aviation,2023-05-26,1.0 ~ 12.0,1.0,3448.0,85.60730006813242,47.90431554524362,7.037882830626449,2.2837325986078887,0.6335005800464037,0.3391357308584687
USA,Aviation,2023-05-23,1.0 ~ 12.0,1.0,3279.0,81.13218265080113,45.513107654772796,7.4845349191826775,2.2598322659347363,0.28185117413845684,0.30321439463250993
USA,Aviation,2023-05-20,1.0 ~ 12.0,1.0,2948.0,70.70826054693083,43.80950135685211,7.436597693351425,2.2277781546811397,0.258887381275441,0.27989484396200814
USA,Aviation,2023-05-17,1.0 ~ 12.0,1.0,2717.0,64.98196643866501,32.198564593301434,5.213187338976812,2.265936694884063,0.24106367316893632,0.2691645196908355
USA,Aviation,2023-05-13,1.0 ~ 12.0,1.0,2294.0,53.765237692657045,27.458600697471667,5.280706190061029,2.4523365300784654,0.22795117698343503,0.27245858761987796
USA,Aviation,2023-05-10,1.0 ~ 12.0,1.0,2219.0,53.98722846178907,26.405515998197387,5.624650743578188,2.4749526813880127,0.2238305543037404,0.2841775574583145
USA,Aviation,2023-05-07,1.0 ~ 12.0,1.0,2141.0,55.07403728012088,21.68245679588977,5.817286314806165,2.415908453993461,0.08057916861279776,0.287725361980383
USA,Aviation,2023-05-03,1.0 ~ 12.0,1.0,2041.0,55.58648255495389,20.87454189122979,5.71016168544831,2.400362567368937,0.08094561489465948,0.3162714355707986
USA,Aviation,2023-04-29,1.0 ~ 12.0,1.0,1931.0,41.90313767451261,21.894686690833765,6.49441740031072,2.3504246504401864,0.06283272915587779,0.35343863283272914
USA,Aviation,2023-04-26,1.0 ~ 12.0,1.0,1906.0,42.72323877591454,22.160283315844698,6.857072402938089,2.281846799580273,0.05262329485834208,0.3630640083945435
USA,Aviation,2023-04-23,1.0 ~ 12.0,1.0,1962.0,48.961231624305015,22.8592252803262,7.023256880733945,2.1937716615698264,0.06738022426095822,0.35213047910295614
USA,Aviation,2023-04-20,1.0 ~ 12.0,1.0,2839.0,75.31367613835032,33.61708700246566,6.900482564283198,2.1871715392743925,0.5390771398379711,0.33969707643536456
USA,Aviation,2023-04-17,1.0 ~ 12.0,1.0,2839.0,75.31367613835032,33.61708700246566,6.900482564283198,2.1871715392743925,0.5390771398379711,0.33969707643536456
USA,Aviation,2023-04-14,1.0 ~ 12.0,1.0,2839.0,75.31367613835032,33.61708700246566,6.900482564283198,2.1871715392743925,0.5390771398379711,0.33969707643536456
USA,Aviation,2023-04-10,1.0 ~ 12.0,1.0,2930.0,79.77040930627962,34.121259385665525,6.952993174061433,2.0123583617747443,0.5358737201365188,0.33309556313993177
USA,Aviation,2023-04-07,1.0 ~ 12.0,1.0,3008.0,82.93991145711557,34.38625997340426,6.986635638297872,1.9981183510638298,0.5181449468085106,0.3283244680851064
USA,Aviation,2023-04-04,1.0 ~ 12.0,1.0,3041.0,86.3416917511952,34.929671160802364,7.091499506741204,1.995794146662282,0.5188030253206183,0.32527786912199935
USA,Aviation,2023-03-30,1.0 ~ 12.0,1.0,3179.0,99.8355979660478,42.18879521862221,8.841868512110727,2.0132651777288455,0.5002673796791444,0.316407675369613
USA,Aviation,2023-03-27,1.0 ~ 12.0,1.0,3229.0,105.73814566253402,45.97698358624962,9.088649736760608,2.021217095075875,0.48179312480644165,0.3041127283988851
USA,Aviation,2023-03-24,1.0 ~ 12.0,1.0,3241.0,108.43083043152465,45.44885837704412,9.12701018204258,2.0368466522678186,0.4719315026226473,0.29335698858377046
USA,Aviation,2023-03-18,1.0 ~ 12.0,1.0,3193.0,111.58784394434252,51.2083088005011,9.762915753210146,2.0282492953335423,0.9795834638271219,0.29525524585029755
USA,Aviation,2023-03-15,1.0 ~ 12.0,1.0,3119.0,105.00515768297109,53.0298493106765,10.06116062840654,1.9704552741263228,1.1442577749278615,0.3132061558191728
USA,Aviation,2023-03-12,1.0 ~ 12.0,1.0,3113.0,102.19613754914108,51.71857372309669,10.667995502730484,1.9696370061034374,0.7112238997751364,0.33066495342113716
USA,Aviation,2023-03-09,1.0 ~ 12.0,1.0,3129.0,99.74050106705907,52.51519335250879,11.177136465324384,1.984186641099393,0.7756056248002557,0.36984659635666345
USA,Aviation,2023-03-06,1.0 ~ 12.0,1.0,3159.0,98.63312838369819,56.930297562519776,11.167040202595757,2.0008831908831906,1.2191358024691359,0.38432098765432093
USA,Aviation,2023-03-03,1.0 ~ 12.0,1.0,3406.0,100.78900222404332,58.67115678214915,12.552166764533178,1.9208622039538068,1.3741368173810922,0.4048752201996477
USA,Aviation,2023-02-28,1.0 ~ 12.0,1.0,3751.0,109.7099453332591,58.50501732871234,13.781420954412157,1.79302897005243,1.4452279392162088,0.408940282591309
USA,Aviation,2023-02-25,1.0 ~ 12.0,1.0,4200.0,123.9560344932845,57.68452380952381,15.305478571428573,1.6681496031746028,1.5598333333333332,0.42815595238095233
USA,Aviation,2023-02-22,1.0 ~ 12.0,1.0,4797.0,147.9186218721866,57.361288305190754,16.269132791327912,1.5895125425613232,1.6426829268292682,0.44649572649572655
USA,Aviation,2023-02-19,1.0 ~ 12.0,1.0,5468.0,180.00850536320542,59.15297549378201,16.107633504023408,1.5425164594001464,1.6052432333577176,0.4574414776883686
USA,Aviation,2023-02-16,1.0 ~ 12.0,1.0,6187.0,220.44549747165712,58.390234362372716,15.576203868326061,1.4952653413070416,1.556909649264587,0.4597591724583805
USA,Aviation,2023-02-13,1.0 ~ 12.0,1.0,6934.0,262.63102232350866,58.86694188058841,15.734254158254016,1.4457814152485338,1.511819536583021,0.45838428997211816
USA,Aviation,2023-02-10,1.0 ~ 12.0,1.0,7671.0,303.6464588338268,58.46693781775517,17.22322513362013,1.4044091600399775,1.4699409029678874,0.45324686047016893
USA,Aviation,2023-02-07,1.0 ~ 12.0,1.0,8355.0,341.6048595190965,58.44205765010972,19.60774147217236,1.3624207859565132,1.7445810891681628,0.45210353081986837
USA,Aviation,2023-02-04,1.0 ~ 12.0,1.0,8941.0,375.3044050681451,58.46194720948439,22.55940386981322,1.3208280952913545,2.019778548260821,0.43536125713007495
USA,Aviation,2023-02-01,1.0 ~ 12.0,1.0,9349.0,400.1936320979267,58.56549256604984,23.28223981174457,1.3107488501444005,1.9511284629372128,0.42964702107177233
USA,Aviation,2023-01-29,1.0 ~ 12.0,1.0,9522.0,415.79474098155566,58.955024154589374,23.29393299726948,1.3289571518588532,1.8120069313169505,0.43042218021424067
USA,Aviation,2023-01-26,1.0 ~ 12.0,1.0,9464.0,426.1749837440666,60.26873555931249,22.635379684418144,1.3617670470555088,1.6364148351648349,0.4238287193575655
USA,Aviation,2023-01-23,1.0 ~ 12.0,1.0,9199.0,409.84013780906923,60.4548037830199,22.973156864876618,1.3730530492444832,1.539010762039352,0.4188150885965866
USA,Aviation,2023-01-20,1.0 ~ 12.0,1.0,8811.0,387.1096527975486,60.5241595732607,23.589640222449212,1.392498581318806,1.4946385200317787,0.4060163432073544
USA,Aviation,2023-01-17,1.0 ~ 12.0,1.0,8385.0,356.1828281438299,60.83529636255217,22.87935658914729,1.4086165772212285,1.5540894454382825,0.3846404293381038
USA,Aviation,2023-01-14,1.0 ~ 12.0,1.0,7960.0,320.6876159403829,61.107533919597984,21.586589195979897,1.4277221105527638,1.5038077889447237,0.3610621859296482
USA,Aviation,2023-01-11,1.0 ~ 12.0,1.0,7554.0,284.8054747840193,62.09329361927456,20.443831082870005,1.4422938840349482,1.5327640984908657,0.3339886153031506
USA,Aviation,2023-01-08,1.0 ~ 12.0,1.0,7155.0,253.11954363014112,62.41978336827394,17.143619846261355,1.4193523410202658,1.5577959468902864,0.3177526205450734
USA,Aviation,2023-01-05,1.0 ~ 12.0,1.0,6770.0,224.5806940708233,60.63221713441655,13.570988183161004,1.413301624815362,1.292135893648449,0.31171491875923196
USA,Aviation,2023-01-02,1.0 ~ 12.0,1.0,6395.0,199.8498640712949,60.170530101641916,10.863760750586396,1.411893482960033,1.192986708365911,0.2995215011727912
USA,Aviation,2022-12-30,1.0 ~ 12.0,1.0,6032.0,177.8509770043175,59.6190600132626,9.361619694960213,1.4030623683491963,1.1828249336870027,0.28331730769230773
USA,Aviation,2022-12-25,1.0 ~ 12.0,1.0,5616.0,156.93703724160454,58.05305377492877,7.678954772079771,1.404114714261773,1.1223985042735043,0.2554647435897435
USA,Aviation,2022-12-22,1.0 ~ 12.0,1.0,5436.0,149.91602056424077,56.40482155997056,7.113112582781456,1.401724721897589,1.109218175128771,0.25137785136129503
USA,Aviation,2022-12-19,1.0 ~ 12.0,1.0,5145.0,167.3014222706351,57.659945578231294,6.087566569484937,1.4251389698736636,1.0716831875607389,0.2544538386783285
USA,Aviation,2022-12-16,1.0 ~ 12.0,1.0,4912.0,163.18490027661443,56.37735138436482,5.8943200325732885,1.434541259500543,1.0299144951140065,0.25612072475570036
USA,Aviation,2022-12-13,1.0 ~ 12.0,1.0,4613.0,157.48537131089157,52.06800563624539,5.837269311366427,1.4521251535515571,0.9891025363104268,0.23909169737697805
USA,Aviation,2022-12-10,1.0 ~ 12.0,1.0,4317.0,151.5176508779358,52.325913829047956,6.370136668983091,1.473986564744035,0.8526082927959231,0.2303335649756775
USA,Aviation,2022-12-07,1.0 ~ 12.0,1.0,4040.0,145.71954341656692,52.985324257425745,6.5314678217821776,1.566717202970297,0.6960742574257426,0.2226596534653465
USA,Aviation,2022-12-04,1.0 ~ 12.0,1.0,3781.0,141.74084153012348,53.18718592964825,6.7360751124041265,1.618702724147051,0.5480481354139116,0.20153134091510186
USA,Aviation,2022-12-01,1.0 ~ 12.0,1.0,3576.0,140.35311061670123,53.044795861297544,7.009057606263982,1.735227908277405,0.49209172259507833,0.19036073825503355
USA,Aviation,2022-11-28,1.0 ~ 12.0,1.0,3417.0,139.99463955629452,52.998887913374304,7.250468247000293,1.798697688030436,0.4149341527655838,0.19156007293847507
USA,Aviation,2022-11-25,1.0 ~ 12.0,1.0,3235.0,137.6901487658829,54.33489335394127,7.525097372488408,1.8774665121071612,0.38528593508500764,0.18732421828557838
USA,Aviation,2022-11-22,1.0 ~ 12.0,1.0,3059.0,134.48858057510395,55.82028113762668,7.586554429552141,1.942442511558399,0.34920889179470416,0.18580229838811071
USA,Aviation,2022-11-18,1.0 ~ 12.0,1.0,2903.0,131.72478118295376,55.591057526696524,8.014102652428523,2.0448054967767337,0.354860489149156,0.17238521726293
USA,Aviation,2022-11-15,1.0 ~ 12.0,1.0,2790.0,122.27719097509421,52.67212903225807,7.81010394265233,2.0865716845878133,0.20515412186379928,0.16696057347670254
USA,Aviation,2022-11-12,1.0 ~ 12.0,1.0,2584.0,114.63253322077819,49.48173374613003,7.724237616099072,2.144605263157895,0.19162151702786376,0.16480069659442723
USA,Aviation,2022-11-09,1.0 ~ 12.0,1.0,2373.0,106.41172432591522,49.41000842815002,7.408019384745049,2.1662494732406237,0.18479561736198902,0.1653265908133165
USA,Aviation,2022-11-06,1.0 ~ 12.0,1.0,1969.0,90.23566717267835,47.96859319451498,7.670441848654138,2.2242204164550534,0.1425393600812595,0.1610538344337227
USA,Aviation,2022-11-03,1.0 ~ 12.0,1.0,1673.0,78.97892707345785,42.36401673640167,7.886569037656903,2.2580812910938435,0.08706515242080096,0.15939031679617452
USA,Aviation,2022-10-31,1.0 ~ 12.0,1.0,1380.0,66.1627183424466,41.376811594202906,8.309536231884058,2.239735507246377,0.08956521739130435,0.1545144927536232
USA,Aviation,2022-10-28,1.0 ~ 12.0,1.0,1111.0,51.8926535510694,39.1989198919892,8.542313231323133,2.269385688568857,0.09488748874887488,0.12082808280828083
USA,Aviation,2022-10-25,1.0 ~ 12.0,1.0,874.0,39.04771418512837,37.75743707093822,8.56554347826087,2.3171710526315787,0.10394736842105262,0.10843821510297484
USA,Aviation,2022-10-22,1.0 ~ 12.0,1.0,659.0,29.086001934332735,37.481031866464335,6.718130500758725,2.3850540591805767,0.09863429438543247,0.09769347496206374
USA,Aviation,2022-10-19,1.0 ~ 12.0,1.0,538.0,25.504566726128065,34.5724907063197,6.297482740308019,2.3019669410515133,0.031598513011152414,0.13383165161975571
USA,Aviation,2022-10-15,1.0 ~ 12.0,1.0,849.0,53.71642519893403,69.8435335689046,6.130694935217903,1.6116413621713974,0.4023085983510012,0.17381625441696114
USA,Aviation,2022-10-12,1.0 ~ 12.0,1.0,9677.0,799.767446293043,82.62224449726155,5.8689733388446825,1.4934633667458923,0.40443319210499123,0.20059780923840034
USA,Aviation,2022-10-09,1.0 ~ 12.0,1.0,10116.0,771.0307203110583,82.59956801107157,5.7031435349940685,1.4730226298019893,0.39741894029260577,0.19818208778173188
USA,Aviation,2022-10-06,1.0 ~ 12.0,1.0,10122.0,770.5843476256339,82.55060561153921,5.69976289270895,1.476467101363367,0.3971833629717447,0.19806461173681092
USA,Aviation,2022-10-03,1.0 ~ 12.0,1.0,10122.0,770.5843476256339,82.55060561153921,5.69976289270895,1.476467101363367,0.3971833629717447,0.19806461173681092
USA,Aviation,2022-09-30,1.0 ~ 12.0,1.0,10122.0,770.5843476256339,82.55060561153921,5.69976289270895,1.476467101363367,0.3971833629717447,0.19806461173681092
USA,Aviation,2022-09-27,1.0 ~ 12.0,1.0,10122.0,770.5843476256339,82.55060561153921,5.69976289270895,1.476467101363367,0.3971833629717447,0.19806461173681092
USA,Aviation,2022-09-24,1.0 ~ 12.0,1.0,10123.0,770.511366854358,82.54245085448977,5.699199841944088,1.476518818532056,0.3971441272350094,0.1980450459349995
USA,Aviation,2022-09-21,1.0 ~ 12.0,1.0,10123.0,770.511366854358,82.54245085448977,5.699199841944088,1.4766133227962728,0.3971441272350094,0.1980450459349995
USA,Aviation,2022-09-18,1.0 ~ 12.0,1.0,10120.0,770.7278376695767,82.55618873517786,5.698607707509881,1.4762592226613966,0.3969594861660079,0.19782164031620553
USA,Aviation,2022-09-15,1.0 ~ 12.0,1.0,10124.0,759.670626080316,81.65631370999604,5.604394508099565,1.5142700513630976,0.40295239035954167,0.20221849071513237
USA,Aviation,2022-09-12,1.0 ~ 12.0,1.0,9975.0,737.7553008651054,80.5821112781955,5.577038596491228,1.557151879699248,0.4294756892230576,0.2087218045112782
USA,Aviation,2022-09-09,1.0 ~ 12.0,1.0,9449.0,672.8737386917829,78.95755212191766,5.531086887501322,1.6444322150492117,0.5138543761244576,0.2279108900412742
USA,Aviation,2022-09-06,1.0 ~ 12.0,1.0,8740.0,600.9255724805324,78.15219336384439,5.572097254004576,1.6986224256292908,0.5482711670480549,0.24157894736842103
USA,Aviation,2022-09-03,1.0 ~ 12.0,1.0,8196.0,533.7562212738458,74.5759943875061,5.578173499267935,1.790546608101513,0.5811713030746706,0.26384943875061007
USA,Aviation,2022-08-31,1.0 ~ 12.0,1.0,7581.0,462.13574491140776,72.99468803587916,5.709166336894869,1.8790858725761774,0.5945310645033636,0.2822872971903443
USA,Aviation,2022-08-28,1.0 ~ 12.0,1.0,7054.0,404.11394773200846,70.72546923731217,5.818138644740573,1.9741168131556568,0.6009838389566204,0.3003926850014177
USA,Aviation,2022-08-25,1.0 ~ 12.0,1.0,6749.0,357.913660496169,70.77243147132909,5.94289376203882,2.0398162690769004,0.652726329826641,0.31751370573418286
USA,Aviation,2022-08-22,1.0 ~ 12.0,1.0,6545.0,324.16608092187926,70.19864018334607,6.0006203208556155,2.0996669213139803,0.6452100840336135,0.32353705118410997
USA,Aviation,2022-08-19,1.0 ~ 12.0,1.0,6501.0,311.85535980282174,70.68495308414091,6.034463928626366,2.1902876480541456,0.6355483771727427,0.33706968158744804
USA,Aviation,2022-08-16,1.0 ~ 12.0,1.0,6555.0,312.0444232655217,70.52314569031273,6.144530892448513,2.2879008390541573,0.6210251716247139,0.330744469870328
USA,Aviation,2022-08-13,1.0 ~ 12.0,1.0,6801.0,325.1647551202249,71.04129833847963,6.228594324364064,2.3074665490369064,0.6027584178797236,0.3051712983384796
USA,Aviation,2022-08-10,1.0 ~ 12.0,1.0,7149.0,350.5142937501099,72.70675618967687,6.5353098335431525,2.2910658833403272,0.587051335851168,0.28494754511120435
USA,Aviation,2022-08-07,1.0 ~ 12.0,1.0,7814.0,406.3598254815173,74.9675351932429,6.960926542103916,2.2367558228820066,0.601707192219094,0.2712272843614026
USA,Aviation,2022-08-04,1.0 ~ 12.0,1.0,8013.0,428.11405403947526,76.46683015100461,7.319045301385248,2.1989080244602524,0.6075340072382379,0.26538125545987773
USA,Aviation,2022-08-01,1.0 ~ 12.0,1.0,8395.0,459.43887148653084,77.12394997022037,7.57558784991066,2.150550327575938,0.6530756402620607,0.2636247766527695
USA,Aviation,2022-07-29,1.0 ~ 12.0,1.0,8775.0,480.04041778417843,77.8293754985755,7.86705641025641,2.0822210826210825,0.6891498575498575,0.25774131054131055
USA,Aviation,2022-07-26,1.0 ~ 12.0,1.0,9087.0,494.71046091821927,78.75021239132828,8.666925277869483,2.0007527236711784,0.7345350500715306,0.2518653020798943
USA,Aviation,2022-07-23,1.0 ~ 12.0,1.0,9291.0,502.2799431066786,79.31336131740395,9.025527930255086,1.9047712840383166,0.8125443978043267,0.2509902055752879
USA,Aviation,2022-07-20,1.0 ~ 12.0,1.0,9420.0,495.26300820611334,78.67528768577495,9.008441613588111,1.824192144373673,0.8967303609341827,0.25654564755838644
USA,Aviation,2022-07-17,1.0 ~ 12.0,1.0,9429.0,472.76350790711274,79.76064163750132,8.955837310425284,1.7223014105419452,1.026925442782904,0.2684017393148796
USA,Aviation,2022-07-14,1.0 ~ 12.0,1.0,9347.0,442.9936226428256,79.54049213651439,8.814259120573446,1.6321760992831922,1.1921557719054243,0.28890874077244033
USA,Aviation,2022-07-11,1.0 ~ 12.0,1.0,9137.0,408.7094517214086,79.3344237714786,8.547082193280069,1.5459111305680202,1.4070778154755388,0.31577760752982376
USA,Aviation,2022-07-08,1.0 ~ 12.0,1.0,8815.0,364.6862372870087,79.56425411230856,8.448738513896767,1.4895723199092457,1.539536018150879,0.33931366988088485
USA,Aviation,2022-07-05,1.0 ~ 12.0,1.0,8445.0,320.71674116292235,78.61745293072823,8.173295441089403,1.439109532267614,1.6326358792184725,0.35278271166370634
USA,Aviation,2022-07-02,1.0 ~ 12.0,1.0,7951.0,280.50622367403275,79.32328009055465,7.994778015343982,1.4078468117217962,1.7911457678279463,0.3680455288642938
USA,Aviation,2022-06-29,1.0 ~ 12.0,1.0,7306.0,241.00163453056965,76.4741924445661,7.464638653161786,1.4028852997536272,1.9080180673419112,0.38230495483164517
USA,Aviation,2022-06-26,1.0 ~ 12.0,1.0,6607.0,204.06021723177014,75.76348721053428,6.802314212199183,1.423597699409717,1.9592780384440744,0.40052671409111545
USA,Aviation,2022-06-23,1.0 ~ 12.0,1.0,5988.0,171.9649076133545,73.24519205076821,6.1094889779559125,1.4886523046092186,1.9992568470273884,0.41157815631262523
USA,Aviation,2022-06-20,1.0 ~ 12.0,1.0,5365.0,144.19062669338533,71.21030568499535,5.69067101584343,1.5741136999068033,2.0316104380242312,0.4170904007455732
USA,Aviation,2022-06-17,1.0 ~ 12.0,1.0,4862.0,123.75555899605673,64.58375359934183,4.461073632250102,1.6723138626079803,1.9705450431921023,0.41860139860139867
USA,Aviation,2022-06-14,1.0 ~ 12.0,1.0,4414.0,123.84012846515112,63.03136157680109,4.5617059356592655,1.7141957408246489,1.8522655188038062,0.4298867240598097
USA,Aviation,2022-06-11,1.0 ~ 12.0,1.0,4087.0,108.52571867140011,60.4517298752141,4.640513824321019,1.7667017372155613,1.7439540004893566,0.4570956691950086
USA,Aviation,2022-06-08,1.0 ~ 12.0,1.0,3784.0,95.5008476988128,56.86116543340381,4.523245243128964,1.8082716701902748,1.6392151162790696,0.5158033826638478
USA,Aviation,2022-06-05,1.0 ~ 12.0,1.0,3512.0,85.3147007052047,56.16550683371298,4.4492454441913445,1.8287272209567198,1.6369362186788154,0.5934567198177677
USA,Aviation,2022-06-02,1.0 ~ 12.0,1.0,3325.0,76.10577348132236,48.705819548872185,4.040433082706767,1.8372240601503758,1.560727819548872,0.6774646616541353
USA,Aviation,2022-05-30,1.0 ~ 12.0,1.0,3239.0,69.50569069879043,40.029672738499535,3.5980734794689715,1.8126026551404752,1.399978388391479,0.775507872800247
USA,Aviation,2022-05-27,1.0 ~ 12.0,1.0,3278.0,69.41554152409857,37.69198291641245,3.419273947528981,1.7392678462477118,1.4446522269676634,0.8611928004881025
USA,Aviation,2022-05-24,1.0 ~ 12.0,1.0,3354.0,70.82048970376341,36.740960047704235,3.110730471079308,1.6815951103160405,1.6024508050089445,0.9444752534287417
USA,Aviation,2022-05-21,1.0 ~ 12.0,1.0,3502.0,73.82670893102076,43.36205596801828,3.125779554540263,1.5993032552826953,2.108001142204455,1.018732153055397
USA,Aviation,2022-05-18,1.0 ~ 12.0,1.0,3702.0,82.05012997387391,42.734991896272284,2.7402863317125874,1.5582793084819015,1.6205240410588868,1.1108670988654783
USA,Aviation,2022-05-15,1.0 ~ 12.0,1.0,3882.0,91.00615861755738,42.801357547655854,2.594549201442555,1.5352421432251415,1.7784080370942812,1.179925296239052
USA,Aviation,2022-05-12,1.0 ~ 12.0,1.0,4013.0,100.59979226687426,43.54001744330924,2.4590879641166206,1.5440019935210565,1.9192923000249191,1.229421878893596
