nation,cls,date,rb_br,rb_lower_br,rb_battles_sum,rb_battles_mean,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death
Britain,Ground_vehicles,2021-01-11,1.0 ~ 11.3,1.0,163843.0,3889.6481889311576,58.959359142593826,0.03231166421513278,0.03166720580067504,2.1622387285389064,1.9664528237397993
Britain,Ground_vehicles,2021-01-07,1.0 ~ 11.3,1.0,153680.0,3571.4738345913584,58.47828787090057,0.03312539042165538,0.03185404737116085,2.197748503383654,1.9677567022384173
Britain,Ground_vehicles,2021-01-03,1.0 ~ 11.3,1.0,142192.0,3242.3521936971874,57.682555207044,0.033132806346348596,0.03246694610104647,2.21782048216496,1.9513507792280858
Britain,Ground_vehicles,2020-12-30,1.0 ~ 11.3,1.0,136668.0,3111.2093854310833,57.180338630842634,0.03425447068809086,0.03349181959200399,2.2141067404220447,1.9416682032370418
Britain,Ground_vehicles,2020-12-27,1.0 ~ 11.3,1.0,132213.0,3021.791910168044,56.73930589276395,0.03515009870436342,0.03460249748511871,2.2132187455091406,1.9262242744662024
Britain,Ground_vehicles,2020-12-24,1.0 ~ 11.3,1.0,128108.0,2960.554212535703,55.88891474380991,0.035525181877790614,0.035592078558716087,2.1984812814188026,1.9028132513191993
Britain,Ground_vehicles,2020-12-21,1.0 ~ 11.3,1.0,126256.0,2961.5154030397803,55.42525123558485,0.035440612723355726,0.03580511025218604,2.1851992776580915,1.8902125047522496
Britain,Ground_vehicles,2020-12-18,1.0 ~ 11.3,1.0,124004.0,2932.9094409972945,54.9334200509661,0.03615246282377988,0.03691219638076191,2.172642092190575,1.8759177123318602
Britain,Ground_vehicles,2020-12-15,1.0 ~ 11.3,1.0,122313.0,2920.214814334652,54.56494689853082,0.037033103594875445,0.03773842518783776,2.163865901416857,1.8731423479106881
Britain,Ground_vehicles,2020-12-12,1.0 ~ 11.3,1.0,121035.0,2918.2950447037165,54.24386078407072,0.03855537654397488,0.04000528772669063,2.1507039286156897,1.8624373115214607
Britain,Ground_vehicles,2020-12-09,1.0 ~ 11.3,1.0,119136.0,2916.203051714407,54.05087975087295,0.04051361469245232,0.04280452591995702,2.1380440001343,1.8652526524308353
Britain,Ground_vehicles,2020-12-06,1.0 ~ 11.3,1.0,117881.0,2913.6380477123616,54.09182743614323,0.04186213215021929,0.04433411660912276,2.1289755770650065,1.8728650927630408
Britain,Ground_vehicles,2020-12-03,1.0 ~ 11.3,1.0,117323.0,2914.931388072732,54.14480229792965,0.04258457420966051,0.04439104012001057,2.1249534191931674,1.8821724640522322
Britain,Ground_vehicles,2020-11-30,1.0 ~ 11.3,1.0,117258.0,2948.476695305184,54.418142898565556,0.043778249671664195,0.045746644152211365,2.1208401132545327,1.900798325060977
Britain,Ground_vehicles,2020-11-27,1.0 ~ 11.3,1.0,118488.0,3016.441749596503,54.82180819998649,0.043766710552967394,0.04578725271757478,2.1181449598271556,1.9205643609479446
Britain,Ground_vehicles,2020-11-23,1.0 ~ 11.3,1.0,120545.0,3121.5500653381764,55.47899639138912,0.04414741382886059,0.0462283794433614,2.120217678045543,1.9464549338421335
Britain,Ground_vehicles,2020-11-20,1.0 ~ 11.3,1.0,123760.0,3269.308992558562,56.17031819650937,0.04440416936005171,0.047194004524886875,2.115456205559147,1.9702660795087266
Britain,Ground_vehicles,2020-11-17,1.0 ~ 11.3,1.0,127390.0,3424.656293048344,56.68811005573436,0.04493107779260539,0.047238323259282525,2.1071030693147024,1.9882718423738124
Britain,Ground_vehicles,2020-11-14,1.0 ~ 11.3,1.0,131317.0,3596.0396912487668,57.11557574419153,0.0442033400092905,0.04689956365131705,2.087437955481773,1.9989613682919956
Britain,Ground_vehicles,2020-11-11,1.0 ~ 11.3,1.0,135470.0,3777.038605366853,57.485495607883664,0.04343271573042003,0.04650682808001772,2.0764338968037204,2.008435077877021
Britain,Ground_vehicles,2020-11-05,1.0 ~ 11.3,1.0,143479.0,4096.558992505623,57.847264617121674,0.04121132709316346,0.04496665017180215,2.040667484440232,2.0079275712822087
Britain,Ground_vehicles,2020-11-02,1.0 ~ 11.3,1.0,146791.0,4236.745321985161,57.89583366827667,0.03978799790177872,0.04301346812815499,2.017958389819539,2.0008929702774694
Britain,Ground_vehicles,2020-10-30,1.0 ~ 11.3,1.0,146510.0,4238.184618114804,57.694861852433284,0.038405842604600365,0.041615043341751416,2.015807726435056,2.0012412804586726
Britain,Ground_vehicles,2020-10-27,1.0 ~ 11.3,1.0,144055.0,4135.035919266947,57.33119752872167,0.037209538023671516,0.04075436465238971,2.024498351324147,1.999465829023637
Britain,Ground_vehicles,2020-10-24,1.0 ~ 11.3,1.0,140526.0,3980.511007876529,56.87856724022601,0.0365198610933208,0.04013207520316525,2.035780567297155,1.9865042767886374
Britain,Ground_vehicles,2020-10-21,1.0 ~ 11.3,1.0,137923.0,3861.2907296445255,56.508264176388266,0.036292351529476595,0.03960100925878932,2.0393357888096983,1.9759676051129975
Britain,Ground_vehicles,2020-10-18,1.0 ~ 11.3,1.0,133816.0,3682.006232314023,55.949672385962806,0.03586663777126801,0.0383840497399414,2.0496685747593713,1.958393914031207
Britain,Ground_vehicles,2020-10-15,1.0 ~ 11.3,1.0,130356.0,3524.2039067739775,55.42672941790175,0.03545114916075976,0.03740564300837705,2.0516709625947405,1.9320016723434288
Britain,Ground_vehicles,2020-10-12,1.0 ~ 11.3,1.0,127412.0,3481.229550236727,54.92837542774621,0.03525782500863341,0.037582645276740025,2.041077135591624,1.9055971180108622
Britain,Ground_vehicles,2020-10-09,1.0 ~ 11.3,1.0,125270.0,3383.6970026837275,54.45836872355712,0.03555647800750379,0.03849684681088848,2.022728905563982,1.8729607248343574
Britain,Ground_vehicles,2020-10-06,1.0 ~ 11.3,1.0,124244.0,3340.283917878184,54.080672064646976,0.03687075432214031,0.039531647403496344,1.9973993915199124,1.8407863558803648
