name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,149.0,70.43,2.86,2.49,,,518.0,62.58,1.22,1.6,0.11,0.17,,,,,,,Mirage_F1CT
etndard_4m,20.0,100.0,3.43,2.53,2.57,1.23,605.0,55.03,2.11,1.88,1.51,1.36,12.0,,,,,,Etendard_IVM
f-100d,697.0,51.92,1.52,1.68,0.62,0.7,847.0,51.43,1.33,1.22,0.64,0.57,12.0,,,1.0,,,F-100D
mig-19pt,470.0,55.91,2.95,2.81,0.4,0.4,1425.0,53.6,1.43,1.61,0.14,0.15,21.0,,,,,,MiG-19PT
javelin_fmk9,38.0,56.67,1.41,1.54,0.92,1.0,224.0,82.32,4.3,6.8,1.27,2.06,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,15.0,100.0,0.5,1.0,5.33,5.57,82.0,53.03,1.95,1.69,4.09,3.51,,,,,,,M.D.454_IVA
f-86k_late,18.0,100.0,1.0,0.39,,,73.0,63.58,1.35,1.27,0.26,0.16,,,,,,,F-86K
hunter_f6,2.0,,,,,,293.0,68.83,1.64,1.98,0.97,1.12,,,,,,,Hunter_F.6
md_450b_barougan,55.0,69.7,0.93,1.14,1.58,1.84,164.0,81.48,1.97,2.32,4.26,4.84,,,,,,,M.D.450B_Barougan
me-262c-2b,67.0,26.67,2.28,2.11,0.61,0.94,424.0,75.03,3.05,9.81,0.47,1.58,,,,,,,Me_262_C-2b
mig-15bis_ish,24.0,,,,,,510.0,63.65,0.7,1.25,1.16,2.07,15.0,,,1.0,,,MiG-15bis_ISH
f-86f-35,36.0,100.0,0.91,0.31,2.55,1.44,403.0,62.44,1.18,1.3,1.43,1.56,76.0,,,1.0,,,F-86F-35
meteor_fmk8_reaper,15.0,,,1.0,,4.0,603.0,61.72,0.56,0.75,1.66,2.2,2.0,50.0,0.5,1.0,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,8.0,100.0,,,2.88,2.88,,,,,,,,,,,,,Canberra_B_Mk_2
yak-17,145.0,51.72,1.4,1.64,1.2,1.46,26.0,75.0,1.17,1.5,0.63,0.5,,,,,,,Yak-17
f-86f-30_japan,32.0,100.0,2.75,1.75,3.58,2.19,1330.0,65.36,1.24,0.61,1.13,0.6,,,,,,,F-86F-30_
yak-30d,67.0,70.51,3.46,3.93,0.62,0.78,18.0,,,,,,,,,,,,Yak-30
hunter_f1,119.0,55.91,1.51,1.32,0.98,0.85,254.0,70.31,2.43,5.56,0.85,1.91,,,,,,,Hunter_F_1
me-163b,132.0,56.66,4.15,5.2,1.26,1.46,485.0,87.17,3.75,20.82,0.3,1.89,4.0,,,,,,Me_163_B
f-86f-40_japan,24.0,,,1.61,,1.53,236.0,77.99,1.4,1.51,0.79,0.8,30.0,,,,,,F-86F-40_
yak-23,172.0,59.2,2.1,4.32,0.23,0.46,251.0,79.96,2.27,4.27,0.3,0.54,20.0,,,0.8,,,Yak-23
f9f-8,569.0,57.47,1.57,1.73,0.85,0.93,816.0,54.51,3.08,2.83,2.01,1.85,23.0,,,2.84,,,F9F-8
f-86a-5,211.0,81.23,1.87,1.45,3.73,3.01,505.0,44.76,1.64,1.66,1.35,1.36,,,,,,,F-86A-5
f3d_1,184.0,61.07,1.05,1.16,4.0,4.51,1080.0,42.29,0.8,0.74,1.9,1.75,6.0,,,,,,F3D-1
r2y2_kai,39.0,100.0,3.17,3.0,9.17,8.33,293.0,69.29,1.25,1.88,1.33,1.93,,,,,,,R2Y2_Kai_V3
r2y2_v1,,,,,,,220.0,64.5,1.07,1.13,1.67,1.83,,,,,,,R2Y2_Kai_V1
r2y2_v2,21.0,,,,,,117.0,74.95,2.68,3.14,3.13,3.65,,,,,,,R2Y2_Kai_V2
me-262a-1a,52.0,,,3.33,,,709.0,62.47,1.37,2.15,0.64,0.99,,,,,,,Me_262_A-1a
f-86f-2,390.0,43.89,1.33,1.35,0.88,0.88,3217.0,71.45,2.27,4.24,1.19,2.24,42.0,100.0,3.38,2.29,0.46,0.29,F-86F-2
f-86_canadair_german,114.0,68.82,2.04,1.4,4.04,3.18,407.0,78.19,2.41,3.21,0.92,1.28,7.0,,2.0,2.0,,,CL-13A_Mk_5
f-84g,93.0,100.0,2.0,1.55,4.59,3.68,564.0,56.37,1.98,2.52,2.26,2.92,13.0,,,1.0,,,F-84G-21-RE
la_200_toriy,63.0,86.28,2.24,2.22,0.89,0.89,648.0,77.39,1.53,2.19,0.65,0.92,,,,,,,La-200
md_452_mystere_2c_preproduction,69.0,82.5,3.63,1.48,5.2,2.4,242.0,46.42,0.82,1.0,0.76,0.91,,,,,,,M.D.452_IIC
sea_hawk_fga6,,,,,,,312.0,65.07,1.0,1.64,1.51,2.45,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,10.0,,,2.0,,0.9,16.0,100.0,1.17,1.17,2.0,2.0,,,,,,,Sea_Venom_FAW_20
arado-234,52.0,63.33,,,10.18,10.27,1746.0,65.35,,,4.73,5.5,,,,,,,Ar_234_B-2
fj_4b,495.0,53.93,1.19,1.34,0.65,0.68,328.0,46.12,1.97,2.35,2.13,2.49,17.0,,,,,,FJ-4B
f-84g_france,99.0,57.53,1.12,1.45,6.03,8.1,400.0,63.77,0.95,1.34,2.52,3.56,,,,,,,F-84G-26-RE
tu_14t,276.0,62.77,0.33,0.35,4.31,4.92,157.0,85.71,0.86,0.41,4.14,2.05,,,,,,,Tu-14T
il_28sh,329.0,68.59,0.37,0.37,7.29,7.38,329.0,56.1,0.26,0.31,1.25,1.38,,,,,,,IL-28Sh
mig-15bis_nr23_german,393.0,61.43,3.16,3.55,0.67,0.75,2171.0,85.86,2.4,6.41,1.0,2.69,,,,,,,MiG-15bis
attaker_fb1,17.0,98.21,1.32,1.34,4.09,4.14,697.0,72.74,0.96,1.11,1.31,1.54,15.0,,,1.0,,,Attacker_FB_1
f-86f-25,248.0,76.04,1.68,1.5,3.32,3.11,169.0,53.09,2.6,2.34,2.24,1.71,,,,,,,F-86F-25
me-262a-2a,,,,,,,448.0,73.38,2.24,4.99,2.13,4.77,,,,,,,Me_262_A-2a
fj_4b_agm_12b,54.0,92.59,2.02,1.77,3.07,2.94,935.0,71.26,0.88,1.18,2.91,3.91,3.0,,,1.0,,,FJ-4B_VMF-232
la-15,208.0,56.8,2.41,3.62,0.29,0.45,289.0,72.88,4.23,7.51,1.75,3.11,,,,,,,La-15
he-162a-2,41.0,4.0,1.68,1.44,,,420.0,52.76,2.32,3.67,0.43,0.71,,,,,,,He_162_A-2
yak-15_early,118.0,38.89,0.79,0.86,0.07,0.07,140.0,75.07,4.29,5.49,,,,,,,,,Yak-15P
me-163b-0,46.0,50.0,4.25,8.5,2.0,4.0,25.0,100.0,2.96,2.1,1.12,2.0,,,,,,,Me_163_B-0
f-84b,102.0,71.51,2.8,3.09,4.28,4.64,1183.0,51.06,1.53,1.47,3.06,2.94,,,,,,,F-84B-26
f-80a,1.0,,,2.0,,,432.0,54.99,1.64,1.68,1.13,1.1,12.0,,,,,,F-80A-5
kitsuka,32.0,,,,,,512.0,68.32,1.81,2.24,0.55,0.66,,,,,,,Kikka
f9f-5,266.0,69.45,1.48,1.79,2.78,3.39,121.0,29.84,1.74,1.43,2.6,2.35,22.0,,,,,,F9F-5
go229_v3,35.0,100.0,2.0,1.0,1.5,0.45,406.0,73.49,2.0,2.06,2.76,2.85,,,,,,,Ho_229_V3
il_28,226.0,65.09,0.31,0.38,4.53,5.22,114.0,6.99,0.02,0.04,2.06,2.46,2.0,,,,,,IL-28
mig-9_ussr,76.0,59.42,2.47,1.91,0.07,0.07,273.0,71.29,2.62,4.63,1.09,2.14,,,,,,,MiG-9_/L
j8m1,65.0,100.0,6.09,6.0,0.73,3.0,171.0,63.64,3.31,3.78,0.68,0.79,,,,,,,Ki-200
meteor_fmk3,81.0,82.76,1.97,1.69,1.89,1.34,308.0,82.34,2.17,2.25,1.73,1.91,,,,,,,Meteor_F_Mk_3
meteor_fmk8,26.0,100.0,2.67,2.67,1.13,1.13,170.0,84.46,3.72,6.85,1.03,1.82,,,,,,,Meteor_F_Mk_8_G.41K
f2h-2,174.0,52.0,2.55,2.56,3.93,4.14,250.0,48.95,1.16,0.97,1.68,1.48,18.0,,,1.72,,,F2H-2
fiat_g91_r1,67.0,75.0,1.22,1.94,3.3,4.0,341.0,77.99,0.68,0.87,1.28,1.67,,,,,,,G.91_R/1
b-57,155.0,73.39,,,4.57,6.31,53.0,,,,,1.0,7.0,,,,,,B-57A
me-262a-1a_u4,19.0,,,0.7,,,1118.0,71.53,0.31,0.29,1.77,1.7,7.0,,,,,,Me_262_A-1/U4
f-80,127.0,62.9,2.31,2.28,4.09,4.05,393.0,54.61,1.38,3.15,0.85,1.86,,,,,,,F-80C-10
mig-9,38.0,,1.78,2.17,1.78,1.07,775.0,65.42,1.22,1.5,1.08,1.34,22.0,,,,,,MiG-9
me-262c-1a,91.0,76.92,2.75,2.04,1.15,1.05,253.0,76.89,2.68,4.56,0.22,0.38,,,,,,,Me_262_C-1a
mig-15_ns23,292.0,53.85,1.26,1.68,1.17,1.56,1246.0,59.79,0.85,1.24,0.8,1.16,1.0,,,,,,MiG-15
meteor_fmk4_sw,24.0,100.0,2.93,2.93,,,7.0,50.0,0.5,1.0,,,,,,,,,Meteor_F_Mk_4_G.41G
meteor_fmk4_lw,66.0,53.33,0.76,0.95,0.28,0.28,133.0,82.72,2.01,6.06,0.2,0.67,22.0,,,3.44,,,Meteor_F_Mk_4_G.41F
f-84g_italy,21.0,100.0,,,9.93,7.14,426.0,64.58,0.56,0.53,2.36,2.29,,,,,,,F-84G-21-RE
fiat_g91_ps,44.0,70.0,1.34,1.18,0.56,0.24,204.0,70.7,2.82,2.37,1.63,1.45,,,,,,,G.91_pre-serie
yak-15,131.0,60.68,2.31,2.77,0.73,0.88,50.0,,,2.37,,1.0,,,,,,,Yak-15
venom_fb4,94.0,53.45,1.21,1.19,0.54,0.5,111.0,69.63,1.91,2.86,0.13,0.31,,,,,,,Venom_FB.4
he-162a-1,48.0,50.72,7.48,14.4,,,,,,,,,,,,,,,He_162_A-1
arado-234c-3,11.0,100.0,,,6.27,,1096.0,64.88,0.18,0.21,3.25,3.98,,,,,,,Ar_234_C-3
meteor_fmk3_navy,72.0,43.1,1.53,1.85,0.47,0.72,108.0,83.6,2.93,2.58,1.48,1.56,,,,,,,Sea_Meteor_F_Mk_3
mig-17,326.0,62.08,1.73,2.07,1.76,2.2,832.0,69.56,2.03,3.21,0.42,0.66,42.0,100.0,1.82,1.82,,,MiG-17
b-57b,418.0,76.96,0.14,0.13,6.56,5.07,229.0,31.77,0.03,0.01,5.77,4.07,40.0,,,,,,B-57B
f9f-2,300.0,63.87,1.74,1.96,2.93,3.32,140.0,67.37,1.57,1.6,2.45,2.73,9.0,50.0,0.5,0.5,1.0,1.0,F9F-2
mig-15,316.0,57.89,1.96,1.9,2.1,1.94,845.0,77.04,2.15,4.25,0.33,0.68,,,,,,,MiG-15bis
canberra_bimk6,8.0,100.0,,,5.0,5.0,70.0,100.0,4.48,6.14,2.92,3.29,,,,,,,Canberra_B_(I)_Mk_6
