name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
saab_jas39c_hungary,51.0,100.0,8.1,8.1,,,1556.0,63.4,1.26,1.84,0.65,0.93,152.0,100.0,5.5,1.31,2.0,0.13,◔JAS39EBS_HU_C
mig_29_9_12b_hungary,20.0,100.0,1.0,1.0,,,239.0,54.33,1.83,1.82,0.05,0.05,89.0,,,1.86,,,◔MiG-29
su_27sm,1222.0,68.55,5.9,7.15,0.18,0.19,7192.0,53.9,1.39,1.71,0.09,0.09,1091.0,45.79,7.91,1.52,0.4,0.07,Su-27SM
f_15c_msip2,2361.0,72.57,4.54,4.92,0.28,0.31,12590.0,60.93,1.8,2.43,,0.05,959.0,94.84,16.89,2.36,,,F-15C_MSIP_II
f_15j_kai,30.0,50.0,6.5,4.3,,,4375.0,59.5,2.12,2.91,0.01,0.03,253.0,,16.21,1.85,,,F-15J(M)
saab_jas39c,108.0,75.86,6.4,4.37,0.03,0.02,3016.0,62.46,1.69,2.08,0.13,0.15,328.0,,15.67,1.54,,,JAS39C
mig-21_bison,29.0,50.0,3.0,3.0,,,2478.0,61.01,1.65,2.29,0.09,0.15,116.0,100.0,7.0,1.49,,,MiG-21_Bison
f-4f_kws_lv,24.0,100.0,2.0,1.0,,,1143.0,57.63,1.3,1.33,0.21,0.21,28.0,,,0.95,,,◄F-4F_KWS_LV
j_11a,,,,,,,948.0,50.98,1.47,1.9,,,21.0,,,,,,J-11A
f_15c_baz_msip,,,,,,,513.0,64.14,2.38,4.42,0.09,0.12,26.0,,,1.0,,,Baz_Meshupar
av_8b_plus,1337.0,64.86,2.32,2.89,0.64,0.78,3037.0,59.0,1.67,2.11,0.31,0.38,387.0,80.12,11.9,2.82,0.82,0.35,AV-8B_Plus
f_16a_block_15_belgium,30.0,,,1.81,,,95.0,72.1,0.94,0.95,0.04,0.04,41.0,,,1.73,,,F-16A
f_16am_block_15_mlu_belgium,9.0,,,3.0,,1.0,639.0,67.81,1.45,1.6,0.41,0.45,52.0,,,2.02,,,F-16AM
f_16a_block_15_adf_italy,,,,,,,109.0,46.94,1.56,1.54,0.5,0.13,14.0,,,1.0,,,F-16A_ADF
tornado_f3_late,104.0,56.99,4.18,3.81,,,128.0,45.4,1.79,1.85,,,,,,,,,Tornado_F.3_Late
mig_29_9_13,316.0,56.73,1.75,1.46,0.29,0.25,2067.0,53.1,1.63,1.8,0.07,0.09,990.0,,16.15,1.78,,,MiG-29
sea_harrier_fa2,67.0,60.34,1.43,1.95,,,371.0,51.77,1.35,1.38,,,16.0,,,,,,Sea_Harrier_FA_2
f_16a_block_15_adf,526.0,52.1,0.98,1.02,0.2,0.2,93.0,84.44,1.41,0.79,,,28.0,,,0.56,,,F-16A_ADF
f_16a_block_10,419.0,49.79,0.76,0.82,1.06,1.05,806.0,50.98,1.03,0.95,0.39,0.36,457.0,100.0,17.71,2.71,2.32,0.33,F-16A
f-4ej_kai,29.0,100.0,1.0,0.55,3.8,2.0,1117.0,56.5,1.6,1.9,0.18,0.2,98.0,,5.5,1.63,,,F-4EJ_Kai_Phantom_II
tornado_ids_de_mfg,177.0,65.94,1.95,3.52,6.05,9.88,446.0,35.43,0.39,0.37,1.11,1.05,34.0,,,,,,◄Tornado_IDS_MFG
f_16a_block_20_mlu,36.0,100.0,1.62,1.62,2.62,2.62,168.0,53.01,0.95,1.44,0.5,0.79,43.0,,,3.02,,,F-16A_MLU_(China)
f_14a_iriaf,3.0,,,,,,2465.0,55.41,1.53,1.98,,,26.0,,,0.87,,,F-14A_IRIAF
saab_ja37d,,,,,,,662.0,58.93,1.85,1.91,0.09,0.1,4.0,,,,,,JA37D
tornado_ids_de_assta1,68.0,98.03,0.74,0.74,9.88,9.8,275.0,56.76,0.26,0.35,1.52,1.75,25.0,,,1.0,,,◄Tornado_IDS_ASSTA1
mirage_2000d_r1,17.0,100.0,3.0,3.0,6.53,6.53,286.0,79.89,1.24,1.67,1.79,3.1,,,,,,,Mirage_2000D-R1
f_16a_block_10_iaf,,,,,,,63.0,84.62,2.98,3.06,0.15,0.2,,,,,,,Netz
tornado_ids_it_mod95,,,,,,,104.0,60.0,0.03,0.03,2.39,2.26,41.0,,,,,,Tornado_IDS_(1995)
tornado_gr1,99.0,86.3,1.52,1.21,10.51,8.64,84.0,54.17,0.5,0.61,1.66,2.85,66.0,,,,,0.2,Tornado_GR.1
f_16aj,19.0,100.0,0.55,0.55,1.9,1.9,910.0,48.04,0.77,0.78,0.3,0.3,149.0,,,1.23,,,F-16AJ
mig_29_9_12_germany,45.0,100.0,1.86,1.09,,,1393.0,55.12,1.51,1.87,0.06,0.09,284.0,,,3.23,,,◊MiG-29
f-4e_kurnass_2000,,,,,,,265.0,60.17,1.33,1.79,2.04,2.65,35.0,,,1.71,,1.1,Kurnass_2000
yak_141,107.0,48.28,1.52,1.93,,,1159.0,59.43,1.84,2.12,0.06,0.09,310.0,,23.0,2.43,0.14,,Yak-141
tornado_f3,81.0,50.43,2.54,3.46,0.1,0.13,1130.0,65.38,2.15,2.8,0.04,0.05,33.0,,,6.84,,,Tornado_F.3
f_14b,243.0,56.67,0.62,0.79,1.11,1.61,6327.0,59.73,1.83,2.36,0.08,0.1,943.0,100.0,18.82,2.16,,,F-14B
