name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,30.0,60.0,1.4,1.4,1.2,1.2,73.0,50.0,2.61,3.09,0.67,0.78,,,,,,,Mirage_F1CT
etndard_4m,11.0,,1.0,1.0,2.0,2.0,172.0,64.24,0.74,0.74,2.81,2.75,,,,,,,Etendard_IVM
f-100d,60.0,48.28,1.45,0.61,1.34,0.6,158.0,53.61,1.72,1.57,0.69,0.6,,,,,,,F-100D
mig-19pt,102.0,33.71,1.26,1.28,0.23,0.22,380.0,54.19,1.39,2.18,0.18,0.25,20.0,,,,,,MiG-19PT
javelin_fmk9,,,,,,,106.0,68.39,2.21,3.65,0.57,1.0,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,11.0,,1.0,1.0,,,39.0,100.0,0.47,0.88,0.47,0.36,,,,,,,M.D.454_IVA
f-86k_late,,,,,,,76.0,60.0,2.0,1.55,0.3,0.23,,,,,,,F-86K
hunter_f6,,,,,,,54.0,13.89,2.48,1.93,1.18,0.99,,,,,,,Hunter_F.6
md_450b_barougan,14.0,,,1.0,,,52.0,32.0,0.48,0.76,0.48,0.8,,,,,,,M.D.450B_Barougan
me-262c-2b,,,,,,,256.0,89.03,3.35,8.05,0.03,0.05,,,,,,,Me_262_C-2b
mig-15bis_ish,13.0,,,,,,1722.0,72.57,1.51,2.5,1.31,2.15,,,,,,,MiG-15bis_ISH
f-86f-35,28.0,11.54,1.0,1.19,,,74.0,50.0,1.17,1.64,0.72,1.07,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,132.0,82.26,1.73,1.95,3.14,3.12,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,31.0,100.0,,,8.39,6.56,93.0,47.85,,,0.43,0.52,,,,,,,Canberra_B_Mk_2
yak-17,44.0,68.75,0.84,1.06,0.66,0.9,,,,,,,,,,,,,Yak-17
