name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
saab_jas39c_hungary,,,,,,,108.0,50.0,1.78,1.61,,,,,,,,,◔JAS39EBS_HU_C
mig_29_9_12b_hungary,,,,,,,,,,,,,10.0,,,1.0,,,◔MiG-29
su_27sm,483.0,87.86,4.12,4.85,0.41,0.48,1364.0,54.18,1.68,2.04,0.03,0.03,45.0,,,1.54,,,Su-27SM
f_15c_msip2,155.0,73.64,3.84,3.83,0.05,0.04,289.0,38.4,2.41,2.97,,,,,,,,,F-15C_MSIP_II
f_15j_kai,54.0,100.0,6.45,6.45,,,895.0,66.48,2.58,3.58,0.1,0.15,5.0,,,,,,F-15J(M)
saab_jas39c,,,,,,,465.0,80.67,1.45,1.86,0.74,0.97,2.0,,,,,,JAS39C
mig-21_bison,,,,,,,1849.0,57.15,1.22,1.56,0.15,0.21,27.0,,,1.89,,,MiG-21_Bison
f-4f_kws_lv,76.0,78.79,12.05,12.67,1.36,1.28,380.0,64.57,1.26,1.42,0.13,0.13,21.0,,,2.0,,,◄F-4F_KWS_LV
j_11a,5.0,,,,,,,,,,,,,,,,,,J-11A
f_15c_baz_msip,36.0,100.0,3.47,3.77,0.82,0.97,58.0,90.91,2.18,2.31,,,,,,,,,Baz_Meshupar
av_8b_plus,78.0,100.0,6.02,2.95,0.87,0.35,55.0,45.24,1.15,1.01,,,37.0,,,1.23,,0.23,AV-8B_Plus
f_16a_block_15_belgium,10.0,,,1.0,,,94.0,52.69,0.65,1.19,0.04,0.05,,,,,,,F-16A
f_16am_block_15_mlu_belgium,22.0,100.0,2.8,2.64,1.0,0.86,122.0,76.88,1.36,1.78,0.23,0.26,44.0,,,3.65,,0.65,F-16AM
f_16a_block_15_adf_italy,,,,,,,36.0,35.0,0.66,0.99,,,,,,,,,F-16A_ADF
tornado_f3_late,19.0,11.76,0.12,0.18,0.09,0.12,18.0,,,1.27,,,,,,,,,Tornado_F.3_Late
mig_29_9_13,62.0,20.54,1.21,1.56,,,285.0,66.37,1.44,1.55,,,17.0,,,1.42,,,MiG-29
sea_harrier_fa2,21.0,50.0,0.74,1.32,0.44,0.82,14.0,50.0,0.58,1.17,,,,,,,,,Sea_Harrier_FA_2
f_16a_block_15_adf,107.0,61.08,1.34,1.51,0.36,0.42,55.0,36.21,1.0,1.0,,,14.0,,,1.0,,,F-16A_ADF
f_16a_block_10,174.0,58.97,1.14,1.32,0.4,0.46,154.0,51.37,1.15,1.24,0.49,0.67,11.0,,,1.0,,,F-16A
f-4ej_kai,,,,,,,156.0,65.85,1.25,1.24,0.1,0.1,25.0,,,,,,F-4EJ_Kai_Phantom_II
tornado_ids_de_mfg,16.0,,,1.0,,3.0,126.0,59.79,0.38,0.39,1.09,1.07,,,,,,,◄Tornado_IDS_MFG
f_16a_block_20_mlu,,,,,,,11.0,75.0,1.0,0.4,1.0,0.4,,,,,,,F-16A_MLU_(China)
