name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,4.0,,,0.25,,1.0,82.0,82.04,1.82,1.97,0.3,0.3,,,,,,,Mirage_F1CT
etndard_4m,,,,,,,286.0,66.62,1.79,1.15,4.44,2.29,,,,,,,Etendard_IVM
f-100d,83.0,66.67,2.7,2.7,0.57,0.57,135.0,83.77,4.27,6.38,2.51,4.02,,,,,,,F-100D
mig-19pt,17.0,,,1.0,,,442.0,52.18,1.05,1.24,0.05,0.05,,,,,,,MiG-19PT
javelin_fmk9,,,,,,,48.0,57.69,1.63,2.0,0.29,0.29,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,,,,,,,27.0,100.0,1.0,1.0,4.6,4.6,,,,,,,M.D.454_IVA
f-86k_late,,,,,,,32.0,100.0,1.27,3.71,1.35,4.43,,,,,,,F-86K
hunter_f6,,,,,,,63.0,66.34,3.04,2.62,0.19,0.2,6.0,,,1.0,,,Hunter_F.6
md_450b_barougan,,,,,,,58.0,100.0,0.95,0.29,2.6,2.29,,,,,,,M.D.450B_Barougan
me-262c-2b,,,,,,,60.0,48.15,1.25,2.44,,,,,,,,,Me_262_C-2b
mig-15bis_ish,15.0,40.0,0.2,0.3,,,370.0,91.36,0.95,1.26,1.7,2.25,,,,,,,MiG-15bis_ISH
f-86f-35,,,,,,,59.0,50.0,1.0,0.35,0.61,1.4,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,260.0,73.38,0.28,0.32,1.5,1.6,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,,,,,,,,,,,,,9.0,,,,,,Canberra_B_Mk_2
yak-17,13.0,50.0,1.5,3.0,,,26.0,100.0,3.0,,,,,,,,,,Yak-17
f-86f-30_japan,,,,,,,161.0,67.64,1.09,1.36,1.2,1.64,,,,,,,F-86F-30_
yak-30d,18.0,50.0,1.5,3.0,,,4.0,,,1.0,,,,,,,,,Yak-30
hunter_f1,,,,,,,49.0,50.0,1.0,2.0,0.5,1.0,,,,,,,Hunter_F_1
me-163b,,,,,,,87.0,84.23,4.69,6.96,,,,,,,,,Me_163_B
vampire_fb52_finland,,,,,,,61.0,57.58,0.43,1.05,0.89,2.05,,,,,,,Vampire_FB_52A
f-86f-40_japan,,,,,,,127.0,89.88,2.04,2.19,0.36,0.51,,,,,,,F-86F-40_
yak-23,9.0,,,,,,63.0,51.59,1.13,1.82,0.88,1.24,,,,,,,Yak-23
f9f-8,29.0,96.3,2.11,2.11,1.19,1.19,131.0,54.75,1.31,2.4,1.34,2.38,29.0,,,2.0,,,F9F-8
f-86a-5,80.0,58.97,1.88,2.07,,,388.0,50.23,1.32,1.47,0.77,0.91,,,,,,,F-86A-5
f3d_1,,,,,,,302.0,58.68,0.89,0.88,3.53,3.32,,,,,,,F3D-1
r2y2_kai,8.0,,10.0,3.3,9.0,3.0,18.0,,,,,1.0,,,,,,,R2Y2_Kai_V3
r2y2_v1,6.0,66.67,1.7,2.5,2.7,4.0,77.0,80.44,1.2,1.67,1.86,2.04,,,,,,,R2Y2_Kai_V1
r2y2_v2,8.0,75.0,1.5,2.0,2.0,2.7,,,,,,,,,,,,,R2Y2_Kai_V2
me-262a-1a,,,,,,,259.0,51.38,0.85,1.0,0.34,0.4,,,,,,,Me_262_A-1a
f-86f-2,30.0,50.0,2.0,4.0,0.97,1.93,456.0,70.8,3.06,7.62,0.19,0.48,,,,,,,F-86F-2
f-86_canadair_german,,,,,,,111.0,36.25,1.05,1.62,0.3,0.51,,,,,,,CL-13A_Mk_5
f-84g,107.0,62.88,2.27,2.02,0.14,0.23,82.0,91.3,1.26,0.98,2.17,1.54,,,,,,,F-84G-21-RE
la_200_toriy,69.0,66.67,2.39,4.3,0.74,1.96,94.0,31.67,2.73,3.4,2.53,2.5,,,,,,,La-200
md_452_mystere_2c_preproduction,,,,,,,,,,,,,,,,,,,M.D.452_IIC
sea_hawk_fga6,,,,,,,11.0,100.0,1.0,1.0,3.67,3.67,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,32.0,100.0,2.22,2.14,2.11,2.03,,,,,,,,,,,,,Sea_Venom_FAW_20
arado-234,16.0,,,,,1.0,654.0,66.21,,,3.31,4.4,,,,,,,Ar_234_B-2
fj_4b,5.0,,,,,2.0,6.0,,,1.0,,1.0,,,,,,,FJ-4B
f-84g_france,,,,,,,218.0,76.62,1.12,1.68,1.56,2.23,,,,,,,F-84G-26-RE
tu_14t,6.0,50.0,,,0.5,1.0,46.0,,,,,1.5,,,,,,,Tu-14T
il_28sh,28.0,50.0,0.5,1.0,3.94,4.6,211.0,77.64,0.49,0.54,2.42,2.58,,,,,,,IL-28Sh
mig-15bis_nr23_german,,,,,,,134.0,92.47,3.75,4.93,1.11,1.24,,,,,,,MiG-15bis
attaker_fb1,29.0,100.0,1.7,1.88,3.52,3.71,137.0,78.23,0.67,1.0,1.02,1.36,,,,,,,Attacker_FB_1
f-86f-25,124.0,74.74,3.03,2.8,0.62,0.5,,,,,,,,,,,,,F-86F-25
me-262a-2a,,,,,,,157.0,76.39,4.44,6.96,1.93,3.25,,,,,,,Me_262_A-2a
fj_4b_agm_12b,25.0,100.0,1.0,1.0,1.0,1.0,164.0,88.33,1.04,1.41,4.74,5.83,,,,,,,FJ-4B_VMF-232
la-15,9.0,,2.0,,,,59.0,59.62,1.79,2.62,0.38,0.95,,,,,,,La-15
he-162a-2,,,,,,,180.0,35.49,1.66,2.45,0.08,0.18,,,,,,,He_162_A-2
yak-15_early,13.0,,,,,,36.0,,3.33,,,,,,,,,,Yak-15P
me-163b-0,28.0,,,1.0,,,2.0,,1.0,,,,,,,,,,Me_163_B-0
f-84b,101.0,86.83,1.7,1.32,11.15,8.48,350.0,47.41,1.14,0.77,1.63,1.22,,,,,,,F-84B-26
f-80a,,,,,,,244.0,74.37,1.45,1.56,1.28,1.44,,,,,,,F-80A-5
kitsuka,,,,,,,74.0,99.05,0.27,0.29,0.12,0.27,,,,,,,Kikka
f9f-5,38.0,97.53,2.27,2.33,3.19,3.22,5.0,,,,,,,,,,,,F9F-5
go229_v3,,,,,,,185.0,45.39,0.82,0.92,0.38,0.42,8.0,,,0.5,,,Ho_229_V3
il_28,46.0,50.0,0.5,0.21,1.89,2.38,110.0,31.93,0.06,0.1,0.81,0.8,,,,,,,IL-28
mig-9_ussr,22.0,,,1.22,,,62.0,64.37,1.48,2.47,2.07,3.55,,,,,,,MiG-9_/L
j8m1,,,,,,,51.0,100.0,4.6,1.83,1.8,0.11,,,,,,,Ki-200
meteor_fmk3,,,,,,,17.0,100.0,1.0,,2.33,,,,,,,,Meteor_F_Mk_3
meteor_fmk8,27.0,100.0,1.63,1.63,1.11,1.11,232.0,74.75,3.42,14.37,1.41,5.48,,,,,,,Meteor_F_Mk_8_G.41K
f2h-2,62.0,67.31,2.48,2.38,,,291.0,52.09,1.08,1.14,0.96,1.02,,,,,,,F2H-2
fiat_g91_r1,4.0,,,,,,36.0,50.0,0.73,0.83,0.69,0.98,,,,,,,G.91_R/1
b-57,7.0,80.0,,,4.4,5.2,10.0,,,,,,,,,,,,B-57A
me-262a-1a_u4,9.0,,,,,,526.0,61.21,0.32,0.41,1.65,2.0,,,,,,,Me_262_A-1/U4
f-80,67.0,69.23,2.38,3.42,0.21,0.34,90.0,50.0,0.64,0.64,1.32,1.77,,,,,,,F-80C-10
mig-9,40.0,,3.0,1.52,2.0,1.22,113.0,58.62,0.99,2.0,0.81,1.33,,,,,,,MiG-9
