name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
saab_jas39c_hungary,,,,,,,433.0,78.52,1.21,1.5,1.36,1.63,42.0,,,5.94,,1.0,◔JAS39EBS_HU_C
mig_29_9_12b_hungary,,,,,,,121.0,50.0,1.42,1.77,0.21,0.25,,,,,,,◔MiG-29
su_27sm,441.0,87.18,7.97,7.46,0.3,0.28,4783.0,62.78,1.85,2.32,0.16,0.2,306.0,22.58,9.78,2.04,0.1,0.01,Su-27SM
f_15c_msip2,287.0,83.57,3.55,3.54,0.1,0.1,1128.0,54.49,1.48,1.62,0.03,0.03,147.0,100.0,9.0,1.35,,,F-15C_MSIP_II
f_15j_kai,,,,,,,1304.0,56.42,1.94,2.46,0.06,0.11,10.0,,,2.9,,,F-15J(M)
saab_jas39c,,,,,,,950.0,72.38,1.64,2.1,0.57,0.72,80.0,93.33,3.13,1.5,3.6,1.77,JAS39C
mig-21_bison,43.0,93.06,2.97,3.23,0.08,0.08,3568.0,68.39,1.46,1.95,0.15,0.21,10.0,,,1.33,,,MiG-21_Bison
f-4f_kws_lv,112.0,56.25,6.93,3.61,0.24,0.15,562.0,59.55,1.82,1.93,0.19,0.21,74.0,,,2.66,,,◄F-4F_KWS_LV
j_11a,17.0,100.0,2.0,2.0,,,113.0,55.87,2.8,2.96,,,15.0,,,3.27,,,J-11A
f_15c_baz_msip,338.0,89.73,4.7,6.73,0.79,1.12,21.0,58.57,0.95,0.5,,,,,,,,,Baz_Meshupar
av_8b_plus,106.0,69.56,2.71,2.58,0.29,0.51,307.0,55.76,1.18,1.42,0.51,0.63,55.0,,,2.43,,0.55,AV-8B_Plus
f_16a_block_15_belgium,131.0,98.39,2.14,2.1,0.74,0.26,42.0,,,0.4,,0.45,,,,,,,F-16A
f_16am_block_15_mlu_belgium,167.0,89.18,2.65,2.74,0.35,0.2,218.0,72.71,1.0,1.19,0.69,0.86,,,,,,,F-16AM
f_16a_block_15_adf_italy,,,,,,,113.0,47.05,2.6,2.18,0.78,0.7,,,,,,,F-16A_ADF
tornado_f3_late,,,,,,,33.0,,3.71,3.71,,,,,,,,,Tornado_F.3_Late
mig_29_9_13,74.0,63.34,3.14,3.2,0.89,0.8,552.0,52.79,1.31,1.33,0.05,0.05,181.0,,7.92,1.89,,,MiG-29
sea_harrier_fa2,,,,,,,18.0,50.0,0.6,1.0,,,25.0,100.0,2.63,1.33,,,Sea_Harrier_FA_2
f_16a_block_15_adf,11.0,50.0,0.5,1.27,0.5,1.0,120.0,36.11,1.98,1.7,,,,,,,,,F-16A_ADF
