name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,,,,,,,2.0,,,,,,,,,,,,Etendard_IVM
f-100d,558.0,78.02,1.27,1.19,3.12,2.91,2274.0,50.92,0.52,0.54,0.41,0.42,148.0,80.22,6.67,6.48,0.37,0.41,F-100D
mig-19pt,595.0,54.78,2.33,2.67,0.08,0.09,2759.0,56.95,0.87,1.16,0.04,0.09,68.0,100.0,13.0,12.0,,,MiG-19PT
javelin_fmk9,129.0,72.9,1.53,1.22,,,301.0,51.14,0.86,1.09,,,20.0,,,0.94,,,Javelin_F.(A.W.)_Mk.9
f-86k_late,237.0,71.81,3.48,2.3,0.55,0.41,903.0,69.65,1.82,3.03,,,9.0,100.0,3.67,4.0,,,F-86K
hunter_f6,152.0,86.19,4.3,1.67,0.36,0.26,1966.0,61.5,1.79,2.47,0.32,0.43,67.0,,,10.95,,,Hunter_F.6
md_450b_barougan,177.0,50.43,0.69,0.48,0.71,0.54,622.0,54.7,0.43,0.48,0.99,1.1,23.0,100.0,2.0,1.89,3.47,3.37,M.D.450B_Barougan
me-262c-2b,205.0,80.27,2.87,2.36,0.03,0.02,309.0,67.23,1.99,4.04,0.32,0.69,56.0,50.0,3.25,1.77,0.5,0.1,Me_262_C-2b
mig-15bis_ish,129.0,88.2,2.54,2.07,3.37,2.82,980.0,64.6,0.55,0.66,0.32,0.39,4.0,,,,,,MiG-15bis_ISH
f-86f-35,53.0,,9.83,1.63,1.5,0.38,2253.0,50.2,0.54,0.57,0.4,0.41,,,,,,,F-86F-35
meteor_fmk8_reaper,80.0,75.93,0.74,0.44,4.36,2.49,1696.0,65.27,0.4,0.42,1.08,1.16,206.0,77.33,1.12,0.42,0.16,0.08,Meteor_F_Mk.8_Reaper
canberra_bmk2,82.0,91.05,,,9.96,6.85,27.0,100.0,,,1.23,,16.0,,,,,1.33,Canberra_B_Mk_2
yak-17,83.0,47.83,1.52,1.18,0.2,0.08,81.0,,2.0,1.0,,,,,,,,,Yak-17
f-86f-30_japan,102.0,50.0,1.81,1.55,1.86,2.13,672.0,58.63,0.86,0.86,0.48,0.48,115.0,39.03,1.22,1.67,0.16,0.22,F-86F-30_
yak-30d,650.0,51.37,2.71,2.69,0.26,0.24,251.0,74.91,1.04,1.94,0.16,0.37,102.0,100.0,5.6,4.61,,,Yak-30
hunter_f1,21.0,,,3.74,,,1285.0,62.19,1.53,2.06,0.33,0.44,14.0,,,2.0,,,Hunter_F_1
