name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,163.0,93.5,1.49,1.28,4.33,3.83,1052.0,60.9,1.69,1.99,1.16,1.38,20.0,,,3.0,,2.0,Etendard_IVM
f-100d,793.0,59.04,0.96,1.01,1.55,1.65,2530.0,50.84,1.09,1.26,0.39,0.46,456.0,100.0,10.32,1.9,0.56,0.13,F-100D
mig-19pt,395.0,63.41,1.31,1.62,0.1,0.11,2198.0,65.01,1.26,1.84,0.12,0.16,7.0,,,,,,MiG-19PT
javelin_fmk9,156.0,30.0,1.84,1.27,0.47,0.45,536.0,52.77,1.57,1.95,0.34,0.43,30.0,,,,,,Javelin_F.(A.W.)_Mk.9
f-86k_late,100.0,99.17,2.07,1.87,1.03,0.95,161.0,74.1,2.08,3.33,0.43,0.58,,,,,,,F-86K
hunter_f6,243.0,52.73,2.43,2.63,0.74,0.75,1479.0,63.76,1.62,2.52,0.49,0.74,85.0,86.36,10.0,3.69,,0.33,Hunter_F.6
md_450b_barougan,105.0,100.0,1.56,1.08,3.83,1.72,613.0,64.3,0.76,0.81,1.31,1.39,42.0,,1.0,1.55,0.82,1.21,M.D.450B_Barougan
me-262c-2b,159.0,59.09,2.11,2.37,0.3,0.45,610.0,80.38,2.23,4.02,0.11,0.17,2.0,,,,,,Me_262_C-2b
mig-15bis_ish,4.0,100.0,3.0,3.0,4.0,4.0,268.0,58.06,1.42,1.55,0.5,0.49,4.0,,,,,,MiG-15bis_ISH
f-86f-35,142.0,61.11,2.4,1.84,2.91,2.2,3014.0,54.96,0.82,1.03,0.66,0.82,30.0,100.0,1.67,0.25,,,F-86F-35
meteor_fmk8_reaper,9.0,,1.17,1.17,3.75,3.75,1749.0,65.77,0.53,0.56,1.71,1.79,164.0,100.0,6.64,3.81,4.73,1.34,Meteor_F_Mk.8_Reaper
canberra_bmk2,56.0,100.0,,,10.24,10.4,107.0,69.05,,,0.79,0.9,63.0,,,,,0.71,Canberra_B_Mk_2
yak-17,150.0,66.78,2.82,2.18,0.66,0.54,41.0,,,,,,18.0,,,,,,Yak-17
f-86f-30_japan,48.0,69.23,1.42,1.35,3.46,3.4,1876.0,67.24,1.46,1.89,0.85,1.13,36.0,100.0,8.4,7.38,,0.25,F-86F-30_
yak-30d,223.0,70.13,2.71,3.15,0.78,0.87,247.0,64.67,1.52,2.71,0.55,1.05,3.0,,,,,,Yak-30
hunter_f1,101.0,44.32,1.96,1.85,2.25,2.1,416.0,61.41,1.83,2.53,0.83,1.09,,,,,,,Hunter_F_1
me-163b,191.0,73.01,3.73,3.72,0.69,0.85,192.0,67.88,2.02,1.86,0.01,0.01,39.0,,,,,,Me_163_B
f-86f-40_japan,125.0,80.72,3.7,2.6,3.04,2.25,622.0,45.42,1.2,1.54,1.17,1.56,106.0,100.0,7.89,7.69,,,F-86F-40_
yak-23,333.0,72.34,2.0,2.63,0.77,1.0,88.0,74.24,2.8,3.23,0.86,1.09,13.0,,,,,,Yak-23
f9f-8,583.0,55.19,1.29,1.57,0.84,0.99,867.0,63.68,2.07,2.6,1.07,1.34,45.0,100.0,7.53,,6.26,,F9F-8
f-86a-5,532.0,53.52,1.55,1.21,2.06,1.57,2504.0,56.2,0.93,0.92,0.78,0.77,30.0,100.0,3.75,,0.5,,F-86A-5
f3d_1,178.0,46.62,0.74,0.74,3.49,3.57,1187.0,62.92,1.1,1.29,1.68,1.96,34.0,,,2.1,,0.02,F3D-1
r2y2_kai,33.0,,,2.38,,3.42,359.0,71.81,2.33,3.24,2.38,3.4,36.0,100.0,4.89,3.89,6.11,4.94,R2Y2_Kai_V3
r2y2_v1,,,,,,,538.0,57.29,1.3,1.5,1.49,1.72,15.0,,,3.27,,,R2Y2_Kai_V1
r2y2_v2,,,,,,,205.0,70.41,2.68,1.67,3.02,2.16,2.0,,,,,,R2Y2_Kai_V2
me-262a-1a,120.0,59.78,2.7,2.9,0.53,0.61,466.0,63.55,2.47,2.65,0.99,1.11,26.0,,,,,,Me_262_A-1a
f-86f-2,563.0,55.39,2.42,3.09,1.04,1.32,3946.0,59.02,1.44,2.01,0.6,0.85,2.0,100.0,1.5,1.5,1.0,1.0,F-86F-2
f-86_canadair_german,216.0,80.5,2.94,2.07,2.17,1.07,521.0,67.45,1.34,2.47,0.97,1.71,,,,,,,CL-13A_Mk_5
f-84g,187.0,72.28,2.49,1.89,4.99,3.51,818.0,66.69,1.33,1.31,1.7,1.75,23.0,,,1.92,,2.15,F-84G-21-RE
la_200_toriy,288.0,68.26,1.4,1.38,0.88,0.88,268.0,36.52,0.91,0.69,0.26,0.19,17.0,,,0.75,,,La-200
md_452_mystere_2c_preproduction,147.0,49.67,1.12,1.03,0.87,0.82,1068.0,59.33,1.03,1.31,0.94,1.19,13.0,,,,,,M.D.452_IIC
sea_hawk_fga6,128.0,93.89,0.91,0.96,5.68,5.99,1143.0,71.73,0.55,0.75,1.34,1.8,46.0,50.0,1.0,0.48,1.0,0.98,sea_hawk_fga6_shop
sea_venom_faw20,114.0,92.75,2.8,2.28,3.43,2.92,196.0,56.41,1.1,1.17,0.83,0.85,15.0,,,1.93,,,Sea_Venom_FAW_20
arado-234,68.0,85.15,,,10.54,16.04,1328.0,55.34,0.01,0.01,3.02,5.42,4.0,,,,,,Ar_234_B-2
fj_4b,380.0,60.63,1.05,1.19,3.32,3.8,888.0,58.31,1.81,2.35,0.53,0.68,10.0,,,,,,FJ-4B
f-84g_france,131.0,36.32,2.92,1.75,6.89,4.36,715.0,70.09,1.57,1.89,1.83,2.17,95.0,100.0,10.22,4.39,2.56,1.15,F-84G-26-RE
tu_14t,297.0,77.29,0.4,0.43,5.94,6.38,223.0,32.67,0.04,0.05,0.89,0.84,113.0,100.0,5.0,0.79,4.0,0.69,Tu-14T
il_28sh,585.0,68.74,0.41,0.39,6.62,6.47,1531.0,48.94,0.2,0.18,1.01,0.86,622.0,63.35,2.38,0.78,2.32,0.73,IL-28Sh
mig-15bis_nr23_german,295.0,74.4,3.61,3.58,0.76,0.73,4030.0,63.78,1.54,2.5,0.3,0.48,46.0,100.0,3.33,,,,MiG-15bis
