name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,,,,,,,82.0,52.38,1.97,4.29,0.33,0.71,,,,,,,Mirage_F1CT
etndard_4m,54.0,88.46,0.47,0.61,5.64,6.03,219.0,80.37,2.26,3.02,1.29,1.68,,,,,,,Etendard_IVM
f-100d,97.0,74.25,1.75,1.33,1.95,1.28,354.0,55.57,1.3,1.72,0.37,0.5,,,,,,,F-100D
mig-19pt,156.0,53.98,3.5,3.48,0.75,0.77,540.0,50.95,1.58,1.6,0.23,0.24,15.0,,,,,,MiG-19PT
javelin_fmk9,35.0,60.0,1.4,1.8,,,106.0,98.33,5.62,3.64,0.47,0.48,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,9.0,100.0,,,,,86.0,50.79,0.9,1.7,0.12,0.18,,,,,,,M.D.454_IVA
f-86k_late,45.0,76.32,1.5,1.17,,,38.0,78.57,1.57,2.33,1.48,1.9,3.0,,,1.0,,,F-86K
hunter_f6,,,,,,,131.0,82.32,2.48,2.4,1.97,1.89,,,,,,,Hunter_F.6
md_450b_barougan,10.0,50.0,1.0,1.0,0.5,0.06,107.0,79.89,0.29,0.52,0.93,1.44,,,,,,,M.D.450B_Barougan
me-262c-2b,,,,,,,164.0,78.02,3.02,5.86,0.13,0.19,,,,,,,Me_262_C-2b
mig-15bis_ish,,,,,,,839.0,72.81,0.24,0.32,1.11,1.54,,,,,,,MiG-15bis_ISH
f-86f-35,,,,,,,59.0,50.0,0.14,0.14,1.18,1.32,,,,,,,F-86F-35
