name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,170.0,67.65,0.82,1.05,0.99,1.3,1134.0,56.99,1.32,1.64,0.55,0.68,12.0,,,3.92,,3.0,Etendard_IVM
f-100d,1123.0,58.55,1.54,1.44,1.35,1.28,8881.0,61.29,1.33,1.75,0.41,0.55,266.0,98.81,7.85,11.32,0.1,0.13,F-100D
mig-19pt,371.0,52.13,2.46,2.65,0.1,0.1,1351.0,57.92,0.81,0.97,0.11,0.13,35.0,,,3.56,,,MiG-19PT
javelin_fmk9,499.0,48.03,1.4,1.23,0.02,0.02,433.0,47.31,1.5,1.64,0.11,0.13,46.0,,,6.88,,,Javelin_F.(A.W.)_Mk.9
f-86k_late,207.0,69.02,2.01,2.4,0.39,0.43,96.0,6.25,3.72,2.19,1.0,0.41,12.0,,,,,,F-86K
hunter_f6,407.0,56.21,2.67,2.55,0.11,0.11,1874.0,55.61,1.59,1.95,0.49,0.59,69.0,100.0,14.43,12.32,1.57,1.29,Hunter_F.6
md_450b_barougan,145.0,64.83,0.63,0.37,1.98,1.63,1374.0,57.03,0.43,0.52,0.87,1.05,103.0,50.0,0.5,0.75,1.25,0.95,M.D.450B_Barougan
me-262c-2b,85.0,87.37,4.97,4.59,0.15,0.15,603.0,51.99,2.07,2.42,0.05,0.05,23.0,,,2.39,,1.0,Me_262_C-2b
mig-15bis_ish,64.0,69.05,2.6,2.08,3.74,3.52,1039.0,50.78,1.36,1.52,0.55,0.63,11.0,,,0.73,,,MiG-15bis_ISH
f-86f-35,302.0,63.51,1.57,1.01,1.64,1.2,4185.0,56.47,0.75,0.91,0.72,0.85,21.0,100.0,0.5,0.25,,,F-86F-35
