name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,50.0,70.0,0.72,1.0,3.91,4.93,706.0,57.93,1.68,1.82,1.8,2.03,,,,,,,Etendard_IVM
f-100d,356.0,72.6,3.82,1.4,4.34,1.49,745.0,63.34,0.98,1.41,1.15,1.65,,,,,,,F-100D
mig-19pt,546.0,67.32,2.81,2.7,0.92,0.85,943.0,50.69,1.79,1.94,0.44,0.47,,,,,,,MiG-19PT
javelin_fmk9,136.0,73.19,1.53,1.11,0.54,0.44,334.0,65.73,2.55,3.3,0.6,0.73,18.0,,,1.0,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,38.0,72.1,1.54,1.53,1.8,1.8,137.0,59.48,1.7,1.53,1.06,0.98,,,,,,,M.D.454_IVA
f-86k_late,80.0,36.31,2.14,2.0,0.87,0.84,43.0,100.0,1.2,1.93,,,,,,,,,F-86K
hunter_f6,111.0,39.25,1.72,2.07,0.22,0.25,331.0,51.97,1.3,1.67,0.67,0.88,5.0,,,1.0,,,Hunter_F.6
md_450b_barougan,22.0,100.0,1.34,1.34,3.97,3.97,170.0,62.56,0.49,0.62,1.26,1.51,,,,,,,M.D.450B_Barougan
me-262c-2b,49.0,56.25,3.15,3.5,1.73,1.88,262.0,82.25,3.03,10.82,1.07,4.38,,,,,,,Me_262_C-2b
mig-15bis_ish,90.0,54.62,0.98,1.3,1.69,2.44,442.0,63.86,0.89,1.15,1.49,1.93,3.0,,,2.0,,2.0,MiG-15bis_ISH
f-86f-35,36.0,100.0,,,1.83,1.77,594.0,41.89,1.24,1.61,1.06,1.43,27.0,100.0,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,1059.0,65.3,1.05,1.32,1.95,2.41,23.0,,1.0,0.06,1.0,0.13,Meteor_F_Mk.8_Reaper
canberra_bmk2,2.0,100.0,,,3.5,3.5,26.0,,,,,,,,,,,,Canberra_B_Mk_2
yak-17,19.0,100.0,1.06,2.0,4.97,9.0,44.0,100.0,2.0,,2.71,,,,,,,,Yak-17
f-86f-30_japan,33.0,91.18,1.26,1.02,2.91,1.94,950.0,61.72,1.04,1.31,1.15,1.48,,,,,,,F-86F-30_
yak-30d,74.0,78.33,3.35,3.56,1.21,1.28,41.0,100.0,2.8,3.06,3.08,3.81,,,,,,,Yak-30
hunter_f1,129.0,61.77,1.72,2.45,0.87,1.13,144.0,81.29,3.03,2.96,1.94,1.87,,,,,,,Hunter_F_1
me-163b,52.0,63.64,1.9,3.2,,,310.0,98.92,4.28,16.95,0.64,1.98,,,,,,,Me_163_B
f-86f-40_japan,54.0,85.29,2.76,1.26,6.44,2.4,255.0,54.17,1.31,1.16,1.29,1.17,,,,,,,F-86F-40_
yak-23,46.0,78.0,1.84,2.42,1.28,1.77,140.0,74.52,2.48,4.68,0.19,0.43,14.0,,,,,,Yak-23
f9f-8,176.0,71.52,2.16,2.02,2.62,2.45,314.0,54.89,2.37,3.07,1.91,2.45,30.0,,,0.82,,,F9F-8
f-86a-5,266.0,61.24,0.89,0.71,1.73,1.39,845.0,43.5,1.19,1.59,1.26,1.74,4.0,,,1.0,,,F-86A-5
f3d_1,187.0,72.5,0.74,0.76,3.22,3.31,1102.0,60.97,0.64,0.7,1.77,1.91,15.0,,,,,,F3D-1
r2y2_kai,45.0,100.0,2.12,1.19,6.47,4.32,186.0,79.41,3.01,4.59,2.56,3.86,,,,,,,R2Y2_Kai_V3
r2y2_v1,,,,,,,465.0,55.32,1.33,1.55,2.33,2.71,6.0,,,2.0,,,R2Y2_Kai_V1
r2y2_v2,31.0,100.0,1.12,1.06,4.82,4.39,97.0,72.75,1.43,2.1,1.85,2.98,,,,,,,R2Y2_Kai_V2
me-262a-1a,46.0,50.0,1.18,1.31,0.96,1.02,332.0,60.08,2.81,3.06,1.23,1.26,,,,,,,Me_262_A-1a
f-86f-2,283.0,67.87,1.12,1.15,0.81,0.82,1257.0,71.68,2.83,5.07,1.78,3.25,9.0,,,,,,F-86F-2
f-86_canadair_german,132.0,69.36,1.23,1.17,3.11,2.88,354.0,59.34,1.3,1.74,0.88,1.17,3.0,,,,,,CL-13A_Mk_5
f-84g,67.0,100.0,1.77,1.27,7.67,5.79,296.0,68.11,1.37,2.19,3.28,5.3,,,,,,,F-84G-21-RE
la_200_toriy,116.0,76.89,2.15,2.01,2.52,2.33,640.0,74.82,1.15,1.9,0.92,1.54,9.0,,1.0,1.0,,,La-200
md_452_mystere_2c_preproduction,32.0,100.0,1.0,0.5,1.75,0.8,199.0,77.96,4.27,7.22,2.84,4.61,,,,,,,M.D.452_IIC
sea_hawk_fga6,45.0,,,1.39,,2.0,279.0,87.11,1.09,1.32,2.03,2.44,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,21.0,80.84,1.23,1.63,2.8,3.53,,,,,,,,,,,,,Sea_Venom_FAW_20
arado-234,114.0,78.57,,,6.5,5.85,1792.0,67.19,,,3.63,4.68,,,,,,,Ar_234_B-2
fj_4b,126.0,100.0,3.73,1.78,9.18,4.83,99.0,67.74,3.57,3.49,1.84,2.34,,,,,,,FJ-4B
f-84g_france,133.0,71.51,1.29,1.7,6.98,9.01,439.0,69.12,1.81,1.99,3.35,3.92,24.0,,,,,2.0,F-84G-26-RE
tu_14t,223.0,70.79,0.33,0.34,5.21,5.29,215.0,71.65,0.08,0.12,2.53,2.52,,,,,,,Tu-14T
il_28sh,327.0,69.9,0.44,0.47,6.35,6.67,554.0,73.78,0.22,0.16,2.86,2.02,7.0,,,,,0.71,IL-28Sh
mig-15bis_nr23_german,123.0,42.03,3.74,3.39,2.36,2.23,1572.0,77.66,2.24,4.29,0.92,1.85,16.0,,,,,,MiG-15bis
attaker_fb1,115.0,71.61,1.19,1.61,1.47,2.0,556.0,63.87,1.06,1.14,1.35,1.47,,,,,,,Attacker_FB_1
f-86f-25,197.0,66.24,1.06,1.11,1.35,1.38,205.0,51.04,1.52,2.51,2.28,3.93,,,,,,,F-86F-25
me-262a-2a,17.0,100.0,0.71,,,,443.0,68.48,1.68,3.69,2.2,4.85,,,,,,,Me_262_A-2a
fj_4b_agm_12b,101.0,59.14,0.36,0.35,2.52,2.04,860.0,65.49,0.49,0.61,2.72,3.38,43.0,,,,,,FJ-4B_VMF-232
la-15,211.0,69.46,2.39,2.59,1.79,1.82,485.0,62.1,2.58,4.67,1.27,2.27,,,,,,,La-15
he-162a-2,67.0,76.0,2.52,3.07,,,447.0,44.73,1.96,3.96,0.37,0.73,,,,,,,He_162_A-2
yak-15_early,39.0,,,0.83,,,162.0,67.22,2.49,4.28,0.34,0.22,,,,,,,Yak-15P
me-163b-0,53.0,50.0,1.98,3.89,0.37,0.68,62.0,73.33,1.13,1.93,1.02,1.68,,,,,,,Me_163_B-0
f-84b,245.0,64.83,1.33,1.46,5.05,5.66,654.0,37.47,0.67,0.77,1.56,1.75,,,,,,,F-84B-26
f-80a,65.0,67.65,1.45,2.0,1.99,1.77,480.0,55.58,1.56,1.87,1.91,2.29,1.0,,,,,,F-80A-5
kitsuka,91.0,54.6,3.68,5.47,1.09,1.53,587.0,53.21,1.48,1.64,0.72,0.83,,,,,,,Kikka
f9f-5,200.0,89.8,2.37,2.5,4.24,4.69,73.0,14.81,2.86,2.26,2.53,2.85,,,,,,,F9F-5
go229_v3,11.0,50.0,1.0,2.0,0.5,1.0,686.0,59.69,0.54,0.58,1.58,1.7,,,,,,,Ho_229_V3
il_28,169.0,61.05,0.44,0.5,6.65,7.1,301.0,63.17,0.22,0.27,1.43,1.31,22.0,,,,,1.0,IL-28
mig-9_ussr,142.0,65.44,1.42,1.56,0.72,0.88,128.0,88.6,2.93,4.83,2.94,4.04,,,,,,,MiG-9_/L
j8m1,61.0,93.48,2.89,2.88,,,194.0,86.26,4.94,8.64,1.42,2.24,15.0,,,1.0,,,Ki-200
meteor_fmk3,35.0,,2.0,1.25,3.0,1.5,210.0,83.12,1.69,2.02,1.68,1.87,,,,,,,Meteor_F_Mk_3
meteor_fmk8,53.0,63.33,2.47,2.37,6.6,6.36,269.0,83.73,2.93,9.61,1.6,4.71,,,,,,,Meteor_F_Mk_8_G.41K
f2h-2,237.0,74.67,1.75,1.75,2.21,2.32,522.0,65.95,0.98,0.79,1.27,1.04,,,,,,,F2H-2
fiat_g91_r1,19.0,,,1.0,,3.0,255.0,47.56,0.8,1.36,1.21,2.05,,,,,,,G.91_R/1
b-57,35.0,100.0,,,7.33,7.33,43.0,50.0,,,0.38,,,,,,,,B-57A
