name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,137.0,68.59,0.96,0.44,5.57,2.77,553.0,53.76,1.66,2.22,1.62,2.12,,,,,,,Etendard_IVM
f-100d,617.0,63.9,1.26,1.44,1.97,2.27,1015.0,53.9,1.0,1.32,0.86,1.15,11.0,,,,,0.25,F-100D
mig-19pt,712.0,56.66,2.27,2.25,0.2,0.21,2268.0,51.1,1.33,1.51,0.29,0.33,14.0,,,1.0,,,MiG-19PT
javelin_fmk9,167.0,64.23,1.32,1.49,0.01,0.01,627.0,55.78,2.3,3.22,0.94,1.33,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,164.0,83.55,1.39,1.51,2.79,3.1,168.0,67.2,2.04,1.0,3.16,2.79,,,,,,,M.D.454_IVA
f-86k_late,145.0,70.81,1.23,1.09,0.95,0.95,94.0,79.63,4.9,4.89,5.34,4.23,,,,,,,F-86K
hunter_f6,103.0,82.8,2.58,2.75,2.59,2.84,522.0,62.91,1.65,2.4,1.15,1.69,,,,,,,Hunter_F.6
md_450b_barougan,97.0,63.44,1.7,1.51,1.71,2.02,482.0,68.06,0.94,0.93,1.42,1.3,,,,,,,M.D.450B_Barougan
me-262c-2b,92.0,64.73,1.86,2.72,0.31,0.5,401.0,67.67,2.39,4.03,1.51,2.41,,,,,,,Me_262_C-2b
mig-15bis_ish,65.0,64.2,0.54,0.65,1.74,2.46,658.0,78.09,0.83,0.9,1.66,1.79,,,,,,,MiG-15bis_ISH
f-86f-35,119.0,53.23,2.62,2.04,1.47,1.02,669.0,45.94,0.91,1.17,1.81,2.35,7.0,,,1.0,,1.0,F-86F-35
meteor_fmk8_reaper,14.0,,1.0,1.0,1.0,0.71,573.0,76.08,0.91,1.19,1.92,2.5,32.0,100.0,0.17,0.76,0.33,1.43,Meteor_F_Mk.8_Reaper
canberra_bmk2,,,,,,,224.0,59.34,,,0.2,0.43,14.0,,,,,,Canberra_B_Mk_2
yak-17,115.0,81.16,3.95,4.38,0.28,0.51,36.0,,,,,,,,,,,,Yak-17
f-86f-30_japan,23.0,63.33,1.12,1.37,1.1,1.4,1100.0,55.47,1.13,1.59,1.42,2.04,16.0,,,,,,F-86F-30_
yak-30d,95.0,84.09,5.57,5.2,1.14,0.84,96.0,71.51,1.94,4.2,0.39,0.73,,,,,,,Yak-30
hunter_f1,139.0,48.91,1.79,1.52,1.73,1.39,262.0,68.49,2.63,3.33,1.53,1.96,9.0,,,,,,Hunter_F_1
me-163b,103.0,41.06,2.79,4.18,0.14,0.2,300.0,74.72,3.1,6.98,0.89,1.94,,,,,,,Me_163_B
f-86f-40_japan,90.0,74.6,3.26,2.41,2.97,2.29,456.0,52.71,1.25,1.52,2.37,2.95,23.0,,,,,,F-86F-40_
yak-23,97.0,42.04,3.97,6.04,0.77,1.18,200.0,79.46,2.89,4.77,0.47,0.85,20.0,72.22,7.5,14.2,,,Yak-23
f9f-8,230.0,53.2,3.23,2.59,0.91,0.68,435.0,46.59,6.11,3.0,7.44,3.95,37.0,,,1.24,,,F9F-8
f-86a-5,334.0,49.52,1.62,1.35,2.99,2.59,1066.0,44.89,1.1,1.17,1.46,1.53,,,,,,,F-86A-5
f3d_1,152.0,71.06,1.36,1.7,5.52,6.9,1563.0,57.19,1.04,1.12,2.76,2.97,19.0,,,,,,F3D-1
r2y2_kai,2.0,,,,,,359.0,73.49,1.29,1.28,2.52,2.59,57.0,,,6.26,,1.05,R2Y2_Kai_V3
