name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,,,,,,,83.0,63.64,2.78,4.05,0.34,0.66,,,,,,,Mirage_F1CT
etndard_4m,55.0,84.06,0.45,0.54,5.49,6.57,155.0,71.0,1.84,1.9,1.77,1.71,,,,,,,Etendard_IVM
f-100d,83.0,84.21,2.55,1.4,2.95,1.37,298.0,57.62,1.27,1.57,0.3,0.35,,,,,,,F-100D
mig-19pt,81.0,65.26,2.82,3.06,1.2,1.43,306.0,50.69,1.5,1.38,0.27,0.24,15.0,,,,,,MiG-19PT
javelin_fmk9,43.0,56.36,1.25,1.51,,,103.0,100.0,6.07,5.33,0.27,0.26,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,26.0,86.11,0.18,0.28,0.4,0.56,49.0,50.0,1.75,3.5,,,,,,,,,M.D.454_IVA
f-86k_late,38.0,61.36,1.27,1.35,,,37.0,59.09,2.0,3.45,0.82,1.64,3.0,,,1.0,,,F-86K
hunter_f6,,,,,,,66.0,96.15,2.92,2.34,2.88,2.7,,,,,,,Hunter_F.6
md_450b_barougan,31.0,50.0,1.0,1.0,0.5,0.28,72.0,85.5,0.54,0.48,0.54,0.57,,,,,,,M.D.450B_Barougan
me-262c-2b,,,,,,,90.0,69.28,2.4,6.5,,,,,,,,,Me_262_C-2b
mig-15bis_ish,,,,,,,581.0,72.26,0.31,0.37,1.19,1.5,,,,,,,MiG-15bis_ISH
f-86f-35,,,,,,,74.0,50.0,0.31,0.63,1.63,1.82,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,345.0,75.22,0.93,0.9,2.67,2.29,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,4.0,100.0,,,8.0,8.0,21.0,100.0,,,,,,,,,,,Canberra_B_Mk_2
yak-17,34.0,66.67,1.7,1.5,0.7,0.25,20.0,,,0.68,,,,,,,,,Yak-17
f-86f-30_japan,16.0,50.0,0.5,0.3,,,245.0,55.15,2.12,1.7,2.2,1.62,,,,,,,F-86F-30_
yak-30d,41.0,50.0,1.17,2.03,0.49,0.74,35.0,50.0,0.54,1.08,0.5,1.0,,,,,,,Yak-30
hunter_f1,32.0,50.0,1.4,1.6,0.1,0.1,1.0,100.0,5.0,,,,,,,,,,Hunter_F_1
me-163b,55.0,82.96,6.19,6.86,,,376.0,73.97,2.87,5.85,0.57,1.26,,,,,,,Me_163_B
vampire_fb52_finland,33.0,,,,,0.61,161.0,62.58,0.63,0.78,1.28,1.57,,,,,,,Vampire_FB_52A
f-86f-40_japan,28.0,56.25,0.69,1.19,0.35,0.69,460.0,66.02,1.15,1.63,0.69,0.97,,,,,,,F-86F-40_
yak-23,16.0,50.0,1.5,3.0,,,46.0,64.4,1.37,2.45,,,,,,,,,Yak-23
f9f-8,34.0,67.0,1.34,1.06,1.1,0.5,209.0,26.02,3.64,1.66,1.78,1.08,23.0,100.0,5.0,4.71,,,F9F-8
f-86a-5,71.0,71.43,2.41,1.53,1.99,0.59,148.0,48.5,1.15,1.18,0.79,0.76,,,,,,,F-86A-5
f3d_1,33.0,61.11,1.33,1.66,1.94,3.95,672.0,73.05,0.34,0.37,2.01,2.2,,,,,,,F3D-1
r2y2_kai,,,,,,,71.0,46.21,0.98,0.7,1.56,1.29,,,,,,,R2Y2_Kai_V3
r2y2_v1,11.0,,,1.73,,2.0,84.0,66.82,0.53,0.7,0.63,0.8,,,,,,,R2Y2_Kai_V1
r2y2_v2,,,,,,,38.0,,,,,1.36,,,,,,,R2Y2_Kai_V2
me-262a-1a,30.0,50.0,1.39,3.08,0.19,0.14,185.0,80.43,1.53,1.78,0.25,0.3,,,,,,,Me_262_A-1a
f-86f-2,81.0,57.65,1.5,2.07,0.22,0.29,126.0,14.17,6.62,3.04,0.11,0.06,,,,,,,F-86F-2
f-86_canadair_german,10.0,50.0,1.33,2.0,0.58,0.92,212.0,59.88,0.52,0.55,0.51,0.54,,,,,,,CL-13A_Mk_5
f-84g,86.0,,3.43,1.34,8.43,4.07,76.0,72.92,1.34,3.35,11.23,14.42,,,,,,,F-84G-21-RE
la_200_toriy,17.0,,,1.12,,0.47,299.0,61.15,1.14,1.81,0.63,0.98,,,,,,,La-200
md_452_mystere_2c_preproduction,22.0,50.0,1.22,1.22,1.5,1.61,30.0,100.0,1.36,1.36,0.86,0.86,,,,,,,M.D.452_IIC
sea_hawk_fga6,35.0,50.0,1.47,2.11,0.95,1.36,174.0,77.64,1.0,1.51,1.29,1.9,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,32.0,50.0,1.61,2.11,,,20.0,,,1.0,,0.1,,,,,,,Sea_Venom_FAW_20
arado-234,17.0,50.0,,,2.04,4.47,660.0,54.9,,,3.77,5.52,,,,,,,Ar_234_B-2
