name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
saab_jas39c_hungary,12.0,50.0,1.5,3.0,1.0,2.0,61.0,62.0,0.81,1.45,1.09,1.32,11.0,,,2.22,,,◔JAS39EBS_HU_C
mig_29_9_12b_hungary,12.0,,1.0,1.0,,,89.0,38.64,1.27,1.89,,,,,,,,,◔MiG-29
su_27sm,236.0,77.38,4.09,5.49,0.55,0.79,1193.0,53.27,1.34,1.32,,,,,,,,,Su-27SM
f_15c_msip2,607.0,76.94,3.91,3.93,0.15,0.15,675.0,48.49,1.46,1.66,0.01,0.01,53.0,,,1.74,,,F-15C_MSIP_II
f_15j_kai,251.0,59.01,2.27,2.37,,,1009.0,49.48,1.57,1.8,0.03,0.05,11.0,,2.0,2.45,,,F-15J(M)
saab_jas39c,81.0,73.75,3.65,3.32,,,998.0,68.99,1.05,1.29,0.83,1.01,19.0,,,,,,JAS39C
mig-21_bison,,,,,,,1214.0,68.58,1.36,1.72,0.13,0.18,26.0,,,0.5,,,MiG-21_Bison
f-4f_kws_lv,6.0,100.0,7.67,7.67,,,513.0,52.43,1.12,1.21,0.12,0.11,,,,,,,◄F-4F_KWS_LV
j_11a,,,,,,,50.0,30.0,1.22,1.18,,,,,,,,,J-11A
f_15c_baz_msip,141.0,83.39,3.69,5.38,0.75,1.07,100.0,50.0,1.58,2.38,,,,,,,,,Baz_Meshupar
av_8b_plus,531.0,73.81,4.82,5.1,0.33,0.28,104.0,58.98,1.24,1.89,1.84,2.52,,,,,,,AV-8B_Plus
f_16a_block_15_belgium,13.0,100.0,5.0,5.0,1.0,1.0,104.0,57.94,1.42,1.51,0.88,1.18,5.0,,,,,,F-16A
f_16am_block_15_mlu_belgium,,,,,,,44.0,100.0,0.2,0.91,,,,,,,,,F-16AM
f_16a_block_15_adf_italy,12.0,,,,,,39.0,46.3,1.0,1.81,0.52,0.95,,,,,,,F-16A_ADF
tornado_f3_late,27.0,8.82,0.18,0.18,,,5.0,100.0,1.4,1.4,,,,,,,,,Tornado_F.3_Late
mig_29_9_13,44.0,85.0,2.25,1.53,,,393.0,51.19,1.1,1.49,0.06,0.07,58.0,,,0.34,,,MiG-29
sea_harrier_fa2,3.0,,,2.0,,,11.0,,,1.0,,,,,,,,,Sea_Harrier_FA_2
f_16a_block_15_adf,31.0,,3.0,1.0,1.0,0.17,81.0,11.13,1.3,1.01,0.1,0.1,,,,,,,F-16A_ADF
