name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,8.0,,1.0,1.0,,,250.0,60.75,1.25,1.23,1.16,1.21,13.0,,,1.54,,,Mirage_F1CT
etndard_4m,,,,,,,623.0,56.66,0.87,0.96,1.84,2.04,,,,,,,Etendard_IVM
f-100d,76.0,82.8,1.73,1.19,2.17,1.72,833.0,59.58,1.95,2.48,0.47,0.59,,,,,,,F-100D
mig-19pt,73.0,68.18,2.2,1.98,0.73,0.6,1420.0,48.15,1.33,1.55,0.39,0.45,25.0,,,,,,MiG-19PT
javelin_fmk9,,,,,,,77.0,76.45,3.03,4.77,3.58,2.85,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,,,,,,,90.0,50.0,1.09,1.27,0.4,0.55,,,,,,,M.D.454_IVA
f-86k_late,,,,,,,203.0,48.32,1.38,1.87,0.54,0.75,,,,,,,F-86K
hunter_f6,,,,,,,172.0,54.48,1.69,1.73,0.83,0.85,3.0,,,1.0,,,Hunter_F.6
md_450b_barougan,,,,,,,102.0,100.0,1.5,1.0,2.54,1.83,,,,,,,M.D.450B_Barougan
me-262c-2b,9.0,50.0,2.0,4.0,,,91.0,66.67,2.86,3.48,0.35,0.25,,,,,,,Me_262_C-2b
mig-15bis_ish,2.0,,,,1.0,0.5,404.0,73.6,0.57,1.06,1.82,3.46,,,,,,,MiG-15bis_ISH
f-86f-35,13.0,,,,,,63.0,90.0,3.25,1.0,4.95,1.5,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,495.0,65.56,0.62,0.76,1.23,1.47,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,,,,,,,,,,,,,,,,,,,Canberra_B_Mk_2
yak-17,71.0,100.0,2.76,2.95,2.59,2.42,35.0,100.0,3.5,2.04,0.36,0.62,,,,,,,Yak-17
f-86f-30_japan,,,,,,,680.0,61.13,1.13,1.39,1.14,1.39,5.0,,,,,,F-86F-30_
yak-30d,,,,,,,26.0,66.67,1.0,1.0,1.93,0.7,,,,,,,Yak-30
hunter_f1,,,,,,,114.0,75.9,3.81,7.72,0.47,0.88,,,,,,,Hunter_F_1
me-163b,4.0,100.0,4.0,4.0,,,651.0,79.39,3.63,8.61,0.64,1.47,,,,,,,Me_163_B
vampire_fb52_finland,,,,,,,84.0,51.08,0.75,0.87,1.68,2.14,,,,,,,Vampire_FB_52A
f-86f-40_japan,,,,,,,519.0,53.25,1.14,1.3,0.97,1.11,,,,,,,F-86F-40_
yak-23,,,,,,,105.0,100.0,4.59,6.22,3.0,3.67,,,,,,,Yak-23
f9f-8,45.0,66.67,2.28,2.76,0.67,0.43,374.0,58.21,1.5,1.43,2.1,2.04,,,,,,,F9F-8
f-86a-5,42.0,100.0,2.67,2.11,3.22,2.72,378.0,59.33,1.07,1.34,1.13,1.41,,,,,,,F-86A-5
f3d_1,58.0,50.0,1.0,2.0,4.72,9.44,807.0,52.62,0.45,0.49,1.31,1.44,,,,,,,F3D-1
