name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,2.0,100.0,1.0,1.0,1.0,1.0,86.0,68.89,1.88,2.28,0.61,0.86,,,,,,,Mirage_F1CT
etndard_4m,7.0,100.0,0.29,0.29,5.29,5.29,209.0,79.15,1.38,1.4,1.75,1.82,,,,,,,Etendard_IVM
f-100d,170.0,80.47,1.23,1.01,3.36,2.63,411.0,54.36,1.62,1.4,0.46,0.39,,,,,,,F-100D
mig-19pt,216.0,46.29,1.36,1.35,0.44,0.42,607.0,55.48,2.08,2.59,0.28,0.37,43.0,100.0,3.7,,,,MiG-19PT
javelin_fmk9,5.0,,,,,,243.0,66.27,1.97,6.86,0.44,1.39,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,,,,,,,112.0,50.59,1.51,1.96,3.11,3.69,,,,,,,M.D.454_IVA
f-86k_late,7.0,100.0,1.0,1.0,,,5.0,,1.0,1.0,,,,,,,,,F-86K
hunter_f6,4.0,100.0,2.0,1.25,2.0,2.0,99.0,75.87,3.17,5.16,1.72,1.89,25.0,,,2.36,,,Hunter_F.6
md_450b_barougan,2.0,,,1.0,,,58.0,80.77,0.48,0.65,1.75,2.17,,,,,,,M.D.450B_Barougan
me-262c-2b,19.0,50.0,1.5,3.0,0.5,1.0,66.0,98.67,3.4,9.78,0.16,0.84,,,,,,,Me_262_C-2b
mig-15bis_ish,6.0,,,,,,202.0,88.39,1.1,1.1,2.44,2.52,,,,,,,MiG-15bis_ISH
f-86f-35,33.0,,,0.69,,0.85,189.0,57.31,1.16,1.29,0.48,0.53,,,,,,,F-86F-35
meteor_fmk8_reaper,6.0,,2.0,2.0,0.33,0.33,249.0,81.69,1.01,0.94,2.54,2.33,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,,,,,,,22.0,27.78,,,,,,,,,,,Canberra_B_Mk_2
yak-17,80.0,70.84,2.94,3.07,1.2,1.07,38.0,73.89,2.29,7.14,0.63,2.0,,,,,,,Yak-17
f-86f-30_japan,22.0,93.18,1.0,1.14,0.55,0.68,374.0,67.24,2.19,3.11,1.45,1.92,,,,,,,F-86F-30_
yak-30d,90.0,51.08,1.9,3.34,0.73,1.28,8.0,,,,,,,,,,,,Yak-30
hunter_f1,17.0,50.0,0.5,1.0,0.5,0.97,35.0,,,,,,,,,,,,Hunter_F_1
me-163b,30.0,50.0,2.21,4.27,,,238.0,85.89,3.59,7.34,0.82,1.26,,,,,,,Me_163_B
vampire_fb52_finland,,,,,,,71.0,68.51,0.57,0.66,1.74,2.27,,,,,,,Vampire_FB_52A
f-86f-40_japan,22.0,93.18,0.93,1.0,0.93,1.0,417.0,60.15,1.19,1.81,0.94,1.43,,,,,,,F-86F-40_
yak-23,35.0,100.0,2.25,2.25,2.43,2.43,63.0,72.78,2.42,6.33,0.52,1.39,,,,,,,Yak-23
f9f-8,36.0,50.0,1.05,1.65,1.15,1.85,340.0,47.42,1.75,1.63,0.69,0.65,5.0,,,1.0,,,F9F-8
f-86a-5,19.0,50.0,0.58,1.17,1.58,3.17,229.0,59.21,1.69,2.71,0.95,1.63,,,,,,,F-86A-5
f3d_1,36.0,50.0,0.5,0.5,2.83,2.83,464.0,65.64,0.92,0.74,2.61,1.99,,,,,,,F3D-1
r2y2_kai,22.0,93.18,1.16,1.23,1.27,1.41,104.0,82.14,1.2,1.11,1.6,1.47,,,,,,,R2Y2_Kai_V3
r2y2_v1,22.0,90.91,1.23,1.41,3.41,3.68,133.0,51.77,0.54,0.8,1.31,2.07,5.0,,,,,,R2Y2_Kai_V1
r2y2_v2,22.0,93.18,1.39,1.45,2.55,2.68,39.0,78.95,1.0,,0.11,,,,,,,,R2Y2_Kai_V2
me-262a-1a,30.0,100.0,2.0,1.24,,,243.0,85.16,2.14,2.68,1.6,1.95,,,,,,,Me_262_A-1a
f-86f-2,169.0,73.28,0.74,0.57,1.99,1.66,298.0,66.46,1.78,1.97,1.58,1.72,7.0,,,1.0,,,F-86F-2
f-86_canadair_german,16.0,100.0,2.22,2.43,5.0,3.43,177.0,94.89,4.24,3.94,1.6,1.54,,,,,,,CL-13A_Mk_5
f-84g,28.0,100.0,1.37,1.17,5.32,4.42,59.0,90.15,3.88,3.78,4.51,4.08,,,,,,,F-84G-21-RE
la_200_toriy,72.0,74.51,2.06,1.74,0.41,0.54,153.0,79.82,3.49,3.43,1.8,1.63,,,,,,,La-200
md_452_mystere_2c_preproduction,21.0,66.67,3.0,4.5,0.7,1.0,142.0,72.6,0.95,1.3,0.93,1.25,,,,,,,M.D.452_IIC
sea_hawk_fga6,,,,,,,96.0,82.99,0.9,1.23,2.35,3.1,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,6.0,,,,,,12.0,,,,,,,,,,,,Sea_Venom_FAW_20
arado-234,29.0,,,,,3.0,958.0,66.44,,,3.55,5.03,,,,,,,Ar_234_B-2
fj_4b,57.0,50.0,0.5,0.6,2.67,2.56,38.0,97.62,3.31,3.27,2.36,2.19,,,,,,,FJ-4B
f-84g_france,8.0,50.0,0.67,1.0,0.5,0.83,271.0,64.03,2.13,2.92,2.1,2.63,,,,,,,F-84G-26-RE
tu_14t,44.0,79.63,,,6.81,6.76,193.0,35.67,0.64,0.88,0.41,0.47,,,,,,,Tu-14T
