name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,,,,,,,208.0,57.89,1.92,3.55,0.17,0.29,17.0,,,1.78,,,Mirage_F1CT
etndard_4m,11.0,100.0,1.0,1.0,5.0,4.64,257.0,56.74,2.11,2.29,1.49,1.55,,,,,,,Etendard_IVM
f-100d,232.0,58.21,1.3,1.33,0.58,0.6,286.0,54.79,1.66,1.99,0.44,0.52,,,,,,,F-100D
mig-19pt,109.0,43.97,2.94,2.43,0.03,0.03,630.0,50.28,1.29,1.46,0.14,0.15,7.0,,,2.0,,,MiG-19PT
javelin_fmk9,11.0,,,,,,175.0,81.01,1.93,1.8,1.38,1.39,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,,,,,,,33.0,71.05,0.71,1.0,0.13,0.26,,,,,,,M.D.454_IVA
f-86k_late,14.0,,,1.0,,,29.0,78.57,0.95,1.1,0.65,0.7,,,,,,,F-86K
hunter_f6,,,,,,,155.0,58.72,0.96,1.3,1.4,2.07,7.0,,,,,,Hunter_F.6
md_450b_barougan,,,,,,,116.0,99.19,0.6,0.63,1.87,1.72,,,,,,,M.D.450B_Barougan
me-262c-2b,26.0,50.0,2.05,2.41,0.5,0.31,121.0,75.25,2.72,7.4,0.1,0.44,,,,,,,Me_262_C-2b
mig-15bis_ish,,,,,,,658.0,66.18,0.47,0.73,1.25,1.9,,,,,,,MiG-15bis_ISH
f-86f-35,,,,,,,32.0,,,,,,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,596.0,72.56,1.4,1.45,2.62,2.76,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,,,,,,,32.0,57.69,,,,,6.0,,,,,,Canberra_B_Mk_2
yak-17,45.0,50.0,0.85,1.53,,,39.0,,1.7,1.7,,,,,,,,,Yak-17
f-86f-30_japan,53.0,50.0,0.8,1.0,0.37,0.39,270.0,39.85,1.28,1.32,1.66,1.6,,,,,,,F-86F-30_
yak-30d,56.0,55.77,1.71,1.71,1.04,1.04,53.0,20.45,1.03,0.85,0.2,0.24,,,,,,,Yak-30
hunter_f1,,,,,,,129.0,73.96,3.86,4.43,0.54,0.3,,,,,,,Hunter_F_1
me-163b,46.0,50.0,2.5,1.84,0.55,0.34,639.0,71.25,2.49,7.23,0.55,1.68,23.0,,,,,,Me_163_B
vampire_fb52_finland,76.0,58.0,2.48,2.34,0.58,0.59,104.0,39.29,0.57,0.75,2.82,3.64,,,,,,,Vampire_FB_52A
f-86f-40_japan,17.0,,,,1.0,1.0,732.0,70.85,1.6,2.49,1.17,1.81,,,,,,,F-86F-40_
yak-23,10.0,,2.0,2.0,,,181.0,29.22,1.24,1.32,0.77,0.84,,,,,,,Yak-23
f9f-8,99.0,81.07,2.78,1.99,1.6,1.05,406.0,40.55,1.3,1.31,0.69,0.72,16.0,100.0,5.0,0.36,,,F9F-8
f-86a-5,65.0,45.1,1.84,1.71,0.05,0.32,269.0,41.4,0.87,0.95,1.01,1.13,,,,,,,F-86A-5
f3d_1,9.0,25.0,1.0,1.63,,0.38,828.0,66.17,0.53,0.56,1.45,1.58,,,,,,,F3D-1
r2y2_kai,,,,,,,21.0,100.0,1.0,0.6,2.0,2.0,,,,,,,R2Y2_Kai_V3
r2y2_v1,,,,,,,83.0,78.57,0.75,0.76,3.32,3.53,,,,,,,R2Y2_Kai_V1
r2y2_v2,,,,,,,68.0,,,0.56,,0.03,,,,,,,R2Y2_Kai_V2
me-262a-1a,34.0,,,2.0,,1.0,454.0,44.63,1.34,1.3,0.3,0.31,,,,,,,Me_262_A-1a
f-86f-2,211.0,50.69,1.05,1.07,0.64,0.64,222.0,42.65,3.62,4.06,0.77,0.85,,,,,,,F-86F-2
f-86_canadair_german,59.0,100.0,1.32,0.82,0.69,0.47,331.0,90.93,2.59,10.97,1.75,7.49,,,,,,,CL-13A_Mk_5
f-84g,59.0,89.29,2.54,0.81,0.5,0.76,229.0,51.18,1.5,1.83,2.04,2.69,,,,,,,F-84G-21-RE
la_200_toriy,110.0,77.26,2.99,2.34,0.32,0.18,345.0,62.96,1.04,1.31,0.36,0.51,,,,,,,La-200
md_452_mystere_2c_preproduction,27.0,100.0,2.5,2.44,0.04,0.04,83.0,64.56,1.05,1.02,1.11,1.02,,,,,,,M.D.452_IIC
sea_hawk_fga6,23.0,50.0,2.0,1.39,1.94,1.33,97.0,77.19,0.48,0.67,2.56,2.29,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,45.0,50.0,1.8,2.3,,,26.0,,,,,,,,,,,,Sea_Venom_FAW_20
arado-234,28.0,,,,7.0,5.65,941.0,60.42,,,3.7,5.14,,,,,,,Ar_234_B-2
fj_4b,143.0,54.57,1.3,1.42,0.65,0.68,14.0,90.0,0.43,0.53,1.53,1.6,,,,,,,FJ-4B
f-84g_france,5.0,,,1.0,,0.5,552.0,79.44,1.22,2.05,3.35,5.6,,,,,,,F-84G-26-RE
tu_14t,46.0,81.03,,,5.16,4.52,96.0,,,,,1.57,,,,,,,Tu-14T
