name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,,,,,,,92.0,59.81,1.75,2.51,0.5,0.71,,,,,,,Mirage_F1CT
etndard_4m,66.0,51.34,0.55,0.66,1.97,2.47,224.0,66.82,0.84,0.64,1.64,1.29,,,,,,,Etendard_IVM
f-100d,41.0,20.0,0.4,0.2,0.33,0.27,236.0,54.64,1.43,1.04,0.37,0.26,,,,,,,F-100D
mig-19pt,29.0,50.0,1.19,0.66,0.33,0.16,300.0,52.98,1.43,2.2,0.16,0.27,,,,,,,MiG-19PT
javelin_fmk9,,,,,,,129.0,100.0,3.54,7.1,0.68,1.5,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,51.0,54.67,1.26,1.09,0.42,0.29,73.0,100.0,0.85,0.97,0.46,0.56,,,,,,,M.D.454_IVA
f-86k_late,14.0,50.0,0.5,1.0,,,25.0,100.0,2.0,0.71,1.5,0.43,,,,,,,F-86K
hunter_f6,3.0,,,1.0,,,14.0,,,1.92,,0.42,,,,,,,Hunter_F.6
md_450b_barougan,14.0,,,1.0,,0.14,4.0,50.0,0.5,1.0,0.5,1.0,,,,,,,M.D.450B_Barougan
me-262c-2b,22.0,,,1.0,,,309.0,98.73,3.91,10.84,0.19,0.58,,,,,,,Me_262_C-2b
mig-15bis_ish,,,,,,,829.0,71.55,1.24,1.31,2.09,1.83,,,,,,,MiG-15bis_ISH
f-86f-35,46.0,50.0,1.26,2.06,,,74.0,50.0,1.83,2.17,1.5,1.9,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,127.0,91.72,1.76,3.72,1.05,2.88,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,,,,,,,95.0,50.0,,,0.32,0.19,,,,,,,Canberra_B_Mk_2
yak-17,42.0,50.0,1.5,1.37,1.5,0.93,,,,,,,,,,,,,Yak-17
f-86f-30_japan,,,,,,,63.0,87.04,2.6,4.83,1.83,2.13,,,,,,,F-86F-30_
yak-30d,30.0,83.34,2.43,2.93,0.5,0.75,12.0,,,,,,,,,,,,Yak-30
hunter_f1,1.0,,,1.0,,,55.0,87.5,3.63,5.0,1.38,,,,,,,,Hunter_F_1
me-163b,2.0,,,3.0,,,165.0,89.97,4.0,14.13,0.14,0.95,,,,,,,Me_163_B
vampire_fb52_finland,,,,,,,10.0,85.0,0.4,0.5,1.05,1.2,,,,,,,Vampire_FB_52A
f-86f-40_japan,,,,,,,261.0,65.69,1.98,3.2,0.83,1.27,,,,,,,F-86F-40_
yak-23,67.0,93.33,2.87,1.47,,,63.0,,2.74,1.65,0.91,0.52,,,,,,,Yak-23
f9f-8,35.0,87.5,0.88,1.0,,,256.0,49.26,0.8,1.11,0.45,0.63,15.0,,,,,,F9F-8
f-86a-5,46.0,22.5,1.38,2.48,0.13,0.26,125.0,41.97,1.79,3.34,0.5,0.93,,,,,,,F-86A-5
f3d_1,46.0,61.29,0.32,0.63,2.11,3.34,353.0,74.87,0.28,0.22,2.34,1.96,,,,,,,F3D-1
r2y2_kai,20.0,,,,,,26.0,50.0,0.5,1.0,0.59,1.18,,,,,,,R2Y2_Kai_V3
r2y2_v1,9.0,,,1.0,,,38.0,,,0.25,,4.33,,,,,,,R2Y2_Kai_V1
r2y2_v2,9.0,,,1.0,,,15.0,66.67,0.33,0.36,1.0,1.0,,,,,,,R2Y2_Kai_V2
