name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,43.0,41.02,0.92,1.0,3.33,3.73,820.0,53.28,1.42,1.67,1.08,1.29,,,,,,,Etendard_IVM
f-100d,360.0,61.88,2.27,1.41,1.42,0.91,876.0,63.18,0.75,0.98,0.62,0.8,15.0,,,0.71,,,F-100D
mig-19pt,428.0,71.89,2.71,2.85,0.18,0.19,1527.0,47.53,1.28,1.5,0.3,0.33,,,,,,,MiG-19PT
javelin_fmk9,121.0,79.57,1.64,1.26,0.44,0.35,156.0,62.15,2.44,2.41,1.06,1.1,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,101.0,70.97,0.95,1.05,0.4,0.35,181.0,58.33,1.96,2.01,0.38,0.49,,,,,,,M.D.454_IVA
f-86k_late,80.0,23.21,1.34,1.48,0.1,0.15,112.0,46.82,0.86,1.16,0.55,1.01,,,,,,,F-86K
hunter_f6,16.0,,,0.17,,0.33,82.0,59.21,1.72,1.93,0.58,0.81,17.0,,,,,,Hunter_F.6
md_450b_barougan,53.0,50.0,1.06,1.42,1.81,2.76,117.0,84.41,1.53,1.6,2.73,2.27,,,,,,,M.D.450B_Barougan
me-262c-2b,16.0,,,1.09,,1.09,252.0,82.15,2.65,5.26,0.23,0.52,,,,,,,Me_262_C-2b
mig-15bis_ish,23.0,100.0,,0.53,2.0,1.73,578.0,70.95,0.65,0.82,1.13,1.43,2.0,,,,,,MiG-15bis_ISH
f-86f-35,44.0,100.0,0.55,0.64,1.28,1.08,311.0,60.38,1.65,1.32,1.52,1.35,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,929.0,60.01,0.56,0.61,1.35,1.46,21.0,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,54.0,50.0,,,2.44,4.9,15.0,,,,,,,,,,,,Canberra_B_Mk_2
yak-17,41.0,100.0,2.36,2.12,5.79,5.47,41.0,100.0,2.46,2.46,3.0,3.0,,,,,,,Yak-17
f-86f-30_japan,52.0,66.67,1.3,1.07,,,933.0,53.97,1.24,1.19,1.36,1.35,19.0,,,,,,F-86F-30_
yak-30d,137.0,66.19,1.88,1.82,2.99,3.05,176.0,85.27,2.25,2.38,2.04,2.01,,,,,,,Yak-30
hunter_f1,4.0,,,1.0,,2.0,71.0,100.0,6.34,4.34,2.47,1.52,5.0,,,,,,Hunter_F_1
me-163b,55.0,42.42,2.59,2.81,0.08,0.14,263.0,80.58,3.88,12.72,0.73,2.39,,,,,,,Me_163_B
f-86f-40_japan,54.0,50.0,1.35,1.35,1.0,0.8,191.0,53.09,1.1,1.75,0.59,0.96,47.0,,3.75,3.75,,,F-86F-40_
yak-23,79.0,59.17,1.25,1.81,2.18,2.93,231.0,55.56,1.85,4.45,0.75,1.84,,,,,,,Yak-23
f9f-8,436.0,66.35,1.79,1.8,0.88,0.87,197.0,83.06,6.08,5.9,4.11,4.0,11.0,,,,,,F9F-8
f-86a-5,221.0,63.18,0.96,1.06,1.6,1.72,639.0,40.95,1.34,1.35,1.13,1.1,9.0,,,,,,F-86A-5
f3d_1,270.0,69.63,0.75,0.93,3.04,3.64,1184.0,60.25,0.76,0.75,1.75,1.72,,,,,,,F3D-1
r2y2_kai,52.0,95.7,1.35,1.17,5.45,4.91,165.0,80.32,1.32,1.5,2.96,3.69,27.0,,,3.0,,2.0,R2Y2_Kai_V3
r2y2_v1,83.0,82.8,1.57,1.33,3.21,2.99,310.0,67.24,1.53,1.56,2.15,2.09,27.0,,,3.0,,,R2Y2_Kai_V1
r2y2_v2,49.0,100.0,1.23,0.95,3.3,2.7,107.0,51.54,1.23,1.61,2.33,1.65,,,,,,,R2Y2_Kai_V2
me-262a-1a,33.0,40.91,1.84,2.36,1.51,2.0,302.0,57.52,1.65,1.32,0.9,0.67,,,,,,,Me_262_A-1a
f-86f-2,183.0,44.78,1.86,1.45,0.74,0.66,1801.0,72.52,2.32,3.8,1.54,2.52,,,,,,,F-86F-2
f-86_canadair_german,71.0,78.57,3.21,1.5,2.33,1.1,283.0,75.6,1.26,1.19,0.91,0.9,,,,,,,CL-13A_Mk_5
f-84g,105.0,91.94,1.13,0.93,6.68,4.93,427.0,59.81,1.58,2.0,1.84,2.43,,,,,,,F-84G-21-RE
la_200_toriy,28.0,100.0,1.64,1.96,0.21,0.11,566.0,80.6,1.81,2.8,0.52,0.77,9.0,,,,,,La-200
