name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,46.0,50.0,1.13,1.96,2.72,4.78,707.0,44.67,1.23,1.55,1.34,1.67,,,,,,,Etendard_IVM
f-100d,632.0,62.22,1.02,0.99,2.07,2.05,1382.0,62.75,1.43,1.57,1.15,1.26,11.0,,,,,,F-100D
mig-19pt,733.0,59.26,1.75,1.97,0.28,0.31,2541.0,51.29,1.53,1.73,0.36,0.41,,,,,,,MiG-19PT
javelin_fmk9,74.0,59.62,2.4,2.28,0.23,0.3,296.0,68.64,3.78,4.86,3.01,4.09,29.0,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,60.0,67.3,0.58,0.58,2.81,3.43,280.0,44.62,1.16,1.09,1.38,1.34,,,,,,,M.D.454_IVA
f-86k_late,64.0,56.82,2.31,1.4,0.43,0.13,59.0,100.0,4.38,3.21,1.38,1.03,,,,,,,F-86K
hunter_f6,117.0,76.83,1.61,1.88,0.97,1.16,397.0,58.34,1.74,2.72,1.17,1.85,,,,,,,Hunter_F.6
md_450b_barougan,51.0,75.0,1.88,2.73,4.54,3.61,264.0,71.48,1.12,1.34,2.27,3.02,,,,,,,M.D.450B_Barougan
me-262c-2b,99.0,100.0,5.63,3.29,0.53,0.33,486.0,64.89,2.12,3.62,1.07,1.88,,,,,,,Me_262_C-2b
mig-15bis_ish,60.0,54.3,0.37,0.61,1.21,2.02,561.0,77.83,1.15,1.42,1.37,1.71,19.0,,,,,,MiG-15bis_ISH
f-86f-35,166.0,76.66,1.41,1.4,3.07,2.83,468.0,49.84,1.13,1.27,2.03,2.24,,,,,,,F-86F-35
meteor_fmk8_reaper,51.0,79.55,0.8,0.46,7.89,5.39,1192.0,66.16,0.95,1.08,1.49,1.68,4.0,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,1.0,,,,,,45.0,,,,,,9.0,,,,,,Canberra_B_Mk_2
yak-17,28.0,100.0,4.63,2.61,,,9.0,100.0,3.0,3.0,,,,,,,,,Yak-17
f-86f-30_japan,16.0,100.0,2.53,2.53,0.8,0.8,645.0,53.38,1.39,1.43,2.0,2.11,24.0,,,,,1.0,F-86F-30_
yak-30d,213.0,75.97,4.46,2.38,2.06,0.8,99.0,66.67,2.02,0.82,1.63,1.05,,,,,,,Yak-30
hunter_f1,115.0,64.88,2.17,1.92,1.79,1.71,436.0,69.62,2.79,4.31,1.69,2.63,,,,,,,Hunter_F_1
me-163b,30.0,100.0,4.0,3.95,0.81,0.82,150.0,80.0,6.34,11.9,1.46,2.72,,,,,,,Me_163_B
f-86f-40_japan,47.0,89.29,1.27,1.13,3.66,3.76,219.0,59.41,2.67,2.08,4.9,4.1,13.0,,,,,,F-86F-40_
yak-23,41.0,100.0,5.0,2.8,2.0,0.83,167.0,89.32,2.13,5.39,1.56,3.97,1.0,,,,,,Yak-23
f9f-8,388.0,69.35,2.09,1.55,0.87,0.64,349.0,62.59,6.69,3.61,3.42,2.03,,,,,,,F9F-8
f-86a-5,237.0,55.02,1.33,1.45,2.05,2.17,1207.0,48.14,1.15,1.31,1.29,1.46,,,,,,,F-86A-5
f3d_1,96.0,84.95,1.4,1.49,7.09,7.45,957.0,52.03,1.05,0.94,3.39,3.09,2.0,,,,,,F3D-1
r2y2_kai,17.0,,,1.0,,0.54,111.0,79.25,2.95,4.16,4.67,7.29,19.0,,,4.6,,,R2Y2_Kai_V3
r2y2_v1,53.0,92.47,0.74,0.6,5.32,4.76,529.0,64.0,0.7,0.9,1.29,1.65,,,,,,,R2Y2_Kai_V1
r2y2_v2,22.0,100.0,2.17,1.76,5.17,4.55,163.0,85.48,2.71,2.49,4.75,4.18,,,,,,,R2Y2_Kai_V2
me-262a-1a,57.0,75.0,2.25,1.55,1.25,0.28,328.0,57.45,2.16,2.38,1.44,1.65,,,,,,,Me_262_A-1a
f-86f-2,175.0,91.61,2.92,2.85,2.16,2.26,2875.0,78.0,2.28,3.65,1.4,2.27,,,,,,,F-86F-2
f-86_canadair_german,97.0,64.52,1.61,1.34,1.81,1.64,228.0,64.41,1.69,1.45,1.73,1.45,15.0,,,1.0,,,CL-13A_Mk_5
f-84g,240.0,65.23,1.29,1.18,6.3,5.65,201.0,12.5,5.48,1.66,8.99,3.1,,,,,,,F-84G-21-RE
la_200_toriy,86.0,67.11,3.26,1.95,0.71,0.38,720.0,75.47,1.8,2.71,1.43,2.14,,,,,,,La-200
md_452_mystere_2c_preproduction,48.0,31.82,1.91,1.42,3.55,2.26,456.0,39.69,1.31,1.07,1.32,0.93,,,,,,,M.D.452_IIC
sea_hawk_fga6,97.0,60.14,0.8,1.27,3.4,5.64,187.0,64.38,2.91,2.25,5.08,4.07,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,121.0,47.6,1.57,1.57,0.67,0.66,65.0,100.0,2.74,,4.26,,,,,,,,Sea_Venom_FAW_20
arado-234,84.0,90.67,,,14.6,11.53,1766.0,66.06,,,4.85,6.73,,,,,,,Ar_234_B-2
fj_4b,178.0,64.01,1.49,1.17,5.16,3.97,346.0,45.49,2.31,2.15,2.88,2.65,11.0,,,2.4,,,FJ-4B
f-84g_france,50.0,82.73,1.09,0.59,8.29,6.82,755.0,72.63,1.83,2.86,2.95,4.58,,,,,,,F-84G-26-RE
tu_14t,396.0,67.58,0.33,0.34,4.16,4.18,437.0,54.45,0.25,0.31,1.35,1.76,,,,,,,Tu-14T
il_28sh,548.0,67.89,0.48,0.43,6.12,5.43,867.0,73.17,0.4,0.36,2.22,2.05,1.0,,,,,,IL-28Sh
mig-15bis_nr23_german,295.0,48.86,2.98,3.1,0.92,0.9,1561.0,65.5,1.8,2.62,1.07,1.55,23.0,,,,,,MiG-15bis
attaker_fb1,95.0,52.68,2.33,2.31,2.93,2.9,557.0,69.47,1.55,1.41,1.35,1.3,,,,,,,Attacker_FB_1
f-86f-25,287.0,78.55,2.48,1.9,2.22,1.88,238.0,22.3,2.04,1.79,2.04,1.84,,,,,,,F-86F-25
me-262a-2a,,,,,,,290.0,65.37,1.2,1.78,2.49,3.7,,,,,,,Me_262_A-2a
fj_4b_agm_12b,76.0,86.67,1.95,1.12,7.01,3.89,1892.0,79.29,0.59,0.76,3.53,4.55,,,,,,,FJ-4B_VMF-232
la-15,134.0,81.18,3.07,2.48,1.53,1.21,589.0,77.67,2.24,3.3,1.44,2.13,17.0,,,,,,La-15
he-162a-2,26.0,,,3.5,,,220.0,53.28,3.82,3.89,0.86,1.0,,,,,,,He_162_A-2
yak-15_early,33.0,100.0,1.09,1.95,,,97.0,100.0,3.71,5.92,0.76,1.38,19.0,,,,,,Yak-15P
me-163b-0,72.0,31.58,2.46,2.23,1.81,1.68,83.0,81.61,2.05,4.35,,,,,,,,,Me_163_B-0
f-84b,291.0,55.69,2.28,2.45,6.71,7.01,788.0,53.05,0.85,0.89,1.48,1.56,,,,,,,F-84B-26
f-80a,141.0,54.95,1.18,1.52,0.84,1.11,566.0,49.0,1.17,1.82,1.48,2.3,,,,,,,F-80A-5
kitsuka,5.0,,,,,,1015.0,72.09,2.23,4.2,0.76,1.42,,,,,,,Kikka
f9f-5,143.0,84.61,0.84,0.9,3.1,3.47,103.0,38.46,1.56,1.27,2.48,1.95,,,,,,,F9F-5
