name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
saab_jas39c_hungary,105.0,100.0,7.54,5.38,0.69,0.45,1738.0,55.24,1.26,1.46,0.61,0.71,59.0,,,3.52,,1.71,◔JAS39EBS_HU_C
mig_29_9_12b_hungary,21.0,100.0,1.0,,,,419.0,53.54,1.37,1.85,0.18,0.26,2.0,,,1.0,,,◔MiG-29
su_27sm,954.0,83.62,7.11,7.79,0.55,0.62,8728.0,56.82,1.64,2.02,0.1,0.12,600.0,46.54,11.03,1.81,0.23,0.03,Su-27SM
f_15c_msip2,1242.0,81.15,3.79,3.97,0.33,0.36,3557.0,54.06,1.53,1.84,0.03,0.07,85.0,,,2.89,,,F-15C_MSIP_II
f_15j_kai,55.0,33.33,2.0,1.5,,,3029.0,55.32,1.65,2.04,0.07,0.09,71.0,,,1.86,,,F-15J(M)
saab_jas39c,26.0,100.0,6.0,5.04,,,2160.0,63.19,1.42,1.8,0.51,0.64,101.0,100.0,10.33,1.64,1.0,1.17,JAS39C
mig-21_bison,80.0,72.83,3.35,3.73,0.44,0.49,8783.0,64.2,1.37,1.86,0.1,0.15,96.0,100.0,1.25,1.25,,,MiG-21_Bison
f-4f_kws_lv,210.0,76.93,6.11,4.52,0.23,0.22,3877.0,56.89,1.37,1.57,0.21,0.24,305.0,54.55,16.41,1.7,0.45,0.04,◄F-4F_KWS_LV
j_11a,13.0,100.0,3.0,6.0,,,162.0,73.71,3.37,2.84,,,1.0,,,2.0,,,J-11A
f_15c_baz_msip,157.0,78.91,4.29,5.21,0.34,0.46,67.0,74.62,2.03,2.75,0.03,0.08,5.0,,,1.2,,,Baz_Meshupar
av_8b_plus,258.0,69.35,3.3,3.71,0.85,0.96,642.0,57.37,1.58,1.85,0.42,0.5,91.0,,,1.03,,0.14,AV-8B_Plus
f_16a_block_15_belgium,41.0,71.43,2.07,2.38,4.21,4.95,67.0,59.94,0.63,1.23,1.0,1.91,33.0,,,3.0,,0.67,F-16A
f_16am_block_15_mlu_belgium,59.0,54.95,2.65,3.37,0.38,0.7,452.0,75.33,1.15,1.2,0.66,0.66,,,,,,,F-16AM
f_16a_block_15_adf_italy,,,,,,,218.0,59.29,1.99,2.33,0.21,0.22,7.0,,,,,,F-16A_ADF
