name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,31.0,100.0,2.65,2.26,0.74,0.7,350.0,49.56,1.07,1.55,0.36,0.54,14.0,,,,,,Mirage_F1CT
etndard_4m,31.0,,2.13,1.92,1.0,0.88,111.0,56.35,2.79,3.44,1.31,1.59,,,,,,,Hunter_F_1
f-100d,180.0,57.72,1.69,1.42,1.29,1.01,419.0,50.5,0.97,1.01,0.62,0.66,13.0,,,0.45,,,F-100D
mig-19pt,208.0,82.76,2.33,2.25,0.44,0.39,1380.0,56.38,1.11,1.35,0.27,0.31,64.0,,,2.5,,,MiG-19PT
javelin_fmk9,,,,,,,404.0,64.21,1.07,1.69,2.3,3.51,,,,,,,Meteor_F_Mk.8_Reaper
md_454_mystere_4a,20.0,,,0.86,,1.71,73.0,83.75,2.35,2.35,1.6,1.27,,,,,,,M.D.454_IVA
f-86k_late,16.0,,1.0,1.0,,0.25,49.0,50.0,0.9,1.78,,,,,,,,,F-86K
hunter_f6,46.0,75.76,3.66,2.31,1.06,0.44,245.0,69.25,4.28,2.89,2.17,1.42,12.0,,,,,,Hunter_F.6
md_450b_barougan,17.0,100.0,1.12,1.12,1.12,1.12,70.0,93.75,1.75,1.39,2.42,2.67,,,,,,,M.D.450B_Barougan
me-262c-2b,31.0,,2.13,1.92,1.0,0.88,111.0,56.35,2.79,3.44,1.31,1.59,,,,,,,Hunter_F_1
mig-15bis_ish,,,,,,,417.0,84.5,1.26,1.15,2.25,2.04,6.0,,,,,,MiG-15bis_ISH
f-86f-35,26.0,50.0,2.0,2.0,6.73,6.73,292.0,56.07,1.41,1.74,1.34,1.42,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,404.0,64.21,1.07,1.69,2.3,3.51,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,17.0,100.0,,,11.44,10.76,,,,,,,,,,,,,Canberra_B_Mk_2
yak-17,108.0,60.8,1.8,1.74,1.02,1.02,23.0,100.0,7.75,,3.0,,1.0,,,,,,Yak-17
f-86f-30_japan,92.0,75.93,2.07,2.19,2.12,2.26,247.0,49.3,1.88,1.11,2.69,1.52,,,,,,,F-86A-5
yak-30d,132.0,50.89,1.92,2.62,2.99,3.92,32.0,100.0,4.17,15.2,,,1.0,,,,,,Yak-30
hunter_f1,6.0,,,,,,381.0,67.35,1.43,1.88,2.55,3.38,,,,,,,R2Y2_Kai_V3
me-163b,,,,,,,409.0,77.84,3.13,5.94,0.54,1.07,,,,,,,Me_163_B
vampire_fb52_finland,74.0,63.73,2.68,1.57,7.04,3.35,53.0,87.5,2.36,3.0,2.47,3.58,,,,,,,Vampire_FB_52A
f-86f-40_japan,28.0,88.89,1.33,1.1,3.0,2.9,453.0,51.82,1.26,1.48,0.61,0.68,,,,,,,F-86F-40_
yak-23,32.0,,4.0,4.0,,,43.0,100.0,2.63,4.0,0.17,0.57,31.0,,,,,,Yak-23
f9f-8,197.0,55.65,1.74,1.58,1.69,1.52,307.0,48.85,1.55,1.69,1.49,1.75,26.0,,,1.87,,,F9F-8
f-86a-5,92.0,75.93,2.07,2.19,2.12,2.26,247.0,49.3,1.88,1.11,2.69,1.52,,,,,,,F-86A-5
f3d_1,169.0,80.57,1.47,0.95,5.13,3.67,558.0,49.22,0.5,0.45,1.85,1.71,16.0,,,1.0,,,F3D-1
r2y2_kai,6.0,,,,,,381.0,67.35,1.43,1.88,2.55,3.38,,,,,,,R2Y2_Kai_V3
r2y2_v1,20.0,100.0,,0.43,7.0,4.43,166.0,73.34,2.45,1.58,4.14,2.82,19.0,,,6.38,,,R2Y2_Kai_V1
r2y2_v2,5.0,,,,,,69.0,56.3,1.78,2.45,2.79,2.87,,,,,,,R2Y2_Kai_V2
me-262a-1a,,,,,,,223.0,56.83,1.89,1.76,1.96,1.54,,,,,,,Me_262_A-1a
f-86f-2,138.0,55.15,1.36,1.26,3.26,3.05,154.0,47.85,2.15,1.86,1.65,1.42,,,,,,,FJ-4B
f-86_canadair_german,76.0,77.08,2.5,2.25,0.71,0.67,207.0,81.16,2.53,2.71,2.94,3.02,1.0,,,,,,CL-13A_Mk_5
f-84g,98.0,62.99,2.32,2.64,5.93,6.5,166.0,38.06,0.77,0.83,3.0,2.99,,,,,,,F-84G-21-RE
la_200_toriy,103.0,68.28,0.42,0.3,12.26,9.32,701.0,61.05,0.29,0.31,1.38,1.45,,,,,,,IL-28Sh
md_452_mystere_2c_preproduction,15.0,,,,,,451.0,73.63,1.84,3.05,1.02,1.69,,,,,,,M.D.452_IIC
sea_hawk_fga6,19.0,,,,,,177.0,63.91,1.43,1.9,1.92,2.75,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,25.0,83.33,2.14,2.21,0.83,1.0,50.0,96.83,2.45,3.19,1.52,2.0,,,,,,,Sea_Venom_FAW_20
arado-234,32.0,,,,,8.18,1102.0,74.24,,,4.68,6.82,,,,,,,Ar_234_B-2
fj_4b,138.0,55.15,1.36,1.26,3.26,3.05,154.0,47.85,2.15,1.86,1.65,1.42,,,,,,,FJ-4B
f-84g_france,41.0,100.0,0.85,1.72,10.5,23.17,242.0,76.26,0.92,1.04,3.28,3.57,,,,,,,F-84G-26-RE
tu_14t,117.0,54.3,0.26,0.22,6.18,6.94,262.0,46.3,0.61,0.69,0.73,0.99,,,,,,,Tu-14T
il_28sh,103.0,68.28,0.42,0.3,12.26,9.32,701.0,61.05,0.29,0.31,1.38,1.45,,,,,,,IL-28Sh
mig-15bis_nr23_german,74.0,73.12,4.96,5.02,2.32,2.34,743.0,69.89,2.05,3.9,1.09,2.09,,,,,,,MiG-15bis
attaker_fb1,48.0,92.47,1.34,1.55,1.1,1.28,276.0,84.75,0.92,1.33,1.58,2.47,,,,,,,Attacker_FB_1
f-86f-25,86.0,75.54,2.38,2.29,2.75,2.95,164.0,45.0,1.11,1.52,2.61,3.55,,,,,,,F-86F-25
me-262a-2a,62.0,43.33,3.6,6.66,2.11,3.84,642.0,75.12,1.94,3.71,1.22,2.24,,,,,,,Kikka
fj_4b_agm_12b,88.0,25.27,1.22,1.08,1.81,1.68,301.0,40.34,0.91,0.9,4.12,4.17,,,,,,,FJ-4B_VMF-232
la-15,159.0,71.19,2.22,2.48,0.94,1.07,372.0,74.49,3.42,4.32,1.49,1.89,8.0,,,,,,La-15
he-162a-2,19.0,90.0,2.33,2.4,0.6,0.67,309.0,45.77,3.37,7.09,1.17,2.44,1.0,,,,,,He_162_A-2
yak-15_early,84.0,57.05,0.88,1.09,0.48,0.58,66.0,95.43,2.0,3.3,0.84,1.37,23.0,,,,,,Yak-15P
me-163b-0,11.0,100.0,3.0,,1.0,,56.0,90.0,2.5,2.1,1.6,1.3,,,,,,,Me_163_B-0
f-84b,142.0,67.9,2.04,2.45,4.59,6.73,606.0,50.49,1.04,0.8,4.37,3.31,,,,,,,F-84B-26
f-80a,41.0,100.0,1.47,1.5,4.0,3.61,378.0,41.8,1.23,1.24,1.16,1.13,,,,,,,F-80A-5
kitsuka,62.0,43.33,3.6,6.66,2.11,3.84,642.0,75.12,1.94,3.71,1.22,2.24,,,,,,,Kikka
