name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,178.0,95.19,1.21,1.06,4.18,3.84,913.0,61.11,1.59,2.04,1.17,1.49,19.0,,2.83,2.83,0.83,0.83,Etendard_IVM
f-100d,684.0,54.9,1.11,1.03,1.16,1.16,2609.0,52.05,1.2,1.34,0.35,0.39,545.0,100.0,6.72,1.87,0.41,0.14,F-100D
mig-19pt,305.0,60.44,1.53,1.88,0.18,0.21,2408.0,63.49,1.22,1.71,0.1,0.12,2.0,,,,,,MiG-19PT
javelin_fmk9,169.0,57.46,1.49,1.31,0.84,0.87,747.0,53.75,1.68,1.81,0.4,0.44,27.0,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,,,,,,,,,,,,,,,,,,,M.D.454_IVA
f-86k_late,111.0,99.17,2.27,1.84,1.06,0.86,128.0,83.85,3.26,3.87,0.43,0.56,,,,,,,F-86K
hunter_f6,278.0,56.15,2.12,2.34,1.73,1.98,1461.0,56.98,1.54,2.35,0.44,0.66,48.0,100.0,7.57,5.31,,0.43,Hunter_F.6
md_450b_barougan,81.0,,1.0,0.92,,1.04,503.0,65.38,0.7,0.68,1.5,1.45,45.0,21.74,0.87,1.55,0.76,1.24,M.D.450B_Barougan
me-262c-2b,107.0,69.45,3.14,2.1,0.81,0.57,560.0,74.48,1.98,3.99,0.11,0.17,,,,,,,Me_262_C-2b
mig-15bis_ish,,,,,,,474.0,57.7,1.37,1.61,0.56,0.59,,,,,,,MiG-15bis_ISH
f-86f-35,110.0,64.72,2.16,1.88,2.44,2.19,3017.0,54.63,0.88,1.17,0.56,0.75,6.0,,,,,,F-86F-35
meteor_fmk8_reaper,9.0,,,,,,1441.0,64.35,0.61,0.65,1.66,1.75,173.0,100.0,6.88,7.0,4.63,0.58,Meteor_F_Mk.8_Reaper
canberra_bmk2,22.0,100.0,,,9.43,10.5,104.0,54.76,,,0.48,0.58,53.0,,,,,0.32,Canberra_B_Mk_2
yak-17,127.0,75.44,2.2,1.41,1.04,0.66,59.0,,,,,,21.0,,,,,,Yak-17
f-86f-30_japan,110.0,,0.64,0.8,0.78,0.92,1796.0,67.32,1.56,2.21,0.85,1.22,53.0,100.0,8.4,7.0,,0.45,F-86F-30_
yak-30d,150.0,78.68,3.48,3.89,1.05,1.02,157.0,74.95,1.97,3.24,0.51,0.82,,,,,,,Yak-30
hunter_f1,163.0,80.99,1.55,1.68,4.01,3.75,465.0,62.42,1.55,2.4,0.52,0.82,,,,,,,Hunter_F_1
me-163b,245.0,63.23,3.18,3.76,0.34,0.38,178.0,74.2,2.1,2.23,,,40.0,,,1.0,,,Me_163_B
f-86f-40_japan,215.0,64.1,3.49,2.31,1.88,1.26,466.0,49.85,1.05,1.49,1.18,1.7,63.0,100.0,7.82,7.69,,,F-86F-40_
yak-23,283.0,69.91,1.85,2.67,1.0,1.45,115.0,80.83,1.95,2.47,0.77,1.07,25.0,,1.0,,,,Yak-23
f9f-8,405.0,50.84,1.39,1.72,0.51,0.66,968.0,58.92,1.82,2.34,0.88,1.15,40.0,100.0,8.57,,7.0,,F9F-8
f-86a-5,554.0,54.61,1.51,1.36,1.84,1.67,2321.0,55.48,0.93,1.02,0.7,0.76,16.0,100.0,3.7,,,,F-86A-5
f3d_1,145.0,59.06,0.56,0.57,3.84,4.08,1090.0,66.88,1.33,1.44,2.07,2.21,46.0,,,2.27,,0.22,F3D-1
r2y2_kai,22.0,,,2.41,,4.0,241.0,73.28,1.83,3.06,2.21,3.87,75.0,100.0,5.76,3.81,7.71,5.31,R2Y2_Kai_V3
r2y2_v1,1.0,,,,,,543.0,59.7,1.25,1.38,1.46,1.64,3.0,,,3.67,,,R2Y2_Kai_V1
r2y2_v2,,,,,,,236.0,80.03,3.34,2.2,3.85,2.84,2.0,,,,,,R2Y2_Kai_V2
me-262a-1a,143.0,47.0,2.1,2.46,0.78,0.96,457.0,68.02,2.45,2.53,0.81,0.82,22.0,,,,,,Me_262_A-1a
f-86f-2,521.0,58.81,2.13,2.66,1.3,1.61,4252.0,59.42,1.5,2.08,0.61,0.85,10.0,100.0,1.75,1.7,1.0,0.4,F-86F-2
f-86_canadair_german,296.0,69.66,2.99,2.66,1.16,0.63,365.0,76.44,1.44,2.79,0.73,1.39,,,,,,,CL-13A_Mk_5
f-84g,166.0,77.11,3.24,2.22,8.29,5.45,1013.0,59.32,0.89,1.0,1.34,1.55,39.0,,,1.52,,1.98,F-84G-21-RE
la_200_toriy,250.0,73.2,1.37,1.5,0.93,1.0,217.0,52.11,0.74,0.65,0.49,0.47,2.0,,,1.0,,,La-200
md_452_mystere_2c_preproduction,124.0,65.72,0.92,1.13,1.13,1.47,1288.0,53.72,0.93,1.19,0.71,0.91,23.0,,3.0,3.0,6.5,6.5,M.D.452_IIC
sea_hawk_fga6,102.0,93.89,0.93,1.03,5.74,6.1,952.0,71.09,0.5,0.62,1.39,1.7,42.0,50.0,1.0,0.87,1.0,1.6,sea_hawk_fga6_shop
sea_venom_faw20,96.0,100.0,2.79,2.14,4.17,3.09,111.0,72.71,1.21,1.09,1.57,1.13,3.0,,,2.0,,,Sea_Venom_FAW_20
arado-234,33.0,93.75,,,12.38,13.95,1039.0,53.89,0.01,0.01,3.21,5.35,11.0,,,,,,Ar_234_B-2
fj_4b,296.0,61.69,1.24,1.15,3.22,3.05,784.0,54.54,1.83,2.17,0.71,0.8,4.0,,,,,,FJ-4B
f-84g_france,70.0,,3.9,1.73,9.3,4.68,640.0,66.77,1.28,1.68,1.37,1.83,59.0,100.0,11.17,3.51,2.67,1.59,F-84G-26-RE
tu_14t,248.0,70.97,0.36,0.37,6.37,6.5,244.0,36.87,0.14,0.1,1.23,0.96,192.0,100.0,4.87,0.86,2.43,0.62,Tu-14T
il_28sh,486.0,69.8,0.52,0.45,7.87,7.02,1434.0,53.79,0.2,0.18,1.05,0.9,833.0,69.92,4.02,0.82,2.15,0.54,IL-28Sh
mig-15bis_nr23_german,206.0,79.57,4.48,5.22,1.02,1.16,4191.0,65.09,1.49,2.45,0.28,0.46,40.0,100.0,3.4,,,,MiG-15bis
attaker_fb1,20.0,100.0,2.21,2.21,2.42,2.42,896.0,71.81,0.83,1.08,1.22,1.57,21.0,,,,,,Attacker_FB_1
