name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,26.0,100.0,2.0,2.0,1.0,1.0,344.0,48.89,1.16,1.44,0.61,0.72,5.0,,,,,,Mirage_F1CT
etndard_4m,1.0,,,,,,338.0,66.3,1.43,2.4,1.59,2.67,,,,,,,Etendard_IVM
f-100d,235.0,62.64,1.33,1.21,1.4,1.25,477.0,53.06,0.97,1.19,0.77,0.97,24.0,,,1.09,,,F-100D
mig-19pt,270.0,69.06,2.46,2.7,0.52,0.56,1858.0,59.41,1.45,1.87,0.24,0.29,49.0,,,2.18,,,MiG-19PT
javelin_fmk9,261.0,69.09,1.65,1.88,0.13,0.16,315.0,75.67,2.68,3.42,1.75,2.25,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,16.0,,,1.0,,2.0,60.0,74.17,2.04,1.93,2.73,2.3,,,,,,,M.D.454_IVA
f-86k_late,1.0,,1.0,1.0,,,26.0,50.0,1.0,2.0,,,,,,,,,F-86K
hunter_f6,105.0,17.06,2.21,1.44,1.52,0.92,302.0,58.93,1.83,2.16,1.2,1.44,36.0,50.0,3.0,2.74,,,Hunter_F.6
md_450b_barougan,11.0,100.0,1.0,1.0,1.18,1.18,71.0,97.46,1.62,1.71,3.01,2.9,,,,,,,M.D.450B_Barougan
me-262c-2b,,,,,,,224.0,81.685,3.1233333333333335,6.5575,0.9575,1.9433333333333334,,,,,,,Me_262_C-2b
mig-15bis_ish,,,,,,,375.0,70.45,1.14,1.51,1.96,2.53,24.0,,,,,,MiG-15bis_ISH
f-86f-35,12.0,92.86,1.14,0.94,5.21,3.63,471.0,51.13,1.24,1.84,0.87,1.26,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,505.0,67.06,1.19,1.8,1.44,2.31,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,21.0,100.0,,,11.1,8.62,21.0,100.0,,,0.25,0.25,,,,,,,Canberra_B_Mk_2
yak-17,91.0,76.24,4.26,2.73,1.3,0.95,76.0,100.0,6.34,10.54,2.5,4.31,19.0,,,,,,Yak-17
f-86f-30_japan,,,,,,,203.0,85.07,1.99,2.08,2.0,1.74,,,,,,,F-86F-30_
yak-30d,121.0,61.61,1.64,2.08,5.14,6.25,157.0,91.72,3.93,19.26,0.12,0.8,,,,,,,Yak-30
hunter_f1,77.0,17.59,2.14,1.33,0.77,0.48,62.0,41.18,3.38,3.88,1.88,2.06,,,,,,,Hunter_F_1
me-163b,106.0,65.54,2.87,3.03,1.74,1.75,398.0,84.95,3.99,8.86,1.92,4.41,14.0,,,,,,Me_163_B
vampire_fb52_finland,68.0,58.33,1.7,1.24,5.0,3.59,83.0,65.91,1.42,3.36,1.86,4.7,,,,,,,Vampire_FB_52A
f-86f-40_japan,28.0,100.0,0.42,0.44,4.0,3.93,525.0,57.0,1.15,1.42,0.78,0.98,,,,,,,F-86F-40_
yak-23,47.0,100.0,2.56,2.5,1.69,2.0,135.0,79.72,2.02,6.38,0.42,2.06,32.0,,,,,,Yak-23
f9f-8,204.0,56.13,2.0,1.92,1.51,1.44,424.0,57.16,1.47,2.34,1.82,2.85,43.0,,,2.44,,,F9F-8
f-86a-5,64.0,71.11,1.71,2.18,2.73,2.28,415.0,54.03,1.43,1.22,1.54,1.37,,,,,,,F-86A-5
f3d_1,134.0,85.12,1.01,0.67,4.449999999999999,2.895,579.0,42.57,0.625,0.59,1.9899999999999998,1.8599999999999999,,,,,,,F3D-1
r2y2_kai,15.0,,,3.0,,4.78,296.0,65.38,1.89,2.34,5.02,6.16,,,,,,,R2Y2_Kai_V3
r2y2_v1,43.0,100.0,1.54,0.81,11.15,6.92,151.0,73.81,1.31,1.2,3.94,3.51,29.0,,,5.59,,0.21,R2Y2_Kai_V1
r2y2_v2,31.0,100.0,2.0,2.0,5.88,5.88,46.0,76.53,1.7,2.94,6.5,9.12,,,,,,,R2Y2_Kai_V2
