name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,,,,,,,46.0,,,,,,,,,,,,Mirage_F1CT
etndard_4m,80.0,62.65,0.65,0.78,2.45,3.32,186.0,48.39,1.03,1.21,0.78,0.66,,,,,,,Etendard_IVM
f-100d,69.0,50.0,1.0,0.8,0.8,0.71,201.0,51.49,1.26,1.27,0.31,0.3,,,,,,,F-100D
mig-19pt,2.0,,,,,,275.0,72.97,1.65,3.26,0.33,0.73,,,,,,,MiG-19PT
javelin_fmk9,,,,,,,134.0,100.0,2.53,7.31,0.46,1.42,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,59.0,90.23,1.79,1.14,0.9,0.64,77.0,100.0,0.96,1.27,0.55,0.7,,,,,,,M.D.454_IVA
f-86k_late,29.0,50.0,0.5,1.0,,,48.0,79.17,0.93,0.76,0.93,0.76,,,,,,,F-86K
hunter_f6,15.0,,,1.0,,,2.0,,,2.5,,1.0,,,,,,,Hunter_F.6
md_450b_barougan,23.0,50.0,1.0,1.05,0.33,0.9,1.0,100.0,1.0,1.0,1.0,1.0,,,,,,,M.D.450B_Barougan
me-262c-2b,11.0,,,1.0,,,307.0,100.0,4.58,19.67,0.24,1.06,,,,,,,Me_262_C-2b
mig-15bis_ish,,,,,,,243.0,69.19,0.97,1.03,2.38,2.41,,,,,,,MiG-15bis_ISH
f-86f-35,31.0,50.0,1.28,1.78,,,40.0,,,,,,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,89.0,100.0,1.58,1.93,1.05,2.09,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,,,,,,,38.0,50.0,,,0.13,0.06,,,,,,,Canberra_B_Mk_2
yak-17,31.0,,1.0,1.03,,0.16,,,,,,,,,,,,,Yak-17
f-86f-30_japan,,,,,,,23.0,83.33,1.67,2.19,1.0,1.03,,,,,,,F-86F-30_
yak-30d,4.0,,,,,,,,,,,,,,,,,,Yak-30
hunter_f1,1.0,,,1.0,,,19.0,100.0,4.0,,1.83,,,,,,,,Hunter_F_1
me-163b,6.0,90.0,1.9,2.2,,,103.0,71.01,4.25,10.15,0.11,0.65,,,,,,,Me_163_B
vampire_fb52_finland,,,,,,,27.0,85.0,0.4,0.5,1.05,1.2,,,,,,,Vampire_FB_52A
f-86f-40_japan,,,,,,,159.0,81.84,2.6,4.38,1.22,2.08,,,,,,,F-86F-40_
yak-23,13.0,,,1.0,,,27.0,36.36,3.18,1.69,0.45,0.31,,,,,,,Yak-23
f9f-8,10.0,100.0,1.0,1.0,,,195.0,54.79,0.83,0.85,0.38,0.42,12.0,,,,,,F9F-8
f-86a-5,30.0,36.36,1.09,1.13,,,85.0,33.33,0.95,1.11,0.73,0.78,,,,,,,F-86A-5
f3d_1,54.0,59.68,0.13,0.24,2.42,3.98,241.0,64.23,0.39,0.42,2.16,2.06,,,,,,,F3D-1
r2y2_kai,14.0,,,,,,8.0,50.0,0.5,1.0,0.5,1.0,,,,,,,R2Y2_Kai_V3
r2y2_v1,,,,,,,16.0,,,,,4.5,,,,,,,R2Y2_Kai_V1
r2y2_v2,,,,,,,12.0,100.0,,0.27,2.0,1.0,,,,,,,R2Y2_Kai_V2
me-262a-1a,,,,,,,116.0,53.4,0.94,1.23,0.2,0.13,15.0,,,1.0,,,Me_262_A-1a
f-86f-2,29.0,4.86,0.93,0.96,0.07,0.1,156.0,76.85,4.21,7.03,0.01,0.01,,,,,,,F-86F-2
f-86_canadair_german,105.0,61.79,3.51,4.81,0.98,1.34,163.0,61.41,1.42,2.66,0.73,1.26,,,,,,,CL-13A_Mk_5
f-84g,1.0,,,,,,40.0,55.56,3.0,3.0,12.11,12.11,,,,,,,F-84G-21-RE
la_200_toriy,9.0,,,1.25,,,303.0,63.89,1.4,1.35,0.39,0.38,,,,,,,La-200
md_452_mystere_2c_preproduction,49.0,55.77,1.29,1.69,0.62,1.0,30.0,,,1.74,,0.11,,,,,,,M.D.452_IIC
sea_hawk_fga6,12.0,,,,,,141.0,83.87,0.83,1.01,1.72,2.13,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,,,,,,,43.0,,,,,,,,,,,,Sea_Venom_FAW_20
arado-234,9.0,100.0,,,4.78,4.78,283.0,61.6,,,5.09,8.05,,,,,,,Ar_234_B-2
fj_4b,9.0,50.0,0.5,0.5,2.33,2.33,3.0,,,,,,,,,,,,FJ-4B
f-84g_france,33.0,78.95,0.76,0.91,2.82,3.48,289.0,81.51,1.59,3.3,2.68,6.51,,,,,,,F-84G-26-RE
tu_14t,37.0,84.09,0.5,0.36,5.48,4.11,6.0,25.0,0.17,0.17,0.25,0.5,,,,,,,Tu-14T
il_28sh,21.0,66.67,0.7,0.31,5.3,4.69,126.0,62.33,0.47,0.65,0.74,1.04,,,,,,,IL-28Sh
mig-15bis_nr23_german,70.0,78.0,5.26,5.61,0.68,0.73,248.0,55.39,2.29,3.25,0.16,0.26,4.0,,,,,,MiG-15bis
attaker_fb1,20.0,50.0,2.0,2.43,1.0,0.21,331.0,90.05,0.85,1.04,1.54,1.91,,,,,,,Attacker_FB_1
f-86f-25,1.0,,,1.0,,1.0,30.0,100.0,3.67,1.0,1.0,,,,,,,,F-86F-25
me-262a-2a,,,,,,,251.0,64.27,2.3,8.67,0.69,2.39,,,,,,,Me_262_A-2a
fj_4b_agm_12b,,,,,,,,,,,,,,,,,,,FJ-4B_VMF-232
la-15,19.0,100.0,3.6,2.36,,,104.0,53.53,1.97,1.58,0.35,0.43,,,,,,,La-15
he-162a-2,8.0,100.0,3.0,1.83,,,141.0,68.39,3.08,2.79,0.18,0.12,,,,,,,He_162_A-2
yak-15_early,22.0,,,5.0,,,55.0,34.44,0.79,1.18,,,,,,,,,Yak-15P
me-163b-0,18.0,50.0,1.0,1.3,0.8,1.0,10.0,50.0,0.5,1.0,,,,,,,,,Me_163_B-0
f-84b,92.0,78.4,2.64,1.57,10.63,6.37,119.0,81.25,1.92,2.38,7.68,8.5,,,,,,,F-84B-26
f-80a,41.0,92.5,1.35,0.97,,,254.0,79.74,1.67,2.4,1.81,2.72,,,,,,,F-80A-5
kitsuka,,,,,,,282.0,68.38,1.94,3.78,0.88,1.58,,,,,,,Kikka
f9f-5,,,,,,,107.0,27.42,1.32,0.83,0.96,0.67,,,,,,,F9F-5
go229_v3,2.0,,,,,,234.0,63.85,0.5,0.52,0.72,0.9,,,,,,,Ho_229_V3
il_28,18.0,66.67,0.3,0.12,3.7,4.58,178.0,45.48,,,0.78,1.01,,,,,,,IL-28
mig-9_ussr,9.0,100.0,,1.0,,,51.0,50.0,0.5,0.66,1.0,1.32,,,,,,,MiG-9_/L
j8m1,,,,,,,13.0,,,,,,,,,,,,Ki-200
meteor_fmk3,17.0,50.0,1.5,1.43,0.5,0.21,67.0,43.33,1.44,1.63,1.34,1.81,,,,,,,Meteor_F_Mk_3
meteor_fmk8,41.0,,,0.81,,0.37,58.0,98.96,5.43,12.42,0.47,1.58,,,,,,,Meteor_F_Mk_8_G.41K
f2h-2,16.0,100.0,1.0,0.5,,0.38,190.0,50.32,2.68,4.41,1.25,2.0,,,,,,,F2H-2
fiat_g91_r1,23.0,100.0,0.83,1.13,0.33,0.4,70.0,64.1,0.69,0.81,0.4,0.4,,,,,,,G.91_R/1
b-57,24.0,100.0,,,5.0,3.24,29.0,,,,,1.0,,,,,,,B-57A
me-262a-1a_u4,8.0,100.0,,0.88,,,735.0,56.8,0.25,0.28,1.25,1.3,,,,,,,Me_262_A-1/U4
f-80,41.0,49.28,0.66,1.26,0.03,0.03,114.0,62.7,1.02,0.89,2.48,1.86,2.0,,,2.0,,,F-80C-10
mig-9,43.0,100.0,2.13,1.12,,,175.0,43.44,0.77,0.98,1.11,1.19,,,,,,,MiG-9
