name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
mirage_f1ct,42.0,66.67,2.51,3.15,0.76,1.09,176.0,56.91,1.12,1.86,0.26,0.42,,,,,,,Mirage_F1CT
etndard_4m,4.0,,,,,,298.0,75.23,1.15,0.67,4.38,2.76,,,,,,,Etendard_IVM
f-100d,107.0,55.0,1.79,1.78,0.83,1.02,489.0,56.55,1.96,3.08,0.65,1.23,,,,,,,F-100D
mig-19pt,31.0,,,0.86,,,483.0,49.72,0.99,1.25,0.09,0.1,,,,,,,MiG-19PT
javelin_fmk9,38.0,100.0,2.21,2.21,,,80.0,45.45,1.5,2.5,0.05,0.03,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,,,,,,,48.0,78.57,1.0,1.43,3.23,3.57,,,,,,,M.D.454_IVA
f-86k_late,,,,,,,1.0,100.0,1.0,,1.0,,,,,,,,F-86K
hunter_f6,,,,,,,47.0,100.0,5.13,3.72,0.47,0.36,,,,,,,Hunter_F.6
md_450b_barougan,,,,,,,160.0,97.47,1.75,2.24,2.29,2.67,,,,,,,M.D.450B_Barougan
me-262c-2b,,,,,,,108.0,47.98,2.06,3.67,,,,,,,,,Me_262_C-2b
mig-15bis_ish,,,,,,,493.0,74.92,0.79,1.0,1.3,1.62,,,,,,,MiG-15bis_ISH
f-86f-35,,,,,,,9.0,,,,,0.75,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,365.0,76.66,0.7,0.88,2.62,2.53,,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,,,,,,,,,,,,,33.0,,,,,,Canberra_B_Mk_2
yak-17,47.0,50.0,1.13,2.21,,,13.0,100.0,3.0,,,,,,,,,,Yak-17
f-86f-30_japan,17.0,,,,,,244.0,72.01,2.41,1.9,1.53,1.22,,,,,,,F-86F-30_
yak-30d,48.0,62.07,3.22,4.45,,,15.0,100.0,1.0,1.0,,,,,,,,,Yak-30
hunter_f1,,,,,,,44.0,54.45,1.03,1.87,0.45,0.87,,,,,,,Hunter_F_1
me-163b,,,,,,,374.0,71.05,3.29,8.66,0.02,0.06,,,,,,,Me_163_B
vampire_fb52_finland,,,,,,,46.0,50.0,0.79,1.36,1.14,1.61,,,,,,,Vampire_FB_52A
f-86f-40_japan,17.0,,,1.0,,,205.0,57.85,1.75,1.44,0.99,0.82,,,,,,,F-86F-40_
yak-23,32.0,50.0,1.0,2.0,0.5,1.0,169.0,54.65,1.03,1.85,0.08,0.15,,,,,,,Yak-23
f9f-8,59.0,62.07,1.83,2.0,0.84,0.88,145.0,43.44,1.1,1.99,1.08,1.95,25.0,,,1.89,,,F9F-8
f-86a-5,66.0,67.72,0.87,1.37,0.11,0.2,312.0,59.37,0.93,1.33,1.09,1.54,,,,,,,F-86A-5
f3d_1,,,,,,,514.0,54.23,0.6,0.73,1.5,1.86,,,,,,,F3D-1
r2y2_kai,105.0,22.22,7.93,2.99,7.0,2.51,98.0,77.47,0.46,0.39,2.3,2.06,,,,,,,R2Y2_Kai_V3
r2y2_v1,81.0,72.22,1.76,2.4,2.57,3.61,65.0,63.34,1.28,1.68,2.51,3.15,17.0,,,,,,R2Y2_Kai_V1
r2y2_v2,126.0,70.37,1.47,1.94,2.22,3.07,28.0,100.0,0.92,0.92,1.67,1.67,,,,,,,R2Y2_Kai_V2
me-262a-1a,,,,,,,316.0,44.09,0.94,1.44,0.29,0.42,,,,,,,Me_262_A-1a
f-86f-2,40.0,25.0,1.53,2.43,0.38,0.73,414.0,78.6,3.22,7.07,0.19,0.44,,,,,,,F-86F-2
f-86_canadair_german,4.0,100.0,1.0,,,,230.0,45.05,1.1,1.48,0.52,0.71,,,,,,,CL-13A_Mk_5
f-84g,49.0,58.33,1.38,1.63,0.52,0.64,161.0,60.62,1.83,1.4,6.42,5.46,,,,,,,F-84G-21-RE
la_200_toriy,54.0,78.57,2.89,3.67,1.16,0.86,179.0,98.39,4.31,3.87,1.92,1.23,,,,,,,La-200
md_452_mystere_2c_preproduction,,,,,,,29.0,100.0,4.46,4.46,2.46,2.46,,,,,,,M.D.452_IIC
sea_hawk_fga6,,,,,,,109.0,64.73,0.84,1.27,1.94,2.68,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,4.0,100.0,2.0,2.0,2.0,2.0,26.0,100.0,2.0,2.0,2.0,2.0,,,,,,,Sea_Venom_FAW_20
arado-234,14.0,,,,,3.36,635.0,61.46,,,3.77,5.18,,,,,,,Ar_234_B-2
fj_4b,,,,,,,49.0,50.0,1.43,2.04,1.21,1.77,,,,,,,FJ-4B
f-84g_france,,,,,,,310.0,92.58,1.63,1.98,3.43,3.99,,,,,,,F-84G-26-RE
tu_14t,,,,,,,25.0,,,,,0.71,,,,,,,Tu-14T
il_28sh,32.0,50.0,0.5,0.47,3.78,4.63,215.0,82.09,0.26,0.31,1.81,2.19,1.0,,,,,,IL-28Sh
mig-15bis_nr23_german,19.0,50.0,2.5,5.0,0.5,1.0,293.0,84.6,1.55,3.25,0.35,0.69,1.0,,,,,,MiG-15bis
attaker_fb1,53.0,82.58,1.05,1.26,2.54,2.6,121.0,71.61,0.47,0.57,0.78,0.98,,,,,,,Attacker_FB_1
f-86f-25,60.0,62.0,1.11,1.05,0.33,0.33,30.0,100.0,2.43,1.68,,,,,,,,,F-86F-25
