name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,138.0,68.28,0.91,0.81,2.19,2.0,1631.0,58.21,1.46,2.05,0.3,0.41,,,,,,,Etendard_IVM
f-100d,496.0,66.09,1.04,0.95,1.56,1.42,1389.0,51.39,0.5,0.52,0.41,0.41,24.0,,,,,,F-100D
mig-19pt,453.0,45.35,2.53,2.34,0.11,0.11,775.0,57.08,0.69,0.74,0.05,0.06,84.0,100.0,5.0,4.32,,,MiG-19PT
javelin_fmk9,117.0,66.67,1.83,1.14,0.15,0.1,536.0,54.81,1.34,1.67,0.11,0.15,44.0,,,2.2,,,Javelin_F.(A.W.)_Mk.9
f-86k_late,118.0,74.0,1.75,1.27,,,405.0,60.39,1.46,2.12,,,31.0,,,,,,F-86K
hunter_f6,145.0,90.16,1.51,1.14,2.15,1.72,484.0,56.61,1.06,1.24,0.58,0.66,,,,,,,Hunter_F.6
md_450b_barougan,79.0,50.0,0.68,0.79,0.73,0.86,572.0,57.13,0.75,0.79,0.83,0.88,260.0,100.0,3.2,1.08,5.13,2.03,M.D.450B_Barougan
me-262c-2b,37.0,72.92,1.61,4.3,0.18,0.07,181.0,82.85,1.88,2.81,0.09,0.1,17.0,,,1.0,,,Me_262_C-2b
mig-15bis_ish,17.0,35.29,1.0,1.0,2.47,2.47,1003.0,66.98,0.61,0.67,0.51,0.59,,,,,,,MiG-15bis_ISH
f-86f-35,107.0,65.74,1.13,0.63,2.7,1.88,2456.0,49.91,0.67,0.78,0.42,0.49,10.0,,,,,,F-86F-35
meteor_fmk8_reaper,25.0,,,0.45,,1.95,845.0,57.18,0.63,0.64,1.11,1.11,298.0,100.0,9.0,1.6,0.63,0.13,Meteor_F_Mk.8_Reaper
canberra_bmk2,60.0,35.19,,,8.98,7.47,138.0,64.75,,,0.99,1.06,150.0,100.0,1.0,0.23,1.0,0.35,Canberra_B_Mk_2
yak-17,76.0,27.38,4.63,4.4,0.09,0.08,41.0,78.57,1.0,1.43,,,,,,,,,Yak-17
f-86f-30_japan,64.0,93.33,0.6,0.73,4.47,4.93,783.0,62.25,0.92,0.99,0.56,0.62,23.0,100.0,1.85,1.8,,,F-86F-30_
yak-30d,322.0,71.53,3.29,4.34,0.04,0.05,192.0,41.4,1.15,1.58,0.15,0.12,56.0,85.71,7.14,6.82,,,Yak-30
hunter_f1,82.0,100.0,2.71,2.05,0.66,0.43,698.0,62.15,1.96,2.91,0.26,0.37,2.0,,,,,,Hunter_F_1
me-163b,118.0,47.13,1.78,2.42,0.03,0.05,521.0,59.44,2.04,1.75,0.24,0.23,244.0,,8.28,2.71,,,Me_163_B
f-86f-40_japan,62.0,90.48,1.71,1.0,4.33,2.17,1258.0,57.97,1.09,1.43,0.39,0.52,74.0,100.0,7.83,6.15,,,F-86F-40_
yak-23,241.0,78.45,3.78,3.43,0.05,0.07,228.0,59.08,0.9,1.87,0.06,0.1,1.0,,,,,,Yak-23
f9f-8,291.0,66.26,1.46,1.42,0.79,0.75,1191.0,57.57,1.66,2.04,0.31,0.37,258.0,100.0,11.24,3.62,0.05,0.03,F9F-8
f-86a-5,394.0,67.31,1.07,1.02,2.62,2.87,1959.0,54.63,0.85,0.85,0.29,0.29,1.0,,,,,,F-86A-5
f3d_1,299.0,61.85,1.31,0.86,2.73,1.74,760.0,56.67,0.99,1.29,1.13,1.47,159.0,82.78,2.17,0.9,0.95,0.38,F3D-1
r2y2_kai,9.0,100.0,1.0,1.0,2.43,2.43,852.0,65.49,2.36,3.14,0.75,0.98,28.0,,,4.94,,0.34,R2Y2_Kai_V3
r2y2_v1,34.0,92.86,1.29,1.23,4.25,4.23,373.0,49.63,2.58,1.62,0.92,0.56,124.0,,10.29,3.2,2.29,0.55,R2Y2_Kai_V1
r2y2_v2,32.0,100.0,0.3,0.18,2.3,1.9,272.0,87.19,2.67,6.48,0.65,1.41,41.0,87.5,3.75,3.04,,0.36,R2Y2_Kai_V2
me-262a-1a,98.0,47.31,2.61,3.16,0.45,0.54,605.0,42.27,1.93,1.97,0.75,0.72,16.0,,,2.5,,,Me_262_A-1a
f-86f-2,246.0,78.15,2.39,2.59,1.5,1.74,4147.0,63.31,1.48,2.0,0.27,0.37,10.0,,,,,,F-86F-2
f-86_canadair_german,186.0,51.02,1.56,1.16,1.69,1.19,673.0,57.28,1.13,1.32,0.29,0.35,6.0,,,1.0,,,CL-13A_Mk_5
f-84g,234.0,77.43,1.43,1.27,3.77,3.33,307.0,38.25,0.94,0.9,1.15,1.07,105.0,100.0,1.95,1.13,1.32,1.15,F-84G-21-RE
la_200_toriy,257.0,71.46,2.21,1.4,0.24,0.16,436.0,53.04,0.52,0.65,0.23,0.3,71.0,,3.0,1.49,,0.3,La-200
md_452_mystere_2c_preproduction,127.0,97.85,1.66,0.86,4.37,2.23,644.0,61.49,1.82,2.09,0.55,0.64,4.0,,,,,,M.D.452_IIC
sea_hawk_fga6,5.0,50.0,0.5,1.0,0.5,1.0,630.0,56.81,0.5,0.66,1.39,1.79,16.0,,,0.31,,0.56,sea_hawk_fga6_shop
sea_venom_faw20,2.0,,,,,,47.0,16.67,2.13,2.15,0.82,0.82,51.0,,,1.64,,0.21,Sea_Venom_FAW_20
arado-234,216.0,100.0,,,15.38,6.1,3017.0,61.01,,,2.45,3.7,107.0,,,,,,Ar_234_B-2
fj_4b,89.0,100.0,0.69,1.01,5.35,7.63,234.0,62.8,1.31,1.13,1.44,1.06,,,,,,,FJ-4B
f-84g_france,70.0,68.89,0.74,0.96,1.67,1.45,439.0,55.1,0.92,1.14,0.55,0.68,407.0,47.75,4.32,1.03,1.05,0.17,F-84G-26-RE
tu_14t,374.0,71.77,0.42,0.45,4.92,5.25,312.0,54.5,0.08,0.05,0.35,0.2,54.0,50.0,1.0,0.29,1.5,0.32,Tu-14T
il_28sh,533.0,69.21,0.44,0.35,4.8,3.98,3788.0,69.01,0.21,0.21,0.85,0.83,1164.0,48.64,7.22,0.57,4.05,0.37,IL-28Sh
mig-15bis_nr23_german,388.0,55.92,4.09,4.34,1.29,1.35,3689.0,65.54,1.13,1.62,0.19,0.25,6.0,,,1.0,,,MiG-15bis
attaker_fb1,16.0,,,1.0,,2.0,292.0,69.34,1.42,1.48,1.18,1.42,1.0,,,,,,Attacker_FB_1
f-86f-25,283.0,72.73,1.18,1.32,1.59,1.77,641.0,60.42,1.02,1.45,0.66,0.95,3.0,,,1.0,,,F-86F-25
me-262a-2a,21.0,100.0,2.0,2.27,2.52,2.33,287.0,73.17,1.94,2.41,1.43,1.62,26.0,,,1.88,,,Me_262_A-2a
fj_4b_agm_12b,66.0,100.0,1.08,1.41,7.65,5.45,4861.0,60.17,0.4,0.41,1.92,2.04,27.0,100.0,2.0,3.0,1.0,1.0,FJ-4B_VMF-232
la-15,306.0,80.04,2.52,2.91,0.56,0.64,1186.0,65.95,0.87,1.14,0.13,0.2,95.0,56.41,1.61,3.43,,,La-15
he-162a-2,240.0,69.76,2.93,3.56,,,288.0,35.31,2.29,2.53,,,70.0,,,2.33,,,He_162_A-2
yak-15_early,107.0,54.32,0.9,1.28,,,244.0,51.98,0.72,1.48,,,,,,,,,Yak-15P
me-163b-0,103.0,67.21,4.93,6.93,0.82,1.27,182.0,78.44,4.72,7.02,0.19,0.32,,,,,,,Me_163_B-0
f-84b,440.0,65.38,2.27,1.51,1.64,1.13,810.0,56.42,0.82,1.1,0.94,1.25,118.0,,,0.39,,,F-84B-26
f-80a,244.0,71.09,3.39,1.48,0.96,0.46,1758.0,71.09,1.52,2.42,0.94,1.49,55.0,100.0,1.0,2.08,,,F-80A-5
kitsuka,10.0,50.0,4.25,,1.75,,545.0,58.4,2.27,3.4,0.54,0.79,30.0,,,,,,Kikka
f9f-5,201.0,52.81,1.43,1.21,1.51,1.27,144.0,29.03,4.03,2.9,1.37,1.09,9.0,,,0.6,,0.4,F9F-5
go229_v3,93.0,51.61,2.73,2.72,0.32,0.32,618.0,39.1,1.29,1.34,0.94,0.95,12.0,,,2.0,,,Ho_229_V3
il_28,472.0,69.06,0.47,0.37,4.75,3.72,728.0,62.32,0.26,0.25,0.5,0.46,276.0,100.0,5.0,0.85,3.0,0.29,IL-28
mig-9_ussr,132.0,60.49,1.75,1.17,0.06,0.05,410.0,79.41,2.05,3.04,0.16,0.21,,,,,,,MiG-9_/L
j8m1,40.0,25.0,1.5,2.71,2.0,2.12,270.0,72.6,1.82,3.56,,,134.0,56.25,4.16,2.84,0.43,0.23,Ki-200
meteor_fmk3,4.0,,,2.0,,,308.0,78.53,2.88,3.76,1.28,1.75,,,,,,,Meteor_F_Mk_3
meteor_fmk8,18.0,,,0.22,,1.78,329.0,61.6,1.52,2.56,0.71,1.2,103.0,100.0,4.59,2.93,1.82,0.96,Meteor_F_Mk_8_G.41K
f2h-2,114.0,85.65,1.16,1.06,1.93,1.78,320.0,38.59,0.81,0.87,0.62,0.67,358.0,100.0,6.37,2.78,0.33,0.18,F2H-2
fiat_g91_r1,51.0,,,0.7,,1.7,428.0,59.67,1.23,1.04,0.54,0.47,,,,,,,G.91_R/1
b-57,250.0,60.11,,,8.61,5.97,204.0,53.5,,,0.85,0.79,24.0,,,,,,B-57A
me-262a-1a_u4,57.0,50.0,0.13,0.21,0.11,0.11,5834.0,60.96,0.1,0.1,1.62,1.82,34.0,,,1.0,,2.73,Me_262_A-1/U4
f-80,175.0,64.26,1.01,1.15,2.48,2.98,250.0,69.3,1.46,1.16,0.87,0.69,6.0,,,,,,F-80C-10
mig-9,196.0,55.86,2.32,1.22,0.48,0.3,623.0,56.47,0.73,0.77,0.07,0.08,,,,,,,MiG-9
me-262c-1a,43.0,52.08,1.0,1.11,0.14,0.12,218.0,49.2,1.32,1.87,,,45.0,,,1.18,,,Me_262_C-1a
mig-15_ns23,180.0,77.04,2.06,0.93,1.97,0.95,959.0,58.28,0.63,0.73,0.14,0.17,110.0,41.23,2.63,2.37,0.18,0.16,MiG-15
meteor_fmk4_sw,2.0,,,,,,4.0,,,0.75,,0.25,,,,,,,Meteor_F_Mk_4_G.41G
meteor_fmk4_lw,,,,,,,181.0,51.19,0.91,1.0,0.12,0.13,,,,,,,Meteor_F_Mk_4_G.41F
f-84g_italy,147.0,63.44,1.41,0.96,6.15,3.67,557.0,57.99,0.68,0.79,1.18,1.26,81.0,,,0.7,,0.23,F-84G-21-RE
fiat_g91_ps,102.0,58.6,0.57,0.36,2.27,1.47,593.0,51.39,0.55,0.46,1.55,1.26,8.0,,,,,,G.91_pre-serie
yak-15,96.0,77.98,2.55,2.72,0.19,0.2,105.0,55.83,3.5,6.43,0.25,0.14,28.0,,,2.35,,,Yak-15
venom_fb4,16.0,,,,,1.0,306.0,56.71,1.41,2.51,0.48,0.78,,,,,,,Venom_FB.4
he-162a-1,,,,,,,,,,,,,,,,,,,He_162_A-1
arado-234c-3,274.0,71.12,1.02,0.78,15.4,11.06,2123.0,55.41,0.58,0.62,1.22,1.3,64.0,,,0.19,,0.29,Ar_234_C-3
meteor_fmk3_navy,4.0,,4.0,4.0,,,487.0,89.43,2.35,5.96,0.49,1.24,,,,,,,Sea_Meteor_F_Mk_3
mig-17,536.0,69.97,2.98,2.95,0.4,0.38,2521.0,67.35,1.08,1.65,0.3,0.47,123.0,93.33,3.92,2.21,,,MiG-17
b-57b,588.0,74.73,0.06,0.04,6.59,5.03,856.0,45.2,0.17,0.18,1.4,1.47,903.0,99.48,1.25,0.42,1.08,0.36,B-57B
f9f-2,83.0,85.33,2.63,2.74,2.72,2.77,294.0,64.39,1.02,0.8,0.85,0.7,14.0,,,2.79,,,F9F-2
mig-15,694.0,73.04,2.67,3.28,0.32,0.4,1971.0,69.76,1.24,1.72,0.31,0.43,20.0,,,1.0,,,MiG-15bis
canberra_bimk6,75.0,90.32,,,15.34,7.3,77.0,24.69,0.74,0.86,0.63,0.42,158.0,100.0,14.43,3.15,4.64,1.15,Canberra_B_(I)_Mk_6
so_4050_vautour_2b,215.0,94.99,,,10.44,7.55,1009.0,43.44,,,0.28,0.31,25.0,100.0,1.0,,,,S.O.4050_Vautour_IIB
so_4050_vautour_2a,596.0,85.31,1.66,1.1,8.86,6.35,1116.0,52.08,0.58,0.55,0.78,0.73,51.0,94.44,,,1.89,0.95,S.O.4050_Vautour_IIA
md_450b_ouragan,94.0,60.84,0.55,0.65,0.97,0.77,298.0,49.55,0.42,0.43,0.85,0.81,22.0,,,2.0,,,M.D.450B_Ouragan
la_174,,,,,,,173.0,74.96,2.37,6.09,0.06,0.14,26.0,,1.0,1.0,,,La-174
md_452_mystere_2a,92.0,70.69,0.28,0.28,,,259.0,40.13,1.14,1.4,0.24,0.32,3.0,,,,,,M.D.452_IIA
vampire_fb5,37.0,100.0,3.8,2.38,5.0,0.88,1030.0,66.06,0.88,1.19,1.31,1.8,12.0,,,,,,Vampire_FB_5
j7w1,45.0,35.0,1.2,1.69,0.04,0.06,141.0,72.58,2.59,2.05,1.48,1.36,,,,,,,J7W1
fw-190d-12,732.0,58.95,1.85,2.15,0.46,0.54,398.0,61.33,2.78,4.32,0.36,0.65,16.0,,,,,,Fw_190_D-12
spitfire_xvi,380.0,49.58,1.04,1.12,0.01,0.01,91.0,23.15,1.63,2.25,0.62,0.82,,,,,,,Spitfire_F_Mk_XVI
p-38k,59.0,33.33,0.3,0.35,,,156.0,70.3,3.9,5.82,0.13,0.18,47.0,,,4.91,,,P-38K
b-17g,175.0,51.75,,,0.87,0.92,63.0,,1.5,0.19,,,133.0,100.0,,0.52,10.0,3.99,B-17G-60-VE
wyvern_s4,91.0,100.0,1.15,0.95,5.68,4.76,3161.0,60.98,0.34,0.3,2.31,2.0,300.0,73.66,2.64,0.8,6.33,1.96,Wyvern_S4
douglas_ad_4,230.0,73.19,0.8,0.74,3.67,3.39,2106.0,67.34,0.37,0.34,4.33,4.03,116.0,68.55,0.84,0.77,6.39,6.26,AD-4
tu_4,380.0,67.6,1.07,0.56,6.41,3.51,581.0,83.27,1.8,1.83,1.07,1.16,263.0,,,0.74,,0.17,Tu-4
n1k2_jko,20.0,50.0,0.5,1.0,2.0,2.75,121.0,83.98,0.29,0.3,1.75,1.53,,,,,,,N1K2-Ja
he_219a_7,152.0,20.48,9.44,3.16,0.63,0.13,3122.0,64.6,0.48,0.48,2.88,2.94,24.0,100.0,3.0,3.0,2.0,2.0,He_219_A-7
sm_91,405.0,59.7,1.25,0.87,2.69,1.85,1571.0,56.37,1.53,1.55,1.07,1.1,35.0,100.0,3.11,3.1,0.11,0.19,SM.91
n1k1_ja,183.0,64.52,1.7,1.35,0.09,0.07,151.0,70.48,2.26,3.06,0.48,0.6,,,,,,,N1K1-Ja
g5n1,62.0,59.09,,,0.84,1.0,31.0,50.0,,,0.17,0.35,,,,,,,G5N1
tu-2_postwar,570.0,82.65,0.17,0.15,5.91,5.69,132.0,42.47,0.01,0.01,7.17,4.95,42.0,,,,,2.89,Tu-2S-44
b_24d,173.0,60.28,0.04,0.03,2.61,2.33,20.0,,,,,,,,,,,,B-24D-25-CO
bf-109k-4,3500.0,65.41,2.79,2.83,0.15,0.15,2347.0,57.45,1.91,2.44,0.27,0.35,168.0,21.15,8.43,3.99,,,Bf_109_K-4
p-47n-15,1059.0,57.52,1.05,0.89,0.94,0.82,2338.0,67.36,0.44,0.39,1.7,1.58,70.0,100.0,2.44,1.92,1.0,0.75,P-47N-15
spitfire_ix_usa,112.0,26.45,2.23,1.6,,,537.0,63.69,1.72,2.32,0.35,0.49,55.0,50.0,2.5,4.38,,,Spitfire_LF_Mk_IXc
p-47m-1-re,922.0,70.29,1.75,1.39,3.13,2.54,3824.0,69.71,0.71,0.78,1.55,1.71,25.0,,,0.64,,0.4,P-47M-1-RE
f7f3,17.0,50.0,0.5,1.0,0.92,1.88,341.0,72.28,3.35,3.33,2.48,2.42,3.0,,,,,,F7F-3
spitfire_ix,228.0,55.59,0.91,0.83,0.01,0.01,608.0,46.59,1.85,1.71,0.6,0.58,130.0,100.0,6.35,2.48,,,Spitfire_LF_Mk_IX
fw-190c,314.0,45.58,2.04,1.7,0.1,0.07,274.0,88.74,4.57,5.12,2.61,3.14,,,,,,,Fw_190_C
brigand_b1,52.0,75.0,0.81,0.58,6.88,6.08,127.0,58.06,0.24,0.25,2.14,2.14,,,,,,,Brigand_B_1
ki_87,13.0,,1.0,1.0,,,53.0,46.67,1.02,1.6,0.28,0.47,,,,,,,Ki-87
su-6_m71,184.0,82.62,0.18,0.15,6.25,3.92,866.0,52.65,0.25,0.23,1.56,1.39,13.0,,,,,,Su-6_(M-71F)
b-29,498.0,58.45,0.16,0.13,2.67,2.26,121.0,77.45,0.41,,0.24,,34.0,,,,,,B-29A-BN
f8f1,624.0,62.86,1.57,1.14,1.24,0.91,1099.0,68.17,0.37,0.4,1.3,1.45,,,,,,,F8F-1
spitfire_f22,192.0,53.17,2.0,2.13,1.31,1.8,521.0,79.01,1.51,2.62,1.03,1.9,10.0,,,,,,Spitfire_F_Mk_22
sea_fury_fb11,82.0,77.96,1.77,2.2,0.46,0.55,544.0,65.83,0.84,0.9,1.49,1.63,,,,,,,Sea_Fury_FB_11
do_217m_1,2070.0,73.93,,,5.13,4.65,321.0,76.17,,,2.63,2.55,45.0,100.0,1.0,0.27,,0.25,Do_217_M-1
p1y1_mod11,56.0,89.33,,,4.01,3.65,22.0,100.0,,,1.33,1.38,,,,,,,"P1Y1_mod._11_""Ginga"""
fw-190a-8,3532.0,57.12,2.48,2.32,0.16,0.15,781.0,79.01,2.91,4.05,0.7,0.97,12.0,,,1.17,,,Fw_190_A-8
tempest_mk2,82.0,87.5,4.56,2.07,9.56,2.52,399.0,75.58,0.72,0.65,1.67,1.46,46.0,50.0,0.65,1.33,0.5,0.95,Tempest_Mk_II
he-177a-5,2043.0,77.82,0.28,0.24,4.39,3.91,279.0,33.25,0.46,0.53,0.69,0.87,63.0,,,1.5,,,He_177_A-5
il-10_1946,394.0,70.09,1.03,0.9,2.18,1.97,113.0,96.67,0.93,0.39,10.33,5.05,12.0,,,,,1.0,IL-10_(1946)
ta-152c,441.0,63.43,2.73,2.67,0.49,0.47,1326.0,67.53,1.92,2.57,1.28,1.72,4.0,,,,,,Ta_152_C-3
lancaster_mk1,129.0,61.36,,,2.41,3.49,95.0,,,,0.47,0.65,10.0,,,,,,Lancaster_B_Mk_I
