name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,115.0,93.07,1.45,1.03,3.04,2.32,3229.0,61.25,1.32,1.65,0.39,0.49,51.0,100.0,5.0,5.0,1.0,1.0,Etendard_IVM
f-100d,798.0,67.43,1.22,1.31,0.86,0.92,2105.0,49.07,0.5,0.51,0.61,0.63,115.0,100.0,12.4,8.42,,0.08,F-100D
mig-19pt,289.0,57.4,3.56,2.85,0.09,0.06,2930.0,53.16,0.65,0.75,0.08,0.1,81.0,,7.13,6.95,,,MiG-19PT
javelin_fmk9,274.0,81.68,2.09,1.31,0.12,0.1,589.0,57.23,1.3,1.4,0.12,0.14,40.0,100.0,3.07,2.82,,,Javelin_F.(A.W.)_Mk.9
f-86k_late,140.0,64.26,2.8,2.75,0.53,0.48,1606.0,64.82,1.51,1.99,0.19,0.25,4.0,,,4.25,,,F-86K
hunter_f6,428.0,58.24,2.41,1.84,0.92,0.67,736.0,59.02,1.78,1.69,0.42,0.42,68.0,100.0,8.09,7.86,0.59,0.56,Hunter_F.6
md_450b_barougan,52.0,57.29,,,0.84,0.84,733.0,61.37,0.58,0.68,0.82,0.97,133.0,100.0,3.0,0.99,4.5,2.34,M.D.450B_Barougan
me-262c-2b,339.0,67.84,1.98,2.61,0.47,0.64,554.0,77.48,1.84,2.99,0.21,0.27,106.0,47.06,4.86,4.89,1.87,1.77,Me_262_C-2b
mig-15bis_ish,95.0,54.62,2.62,3.74,1.98,2.82,1400.0,56.46,0.67,0.75,0.78,0.86,5.0,,,,,,MiG-15bis_ISH
f-86f-35,82.0,58.33,2.28,2.05,0.77,0.58,4276.0,55.32,0.7,0.82,0.61,0.72,,,,,,,F-86F-35
meteor_fmk8_reaper,30.0,100.0,1.23,1.05,8.0,6.29,1765.0,61.45,0.56,0.6,1.57,1.61,462.0,100.0,5.42,0.72,1.8,0.25,Meteor_F_Mk.8_Reaper
canberra_bmk2,207.0,82.6,,,4.84,4.79,187.0,63.34,,,0.78,1.2,112.0,,,0.12,,0.23,Canberra_B_Mk_2
yak-17,97.0,69.45,3.64,2.62,,0.17,115.0,63.33,1.26,1.87,0.12,0.21,,,,,,,Yak-17
f-86f-30_japan,90.0,87.1,1.67,1.46,1.59,1.46,1946.0,53.52,0.8,1.04,0.63,0.84,12.0,,3.5,3.5,,,F-86F-30_
yak-30d,345.0,56.56,4.25,2.74,0.83,0.52,418.0,71.18,2.21,5.39,0.04,0.09,37.0,,2.0,1.67,,,Yak-30
hunter_f1,172.0,30.97,2.4,2.13,0.2,0.2,1669.0,62.7,1.67,1.76,0.47,0.49,18.0,,,1.0,,,Hunter_F_1
me-163b,265.0,64.41,3.06,2.49,0.16,0.1,633.0,59.44,1.63,1.97,0.19,0.19,193.0,100.0,13.2,1.96,1.0,0.12,Me_163_B
f-86f-40_japan,207.0,58.47,2.59,1.94,1.32,1.11,1857.0,56.6,1.06,1.19,0.53,0.6,28.0,,,7.0,,0.33,F-86F-40_
yak-23,241.0,75.14,4.83,3.72,0.54,0.44,728.0,70.37,2.16,2.64,0.25,0.3,,,,,,,Yak-23
f9f-8,526.0,72.2,1.17,0.93,1.96,1.61,3168.0,56.63,1.49,1.95,0.37,0.5,416.0,100.0,12.46,3.06,1.88,0.48,F9F-8
f-86a-5,1009.0,57.58,1.11,0.98,1.13,1.01,4754.0,50.13,0.66,0.76,0.3,0.36,93.0,,4.0,1.64,,,F-86A-5
f3d_1,207.0,60.2,1.2,1.19,2.04,1.91,994.0,71.58,0.95,0.99,1.73,1.71,193.0,85.06,2.67,1.82,1.34,0.75,F3D-1
r2y2_kai,44.0,92.31,1.65,1.13,2.37,1.86,651.0,57.08,1.42,2.1,1.0,1.45,144.0,,11.5,4.27,4.0,1.47,R2Y2_Kai_V3
r2y2_v1,80.0,100.0,0.58,0.64,4.42,2.19,825.0,60.56,1.39,1.72,0.82,1.03,67.0,,,8.35,,2.93,R2Y2_Kai_V1
r2y2_v2,40.0,85.71,0.29,0.38,3.39,3.85,300.0,90.44,2.6,3.24,0.99,1.36,145.0,100.0,14.62,3.88,2.62,0.59,R2Y2_Kai_V2
me-262a-1a,174.0,90.0,3.47,1.94,1.0,0.45,911.0,43.67,1.36,1.29,0.42,0.38,21.0,,,6.0,,,Me_262_A-1a
f-86f-2,684.0,60.6,2.34,2.41,1.15,1.18,6789.0,64.61,1.55,2.3,0.32,0.46,58.0,,2.33,2.71,0.17,0.5,F-86F-2
f-86_canadair_german,556.0,60.5,1.24,1.56,1.44,1.81,1282.0,54.23,1.08,1.23,0.47,0.53,3.0,50.0,0.5,1.0,,,CL-13A_Mk_5
f-84g,521.0,58.96,0.92,0.97,1.76,1.84,627.0,56.95,0.9,0.9,1.31,1.32,135.0,100.0,2.54,0.89,0.85,0.48,F-84G-21-RE
la_200_toriy,224.0,56.79,1.43,0.9,0.2,0.06,1503.0,61.93,1.2,1.28,0.14,0.14,111.0,,5.07,1.8,,,La-200
md_452_mystere_2c_preproduction,181.0,79.1,1.13,0.98,1.73,1.81,2039.0,58.16,1.4,1.74,0.53,0.65,33.0,,,1.0,,2.0,M.D.452_IIC
sea_hawk_fga6,118.0,73.17,0.75,0.63,2.67,2.23,596.0,60.31,0.42,0.49,1.08,1.29,19.0,100.0,1.0,,2.0,1.38,sea_hawk_fga6_shop
