name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,55.0,42.71,0.9,1.0,3.27,3.78,757.0,51.04,1.46,1.67,1.04,1.22,,,,,,,Etendard_IVM
f-100d,355.0,63.57,2.36,1.46,1.52,0.97,845.0,63.17,0.77,1.01,0.65,0.84,12.0,,,0.64,,,F-100D
mig-19pt,435.0,72.12,2.72,2.82,0.2,0.21,1521.0,47.11,1.31,1.5,0.3,0.32,,,,,,,MiG-19PT
javelin_fmk9,123.0,76.35,1.58,1.29,0.46,0.38,149.0,61.18,2.52,2.48,1.03,1.06,,,,,,,Javelin_F.(A.W.)_Mk.9
md_454_mystere_4a,113.0,70.97,0.9,0.99,0.35,0.28,172.0,63.17,1.7,1.96,0.48,0.54,,,,,,,M.D.454_IVA
f-86k_late,96.0,27.01,1.33,1.48,0.13,0.18,92.0,47.37,0.88,1.23,0.57,0.93,,,,,,,F-86K
hunter_f6,16.0,,,0.5,,0.5,76.0,57.06,1.58,1.97,0.6,0.9,17.0,,,,,,Hunter_F.6
md_450b_barougan,62.0,48.81,1.09,1.55,1.85,2.88,108.0,88.51,1.6,1.75,2.84,2.58,,,,,,,M.D.450B_Barougan
me-262c-2b,13.0,,,1.13,,1.0,268.0,80.99,2.6,5.29,0.24,0.55,,,,,,,Me_262_C-2b
mig-15bis_ish,26.0,92.86,,0.44,1.64,1.67,550.0,71.69,0.57,0.7,1.1,1.37,,,,,,,MiG-15bis_ISH
f-86f-35,41.0,100.0,0.68,0.76,1.26,1.08,278.0,61.74,1.62,1.32,1.5,1.38,,,,,,,F-86F-35
meteor_fmk8_reaper,,,,,,,929.0,61.75,0.6,0.65,1.36,1.46,18.0,,,,,,Meteor_F_Mk.8_Reaper
canberra_bmk2,53.0,50.0,,,2.34,4.74,12.0,,,,,,,,,,,,Canberra_B_Mk_2
yak-17,37.0,100.0,2.54,2.25,5.08,4.88,43.0,100.0,2.38,2.38,3.0,3.0,,,,,,,Yak-17
f-86f-30_japan,53.0,58.82,1.26,1.07,0.12,0.08,848.0,54.97,1.25,1.23,1.41,1.43,19.0,,,,,,F-86F-30_
yak-30d,139.0,64.13,1.66,1.83,2.89,3.27,182.0,83.66,2.28,2.34,2.14,2.1,,,,,,,Yak-30
hunter_f1,2.0,,,1.0,,2.0,77.0,100.0,6.3,4.48,2.41,1.58,8.0,,,,,,Hunter_F_1
me-163b,55.0,51.52,2.18,2.62,0.16,0.27,253.0,81.12,3.87,12.25,0.65,2.17,,,,,,,Me_163_B
f-86f-40_japan,52.0,50.0,1.35,1.38,1.0,0.71,178.0,54.34,1.26,1.95,0.73,1.13,53.0,,3.78,3.78,,,F-86F-40_
yak-23,97.0,60.62,1.39,1.93,2.53,3.3,260.0,57.61,1.81,4.31,0.74,1.8,,,,,,,Yak-23
f9f-8,448.0,67.02,1.81,1.81,0.94,0.92,191.0,85.56,6.07,6.16,4.03,4.16,9.0,,,,,,F9F-8
f-86a-5,234.0,63.32,1.03,1.11,1.6,1.7,607.0,40.1,1.36,1.34,1.17,1.12,9.0,,,,,,F-86A-5
f3d_1,278.0,71.82,0.74,0.86,3.26,3.64,1128.0,59.46,0.73,0.72,1.75,1.73,,,,,,,F3D-1
r2y2_kai,58.0,92.47,1.41,1.23,5.04,4.51,168.0,80.32,1.16,1.75,2.89,4.47,32.0,,,3.55,,1.91,R2Y2_Kai_V3
r2y2_v1,84.0,79.03,1.53,1.31,2.93,2.8,307.0,64.55,1.5,1.6,1.98,1.94,30.0,,,3.0,,,R2Y2_Kai_V1
r2y2_v2,55.0,97.02,1.42,1.03,3.38,2.6,116.0,45.38,1.37,1.55,2.35,1.58,,,,,,,R2Y2_Kai_V2
me-262a-1a,29.0,45.45,1.55,2.37,1.4,2.15,292.0,57.93,1.66,1.35,0.94,0.74,,,,,,,Me_262_A-1a
f-86f-2,192.0,46.17,1.72,1.42,0.77,0.72,1748.0,71.85,2.29,3.77,1.51,2.49,,,,,,,F-86F-2
f-86_canadair_german,61.0,100.0,3.0,1.43,3.0,1.17,281.0,78.31,1.3,1.19,0.91,0.87,,,,,,,CL-13A_Mk_5
f-84g,103.0,92.74,1.42,1.02,7.39,5.11,440.0,60.34,1.57,1.92,2.04,2.66,,,,,,,F-84G-21-RE
la_200_toriy,25.0,100.0,1.55,1.96,0.27,0.12,533.0,82.66,1.84,2.78,0.54,0.78,12.0,,,,,,La-200
md_452_mystere_2c_preproduction,46.0,29.17,2.25,2.53,2.42,2.03,132.0,33.56,1.54,1.48,1.39,1.31,,,,,,,M.D.452_IIC
sea_hawk_fga6,9.0,50.0,0.67,1.33,2.17,4.33,57.0,100.0,2.73,0.59,3.0,0.41,,,,,,,sea_hawk_fga6_shop
sea_venom_faw20,41.0,77.19,2.22,1.6,1.23,1.11,8.0,100.0,2.25,2.25,2.0,2.0,,,,,,,Sea_Venom_FAW_20
arado-234,69.0,93.33,,,12.41,9.76,1620.0,69.34,,,4.18,5.67,,,,,,,Ar_234_B-2
fj_4b,245.0,60.95,0.96,1.0,2.17,2.19,297.0,64.16,1.35,1.97,0.94,1.33,,,,,,,FJ-4B
f-84g_france,22.0,6.25,1.06,1.0,4.56,4.35,472.0,63.9,1.37,1.85,2.27,3.12,,,,,,,F-84G-26-RE
tu_14t,207.0,66.82,0.31,0.29,4.09,3.72,240.0,56.06,0.21,0.22,1.77,1.98,18.0,,,,,,Tu-14T
il_28sh,195.0,78.11,0.43,0.37,6.98,6.27,801.0,67.3,0.25,0.29,1.33,1.59,28.0,50.0,1.0,2.0,1.5,3.0,IL-28Sh
mig-15bis_nr23_german,67.0,80.36,6.43,6.2,1.82,1.69,1063.0,73.83,1.94,3.93,0.85,1.7,11.0,,,,,,MiG-15bis
attaker_fb1,103.0,81.16,1.34,1.55,1.83,2.18,326.0,39.74,0.42,0.49,0.69,0.8,,,,,,,Attacker_FB_1
