name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
saab_jas39c_hungary,,,,,,,572.0,84.46,1.41,1.99,1.79,2.43,,,,,,,◔JAS39EBS_HU_C
mig_29_9_12b_hungary,,,,,,,103.0,50.0,1.23,1.57,,,4.0,,,1.0,,,◔MiG-29
su_27sm,641.0,87.5,5.43,6.19,0.67,0.75,6385.0,60.51,1.72,2.08,0.1,0.12,466.0,53.56,8.96,2.15,0.34,0.1,Su-27SM
f_15c_msip2,1578.0,80.56,4.45,4.06,0.23,0.22,4535.0,59.54,1.9,2.53,,,224.0,,16.0,2.36,,,F-15C_MSIP_II
f_15j_kai,31.0,57.5,5.38,6.92,0.3,0.12,998.0,74.78,2.8,3.44,0.13,0.16,25.0,,,2.77,,,F-15J(M)
saab_jas39c,5.0,,,3.0,,,1023.0,71.92,1.64,2.02,0.52,0.64,94.0,100.0,8.65,3.92,,,JAS39C
mig-21_bison,7.0,50.0,2.0,4.0,0.5,1.0,1152.0,61.52,1.98,2.76,0.12,0.2,,,,,,,MiG-21_Bison
f-4f_kws_lv,,,,,,,707.0,59.26,1.45,1.56,0.12,0.15,25.0,,,0.73,,,◄F-4F_KWS_LV
j_11a,,,,,,,328.0,71.14,1.89,2.48,0.01,0.02,28.0,,,0.52,,,J-11A
f_15c_baz_msip,6.0,100.0,5.0,5.0,1.0,1.0,316.0,71.16,2.42,2.7,0.09,0.08,,,,,,,Baz_Meshupar
av_8b_plus,561.0,69.48,2.24,2.68,0.58,0.69,1315.0,55.95,1.64,1.66,0.76,0.79,210.0,43.27,2.92,1.9,2.01,1.33,AV-8B_Plus
f_16a_block_15_belgium,,,,,,,77.0,73.51,0.81,1.09,0.45,0.53,23.0,,,0.11,,,F-16A
f_16am_block_15_mlu_belgium,,,,,,,528.0,76.99,1.23,1.6,2.0,2.58,17.0,,,1.44,,,F-16AM
f_16a_block_15_adf_italy,,,,,,,,,,,,,,,,,,,F-16A_ADF
tornado_f3_late,55.0,60.0,1.9,1.92,0.2,0.1,29.0,66.67,1.25,3.13,,,,,,,,,Tornado_F.3_Late
mig_29_9_13,147.0,68.56,1.73,2.2,0.34,0.43,742.0,60.1,2.03,1.81,0.17,0.15,156.0,,,1.67,,,MiG-29
sea_harrier_fa2,31.0,50.0,1.56,2.31,,,171.0,63.13,1.1,1.34,,,,,,,,,Sea_Harrier_FA_2
f_16a_block_15_adf,148.0,58.05,0.77,1.07,0.13,0.16,49.0,50.0,1.44,1.7,,,,,,,,,F-16A_ADF
f_16a_block_10,90.0,52.3,0.49,0.95,2.05,2.88,429.0,60.15,0.98,0.9,0.83,0.74,90.0,100.0,4.0,2.02,,,F-16A
f-4ej_kai,82.0,50.0,3.83,3.13,0.4,0.28,333.0,72.81,2.43,3.63,0.2,0.29,,,,,,,F-4EJ_Kai_Phantom_II
tornado_ids_de_mfg,,,,,,,98.0,90.74,0.19,0.11,0.72,0.45,,,,,,,◄Tornado_IDS_MFG
f_16a_block_20_mlu,,,,,,,388.0,60.35,1.31,1.44,0.28,0.3,23.0,,,1.0,,,F-16A_MLU_(China)
f_14a_iriaf,268.0,75.32,9.83,13.84,0.92,1.53,7814.0,57.04,1.88,2.2,0.02,0.03,173.0,100.0,10.02,1.86,,,F-14A_IRIAF
saab_ja37d,,,,,,,188.0,56.9,2.27,3.54,0.1,0.27,,,,,,,JA37D
jf_17,,,,,,,594.0,67.34,1.67,1.79,0.65,0.68,52.0,,,3.06,,,JF-17
j_10a,,,,,,,3128.0,67.66,2.21,3.25,0.03,0.09,56.0,,,4.78,,,J-10A
f_16c_block_40_barak_2,,,,,,,249.0,73.76,1.49,2.17,0.23,0.33,,,,,,,F-16C_Barak_II
tornado_ids_de_assta1,,,,,,,159.0,56.01,0.17,0.21,1.21,1.68,,,,,,,◄Tornado_IDS_ASSTA1
mirage_2000d_r1,11.0,100.0,1.0,,3.0,,220.0,83.68,0.18,0.23,3.79,4.71,,,,,,,Mirage_2000D-R1
f_16a_block_10_iaf,,,,,,,37.0,23.33,1.47,1.47,0.47,0.47,,,,,,,Netz
tornado_ids_it_mod95,22.0,50.0,1.0,2.0,6.5,13.0,71.0,100.0,,,2.84,2.34,,,,,,,Tornado_IDS_(1995)
tornado_gr1,27.0,100.0,0.31,0.5,8.75,11.38,122.0,75.0,,,3.01,3.66,6.0,,,,,,Tornado_GR.1
f_16aj,,,,,,,702.0,53.15,1.09,1.35,0.41,0.51,48.0,,,0.86,,,F-16AJ
mig_29_9_12_germany,50.0,100.0,3.45,1.85,,,321.0,54.75,1.37,1.89,,,25.0,,,,,,◊MiG-29
f-4e_kurnass_2000,,,,,,,293.0,68.99,1.0,1.35,2.53,3.76,,,,,,,Kurnass_2000
yak_141,53.0,68.25,1.47,2.38,0.49,0.69,397.0,62.31,1.62,1.53,0.06,0.05,39.0,,,1.04,,,Yak-141
tornado_f3,37.0,68.34,3.29,2.8,0.08,0.11,263.0,69.26,3.03,4.61,0.43,0.78,17.0,100.0,9.0,6.71,,,Tornado_F.3
f_14b,48.0,96.55,1.28,1.32,1.22,1.23,712.0,61.87,1.81,2.09,0.26,0.3,107.0,100.0,10.11,3.82,,,F-14B
mirage_2000_5f,11.0,100.0,3.0,3.0,,,2400.0,71.22,2.2,2.96,0.22,0.31,48.0,,,3.51,,,Mirage_2000-5F
j_8f,31.0,100.0,6.0,3.0,1.0,0.44,653.0,57.62,1.73,2.13,0.02,0.02,25.0,,,1.79,,,J-8F
tornado_adv,33.0,50.0,4.0,2.7,0.5,0.3,95.0,100.0,4.21,4.74,,,,,,,,,Tornado_ADV
mig_29smt_9_19,665.0,87.55,4.73,5.26,0.26,0.31,1423.0,59.84,1.36,1.52,0.19,0.21,203.0,65.52,5.64,2.0,0.27,0.09,MiG-29SMT
f_16c_block_50,1322.0,77.88,3.1,3.35,0.64,0.68,3632.0,53.28,1.6,1.77,0.47,0.5,455.0,84.77,9.22,2.09,0.7,0.16,F-16C
av_8b_plus_italy,,,,,,,228.0,66.09,0.9,1.19,2.37,3.08,,,,,,,AV-8B_Plus
f_16d_block_40_barak_2,6.0,100.0,2.0,2.0,1.0,1.0,435.0,64.58,1.84,2.22,0.1,0.14,9.0,,,,,,Barak_II
f_14a_early,45.0,94.67,1.01,0.92,0.95,0.92,633.0,61.9,1.55,1.93,0.03,0.05,23.0,100.0,4.0,4.0,,,F-14A_Early
mig_29_9_12g,100.0,70.69,4.54,2.51,,,1108.0,61.8,1.52,1.86,,,38.0,,,3.09,,,◄MiG-29G
jh_7a,23.0,,,4.0,,0.65,576.0,69.0,0.65,0.68,2.19,2.47,,,,,,,JH-7A
f_15a,634.0,66.29,1.79,2.09,0.62,0.72,654.0,42.02,1.36,1.49,0.06,0.08,136.0,100.0,4.0,0.63,,,F-15A
mirage_2000c_s4,94.0,62.22,5.26,4.59,1.64,1.49,701.0,63.74,1.9,2.74,0.11,0.15,147.0,,,2.1,,,Mirage_2000C-S4
su_27,378.0,77.22,2.93,3.32,0.3,0.33,600.0,62.65,2.03,1.68,0.03,0.02,61.0,,,1.61,,,Su-27
