name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,931.0,59.13,1.78,1.61,0.68,0.62,4987.0,58.52,0.89,1.0,0.3,0.31,430.0,71.04,2.15,2.59,0.6,0.73,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,513.0,53.66,2.84,3.42,0.07,0.07,3188.0,54.67,1.12,1.58,0.07,0.1,120.0,42.44,2.66,5.52,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,242.0,63.45,1.65,1.46,0.22,0.19,484.0,54.91,1.42,1.66,0.09,0.09,70.0,100.0,6.9,5.1,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,420.0,61.92,2.81,2.69,0.21,0.21,1121.0,70.58,1.73,2.45,0.1,0.1,25.0,,,7.27,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,83.0,26.19,5.97,3.7,0.92,0.65,6027.0,64.78,1.75,2.6,0.27,0.4,209.0,76.29,9.26,10.95,0.41,0.58,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,98.0,87.64,0.43,0.4,1.69,1.47,487.0,59.43,0.66,0.52,1.39,1.1,33.0,,,0.73,,1.41,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,127.0,59.53,2.4,2.0,0.26,0.24,186.0,79.44,2.53,3.24,0.19,0.21,15.0,,,1.0,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,100.0,52.36,0.81,0.84,1.2,1.84,1110.0,54.76,0.66,0.72,0.25,0.29,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,214.0,47.88,0.82,0.8,0.93,1.02,3928.0,55.58,0.62,0.72,0.53,0.59,8.0,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,111.0,65.83,1.55,1.8,2.86,3.2,1685.0,61.13,0.57,0.6,1.2,1.24,753.0,66.2,4.66,0.52,2.54,0.3,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,369.0,62.81,,,4.92,5.64,96.0,5.56,,,0.33,0.28,206.0,75.0,,,0.54,0.21,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,177.0,63.31,1.96,2.42,0.22,0.27,56.0,100.0,2.33,0.85,,,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
f-86f-30_japan,69.0,69.85,0.65,0.65,0.75,0.75,484.0,60.14,0.71,1.02,0.39,0.58,2.0,,,,,,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,9.0,9.0
yak-30d,290.0,62.12,1.69,2.03,0.35,0.41,301.0,49.42,1.69,1.91,0.3,0.29,92.0,18.18,7.18,3.42,,,Yak-30,Yak-30,USSR,Aviation,8.3,8.3,8.0
hunter_f1,246.0,64.81,3.58,3.14,0.26,0.27,1730.0,61.09,1.6,1.9,0.4,0.46,81.0,,,8.0,,0.87,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0
me-163b,247.0,51.7,2.94,5.16,,,349.0,41.79,1.31,1.37,0.03,0.03,51.0,,,2.11,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0
f-86f-40_japan,125.0,63.83,2.55,2.15,1.46,1.19,370.0,48.83,0.75,1.1,0.6,0.89,9.0,,,,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3
yak-23,179.0,67.26,3.77,3.06,0.43,0.32,356.0,62.99,1.49,2.78,0.23,0.48,17.0,,1.67,,,,Yak-23,Yak-23,USSR,Aviation,7.7,8.0,7.7
f9f-8,404.0,58.85,1.0,1.05,1.04,1.09,553.0,60.47,1.63,1.41,0.47,0.4,310.0,78.11,8.69,4.7,0.84,0.45,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3
f-86a-5,741.0,54.36,1.13,0.94,1.31,1.08,3042.0,57.4,0.77,0.93,0.57,0.69,15.0,,,1.54,,1.38,F-86A-5,F-86A-5,USA,Aviation,8.0,8.7,8.7
f3d_1,219.0,61.21,0.96,0.84,2.28,2.06,589.0,75.35,0.6,0.69,0.74,0.85,81.0,86.74,4.07,2.44,0.45,0.22,F3D-1,F3D-1,USA,Aviation,7.0,7.0,7.0
r2y2_kai,32.0,100.0,,,3.45,2.75,280.0,66.34,1.66,1.69,1.11,1.15,50.0,31.25,4.41,5.33,0.69,0.69,R2Y2_Kai_V3,R2Y2_Kai_V3,Japan,Aviation,7.3,7.3,7.7
r2y2_v1,55.0,100.0,,,7.05,3.24,431.0,63.9,1.3,1.33,0.93,0.95,27.0,,,7.0,,2.0,R2Y2_Kai_V1,R2Y2_Kai_V1,Japan,Aviation,7.7,7.3,7.3
r2y2_v2,22.0,100.0,,,3.18,3.18,133.0,67.8,2.93,3.12,1.66,1.77,24.0,,,3.9,,,R2Y2_Kai_V2,R2Y2_Kai_V2,Japan,Aviation,7.3,7.3,7.3
me-262a-1a,68.0,55.24,2.82,2.38,0.79,0.61,699.0,44.12,1.29,1.54,0.36,0.4,24.0,,12.5,10.73,,,Me_262_A-1a,Me_262_A-1a,Germany,Aviation,7.3,7.0,7.0
f-86f-2,788.0,53.23,2.06,1.76,0.69,0.58,4011.0,67.73,1.69,2.43,0.24,0.33,25.0,,,,,,F-86F-2,F-86F-2,USA,Aviation,9.0,9.0,9.0
f-86_canadair_german,359.0,56.02,1.62,1.35,1.56,1.3,734.0,54.92,0.93,0.97,0.37,0.38,23.0,,3.0,2.75,,,CL-13A_Mk_5,CL-13A_Mk_5,Germany,Aviation,8.3,9.3,9.0
f-84g,252.0,69.48,0.97,0.81,1.35,1.04,637.0,67.05,0.69,0.73,0.99,1.02,87.0,26.66,1.84,1.18,0.24,0.45,F-84G-21-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
la_200_toriy,82.0,100.0,1.13,0.38,0.33,0.09,154.0,56.23,1.2,1.44,0.22,0.27,32.0,,3.33,2.07,,,La-200,La-200,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2c_preproduction,258.0,63.49,1.05,1.3,1.57,1.96,865.0,58.72,1.31,1.29,0.78,0.78,21.0,,,,,,M.D.452_IIC,M.D.452_IIC,France,Aviation,8.7,8.7,8.7
sea_hawk_fga6,118.0,51.61,1.06,1.24,0.63,0.74,187.0,64.66,0.45,0.38,1.09,0.83,14.0,,,2.14,,0.29,sea_hawk_fga6_shop,Sea_Hawk_FGA.6,Britain,Aviation,8.0,8.0,7.3
sea_venom_faw20,41.0,51.59,0.94,2.07,,,22.0,100.0,1.43,0.77,1.29,0.66,11.0,100.0,1.55,,,,Sea_Venom_FAW_20,Sea_Venom_FAW_20,Britain,Aviation,8.0,8.0,8.0
arado-234,211.0,85.82,,,21.05,10.25,1424.0,54.34,,,2.58,3.28,37.0,,,,,0.2,Ar_234_B-2,Ar_234_B-2,Germany,Aviation,6.3,6.7,6.7
fj_4b,358.0,64.41,0.92,0.82,1.74,1.61,700.0,71.02,0.81,0.84,0.99,1.0,124.0,56.14,2.85,3.07,1.43,1.0,FJ-4B,FJ-4B,USA,Aviation,9.0,8.7,9.0
f-84g_france,141.0,68.41,0.97,1.01,2.24,2.25,317.0,59.08,1.34,1.01,1.22,0.86,82.0,73.53,4.09,2.02,1.18,0.45,F-84G-26-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
tu_14t,193.0,77.44,0.34,0.32,5.02,4.82,270.0,54.0,0.27,0.26,0.41,0.41,81.0,,,0.19,,0.16,Tu-14T,Tu-14T,USSR,Aviation,8.0,8.0,8.0
il_28sh,285.0,80.77,0.42,0.32,6.42,5.04,2762.0,61.68,0.28,0.25,1.19,1.11,1149.0,56.15,0.55,0.39,1.42,0.99,IL-28Sh,IL-28Sh,USSR,Aviation,8.0,8.0,8.0
