name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
fw-190d-12,659.0,59.56,1.73,1.99,0.45,0.51,353.0,65.6,2.4,3.45,0.91,1.29,21.0,,,5.0,,,Fw_190_D-12,Fw_190_D-12,Germany,Aviation,6.0,5.3,5.3
spitfire_xvi,375.0,53.72,0.88,0.95,0.08,0.08,238.0,81.57,0.45,0.66,0.02,0.43,25.0,,,,,,Spitfire_F_Mk_XVI,Spitfire_F_Mk_XVI,Britain,Aviation,4.7,5.0,5.0
p-38k,1.0,,,,,,47.0,34.13,0.61,0.97,,,,,,,,,P-38K,P-38K,USA,Aviation,5.3,5.3,5.3
b-17g,79.0,76.91,0.14,0.09,3.23,2.37,39.0,7.14,0.36,0.19,2.43,2.23,,,,,,,B-17G-60-VE,B-17G-60-VE,USA,Aviation,6.0,5.7,6.7
wyvern_s4,158.0,73.69,0.58,0.4,3.18,2.71,4294.0,68.02,0.09,0.07,1.41,1.27,316.0,54.11,2.03,1.02,4.51,2.42,Wyvern_S4,Wyvern_S4,Britain,Aviation,4.7,5.0,5.0
douglas_ad_4,351.0,51.53,1.15,0.85,2.6,1.9,2083.0,72.53,0.31,0.31,3.69,3.65,69.0,,0.47,0.33,7.07,5.09,AD-4,AD-4,USA,Aviation,6.0,6.0,5.7
tu_4,410.0,58.65,2.95,0.99,5.84,2.3,877.0,54.58,1.15,1.15,0.22,0.22,249.0,100.0,2.6,0.51,1.43,0.29,Tu-4,Tu-4,USSR,Aviation,7.3,8.0,7.7
n1k2_jko,41.0,24.0,0.36,0.31,1.52,1.76,179.0,76.02,1.83,2.42,1.8,2.39,26.0,5.88,,,,,N1K2-Ja,N1K2-Ja,Japan,Aviation,6.0,6.0,6.3
he_219a_7,306.0,48.6,2.14,2.11,0.08,0.07,2224.0,64.27,0.43,0.44,1.84,1.75,17.0,,,,,2.0,He_219_A-7,He_219_A-7,Germany,Aviation,4.7,4.3,4.3
sm_91,457.0,69.5,2.0,1.53,2.2,1.65,1395.0,64.81,1.88,1.96,1.36,1.39,108.0,100.0,7.43,3.08,6.26,2.63,SM.91,SM.91,Italy,Aviation,3.7,3.7,3.7
n1k1_ja,212.0,66.61,2.6,1.72,0.39,0.2,107.0,70.97,1.53,2.46,0.75,1.45,9.0,,,2.11,,,N1K1-Ja,N1K1-Ja,Japan,Aviation,5.3,5.3,5.0
g5n1,174.0,63.62,,,2.23,1.85,17.0,100.0,,,,,,,,,,,G5N1,G5N1,Japan,Aviation,4.3,5.0,5.3
tu-2_postwar,254.0,71.26,0.03,0.05,5.48,5.16,110.0,76.34,,,4.06,2.5,8.0,100.0,,,1.0,1.0,Tu-2S-44,Tu-2S-44,USSR,Aviation,6.0,6.0,6.0
b_24d,214.0,60.12,0.1,0.08,2.21,2.27,23.0,,,,,,8.0,,,,,,B-24D-25-CO,B-24D-25-CO,USA,Aviation,5.7,6.0,6.0
bf-109k-4,2910.0,59.47,3.28,2.82,0.15,0.13,3018.0,63.27,1.7,2.18,0.32,0.41,140.0,30.64,3.25,3.19,,,Bf_109_K-4,Bf_109_K-4,Germany,Aviation,6.0,5.7,6.3
p-47n-15,1083.0,53.24,1.12,0.98,0.7,0.6,4695.0,81.83,0.4,0.4,1.34,1.31,25.0,,,2.44,,2.08,P-47N-15,P-47N-15,USA,Aviation,5.0,5.0,4.7
spitfire_ix_usa,141.0,61.99,1.16,1.32,0.5,0.59,504.0,60.0,0.88,1.23,0.21,0.31,23.0,,,1.44,,0.88,Spitfire_LF_Mk_IXc,Spitfire_F_Mk_IXc,Britain,Aviation,4.3,4.7,4.7
p-47m-1-re,1149.0,66.98,1.58,1.47,1.54,1.43,2848.0,71.11,0.62,0.64,1.37,1.43,,,,,,,P-47M-1-RE,P-47N-15,USA,Aviation,5.0,5.0,4.7
f7f3,66.0,50.0,2.12,2.52,0.32,0.37,253.0,72.43,2.82,3.65,1.36,1.8,,,,,,,F7F-3,F7F-3,USA,Aviation,6.7,6.0,6.3
spitfire_ix,159.0,70.23,0.71,0.74,,,707.0,45.52,0.79,1.14,0.25,0.35,55.0,100.0,3.2,1.46,,,Spitfire_LF_Mk_IX,Spitfire_LF_Mk_IX,Britain,Aviation,5.7,5.7,5.0
fw-190c,603.0,66.17,2.93,1.71,0.07,0.04,614.0,78.85,2.1,3.25,0.8,1.15,,,,,,,Fw_190_C,Fw_190_C,Germany,Aviation,5.3,5.0,5.0
brigand_b1,134.0,67.85,0.17,0.14,2.85,2.35,12.0,,0.58,0.58,11.92,11.92,,,,,,,Brigand_B_1,Brigand_B_1,Britain,Aviation,5.0,4.7,4.3
ki_87,16.0,,,2.0,,,89.0,15.63,3.38,1.93,0.94,0.72,15.0,,,,,,Ki-87,Ki-87,Japan,Aviation,6.0,6.0,6.0
su-6_m71,187.0,72.61,0.78,0.62,6.49,5.41,568.0,47.64,0.08,0.07,2.3,1.52,102.0,53.98,0.13,0.09,0.29,0.33,Su-6_(M-71F),Su-6_(M-71F),USSR,Aviation,5.3,5.3,5.3
b-29,345.0,70.05,0.3,0.18,4.65,2.69,273.0,55.37,1.41,1.26,0.42,0.45,54.0,,,,,,B-29A-BN,B-29A-BN,USA,Aviation,6.3,6.3,7.0
f8f1,737.0,65.34,1.04,0.86,1.68,1.39,986.0,68.31,0.31,0.35,1.01,1.15,,,,,,,F8F-1,F8F-1,USA,Aviation,4.7,6.0,6.0
spitfire_f22,396.0,65.5,1.08,1.24,0.56,0.64,581.0,73.26,1.22,1.66,0.87,1.12,,,,,,,Spitfire_F_Mk_22,Spitfire_F_Mk_22,Britain,Aviation,5.7,6.3,6.0
sea_fury_fb11,140.0,82.8,1.98,2.53,0.98,1.28,145.0,74.62,2.13,3.1,2.14,3.27,22.0,,,2.3,,1.5,Sea_Fury_FB_11,Sea_Fury_FB_11,Britain,Aviation,5.7,5.3,5.7
do_217m_1,2178.0,79.96,,,6.04,4.52,289.0,63.36,,,1.52,1.11,18.0,,,,,,Do_217_M-1,Do_217_M-1,Germany,Aviation,5.3,5.0,5.7
p1y1_mod11,200.0,71.45,,,6.07,4.81,62.0,,,,2.0,4.5,,,,,,,"P1Y1_mod._11_""Ginga""",P1Y1_mod._11,Japan,Aviation,4.7,4.7,4.7
fw-190a-8,3778.0,59.86,2.29,2.23,0.23,0.23,799.0,81.0,2.68,5.72,0.63,1.35,85.0,62.07,2.41,3.48,0.17,0.23,Fw_190_A-8,Fw_190_A-8,Germany,Aviation,5.3,5.0,5.0
tempest_mk2,363.0,63.35,1.46,1.45,1.72,1.71,703.0,71.64,0.88,0.9,0.77,0.8,,,,,,,Tempest_Mk_II,Tempest_Mk_II,Britain,Aviation,6.3,6.0,6.3
he-177a-5,1544.0,67.83,0.18,0.1,4.61,2.73,799.0,71.41,0.26,0.5,0.73,1.35,163.0,56.67,0.98,0.39,1.66,0.85,He_177_A-5,He_177_A-5,Germany,Aviation,5.7,5.3,5.7
il-10_1946,509.0,65.44,0.89,0.73,2.58,2.14,181.0,41.34,0.35,0.41,4.93,5.09,5.0,,,,,,IL-10_(1946),IL-10_(1946),USSR,Aviation,5.0,5.3,5.3
ta-152c,534.0,64.25,2.72,2.68,0.35,0.35,1873.0,65.3,2.01,2.79,0.83,1.14,32.0,,,,,,Ta_152_C-3,Ta_152_C-3,Germany,Aviation,6.3,5.7,5.7
lancaster_mk1,252.0,63.19,,,2.96,2.17,48.0,18.45,0.13,0.06,0.91,0.6,37.0,100.0,0.48,0.4,,,Lancaster_B_Mk_I,Lancaster_B_Mk_I,Britain,Aviation,5.0,5.3,5.7
do_335b_2,360.0,52.27,1.15,0.9,0.72,0.62,4449.0,59.38,0.34,0.33,1.51,1.46,,,,,,,Do_335_B-2,Do_335_B-2,Germany,Aviation,5.7,5.7,5.7
n1k2_j,156.0,55.05,2.14,1.65,0.79,0.64,254.0,55.54,1.03,0.96,1.52,1.44,26.0,,,,,,N1K2-J,N1K2-J,Japan,Aviation,5.7,6.0,6.0
do_335a_0,307.0,53.07,1.58,1.27,0.23,0.18,229.0,50.65,0.69,0.52,1.07,0.87,7.0,,,,,,Do_335_A-0,Do_335_A-0,Germany,Aviation,5.3,5.3,5.0
lancaster_mk3,248.0,65.71,0.09,0.07,3.81,2.95,19.0,,,,,,,,,,,,Lancaster_B_Mk_III,Lancaster_B_Mk_III,Britain,Aviation,5.0,5.3,6.0
do_335a_1,240.0,64.3,0.57,0.38,1.31,0.94,409.0,53.21,0.11,0.09,0.98,0.94,33.0,,,0.55,,,Do_335_A-1,Do_335_A-1,Germany,Aviation,4.7,5.0,5.0
