name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,461.0,69.92,1.35,1.08,2.23,1.78,2822.0,52.64,0.66,0.66,0.38,0.39,240.0,38.49,4.66,2.88,0.61,0.39,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,780.0,53.67,2.15,2.45,0.07,0.07,5155.0,57.13,1.03,1.27,0.08,0.1,143.0,58.05,6.65,8.37,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,153.0,50.54,2.53,1.27,,,474.0,66.85,2.2,2.27,0.06,0.08,59.0,100.0,5.0,5.0,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,604.0,69.27,2.69,2.58,0.27,0.26,1505.0,68.03,1.94,3.18,0.06,0.12,10.0,,,,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,264.0,56.74,3.54,1.99,1.37,0.7,3119.0,63.13,1.77,2.48,0.18,0.27,181.0,47.02,10.58,5.99,0.38,0.21,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,143.0,50.93,0.3,0.2,2.14,1.18,506.0,63.99,0.54,0.59,1.01,1.1,73.0,100.0,2.75,2.61,2.25,1.5,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,121.0,55.29,4.06,4.38,0.23,0.3,531.0,77.54,2.61,4.48,0.19,0.34,71.0,50.0,2.45,2.43,0.5,0.55,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,81.0,50.0,2.58,1.98,2.17,1.97,1499.0,58.57,0.66,0.7,0.52,0.55,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,175.0,30.11,4.38,1.27,0.87,0.32,2916.0,53.27,0.59,0.6,0.36,0.37,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,182.0,61.08,1.3,1.58,3.57,4.25,2646.0,66.55,0.3,0.34,1.05,1.16,230.0,69.36,0.75,0.35,1.11,0.56,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,163.0,73.98,,,6.17,5.33,72.0,,,,1.2,1.33,29.0,,,,,1.0,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
