name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,448.0,67.86,1.37,0.99,2.13,1.54,2903.0,55.52,0.69,0.7,0.39,0.41,235.0,36.02,4.58,2.8,0.6,0.4,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,722.0,55.43,2.3,2.49,0.09,0.09,4967.0,56.74,1.02,1.3,0.1,0.1,158.0,55.33,6.04,7.52,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,146.0,56.99,2.45,1.17,,,591.0,62.84,1.79,2.38,0.08,0.12,71.0,100.0,5.0,5.0,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,616.0,67.78,2.68,2.73,0.23,0.24,1577.0,70.35,2.11,3.85,0.08,0.15,17.0,100.0,5.83,5.57,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,336.0,57.45,3.2,2.07,1.14,0.66,3335.0,63.41,1.74,2.41,0.23,0.34,166.0,35.26,10.51,6.67,0.41,0.25,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,137.0,50.0,0.05,0.19,1.64,0.99,493.0,65.48,0.51,0.56,1.0,1.14,94.0,100.0,5.88,2.76,2.38,1.07,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,121.0,50.12,3.41,3.74,0.28,0.38,554.0,71.1,2.51,4.55,0.21,0.39,64.0,50.0,2.5,2.28,0.5,0.63,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,59.0,,,1.95,,2.05,1681.0,56.79,0.63,0.67,0.52,0.56,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,150.0,41.4,2.67,1.15,0.78,0.48,3405.0,55.82,0.6,0.62,0.38,0.39,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,211.0,60.9,1.48,1.9,3.93,4.86,2446.0,65.89,0.34,0.34,1.04,1.09,258.0,76.88,0.79,0.28,0.92,0.42,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,183.0,73.58,,,6.12,5.38,81.0,14.71,,,1.0,1.19,34.0,,,,,1.0,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,175.0,51.04,1.71,1.12,0.05,0.03,106.0,74.19,2.15,2.51,0.36,0.46,1.0,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
f-86f-30_japan,159.0,65.49,1.27,0.77,1.04,0.74,405.0,43.7,0.97,0.85,0.65,0.54,,,,,,,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,9.0,9.0
yak-30d,475.0,50.24,2.74,3.36,0.08,0.11,131.0,75.28,1.03,0.92,0.26,0.27,137.0,,,2.56,,,Yak-30,Yak-30,USSR,Aviation,8.3,8.3,8.0
hunter_f1,240.0,82.04,6.78,3.08,0.28,0.16,1167.0,62.69,1.45,2.09,0.36,0.53,109.0,50.0,4.45,4.28,,0.03,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0
me-163b,347.0,42.1,3.66,4.03,,,706.0,55.11,1.3,1.52,0.02,0.03,51.0,,,3.44,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0
f-86f-40_japan,51.0,100.0,1.81,1.15,1.96,1.23,647.0,53.39,0.96,1.03,0.18,0.2,19.0,100.0,2.0,2.0,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3
yak-23,637.0,61.41,3.01,4.35,0.09,0.11,362.0,65.16,1.79,2.76,0.02,0.05,52.0,,,2.45,,,Yak-23,Yak-23,USSR,Aviation,7.7,8.0,7.7
f9f-8,504.0,64.13,1.13,1.09,2.37,2.26,782.0,65.71,1.48,1.59,0.62,0.67,364.0,88.71,11.58,2.61,1.39,0.28,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3
f-86a-5,743.0,57.92,0.92,0.98,1.17,1.24,2623.0,56.86,0.64,0.67,0.53,0.57,22.0,,,4.0,,2.0,F-86A-5,F-86A-5,USA,Aviation,8.0,8.7,8.7
f3d_1,327.0,60.74,1.59,1.18,2.36,1.74,699.0,68.01,0.8,0.95,0.53,0.65,101.0,,3.8,3.43,,,F3D-1,F3D-1,USA,Aviation,7.0,7.0,7.0
r2y2_kai,98.0,82.37,0.91,0.82,1.95,1.91,537.0,61.31,1.41,1.54,1.17,1.28,78.0,68.42,3.68,3.31,0.45,0.24,R2Y2_Kai_V3,R2Y2_Kai_V3,Japan,Aviation,7.3,7.3,7.7
r2y2_v1,105.0,70.43,1.01,1.12,2.05,2.12,718.0,62.46,0.97,0.8,0.81,0.66,38.0,,1.38,1.38,1.38,1.38,R2Y2_Kai_V1,R2Y2_Kai_V1,Japan,Aviation,7.7,7.3,7.3
r2y2_v2,94.0,52.94,1.65,0.65,1.16,1.6,229.0,69.57,1.19,1.21,1.19,1.17,44.0,,5.0,3.95,,,R2Y2_Kai_V2,R2Y2_Kai_V2,Japan,Aviation,7.3,7.3,7.3
me-262a-1a,429.0,47.18,2.77,2.71,0.45,0.41,859.0,34.15,1.79,2.17,0.56,0.65,48.0,,,7.05,,,Me_262_A-1a,Me_262_A-1a,Germany,Aviation,7.3,7.0,7.0
f-86f-2,378.0,56.9,2.04,1.82,1.0,0.91,4448.0,64.67,1.57,2.44,0.25,0.4,7.0,,,,,,F-86F-2,F-86F-2,USA,Aviation,9.0,9.0,9.0
f-86_canadair_german,266.0,67.49,1.46,1.48,1.83,1.94,1465.0,53.87,0.99,1.32,0.32,0.43,30.0,,,,,,CL-13A_Mk_5,CL-13A_Mk_5,Germany,Aviation,8.3,9.3,9.0
f-84g,181.0,71.02,1.53,1.4,2.56,2.84,578.0,63.76,0.8,0.72,1.19,1.11,32.0,,,1.43,,0.43,F-84G-21-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
la_200_toriy,260.0,63.5,1.25,1.06,0.35,0.32,267.0,50.99,1.03,1.39,,,30.0,,,,,,La-200,La-200,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2c_preproduction,336.0,73.07,2.02,1.87,2.06,1.9,966.0,60.33,1.35,1.58,0.33,0.38,19.0,,,,,,M.D.452_IIC,M.D.452_IIC,France,Aviation,8.7,8.7,8.7
