name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,1034.0,60.6,1.47,1.32,1.05,0.94,5405.0,61.48,0.7,0.79,0.36,0.4,428.0,73.96,4.68,3.3,0.8,0.65,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,592.0,51.98,2.69,2.89,0.09,0.09,2875.0,51.05,1.09,1.45,0.07,0.07,173.0,26.31,6.47,7.35,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,292.0,63.72,1.37,1.16,0.3,0.26,627.0,53.73,1.5,2.19,0.09,0.09,107.0,100.0,6.36,4.79,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,624.0,62.7,2.94,2.8,0.28,0.28,1750.0,70.71,1.93,2.96,0.08,0.1,65.0,100.0,8.4,8.05,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,232.0,43.42,3.25,2.53,0.7,0.54,6300.0,64.1,1.71,2.4,0.31,0.43,312.0,84.57,16.18,12.7,0.12,0.12,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,190.0,70.8,0.57,0.45,1.55,1.22,478.0,70.07,0.76,0.65,1.53,1.31,112.0,100.0,3.14,1.12,5.36,1.98,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,146.0,65.15,2.47,2.18,0.24,0.25,246.0,79.16,2.33,3.94,0.08,0.12,41.0,,,0.89,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,77.0,30.56,0.89,0.72,2.37,2.9,1578.0,49.12,0.62,0.67,0.22,0.25,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,338.0,53.4,1.09,0.95,0.73,0.67,5900.0,60.45,0.58,0.71,0.46,0.56,7.0,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,176.0,62.15,1.08,1.1,3.22,3.27,2742.0,62.22,0.56,0.6,0.96,1.02,1306.0,86.39,7.18,0.73,3.29,0.33,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,540.0,66.08,,,4.29,5.06,120.0,14.0,,,0.56,1.07,234.0,52.94,,,0.88,0.45,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,373.0,58.72,1.78,1.97,0.1,0.11,49.0,29.41,1.41,1.03,,,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
f-86f-30_japan,80.0,84.09,1.16,0.93,1.39,1.13,582.0,55.33,0.77,0.93,0.22,0.3,1.0,,,,,,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,9.0,9.0
