name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,602.0,72.45,1.37,1.26,2.75,2.54,2521.0,49.82,0.57,0.57,0.4,0.41,196.0,62.8,4.07,3.64,0.47,0.45,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,683.0,54.06,2.05,2.45,0.05,0.06,3628.0,56.0,0.89,1.16,0.05,0.1,93.0,85.06,10.97,9.79,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,141.0,70.43,2.05,1.1,,,264.0,61.7,1.74,1.53,,,18.0,,,1.0,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,366.0,74.18,3.64,2.39,0.45,0.29,1108.0,67.0,1.68,2.82,,0.02,,,,,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,167.0,68.33,3.33,1.67,1.09,0.52,2308.0,60.98,1.81,2.49,0.22,0.3,119.0,85.0,10.36,8.73,0.24,0.05,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,195.0,50.48,0.79,0.46,1.45,0.92,590.0,58.68,0.49,0.49,1.04,1.05,37.0,100.0,2.0,1.79,3.38,3.08,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,169.0,77.76,4.24,3.55,0.03,0.03,381.0,76.41,2.27,4.04,0.36,0.75,83.0,50.0,2.71,1.95,0.5,0.23,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,127.0,80.42,2.55,1.77,3.16,2.23,985.0,64.46,0.6,0.68,0.37,0.41,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,113.0,8.82,8.12,1.6,1.24,0.31,2341.0,48.81,0.55,0.58,0.4,0.42,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,90.0,66.67,0.69,0.53,3.15,2.42,2236.0,64.9,0.33,0.38,1.06,1.2,203.0,76.67,0.79,0.32,0.73,0.32,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,91.0,81.48,,,8.34,6.03,41.0,100.0,,,1.0,2.0,20.0,,,,,1.15,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,50.0,30.95,1.21,1.02,,,101.0,28.95,1.97,1.8,0.24,0.28,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
f-86f-30_japan,140.0,52.95,1.69,1.34,1.5,1.4,463.0,53.87,0.85,0.9,0.54,0.56,56.0,40.16,0.68,1.11,0.11,0.18,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,9.0,9.0
yak-30d,608.0,53.53,3.07,3.18,0.23,0.21,227.0,66.34,0.87,1.56,0.19,0.38,112.0,100.0,4.94,4.28,,,Yak-30,Yak-30,USSR,Aviation,8.3,8.3,8.0
hunter_f1,62.0,100.0,11.0,4.13,,,1256.0,59.93,1.45,1.95,0.41,0.55,32.0,50.0,3.75,3.38,,,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0
me-163b,309.0,61.46,3.52,3.96,,,806.0,60.6,1.45,2.13,0.07,0.11,96.0,,,2.74,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0
f-86f-40_japan,63.0,97.92,1.0,0.81,1.98,1.14,473.0,56.47,0.98,1.1,0.23,0.28,66.0,100.0,3.0,2.91,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3
yak-23,501.0,58.64,2.67,4.07,0.12,0.15,428.0,64.18,1.77,3.36,0.15,0.3,28.0,,,3.8,,,Yak-23,Yak-23,USSR,Aviation,7.7,8.0,7.7
f9f-8,420.0,83.26,0.7,0.64,3.47,3.18,1052.0,59.14,1.18,1.49,0.31,0.39,492.0,71.51,16.62,2.23,0.57,0.07,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3
f-86a-5,548.0,59.05,1.58,1.07,1.35,1.01,2882.0,48.76,0.82,0.83,0.34,0.35,52.0,,,2.0,,,F-86A-5,F-86A-5,USA,Aviation,8.0,8.7,8.7
f3d_1,188.0,57.25,1.51,1.18,2.29,2.28,755.0,71.93,0.85,1.06,0.64,0.75,76.0,,,1.63,,0.75,F3D-1,F3D-1,USA,Aviation,7.0,7.0,7.0
r2y2_kai,188.0,60.36,1.17,1.08,1.09,1.02,567.0,55.76,1.89,2.07,1.07,1.12,154.0,28.23,2.91,1.79,0.8,0.54,R2Y2_Kai_V3,R2Y2_Kai_V3,Japan,Aviation,7.3,7.3,7.7
r2y2_v1,118.0,60.97,0.88,0.99,1.29,1.4,879.0,61.54,0.87,0.79,0.91,0.82,72.0,,1.79,1.79,2.04,2.04,R2Y2_Kai_V1,R2Y2_Kai_V1,Japan,Aviation,7.7,7.3,7.3
r2y2_v2,167.0,47.96,1.15,0.93,0.89,0.74,246.0,48.91,1.28,1.09,1.52,1.21,49.0,100.0,3.0,2.83,,0.09,R2Y2_Kai_V2,R2Y2_Kai_V2,Japan,Aviation,7.3,7.3,7.3
me-262a-1a,501.0,58.51,2.38,2.64,0.36,0.4,728.0,38.57,2.03,2.27,0.49,0.54,61.0,,7.33,4.35,1.0,0.15,Me_262_A-1a,Me_262_A-1a,Germany,Aviation,7.3,7.0,7.0
f-86f-2,522.0,59.83,1.18,1.22,1.31,1.37,3810.0,59.56,1.37,1.87,0.23,0.31,79.0,33.33,4.73,7.0,0.33,0.45,F-86F-2,F-86F-2,USA,Aviation,9.0,9.0,9.0
f-86_canadair_german,263.0,75.74,2.06,1.95,2.65,2.65,1033.0,48.56,1.09,1.3,0.21,0.26,62.0,100.0,3.3,,,,CL-13A_Mk_5,CL-13A_Mk_5,Germany,Aviation,8.3,9.3,9.0
f-84g,125.0,68.57,2.41,1.89,1.27,0.94,487.0,64.07,0.66,0.74,0.6,0.68,34.0,,,1.81,,,F-84G-21-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
la_200_toriy,259.0,48.03,1.93,1.3,0.17,0.11,261.0,61.78,0.9,0.69,,,21.0,,,,,,La-200,La-200,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2c_preproduction,202.0,77.31,1.79,1.56,1.86,1.69,1016.0,63.21,1.12,1.43,0.51,0.66,16.0,,,,,,M.D.452_IIC,M.D.452_IIC,France,Aviation,8.7,8.7,8.7
sea_hawk_fga6,,,,,,,307.0,72.46,0.43,0.57,0.97,1.26,21.0,100.0,2.44,2.44,0.67,0.67,sea_hawk_fga6_shop,Sea_Hawk_FGA.6,Britain,Aviation,8.0,8.0,7.3
sea_venom_faw20,7.0,50.0,1.0,1.43,,0.57,,,,,,,14.0,,,,,,Sea_Venom_FAW_20,Sea_Venom_FAW_20,Britain,Aviation,8.0,8.0,8.0
arado-234,184.0,72.37,,,19.51,15.62,2794.0,55.99,,,2.09,2.94,99.0,100.0,,,,0.8,Ar_234_B-2,Ar_234_B-2,Germany,Aviation,6.3,6.7,6.7
fj_4b,527.0,79.32,0.73,0.67,3.61,3.37,1133.0,52.68,0.66,0.79,1.05,1.26,26.0,100.0,2.67,2.26,,0.04,FJ-4B,FJ-4B,USA,Aviation,9.0,8.7,9.0
f-84g_france,186.0,66.91,1.21,0.89,1.36,0.94,328.0,74.3,1.06,0.96,1.44,1.21,,,,,,,F-84G-26-RE,F-84G-26-RE_(France),France,Aviation,7.7,7.7,8.0
tu_14t,338.0,80.31,0.2,0.15,4.94,3.55,322.0,61.02,0.08,0.07,0.38,0.33,139.0,100.0,3.47,1.09,2.8,1.0,Tu-14T,Tu-14T,USSR,Aviation,8.0,8.0,8.0
il_28sh,466.0,70.49,0.36,0.34,5.22,4.66,2673.0,63.26,0.15,0.14,1.03,0.95,1843.0,64.2,0.56,0.44,1.4,1.09,IL-28Sh,IL-28Sh,USSR,Aviation,8.0,8.0,8.0
mig-15bis_nr23_german,833.0,51.73,3.15,3.35,0.54,0.52,5662.0,58.01,1.07,1.3,0.12,0.16,48.0,50.0,1.82,3.64,0.07,0.14,MiG-15bis,MiG-15bis_(Germany),Germany,Aviation,8.7,8.7,9.0
attaker_fb1,22.0,,,,,1.07,421.0,72.23,0.7,1.06,0.85,1.36,20.0,,,,,,Attacker_FB_1,Attacker_FB_1,Britain,Aviation,7.7,7.0,7.3
f-86f-25,435.0,69.75,0.81,0.88,1.96,2.18,980.0,55.08,0.84,0.93,0.45,0.51,,,,,,,F-86F-25,F-86F-25,USA,Aviation,8.0,9.0,9.0
me-262a-2a,57.0,20.83,1.1,1.07,1.11,0.72,432.0,52.4,1.36,2.2,1.04,1.62,19.0,,1.0,1.0,,,Me_262_A-2a,Me_262_A-2a,Germany,Aviation,6.3,6.7,6.7
fj_4b_agm_12b,186.0,39.17,1.72,1.31,1.66,1.23,5952.0,61.39,0.5,0.56,1.79,2.12,89.0,2.38,2.07,1.48,0.83,0.57,FJ-4B_VMF-232,FJ-4B_VMF-232,USA,Aviation,9.0,8.7,9.0
la-15,526.0,58.76,1.35,1.49,0.16,0.18,392.0,51.69,0.94,1.59,0.06,0.08,22.0,,,1.0,,,La-15,La-15,USSR,Aviation,8.0,8.0,8.0
he-162a-2,557.0,57.38,2.06,2.63,0.14,0.17,296.0,61.22,1.58,2.35,0.03,0.06,70.0,,5.6,3.24,,,He_162_A-2,He_162_A-2,Germany,Aviation,6.3,6.3,6.7
yak-15_early,80.0,38.89,0.15,0.26,,,105.0,86.83,1.67,1.75,0.05,0.06,,,,,,,Yak-15P,Yak-15P,USSR,Aviation,6.0,6.3,6.7
me-163b-0,345.0,73.84,5.97,6.96,0.57,0.69,347.0,79.64,2.18,3.25,0.04,0.06,,,,,,,Me_163_B-0,Me_163_B-0,Germany,Aviation,9.0,8.3,8.3
f-84b,529.0,42.83,2.01,1.78,0.66,0.56,1823.0,64.89,0.57,0.69,0.99,1.2,,,,,,,F-84B-26,F-84B-26,USA,Aviation,6.7,7.3,8.0
f-80a,403.0,45.77,1.34,1.11,1.15,0.95,1991.0,70.98,1.32,1.76,0.78,1.06,12.0,100.0,8.5,8.5,,,F-80A-5,F-80A-5,USA,Aviation,6.7,7.0,7.0
kitsuka,107.0,46.24,3.3,6.15,0.24,0.37,595.0,61.7,2.03,2.54,0.68,0.86,38.0,,,2.29,,1.0,Kikka,Kikka,Japan,Aviation,6.7,6.7,6.7
f9f-5,266.0,78.22,0.66,0.71,3.39,3.61,112.0,53.21,1.06,1.17,0.46,0.46,31.0,,,2.94,,,F9F-5,F9F-5,USA,Aviation,8.3,8.3,8.3
go229_v3,202.0,58.33,1.33,0.96,0.93,0.65,506.0,37.22,1.41,1.15,0.53,0.42,54.0,9.09,4.64,3.67,,,Ho_229_V3,Ho_229_V3,Germany,Aviation,7.3,7.3,7.7
il_28,383.0,67.74,0.36,0.27,4.17,3.07,637.0,52.23,0.27,0.23,0.2,0.18,616.0,63.25,1.46,0.66,1.49,0.68,IL-28,IL-28,USSR,Aviation,8.0,8.0,8.0
mig-9_ussr,111.0,56.17,2.31,2.87,0.23,0.3,692.0,66.33,1.86,2.81,0.32,0.48,34.0,,,,,,MiG-9_/L,MiG-9_(l),USSR,Aviation,7.7,7.3,7.7
j8m1,88.0,69.28,1.43,1.73,0.84,0.85,236.0,59.58,1.4,2.15,0.1,0.2,85.0,100.0,2.39,1.48,,,Ki-200,Ki-200,Japan,Aviation,8.0,8.0,8.0
meteor_fmk3,86.0,50.0,2.06,2.5,0.31,0.61,646.0,79.68,1.29,1.77,1.0,1.38,51.0,100.0,8.88,5.21,0.88,0.36,Meteor_F_Mk_3,Meteor_F_Mk_3,Britain,Aviation,7.3,7.0,7.0
meteor_fmk8,63.0,53.03,1.3,1.58,1.22,2.15,318.0,61.96,0.69,1.07,0.7,1.12,133.0,70.0,3.12,2.38,0.72,0.55,Meteor_F_Mk_8_G.41K,Meteor_F_Mk_8_G.41K,Britain,Aviation,8.0,8.0,8.0
f2h-2,133.0,60.56,2.64,1.36,2.87,1.48,367.0,46.05,0.57,0.53,0.3,0.29,106.0,,,0.69,,0.35,F2H-2,F2H-2,USA,Aviation,8.0,8.0,8.0
fiat_g91_r1,68.0,50.0,0.53,0.53,0.84,0.84,937.0,60.81,0.96,1.03,1.29,1.37,28.0,,,,,,G.91_R/1,G.91_R/1,Italy,Aviation,9.0,8.7,8.7
b-57,381.0,77.37,,,5.11,3.92,168.0,43.87,,,1.1,0.88,65.0,100.0,,,1.75,0.65,B-57A,B-57A,USA,Aviation,7.7,7.7,7.7
me-262a-1a_u4,69.0,62.97,0.73,0.72,2.21,3.74,6120.0,54.76,0.1,0.11,1.68,1.91,145.0,75.99,1.02,0.91,4.11,3.85,Me_262_A-1/U4,Me_262_A-1/U4,Germany,Aviation,6.3,6.7,6.7
f-80,115.0,82.61,4.87,3.08,0.47,0.28,241.0,54.62,1.19,1.43,0.78,0.87,31.0,,,,,,F-80C-10,F-80C-10,USA,Aviation,7.3,7.7,7.7
mig-9,342.0,46.83,1.19,1.41,0.33,0.39,579.0,45.29,0.84,0.77,0.12,0.11,31.0,,,,,,MiG-9,MiG-9,USSR,Aviation,7.3,7.3,7.7
me-262c-1a,121.0,67.96,1.44,1.55,0.5,0.53,215.0,34.85,0.55,0.62,1.12,1.28,,,,,,,Me_262_C-1a,Me_262_C-1a,Germany,Aviation,8.0,8.0,8.0
mig-15_ns23,452.0,56.55,1.44,1.13,1.05,0.79,900.0,53.81,0.72,0.65,0.1,0.09,62.0,,,1.0,,0.5,MiG-15,MiG-15,USSR,Aviation,8.7,8.7,8.3
meteor_fmk4_sw,3.0,50.0,1.0,2.0,1.0,2.0,54.0,50.0,0.5,0.39,,,,,,,,,Meteor_F_Mk_4_G.41G,Meteor_F_Mk_4_G.41G,Britain,Aviation,8.0,8.0,8.0
meteor_fmk4_lw,30.0,66.67,1.7,1.7,,,148.0,53.33,0.73,0.49,0.58,0.42,,,,,,,Meteor_F_Mk_4_G.41F,Meteor_F_Mk_4_G.41F,Britain,Aviation,8.0,8.0,8.0
f-84g_italy,114.0,65.84,1.18,0.97,1.59,1.09,1121.0,58.96,0.42,0.39,1.07,0.98,52.0,,1.0,1.0,,,F-84G-21-RE,F-84G-21-RE_(Italy),Italy,Aviation,7.7,7.7,8.0
fiat_g91_ps,145.0,58.41,2.37,1.73,0.49,0.91,856.0,61.94,0.62,0.73,0.69,0.8,26.0,,,,,,G.91_pre-serie,G.91_pre-serie,Italy,Aviation,8.3,8.7,8.3
yak-15,207.0,38.91,1.12,1.18,0.15,0.2,63.0,,2.0,2.03,,0.34,10.0,,,3.0,,,Yak-15,Yak-15,USSR,Aviation,6.3,6.7,6.7
venom_fb4,91.0,89.08,1.48,1.0,3.82,3.38,571.0,60.49,0.92,1.12,0.96,1.12,61.0,18.18,1.91,2.27,0.18,0.36,Venom_FB.4,Venom_FB.4,Britain,Aviation,8.7,8.7,9.0
he-162a-1,,,,,,,11.0,100.0,1.0,,,,,,,,,,He_162_A-1,He_162_A-1,Germany,Aviation,6.3,6.3,6.7
arado-234c-3,393.0,75.6,0.63,0.39,9.59,6.13,1960.0,52.71,0.36,0.37,1.34,1.32,196.0,44.12,1.41,0.73,1.35,0.72,Ar_234_C-3,Ar_234_C-3,Germany,Aviation,7.0,7.3,7.3
meteor_fmk3_navy,76.0,67.39,2.36,2.95,2.6,3.47,16.0,,,,,3.0,,,,,,,Sea_Meteor_F_Mk_3,Sea_Meteor_F_Mk_3,Britain,Aviation,7.7,7.7,7.7
mig-17,534.0,58.12,2.34,1.75,0.79,0.59,3196.0,60.04,1.13,1.48,0.24,0.29,148.0,16.67,1.61,1.55,0.17,0.14,MiG-17,MiG-17,USSR,Aviation,9.0,9.0,9.0
b-57b,392.0,83.08,0.12,0.09,5.7,3.8,449.0,51.22,0.04,0.04,1.22,0.75,247.0,52.73,0.51,0.45,0.92,0.32,B-57B,B-57B,USA,Aviation,8.0,8.0,8.0
f9f-2,128.0,67.91,1.25,1.64,5.05,4.69,314.0,58.79,0.78,0.95,0.38,0.46,41.0,,,2.31,,,F9F-2,F9F-2,USA,Aviation,8.3,8.3,8.3
mig-15,734.0,63.67,2.28,2.4,1.94,2.07,2556.0,66.75,1.35,1.87,0.17,0.24,72.0,31.25,3.75,3.75,0.81,0.81,MiG-15bis,MiG-15bis,USSR,Aviation,8.7,8.7,8.7
canberra_bimk6,216.0,82.71,0.52,0.44,6.38,4.62,119.0,74.64,2.25,1.23,1.13,0.64,105.0,100.0,2.41,1.27,0.26,0.21,Canberra_B_(I)_Mk_6,Canberra_B_(I)_Mk_6,Britain,Aviation,8.0,8.0,8.0
so_4050_vautour_2b,366.0,81.51,,,8.44,6.57,432.0,31.15,,,0.33,0.29,60.0,100.0,,,0.56,1.0,S.O.4050_Vautour_IIB,S.O.4050_Vautour_IIB,France,Aviation,9.0,9.0,9.0
so_4050_vautour_2a,621.0,78.84,0.58,0.55,7.43,6.73,1062.0,45.44,0.39,0.34,0.5,0.4,59.0,100.0,3.44,,,,S.O.4050_Vautour_IIA,S.O.4050_Vautour_IIA,France,Aviation,9.0,9.0,9.0
md_450b_ouragan,196.0,49.83,0.93,0.96,0.65,0.75,164.0,68.82,0.71,0.44,0.83,0.51,14.0,,,,,,M.D.450B_Ouragan,M.D.450B_Ouragan,France,Aviation,7.7,7.7,7.7
la_174,106.0,69.05,2.56,5.2,0.48,1.05,33.0,,,2.53,,,26.0,100.0,1.0,1.0,,,La-174,La-174,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2a,224.0,60.54,0.94,0.65,0.31,0.22,164.0,52.63,0.61,0.66,0.49,0.51,,,,,,,M.D.452_IIA,M.D.452_IIA,France,Aviation,8.3,8.7,8.3
vampire_fb5,76.0,87.66,0.85,0.81,0.3,0.32,2579.0,75.41,0.69,0.94,1.38,1.88,43.0,63.34,0.76,2.0,,,Vampire_FB_5,Vampire_FB_5,Britain,Aviation,7.7,7.3,7.7
j7w1,102.0,62.96,4.11,2.93,,,332.0,77.05,2.6,2.7,0.06,0.12,,,,,,,J7W1,J7W1,Japan,Aviation,5.7,6.0,5.7
fw-190d-12,644.0,61.4,1.68,1.85,0.37,0.41,277.0,64.48,3.11,6.73,1.37,2.93,14.0,,,,,,Fw_190_D-12,Fw_190_D-12,Germany,Aviation,6.0,5.3,5.3
spitfire_xvi,320.0,41.47,1.58,0.85,0.64,0.24,363.0,75.85,0.56,0.66,0.01,0.01,19.0,,,,,,Spitfire_F_Mk_XVI,Spitfire_F_Mk_XVI,Britain,Aviation,4.7,5.0,5.0
p-38k,,,,,,,47.0,19.05,0.74,0.83,0.24,0.29,1.0,,,,,,P-38K,P-38K,USA,Aviation,5.3,5.3,5.3
b-17g,84.0,92.22,0.01,0.01,4.18,2.16,32.0,,,,4.53,4.05,,,,,,,B-17G-60-VE,B-17G-60-VE,USA,Aviation,6.0,5.7,6.7
wyvern_s4,95.0,60.92,0.19,0.16,2.5,4.78,4082.0,65.63,0.11,0.11,1.45,1.37,358.0,74.3,1.86,1.0,3.85,2.22,Wyvern_S4,Wyvern_S4,Britain,Aviation,4.7,5.0,5.0
douglas_ad_4,289.0,56.31,0.94,0.78,2.36,1.95,1960.0,70.65,0.33,0.31,4.15,3.98,75.0,7.14,0.25,0.18,6.91,4.75,AD-4,AD-4,USA,Aviation,6.0,6.0,5.7
