name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
etndard_4m,149.0,79.12,0.93,1.12,0.79,0.97,996.0,62.06,1.4,1.97,0.65,0.93,,,,,,,Etendard_IVM,Etendard_IVM,France,Aviation,9.3,9.0,9.3,4579.0,14527.0,27180.0,False,220.0,100.0,220.0,260.0,220.0,490.0
f-100d,884.0,62.03,1.55,1.45,1.49,1.42,7130.0,53.91,1.24,1.5,0.45,0.52,159.0,100.0,9.63,17.39,0.04,,F-100D,F-100D,USA,Aviation,9.7,9.7,9.7,3553.0,10807.0,22602.0,False,220.0,100.0,220.0,250.0,220.0,360.0
mig-19pt,410.0,60.83,2.9,2.89,0.08,0.08,1545.0,60.34,0.79,1.03,0.15,0.18,56.0,100.0,11.0,6.18,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.0,10.0,10.3,6469.0,9805.0,24209.0,False,220.0,130.0,220.0,230.0,220.0,430.0
javelin_fmk9,448.0,48.68,1.09,1.12,0.09,0.09,500.0,53.79,1.39,1.44,0.12,0.13,32.0,,,5.71,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7,3778.0,10138.0,16308.0,False,214.0,90.0,214.0,260.0,214.0,320.0
f-86k_late,169.0,71.34,2.06,2.35,0.39,0.44,86.0,55.09,1.88,2.92,0.07,0.06,24.0,,,,,,F-86K,F-86K_(France),France,Aviation,9.0,9.3,9.3,8241.0,27019.0,40529.0,False,214.0,120.0,214.0,290.0,214.0,520.0
hunter_f6,482.0,60.37,3.02,2.79,0.23,0.23,1608.0,56.76,1.52,1.96,0.49,0.63,34.0,100.0,13.0,13.0,1.0,1.0,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7,6197.0,13590.0,44847.0,False,220.0,100.0,220.0,230.0,220.0,510.0
md_450b_barougan,145.0,47.08,0.4,0.26,2.04,1.64,1163.0,58.98,0.44,0.52,1.0,1.17,84.0,31.25,0.41,0.54,0.63,0.84,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7,3309.0,11336.0,9513.0,False,190.0,110.0,190.0,250.0,190.0,300.0
me-262c-2b,109.0,81.99,4.9,3.83,0.04,0.04,663.0,49.13,1.92,2.27,0.13,0.16,11.0,,,2.0,,1.0,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0,5701.0,17890.0,13937.0,False,202.0,120.0,202.0,330.0,202.0,300.0
mig-15bis_ish,94.0,70.0,3.82,2.49,4.8,3.34,1409.0,53.42,1.48,1.78,0.65,0.82,23.0,,,0.84,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.3,8.7,2000.0,2900.0,890.0,True,416.0,200.0,416.0,400.0,416.0,540.0
f-86f-35,311.0,63.73,1.81,1.21,1.35,1.0,4056.0,53.98,0.76,0.89,0.76,0.89,49.0,100.0,2.06,0.97,,,F-86F-35,F-86F-35,USA,Aviation,8.0,8.7,9.0,2410.0,3700.0,2300.0,True,464.0,200.0,464.0,460.0,464.0,580.0
