name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,779.0,59.22,1.39,1.09,1.45,1.12,3860.0,61.37,0.67,0.75,0.39,0.46,234.0,62.1,7.82,4.44,1.02,0.59,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,543.0,56.08,2.59,2.71,0.12,0.13,2822.0,54.1,1.05,1.37,0.04,0.05,152.0,30.0,13.23,13.72,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,147.0,69.3,1.68,1.06,0.11,0.1,629.0,58.0,1.71,2.83,0.1,0.15,55.0,100.0,5.3,3.83,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,623.0,65.43,2.75,2.87,0.28,0.29,1467.0,71.89,2.25,4.43,0.08,0.14,43.0,100.0,6.67,6.74,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,418.0,53.6,1.98,2.02,0.45,0.48,3967.0,64.89,1.74,2.43,0.33,0.47,151.0,63.16,19.74,13.7,,,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,182.0,69.48,1.15,0.45,2.26,1.02,430.0,76.75,0.49,0.52,1.18,1.26,125.0,100.0,4.3,1.63,3.93,1.41,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,79.0,62.5,1.98,2.79,0.35,0.53,421.0,67.74,2.1,4.16,0.19,0.38,50.0,,,1.24,,0.32,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,44.0,,1.0,1.0,4.0,3.73,1566.0,51.0,0.61,0.66,0.32,0.34,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,132.0,52.25,1.15,0.98,0.84,0.99,4829.0,61.32,0.59,0.7,0.44,0.51,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,247.0,58.84,1.19,1.43,3.25,3.79,2312.0,61.03,0.48,0.47,0.93,0.9,642.0,98.67,5.32,0.69,2.15,0.23,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
