name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
me-163b-0,291.0,59.95,5.02,7.03,0.29,0.42,75.0,55.8,2.5,4.48,,,,,,,,,Me_163_B-0,Me_163_B-0,Germany,Aviation,9.0,8.3,8.3
f-84b,696.0,59.74,2.65,2.32,1.13,0.99,1308.0,71.65,0.83,0.88,1.29,1.38,63.0,,,0.03,,0.72,F-84B-26,F-84B-26,USA,Aviation,6.7,7.3,8.0
f-80a,444.0,60.32,1.44,1.76,0.93,1.15,1569.0,66.94,1.0,1.42,0.82,1.17,63.0,100.0,2.12,2.5,,,F-80A-5,F-80A-5,USA,Aviation,6.7,7.0,7.0
kitsuka,117.0,67.42,4.87,9.42,0.76,1.38,759.0,66.22,1.93,2.03,0.76,0.8,10.0,,,1.0,,,Kikka,Kikka,Japan,Aviation,6.7,6.7,6.7
f9f-5,309.0,64.52,0.99,1.0,1.74,1.7,119.0,91.09,2.23,2.7,0.48,0.74,19.0,,,,,,F9F-5,F9F-5,USA,Aviation,8.3,8.3,8.3
go229_v3,180.0,71.48,2.41,2.06,1.43,1.01,518.0,54.93,0.96,1.41,0.55,0.79,34.0,,3.0,,2.0,,Ho_229_V3,Ho_229_V3,Germany,Aviation,7.3,7.3,7.7
il_28,438.0,72.54,0.29,0.22,5.57,3.88,454.0,56.66,0.19,0.18,0.88,0.75,315.0,50.56,0.4,0.27,0.75,0.73,IL-28,IL-28,USSR,Aviation,8.0,8.0,8.0
mig-9_ussr,125.0,,1.0,0.96,1.0,0.52,518.0,52.34,1.58,2.2,0.19,0.27,15.0,,,,,,MiG-9_/L,MiG-9_(l),USSR,Aviation,7.7,7.3,7.7
j8m1,117.0,76.81,4.15,2.79,0.89,0.71,279.0,55.54,1.27,1.73,,,5.0,,,2.0,,,Ki-200,Ki-200,Japan,Aviation,8.0,8.0,8.0
meteor_fmk3,138.0,59.42,1.74,1.13,1.99,1.49,415.0,78.55,1.69,2.67,0.9,1.45,30.0,,,,,,Meteor_F_Mk_3,Meteor_F_Mk_3,Britain,Aviation,7.3,7.0,7.0
meteor_fmk8,289.0,62.65,0.86,1.01,1.32,1.62,348.0,67.23,1.88,1.8,0.4,0.39,145.0,100.0,7.62,5.43,1.6,1.0,Meteor_F_Mk_8_G.41K,Meteor_F_Mk_8_G.41K,Britain,Aviation,8.0,8.0,8.0
f2h-2,314.0,56.28,1.02,1.17,1.05,1.17,493.0,57.75,0.86,1.15,0.4,0.52,157.0,100.0,5.19,1.2,1.56,0.49,F2H-2,F2H-2,USA,Aviation,8.0,8.0,8.0
fiat_g91_r1,92.0,100.0,1.57,1.4,2.83,2.63,1253.0,51.39,0.79,0.97,1.0,1.26,24.0,,1.0,1.0,1.0,1.0,G.91_R/1,G.91_R/1,Italy,Aviation,9.0,8.7,8.7
b-57,293.0,76.47,,,8.46,5.47,33.0,92.11,,,0.81,0.86,41.0,100.0,,,,,B-57A,B-57A,USA,Aviation,7.7,7.7,7.7
me-262a-1a_u4,81.0,68.18,1.81,1.61,1.57,1.42,4068.0,52.5,0.1,0.1,1.59,1.6,96.0,47.22,1.85,2.64,1.68,2.04,Me_262_A-1/U4,Me_262_A-1/U4,Germany,Aviation,6.3,6.7,6.7
f-80,298.0,59.37,1.51,1.65,1.92,2.04,279.0,67.26,0.94,1.07,0.67,0.78,29.0,,,1.0,,,F-80C-10,F-80C-10,USA,Aviation,7.3,7.7,7.7
mig-9,281.0,60.57,2.07,2.11,0.37,0.23,718.0,55.43,0.95,1.01,0.19,0.2,35.0,,,1.18,,0.7,MiG-9,MiG-9,USSR,Aviation,7.3,7.3,7.7
me-262c-1a,21.0,33.33,1.33,1.5,1.44,1.3,133.0,38.89,1.18,1.24,,,1.0,,,,,,Me_262_C-1a,Me_262_C-1a,Germany,Aviation,8.0,8.0,8.0
mig-15_ns23,454.0,59.74,0.73,0.69,1.02,0.95,915.0,41.94,0.63,0.65,0.06,0.06,36.0,,,2.37,,,MiG-15,MiG-15,USSR,Aviation,8.7,8.7,8.3
meteor_fmk4_sw,173.0,47.9,1.31,1.64,0.21,0.26,84.0,85.8,1.67,2.33,0.81,0.93,,,,,,,Meteor_F_Mk_4_G.41G,Meteor_F_Mk_4_G.41G,Britain,Aviation,8.0,8.0,8.0
meteor_fmk4_lw,103.0,50.44,0.84,0.94,0.01,0.01,85.0,67.61,1.05,2.84,0.12,0.36,34.0,,,0.9,,,Meteor_F_Mk_4_G.41F,Meteor_F_Mk_4_G.41F,Britain,Aviation,8.0,8.0,8.0
f-84g_italy,152.0,52.26,2.79,2.07,2.98,2.09,1141.0,55.08,0.81,0.78,1.12,1.04,182.0,,9.9,2.07,0.98,0.12,F-84G-21-RE,F-84G-21-RE_(Italy),Italy,Aviation,7.7,7.7,8.0
fiat_g91_ps,147.0,57.44,1.51,0.94,1.18,0.78,782.0,44.97,0.92,0.86,0.76,0.7,80.0,31.67,0.02,0.03,0.07,0.13,G.91_pre-serie,G.91_pre-serie,Italy,Aviation,8.3,8.7,8.3
yak-15,321.0,54.4,1.79,2.34,0.06,0.06,102.0,38.89,1.97,2.56,,,82.0,100.0,3.6,3.43,,,Yak-15,Yak-15,USSR,Aviation,6.3,6.7,6.7
venom_fb4,345.0,63.64,1.19,1.37,0.94,1.12,766.0,66.36,1.29,1.6,0.85,1.01,30.0,,,1.25,,,Venom_FB.4,Venom_FB.4,Britain,Aviation,8.7,8.7,9.0
he-162a-1,,,,,,,37.0,34.52,1.0,1.57,,,,,,,,,He_162_A-1,He_162_A-1,Germany,Aviation,6.3,6.3,6.7
arado-234c-3,147.0,86.01,0.38,0.21,18.74,11.24,2089.0,55.9,0.38,0.38,1.52,1.48,143.0,,1.0,0.45,2.0,0.65,Ar_234_C-3,Ar_234_C-3,Germany,Aviation,7.0,7.3,7.3
meteor_fmk3_navy,152.0,58.8,1.07,0.88,0.53,0.38,79.0,7.25,0.37,0.21,0.89,1.03,,,,,,,Sea_Meteor_F_Mk_3,Sea_Meteor_F_Mk_3,Britain,Aviation,7.7,7.7,7.7
mig-17,769.0,56.83,2.52,2.42,0.86,0.84,2443.0,62.77,1.2,1.67,0.31,0.43,42.0,,3.5,1.27,,,MiG-17,MiG-17,USSR,Aviation,9.0,9.0,9.0
b-57b,607.0,67.79,0.02,0.03,4.08,4.0,557.0,50.56,0.18,0.13,1.35,1.02,475.0,100.0,0.48,0.19,1.01,0.31,B-57B,B-57B,USA,Aviation,8.0,8.0,8.0
f9f-2,294.0,59.65,1.15,1.21,1.8,1.86,334.0,73.11,0.86,0.96,0.89,0.94,180.0,100.0,6.32,2.48,1.8,0.81,F9F-2,F9F-2,USA,Aviation,8.3,8.3,8.3
mig-15,852.0,58.09,1.87,1.94,1.1,1.16,3080.0,58.76,1.17,1.65,0.23,0.31,30.0,100.0,,,,,MiG-15bis,MiG-15bis,USSR,Aviation,8.7,8.7,8.7
canberra_bimk6,520.0,69.17,0.26,0.22,5.3,4.63,372.0,69.03,1.48,2.46,1.08,1.75,433.0,100.0,5.22,1.08,3.97,0.88,Canberra_B_(I)_Mk_6,Canberra_B_(I)_Mk_6,Britain,Aviation,8.0,8.0,8.0
so_4050_vautour_2b,285.0,83.65,,,10.27,7.98,356.0,34.69,,,0.48,0.39,39.0,,,,,,S.O.4050_Vautour_IIB,S.O.4050_Vautour_IIB,France,Aviation,9.0,9.0,9.0
so_4050_vautour_2a,545.0,79.35,0.53,0.56,6.73,7.2,750.0,51.16,0.73,0.67,0.44,0.38,49.0,,,3.0,,,S.O.4050_Vautour_IIA,S.O.4050_Vautour_IIA,France,Aviation,9.0,9.0,9.0
md_450b_ouragan,211.0,66.61,0.6,0.5,1.62,1.27,183.0,65.14,0.73,0.89,0.81,1.16,6.0,50.0,0.5,0.2,,,M.D.450B_Ouragan,M.D.450B_Ouragan,France,Aviation,7.7,7.7,7.7
la_174,64.0,66.67,0.97,1.83,0.89,1.36,21.0,100.0,2.91,,,,4.0,,,,,,La-174,La-174,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2a,157.0,57.27,1.13,1.59,0.13,0.17,133.0,63.67,1.26,2.3,,,19.0,,,,,,M.D.452_IIA,M.D.452_IIA,France,Aviation,8.3,8.7,8.3
vampire_fb5,194.0,62.53,1.26,1.06,5.34,4.57,1665.0,76.59,0.94,1.19,1.14,1.46,44.0,100.0,2.23,1.73,1.0,0.64,Vampire_FB_5,Vampire_FB_5,Britain,Aviation,7.7,7.3,7.7
j7w1,108.0,66.67,6.03,4.52,0.73,0.58,271.0,50.0,3.85,2.39,0.78,0.54,,,,,,,J7W1,J7W1,Japan,Aviation,5.7,6.0,5.7
fw-190d-12,935.0,62.39,1.78,1.93,0.49,0.53,314.0,65.8,2.0,2.26,1.5,1.69,22.0,,,,,,Fw_190_D-12,Fw_190_D-12,Germany,Aviation,6.0,5.3,5.3
spitfire_xvi,180.0,61.67,1.74,1.26,0.56,0.39,131.0,74.02,2.07,1.23,1.87,1.1,6.0,,,,,,Spitfire_F_Mk_XVI,Spitfire_F_Mk_XVI,Britain,Aviation,4.7,5.0,5.0
p-38k,5.0,,,,,,27.0,100.0,1.0,0.11,1.0,0.48,,,,,,,P-38K,P-38K,USA,Aviation,5.3,5.3,5.3
b-17g,102.0,60.0,0.2,0.09,3.17,3.29,76.0,,,,1.41,1.08,32.0,,,,,,B-17G-60-VE,B-17G-60-VE,USA,Aviation,6.0,5.7,6.7
wyvern_s4,316.0,68.95,0.75,0.63,4.51,3.72,3831.0,59.72,0.2,0.19,2.3,2.08,603.0,68.33,2.79,0.5,2.75,0.51,Wyvern_S4,Wyvern_S4,Britain,Aviation,4.7,5.0,5.0
douglas_ad_4,286.0,60.53,0.98,0.85,3.85,3.29,1890.0,67.97,0.33,0.27,8.32,6.64,96.0,100.0,,,21.67,13.73,AD-4,AD-4,USA,Aviation,6.0,6.0,5.7
tu_4,143.0,88.81,0.66,0.57,5.28,4.6,537.0,58.48,0.88,1.09,0.3,0.39,56.0,,,0.75,,0.2,Tu-4,Tu-4,USSR,Aviation,7.3,8.0,7.7
n1k2_jko,70.0,93.33,0.97,0.76,2.12,1.88,133.0,79.22,2.57,3.3,2.07,2.76,19.0,,,,,,N1K2-Ja,N1K2-Ja,Japan,Aviation,6.0,6.0,6.3
he_219a_7,82.0,93.94,4.36,2.35,,,1689.0,74.26,0.61,0.48,1.68,1.37,20.0,,,0.07,,0.07,He_219_A-7,He_219_A-7,Germany,Aviation,4.7,4.3,4.3
sm_91,273.0,63.48,1.89,1.59,3.33,2.95,847.0,64.59,2.23,2.41,1.29,1.37,107.0,62.78,2.57,2.86,1.66,1.99,SM.91,SM.91,Italy,Aviation,3.7,3.7,3.7
n1k1_ja,91.0,30.46,3.58,2.27,0.57,0.37,150.0,87.36,1.84,1.93,2.58,2.68,,,,,,,N1K1-Ja,N1K1-Ja,Japan,Aviation,5.3,5.3,5.0
g5n1,56.0,28.33,,,0.77,1.03,37.0,20.83,,,1.21,1.37,,,,,,,G5N1,G5N1,Japan,Aviation,4.3,5.0,5.3
tu-2_postwar,116.0,85.92,0.13,0.13,14.39,9.68,261.0,61.09,,,1.93,1.97,,,,,,,Tu-2S-44,Tu-2S-44,USSR,Aviation,6.0,6.0,6.0
b_24d,92.0,68.33,0.43,0.45,3.82,3.64,2.0,,,,1.0,1.0,,,,,,,B-24D-25-CO,B-24D-25-CO,USA,Aviation,5.7,6.0,6.0
bf-109k-4,2419.0,60.69,3.27,3.09,0.17,0.16,2215.0,64.87,1.68,2.14,0.2,0.26,204.0,27.65,3.39,4.37,,,Bf_109_K-4,Bf_109_K-4,Germany,Aviation,6.0,5.7,6.3
p-47n-15,519.0,63.78,1.56,0.98,2.55,1.48,2235.0,72.25,0.35,0.36,1.43,1.48,50.0,100.0,7.0,3.77,3.0,1.67,P-47N-15,P-47N-15,USA,Aviation,5.0,5.0,4.7
spitfire_ix_usa,65.0,30.0,3.0,1.98,,,708.0,58.49,0.9,1.02,0.4,0.46,217.0,60.19,2.2,1.73,0.77,0.46,Spitfire_LF_Mk_IXc,Spitfire_F_Mk_IXc,Britain,Aviation,4.3,4.7,4.7
p-47m-1-re,477.0,72.4,2.4,1.98,3.71,3.01,1703.0,75.17,0.89,0.9,1.61,1.59,49.0,94.05,1.26,1.67,1.23,1.33,P-47M-1-RE,P-47N-15,USA,Aviation,5.0,5.0,4.7
f7f3,2.0,,,,,,258.0,84.16,3.09,9.94,1.29,4.2,,,,,,,F7F-3,F7F-3,USA,Aviation,6.7,6.0,6.3
spitfire_ix,103.0,65.79,1.82,0.92,0.04,0.03,714.0,68.91,1.78,2.19,0.58,0.73,75.0,50.0,0.95,1.61,0.33,0.65,Spitfire_LF_Mk_IX,Spitfire_LF_Mk_IX,Britain,Aviation,5.7,5.7,5.0
fw-190c,168.0,67.76,3.82,3.64,0.09,0.07,549.0,70.82,1.9,2.66,1.07,1.51,,,,,,,Fw_190_C,Fw_190_C,Germany,Aviation,5.3,5.0,5.0
brigand_b1,25.0,100.0,,,5.8,5.21,93.0,,,,7.32,4.24,,,,,,,Brigand_B_1,Brigand_B_1,Britain,Aviation,5.0,4.7,4.3
ki_87,,,,,,,167.0,79.61,2.64,1.66,1.03,0.66,,,,,,,Ki-87,Ki-87,Japan,Aviation,6.0,6.0,6.0
su-6_m71,241.0,70.13,0.53,0.53,3.97,3.94,629.0,47.02,0.16,0.11,4.43,3.33,85.0,100.0,,,,,Su-6_(M-71F),Su-6_(M-71F),USSR,Aviation,5.3,5.3,5.3
b-29,311.0,72.11,0.28,0.29,4.16,4.33,379.0,68.87,1.07,1.25,0.47,0.54,128.0,,,0.49,,,B-29A-BN,B-29A-BN,USA,Aviation,6.3,6.3,7.0
f8f1,716.0,77.69,1.21,1.18,1.72,1.55,686.0,75.32,0.48,0.44,1.11,1.0,,,,,,,F8F-1,F8F-1,USA,Aviation,4.7,6.0,6.0
spitfire_f22,105.0,19.23,2.45,2.22,2.08,1.47,608.0,76.9,1.56,2.08,1.12,1.51,,,,,,,Spitfire_F_Mk_22,Spitfire_F_Mk_22,Britain,Aviation,5.7,6.3,6.0
sea_fury_fb11,20.0,100.0,1.78,1.13,1.33,1.67,189.0,41.39,1.14,1.04,0.67,0.6,2.0,,,,,,Sea_Fury_FB_11,Sea_Fury_FB_11,Britain,Aviation,5.7,5.3,5.7
do_217m_1,958.0,81.61,,,8.44,7.1,273.0,71.41,,,2.51,2.67,9.0,100.0,5.0,,,,Do_217_M-1,Do_217_M-1,Germany,Aviation,5.3,5.0,5.7
p1y1_mod11,249.0,77.87,,,3.62,3.82,52.0,50.0,,,2.07,2.18,,,,,,,"P1Y1_mod._11_""Ginga""",P1Y1_mod._11,Japan,Aviation,4.7,4.7,4.7
fw-190a-8,1603.0,64.95,2.31,2.3,0.44,0.44,850.0,69.42,2.14,3.45,0.95,1.54,42.0,,1.21,1.02,0.25,0.23,Fw_190_A-8,Fw_190_A-8,Germany,Aviation,5.3,5.0,5.0
tempest_mk2,190.0,49.89,4.22,3.53,1.95,1.52,253.0,65.1,1.27,1.71,0.65,0.88,11.0,,,,,,Tempest_Mk_II,Tempest_Mk_II,Britain,Aviation,6.3,6.0,6.3
he-177a-5,885.0,70.83,0.23,0.22,3.68,3.38,492.0,82.37,0.65,0.79,1.36,1.65,180.0,,2.56,0.23,3.17,1.03,He_177_A-5,He_177_A-5,Germany,Aviation,5.7,5.3,5.7
il-10_1946,318.0,65.86,0.85,0.8,3.08,3.04,179.0,60.28,0.08,0.06,4.5,3.15,74.0,,0.52,0.44,0.9,0.56,IL-10_(1946),IL-10_(1946),USSR,Aviation,5.0,5.3,5.3
ta-152c,275.0,68.79,2.09,2.12,0.29,0.33,1259.0,78.96,2.78,4.41,1.05,1.66,48.0,100.0,2.67,3.13,2.0,2.0,Ta_152_C-3,Ta_152_C-3,Germany,Aviation,6.3,5.7,5.7
lancaster_mk1,73.0,100.0,,,4.57,2.75,23.0,,,,0.45,0.52,107.0,100.0,0.03,0.14,,,Lancaster_B_Mk_I,Lancaster_B_Mk_I,Britain,Aviation,5.0,5.3,5.7
do_335b_2,98.0,64.58,1.85,0.95,2.77,1.73,3976.0,64.5,0.56,0.5,1.59,1.42,6.0,,,,,,Do_335_B-2,Do_335_B-2,Germany,Aviation,5.7,5.7,5.7
n1k2_j,205.0,56.22,1.18,1.03,0.83,0.7,216.0,88.04,1.42,1.51,1.33,1.38,25.0,,0.88,0.47,,,N1K2-J,N1K2-J,Japan,Aviation,5.7,6.0,6.0
do_335a_0,238.0,38.68,1.71,0.88,0.04,0.03,380.0,92.5,2.28,1.85,0.66,0.51,,,,,,,Do_335_A-0,Do_335_A-0,Germany,Aviation,5.3,5.3,5.0
lancaster_mk3,63.0,53.33,,,6.04,6.06,55.0,,,,1.2,0.91,51.0,100.0,,,,,Lancaster_B_Mk_III,Lancaster_B_Mk_III,Britain,Aviation,5.0,5.3,6.0
do_335a_1,112.0,73.72,1.3,0.86,2.55,2.51,492.0,52.89,0.46,0.38,1.07,0.92,,,,,,,Do_335_A-1,Do_335_A-1,Germany,Aviation,4.7,5.0,5.0
