name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,595.0,71.36,1.38,1.25,2.7,2.43,2618.0,50.18,0.58,0.58,0.39,0.41,209.0,59.03,3.86,3.31,0.51,0.47,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,718.0,53.37,2.03,2.46,0.05,0.06,3963.0,55.85,0.92,1.17,0.05,0.1,102.0,78.16,9.93,9.07,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,144.0,68.28,2.16,1.11,,,284.0,63.15,1.87,1.75,0.01,0.01,28.0,100.0,5.0,2.71,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,406.0,74.8,3.62,2.43,0.42,0.26,1180.0,67.1,1.69,2.81,0.01,0.03,,,,,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,171.0,64.76,3.3,1.71,1.23,0.59,2426.0,60.78,1.82,2.51,0.21,0.29,134.0,78.21,9.95,8.36,0.28,0.08,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,193.0,50.48,0.73,0.43,1.53,1.0,572.0,59.51,0.55,0.53,1.1,1.07,39.0,100.0,2.0,1.86,3.38,3.18,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,172.0,74.26,4.47,3.77,0.06,0.06,395.0,77.22,2.38,4.18,0.36,0.75,88.0,50.0,2.71,1.95,0.5,0.23,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,122.0,77.62,2.39,1.67,3.04,2.17,1030.0,64.1,0.62,0.7,0.39,0.43,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,138.0,13.33,7.52,1.57,1.17,0.31,2432.0,48.85,0.55,0.57,0.39,0.41,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,92.0,62.96,0.66,0.56,2.84,2.46,2410.0,64.53,0.31,0.36,1.07,1.21,204.0,72.67,0.81,0.35,0.89,0.39,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
