name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
etndard_4m,,,,,,,36.0,72.86,1.9,2.52,0.18,0.3,,,,,,,Etendard_IVM,Etendard_IVM,France,Aviation,9.3,9.3,9.3
f-100d,439.0,84.35,1.1,1.01,3.54,3.17,1999.0,49.92,0.49,0.53,0.36,0.37,133.0,91.94,8.68,7.79,0.52,0.49,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,512.0,57.24,2.57,2.92,0.14,0.15,2622.0,57.68,0.86,1.19,0.05,0.07,58.0,100.0,13.85,6.2,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,113.0,78.82,1.23,1.14,,,378.0,50.0,0.83,1.01,,,29.0,,,0.63,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,172.0,73.08,3.61,2.09,0.96,0.61,743.0,70.52,1.88,3.13,,,21.0,100.0,3.58,3.64,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,143.0,91.83,4.04,1.71,0.32,0.25,1944.0,62.66,1.75,2.45,0.35,0.49,46.0,,,11.3,,,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,104.0,48.99,0.54,0.4,0.39,0.35,665.0,54.99,0.43,0.52,0.92,1.11,17.0,100.0,2.0,1.8,4.0,3.6,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,211.0,71.4,2.63,2.42,0.1,0.09,284.0,63.04,1.9,3.84,0.15,0.37,22.0,,,1.39,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,97.0,99.0,2.69,1.98,4.18,2.92,1051.0,61.34,0.56,0.7,0.37,0.48,13.0,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,4.0,,,2.0,,0.33,2248.0,51.66,0.56,0.6,0.37,0.4,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,72.0,72.41,0.76,0.43,4.97,2.95,1537.0,65.76,0.41,0.41,1.09,1.13,191.0,84.62,1.67,0.66,,,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,101.0,85.8,,,9.5,7.5,27.0,100.0,,,1.14,,11.0,,,,,,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,94.0,60.53,1.74,1.31,0.5,0.24,55.0,,,0.67,,,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
f-86f-30_japan,87.0,61.36,2.16,1.75,2.64,2.56,939.0,59.19,0.92,0.86,0.49,0.46,122.0,32.13,1.79,2.19,0.2,0.28,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,9.0,9.0
yak-30d,624.0,52.85,2.28,2.31,0.19,0.18,196.0,79.91,1.33,2.41,0.11,0.24,125.0,82.0,6.26,4.52,,,Yak-30,Yak-30,USSR,Aviation,8.3,8.3,8.0
hunter_f1,43.0,50.0,2.25,1.75,,,1347.0,65.33,1.58,2.21,0.26,0.36,21.0,100.0,3.33,,,,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0
me-163b,247.0,57.81,3.69,2.64,0.32,0.16,550.0,63.05,1.23,1.29,0.06,0.05,109.0,,,2.19,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0
f-86f-40_japan,97.0,61.11,2.08,1.99,1.94,1.92,528.0,57.65,0.72,0.95,0.32,0.41,17.0,100.0,3.67,3.67,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3
yak-23,338.0,60.06,3.21,3.63,0.56,0.64,467.0,69.35,1.77,4.28,0.22,0.51,24.0,,,,,,Yak-23,Yak-23,USSR,Aviation,7.7,8.0,7.7
f9f-8,311.0,88.35,0.74,0.75,2.47,2.47,663.0,64.72,1.62,2.0,0.55,0.68,415.0,97.58,17.37,3.74,0.32,0.05,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3
f-86a-5,302.0,63.12,2.06,1.33,1.54,1.06,2677.0,49.86,0.79,0.84,0.42,0.46,65.0,100.0,5.13,2.53,1.25,1.13,F-86A-5,F-86A-5,USA,Aviation,8.0,8.7,8.7
f3d_1,53.0,18.18,1.75,1.22,6.05,4.32,712.0,74.65,0.7,0.79,1.23,1.38,71.0,,,3.8,,2.1,F3D-1,F3D-1,USA,Aviation,7.0,7.0,7.0
r2y2_kai,98.0,64.74,1.56,1.21,2.05,1.75,520.0,56.47,2.03,2.01,1.26,1.21,128.0,1.28,7.21,3.05,1.64,0.49,R2Y2_Kai_V3,R2Y2_Kai_V3,Japan,Aviation,7.3,7.3,7.7
r2y2_v1,65.0,74.64,0.74,0.43,2.03,1.77,469.0,57.19,1.24,1.3,0.91,0.93,85.0,,3.0,2.84,2.08,1.87,R2Y2_Kai_V1,R2Y2_Kai_V1,Japan,Aviation,7.7,7.3,7.3
