name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,849.0,60.04,1.68,1.53,0.78,0.71,4496.0,59.73,0.84,0.93,0.32,0.33,404.0,69.74,1.92,2.3,0.57,0.69,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,486.0,54.09,2.79,3.18,0.06,0.07,2753.0,53.06,1.1,1.52,0.08,0.1,124.0,40.92,2.52,4.43,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,254.0,64.42,1.6,1.36,0.25,0.22,473.0,54.14,1.41,1.64,0.09,0.09,82.0,100.0,6.93,5.01,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,441.0,61.56,2.93,2.77,0.22,0.21,1239.0,70.63,1.83,2.6,0.1,0.1,32.0,,,7.36,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,93.0,32.38,5.0,3.34,0.96,0.67,5674.0,64.23,1.73,2.48,0.29,0.4,231.0,74.7,9.96,11.21,0.32,0.45,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,111.0,81.28,0.5,0.45,1.52,1.22,451.0,62.75,0.72,0.56,1.42,1.12,48.0,,,0.89,,1.64,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,121.0,61.67,2.43,2.01,0.23,0.22,172.0,79.82,2.47,3.46,0.16,0.19,21.0,,,1.0,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,79.0,52.14,0.75,0.7,1.15,2.17,1138.0,53.5,0.65,0.7,0.24,0.28,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,249.0,50.65,0.85,0.83,0.89,0.97,4101.0,57.22,0.61,0.72,0.52,0.6,8.0,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,111.0,65.83,1.38,1.54,3.08,3.33,1769.0,61.91,0.58,0.62,1.13,1.18,868.0,72.58,5.02,0.57,2.59,0.3,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,396.0,62.12,,,4.69,5.4,94.0,1.39,,,0.31,0.22,223.0,61.37,,,0.68,0.24,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,198.0,62.4,1.91,2.2,0.18,0.2,54.0,100.0,2.33,1.03,,,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
f-86f-30_japan,69.0,75.3,0.9,0.79,0.98,0.86,465.0,59.72,0.75,1.04,0.34,0.5,2.0,,,,,,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,9.0,9.0
yak-30d,279.0,60.62,1.77,2.25,0.36,0.46,302.0,46.84,1.59,1.86,0.19,0.19,80.0,25.0,6.5,3.65,,,Yak-30,Yak-30,USSR,Aviation,8.3,8.3,8.0
hunter_f1,281.0,64.92,3.6,3.1,0.32,0.33,1981.0,61.84,1.65,1.99,0.35,0.43,90.0,,,7.69,,0.81,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0
me-163b,222.0,52.36,2.91,6.08,,,327.0,40.38,1.26,1.33,0.02,0.02,41.0,,,2.17,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0
f-86f-40_japan,116.0,69.29,2.82,2.05,1.78,1.14,326.0,49.08,0.87,1.22,0.68,0.96,9.0,,,,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3
yak-23,187.0,65.5,3.25,3.11,0.3,0.23,342.0,64.73,1.55,2.78,0.2,0.42,23.0,,1.67,,,,Yak-23,Yak-23,USSR,Aviation,7.7,8.0,7.7
f9f-8,401.0,56.98,1.01,1.07,1.11,1.2,540.0,60.51,1.64,1.42,0.48,0.42,273.0,72.05,8.7,4.84,0.71,0.37,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3
f-86a-5,708.0,55.91,1.13,0.97,1.29,1.09,3133.0,59.24,0.8,0.95,0.57,0.68,18.0,,,1.54,,1.38,F-86A-5,F-86A-5,USA,Aviation,8.0,8.7,8.7
f3d_1,201.0,60.53,0.97,0.85,2.56,2.33,579.0,76.95,0.61,0.68,0.69,0.79,71.0,89.47,4.43,2.61,0.48,0.2,F3D-1,F3D-1,USA,Aviation,7.0,7.0,7.0
r2y2_kai,32.0,100.0,,,3.32,2.95,281.0,65.5,1.72,1.68,1.18,1.18,48.0,26.92,4.85,5.39,0.73,0.64,R2Y2_Kai_V3,R2Y2_Kai_V3,Japan,Aviation,7.3,7.3,7.7
r2y2_v1,53.0,100.0,,,6.86,3.28,401.0,63.62,1.27,1.25,0.93,0.91,21.0,,,6.0,,2.0,R2Y2_Kai_V1,R2Y2_Kai_V1,Japan,Aviation,7.7,7.3,7.3
r2y2_v2,22.0,100.0,,,3.14,3.14,138.0,67.35,3.15,3.29,1.66,1.7,21.0,,,3.89,,,R2Y2_Kai_V2,R2Y2_Kai_V2,Japan,Aviation,7.3,7.3,7.3
me-262a-1a,57.0,54.55,3.06,2.24,0.73,0.75,689.0,44.75,1.35,1.64,0.33,0.38,15.0,,13.0,12.5,,,Me_262_A-1a,Me_262_A-1a,Germany,Aviation,7.3,7.0,7.0
f-86f-2,711.0,54.29,2.15,1.78,0.75,0.6,4086.0,67.82,1.69,2.45,0.22,0.3,28.0,,,,,,F-86F-2,F-86F-2,USA,Aviation,9.0,9.0,9.0
f-86_canadair_german,353.0,57.43,1.65,1.36,1.54,1.26,697.0,54.17,0.86,0.9,0.3,0.31,23.0,,3.0,2.47,,,CL-13A_Mk_5,CL-13A_Mk_5,Germany,Aviation,8.3,9.3,9.0
f-84g,236.0,65.97,0.96,0.88,1.13,1.0,617.0,67.41,0.68,0.72,0.98,1.03,68.0,16.67,2.65,1.14,0.15,0.53,F-84G-21-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
la_200_toriy,72.0,97.78,0.97,0.35,0.09,0.04,135.0,55.64,1.28,1.43,0.26,0.3,26.0,,3.0,2.13,,,La-200,La-200,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2c_preproduction,263.0,61.18,1.09,1.37,1.51,1.89,933.0,55.31,1.25,1.27,0.77,0.8,27.0,,,,,,M.D.452_IIC,M.D.452_IIC,France,Aviation,8.7,8.7,8.7
sea_hawk_fga6,113.0,49.29,1.07,1.24,0.65,0.75,191.0,67.98,0.37,0.28,1.06,0.71,17.0,,,1.94,,0.24,sea_hawk_fga6_shop,Sea_Hawk_FGA.6,Britain,Aviation,8.0,8.0,7.3
sea_venom_faw20,47.0,51.59,1.01,2.07,,,11.0,100.0,1.0,0.6,0.75,0.4,14.0,100.0,1.64,,,,Sea_Venom_FAW_20,Sea_Venom_FAW_20,Britain,Aviation,8.0,8.0,8.0
arado-234,190.0,88.75,,,22.1,10.16,1291.0,53.76,,,2.71,3.4,25.0,,,,,0.2,Ar_234_B-2,Ar_234_B-2,Germany,Aviation,6.3,6.7,6.7
fj_4b,347.0,62.57,0.88,0.84,1.67,1.63,759.0,72.95,0.85,0.9,1.0,1.05,117.0,71.93,2.96,3.06,1.01,0.91,FJ-4B,FJ-4B,USA,Aviation,9.0,8.7,9.0
f-84g_france,145.0,67.8,1.1,1.2,2.06,2.12,303.0,55.07,1.25,0.9,1.25,0.86,85.0,78.57,4.64,1.86,1.43,0.58,F-84G-26-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
tu_14t,187.0,78.01,0.36,0.35,5.25,5.03,222.0,53.18,0.24,0.24,0.34,0.33,67.0,,,0.09,,0.1,Tu-14T,Tu-14T,USSR,Aviation,8.0,8.0,8.0
il_28sh,298.0,78.29,0.42,0.32,6.18,4.81,2568.0,60.42,0.27,0.24,1.21,1.12,1038.0,55.36,0.53,0.36,1.44,0.97,IL-28Sh,IL-28Sh,USSR,Aviation,8.0,8.0,8.0
mig-15bis_nr23_german,588.0,57.67,2.75,2.96,0.33,0.35,4236.0,58.04,1.07,1.57,0.16,0.23,,,,,,,MiG-15bis,MiG-15bis_(Germany),Germany,Aviation,8.7,8.7,9.0
attaker_fb1,98.0,65.91,1.0,0.99,1.87,1.95,419.0,76.6,1.31,2.18,0.79,1.29,13.0,,,,,,Attacker_FB_1,Attacker_FB_1,Britain,Aviation,7.7,7.0,7.3
f-86f-25,479.0,59.95,0.98,0.79,1.18,0.94,614.0,57.24,1.06,1.28,0.3,0.34,9.0,100.0,,,,,F-86F-25,F-86F-25,USA,Aviation,8.0,9.0,9.0
me-262a-2a,12.0,100.0,1.5,1.75,3.0,2.5,312.0,80.8,2.66,2.29,2.01,1.79,5.0,,,,,,Me_262_A-2a,Me_262_A-2a,Germany,Aviation,6.3,6.7,6.7
fj_4b_agm_12b,260.0,54.0,0.7,0.62,1.64,1.48,6534.0,74.74,0.58,0.64,1.71,1.85,178.0,81.27,1.91,0.83,1.73,0.74,FJ-4B_VMF-232,FJ-4B_VMF-232,USA,Aviation,9.0,8.7,9.0
la-15,197.0,65.18,1.87,1.77,0.11,0.1,532.0,47.51,1.36,1.93,0.13,0.22,69.0,,,0.57,,0.11,La-15,La-15,USSR,Aviation,8.0,8.0,8.0
he-162a-2,120.0,81.48,4.83,2.58,0.53,0.25,355.0,49.93,2.04,2.75,0.57,0.74,,,,,,,He_162_A-2,He_162_A-2,Germany,Aviation,6.3,6.3,6.7
yak-15_early,120.0,55.15,1.35,1.55,0.2,0.23,38.0,42.0,1.3,1.7,,,4.0,,,,,,Yak-15P,Yak-15P,USSR,Aviation,6.0,6.3,6.7
me-163b-0,273.0,57.9,4.52,5.18,0.3,0.35,80.0,52.88,2.55,4.61,0.03,0.04,,,,,,,Me_163_B-0,Me_163_B-0,Germany,Aviation,9.0,8.3,8.3
f-84b,596.0,55.37,2.28,2.03,1.1,0.98,1144.0,70.16,0.86,0.92,1.14,1.25,65.0,100.0,1.0,0.09,1.0,0.57,F-84B-26,F-84B-26,USA,Aviation,6.7,7.3,8.0
f-80a,397.0,54.58,1.2,1.4,0.83,0.97,1283.0,66.41,1.06,1.54,0.9,1.31,41.0,100.0,2.0,2.0,,,F-80A-5,F-80A-5,USA,Aviation,6.7,7.0,7.0
kitsuka,75.0,57.02,4.87,8.5,0.83,1.64,711.0,58.26,1.62,1.82,0.65,0.75,,,,,,,Kikka,Kikka,Japan,Aviation,6.7,6.7,6.7
f9f-5,230.0,62.09,0.98,1.21,1.72,2.05,101.0,87.65,2.51,2.71,0.23,0.35,15.0,,,,,,F9F-5,F9F-5,USA,Aviation,8.3,8.3,8.3
go229_v3,211.0,72.28,2.31,1.35,1.61,0.91,416.0,50.54,0.86,1.11,0.63,0.78,21.0,,4.4,4.75,0.6,0.25,Ho_229_V3,Ho_229_V3,Germany,Aviation,7.3,7.3,7.7
il_28,283.0,74.08,0.34,0.23,6.4,4.21,417.0,60.63,0.1,0.09,1.39,1.08,273.0,48.33,0.79,0.4,0.87,0.62,IL-28,IL-28,USSR,Aviation,8.0,8.0,8.0
mig-9_ussr,100.0,93.75,1.6,1.38,0.65,0.62,438.0,51.24,1.21,1.85,0.2,0.3,3.0,,,,,,MiG-9_/L,MiG-9_(l),USSR,Aviation,7.7,7.3,7.7
j8m1,111.0,68.03,4.41,3.46,0.59,0.42,250.0,61.71,1.5,1.95,0.03,0.02,,,,,,,Ki-200,Ki-200,Japan,Aviation,8.0,8.0,8.0
meteor_fmk3,112.0,50.45,1.29,1.11,0.96,1.08,326.0,78.39,1.99,2.99,0.96,1.46,30.0,,,,,,Meteor_F_Mk_3,Meteor_F_Mk_3,Britain,Aviation,7.3,7.0,7.0
meteor_fmk8,236.0,64.4,1.12,1.29,1.09,1.25,276.0,73.81,2.25,1.93,0.38,0.32,104.0,100.0,7.84,6.81,1.09,1.0,Meteor_F_Mk_8_G.41K,Meteor_F_Mk_8_G.41K,Britain,Aviation,8.0,8.0,8.0
f2h-2,241.0,54.5,1.1,1.23,1.11,1.14,423.0,57.54,0.95,1.1,0.49,0.51,104.0,100.0,5.18,1.94,1.09,0.48,F2H-2,F2H-2,USA,Aviation,8.0,8.0,8.0
fiat_g91_r1,77.0,100.0,1.95,1.46,2.77,2.3,1010.0,52.09,0.71,0.89,1.04,1.3,9.0,,,,,,G.91_R/1,G.91_R/1,Italy,Aviation,9.0,8.7,8.7
b-57,212.0,85.38,,,9.04,5.87,90.0,87.69,,,0.77,0.92,53.0,100.0,,,,,B-57A,B-57A,USA,Aviation,7.7,7.7,7.7
me-262a-1a_u4,66.0,79.77,1.38,1.13,1.38,1.16,3403.0,53.55,0.1,0.1,1.45,1.54,67.0,48.49,1.39,2.12,2.2,2.96,Me_262_A-1/U4,Me_262_A-1/U4,Germany,Aviation,6.3,6.7,6.7
f-80,271.0,51.24,1.15,1.5,1.4,1.74,205.0,60.82,1.02,1.15,1.15,1.28,39.0,100.0,1.0,0.83,1.0,0.07,F-80C-10,F-80C-10,USA,Aviation,7.3,7.7,7.7
mig-9,192.0,63.75,2.26,1.89,0.61,0.36,627.0,56.34,0.93,1.01,0.11,0.12,23.0,,,1.18,,0.17,MiG-9,MiG-9,USSR,Aviation,7.3,7.3,7.7
me-262c-1a,29.0,60.0,1.8,2.25,0.4,0.33,128.0,47.73,1.02,1.15,,,6.0,,,1.0,,,Me_262_C-1a,Me_262_C-1a,Germany,Aviation,8.0,8.0,8.0
mig-15_ns23,335.0,57.42,0.83,0.71,1.16,0.98,851.0,46.44,0.69,0.7,0.12,0.11,24.0,,,3.0,,,MiG-15,MiG-15,USSR,Aviation,8.7,8.7,8.3
meteor_fmk4_sw,135.0,43.34,1.26,1.51,0.03,0.03,51.0,100.0,1.34,1.16,1.37,1.14,4.0,,,,,,Meteor_F_Mk_4_G.41G,Meteor_F_Mk_4_G.41G,Britain,Aviation,8.0,8.0,8.0
meteor_fmk4_lw,87.0,50.61,0.91,0.99,0.07,0.07,56.0,57.58,1.15,2.07,0.18,0.61,23.0,,,1.0,,,Meteor_F_Mk_4_G.41F,Meteor_F_Mk_4_G.41F,Britain,Aviation,8.0,8.0,8.0
f-84g_italy,137.0,72.27,1.86,1.38,1.96,1.51,1088.0,56.69,0.77,0.83,0.92,0.97,207.0,,10.82,1.7,1.07,0.13,F-84G-21-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
fiat_g91_ps,137.0,58.03,1.51,1.08,1.76,1.08,972.0,47.34,0.82,0.85,0.75,0.8,65.0,37.12,0.2,0.23,0.27,0.36,G.91_pre-serie,G.91_pre-serie,Italy,Aviation,8.3,8.7,8.3
yak-15,225.0,50.5,1.9,3.12,0.06,0.06,105.0,42.43,2.38,2.32,,,65.0,100.0,3.6,3.43,,,Yak-15,Yak-15,USSR,Aviation,6.3,6.7,6.7
venom_fb4,239.0,64.14,1.47,1.53,0.91,0.96,560.0,66.32,1.43,1.7,0.76,0.87,22.0,,,1.5,,,Venom_FB.4,Venom_FB.4,Britain,Aviation,8.7,8.7,9.0
he-162a-1,,,,,,,46.0,37.96,1.0,1.61,,,,,,,,,He_162_A-1,He_162_A-1,Germany,Aviation,6.3,6.3,6.7
arado-234c-3,183.0,90.96,0.36,0.25,17.16,9.33,1834.0,57.01,0.36,0.34,1.48,1.4,95.0,,,0.4,,0.54,Ar_234_C-3,Ar_234_C-3,Germany,Aviation,7.0,7.3,7.3
meteor_fmk3_navy,115.0,50.0,1.25,1.02,0.32,0.22,66.0,37.78,0.77,0.83,1.17,1.5,,,,,,,Sea_Meteor_F_Mk_3,Sea_Meteor_F_Mk_3,Britain,Aviation,7.7,7.7,7.7
