name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
etndard_4m,12.0,100.0,0.6,0.6,2.2,2.2,308.0,64.14,1.58,2.02,0.31,0.4,,,,,,,Etendard_IVM,Etendard_IVM,France,Aviation,9.3,9.3,9.3
f-100d,446.0,88.14,0.89,0.75,3.75,3.11,1839.0,48.99,0.51,0.57,0.29,0.32,149.0,100.0,9.61,7.24,0.69,0.48,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,479.0,59.73,2.74,3.22,0.2,0.24,2464.0,57.35,0.87,1.17,0.02,0.03,46.0,26.92,1.31,2.89,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,91.0,87.96,1.11,0.86,0.03,0.01,538.0,51.08,0.94,1.21,,,28.0,,,1.04,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,152.0,42.22,3.39,1.8,1.45,0.73,503.0,67.75,1.77,2.93,0.02,0.04,42.0,100.0,3.26,3.5,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,93.0,100.0,3.85,1.82,1.24,0.9,2337.0,64.24,1.73,2.46,0.4,0.56,31.0,100.0,15.0,10.61,1.0,0.83,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,71.0,38.33,0.59,0.66,0.18,0.24,772.0,58.62,0.46,0.59,0.88,1.16,12.0,,,,,,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,149.0,70.14,2.89,3.03,0.13,0.12,311.0,67.72,1.85,3.8,0.11,0.2,10.0,,,1.0,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,86.0,96.0,1.61,1.39,3.9,3.02,1200.0,57.47,0.63,0.81,0.42,0.55,26.0,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,24.0,50.0,0.72,0.88,1.06,1.34,2567.0,53.73,0.62,0.64,0.38,0.39,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,95.0,57.63,0.6,0.49,3.92,3.1,1600.0,62.64,0.39,0.37,1.14,1.11,134.0,78.57,2.64,1.19,,,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,143.0,75.2,,,6.55,6.31,47.0,100.0,,,1.28,1.3,23.0,100.0,,,1.0,,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,94.0,50.0,2.08,2.18,0.76,0.65,24.0,,,,,,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
