name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
mirage_f1ct,100.0,77.43,2.86,2.42,,,314.0,66.33,1.17,1.86,0.03,0.06,,,,,,,Mirage_F1CT,Mirage_F1CT,France,Aviation,11.0,11.3,11.0,8195.0,15702.0,25885.0,False,244.0,80.0,244.0,280.0,244.0,600.0
etndard_4m,54.0,100.0,2.74,2.22,4.32,2.61,582.0,60.23,1.99,1.78,1.49,1.35,,,,,,,Etendard_IVM,Etendard_IVM,France,Aviation,9.3,9.0,9.3,4878.0,14690.0,27030.0,False,220.0,100.0,220.0,340.0,220.0,600.0
f-100d,746.0,54.87,1.51,1.68,0.54,0.62,1027.0,60.22,1.41,1.39,0.64,0.63,2.0,,,,,,F-100D,F-100D,USA,Aviation,9.3,9.7,9.7,5025.0,14482.0,20562.0,False,220.0,100.0,220.0,380.0,220.0,600.0
mig-19pt,653.0,60.47,2.95,3.08,0.33,0.34,1368.0,50.53,1.37,1.64,0.08,0.09,29.0,,,2.0,,,MiG-19PT,MiG-19PT,USSR,Aviation,9.7,9.7,9.7,7128.0,15467.0,19341.0,False,214.0,120.0,214.0,380.0,214.0,600.0
javelin_fmk9,9.0,70.0,1.5,1.4,1.0,0.9,154.0,90.54,5.23,6.36,1.73,2.13,,,,,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.3,8.3,8.7,3805.0,16144.0,20330.0,False,214.0,110.0,214.0,340.0,214.0,280.0
md_454_mystere_4a,36.0,100.0,1.08,2.61,4.26,6.68,111.0,56.35,1.64,1.69,3.38,3.29,,,,,,,M.D.454_IVA,Mystere_IVA,France,Aviation,9.0,8.7,8.7,8018.0,17653.0,24462.0,False,214.0,100.0,214.0,380.0,214.0,600.0
f-86k_late,40.0,100.0,1.33,0.64,,,54.0,84.57,1.67,1.81,0.62,0.42,,,,,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3,5701.0,16211.0,33747.0,False,214.0,110.0,214.0,380.0,214.0,210.0
hunter_f6,2.0,,,,,,350.0,67.77,1.75,1.84,0.86,0.92,9.0,,,1.0,,,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.3,9.7,5476.0,13888.0,18536.0,False,226.0,90.0,226.0,330.0,226.0,270.0
md_450b_barougan,31.0,83.34,0.89,1.0,2.16,1.67,190.0,75.43,1.38,1.71,2.64,3.03,,,,,,,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.3,7.7,7.7,4421.0,11349.0,20595.0,False,196.0,90.0,196.0,260.0,196.0,430.0
me-262c-2b,82.0,28.2,2.33,2.28,0.64,0.92,491.0,71.13,2.76,7.19,0.34,0.86,,,,,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0,5194.0,18789.0,8615.0,False,202.0,110.0,202.0,220.0,202.0,340.0
mig-15bis_ish,27.0,100.0,2.0,0.48,,,500.0,58.06,0.83,1.5,1.15,2.07,23.0,,,0.91,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.3,8.7,3060.0,3330.0,7300.0,True,416.0,160.0,416.0,480.0,416.0,580.0
f-86f-35,20.0,100.0,1.0,0.08,2.0,1.23,648.0,59.83,1.11,1.54,1.17,1.59,124.0,100.0,,0.97,,,F-86F-35,F-86F-35,USA,Aviation,7.3,8.7,9.0,4200.0,4860.0,8300.0,True,464.0,200.0,464.0,540.0,464.0,640.0
meteor_fmk8_reaper,21.0,,,1.0,,4.0,633.0,63.31,0.75,0.98,1.78,2.33,27.0,50.0,0.69,1.31,0.04,0.04,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,7.7,8.0,8.0,2880.0,4490.0,4350.0,True,404.0,160.0,404.0,460.0,404.0,620.0
canberra_bmk2,,,,,,,5.0,,,,,,,,,,,,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,8.7,8.3,7.7,8956.0,16171.0,42295.0,False,190.0,80.0,190.0,170.0,190.0,210.0
yak-17,109.0,66.13,2.22,1.88,2.81,2.41,24.0,,1.13,1.13,0.13,0.13,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0,7048.0,19116.0,21437.0,False,202.0,100.0,202.0,220.0,202.0,550.0
f-86f-30_japan,47.0,100.0,2.29,1.78,3.25,2.48,910.0,67.1,1.18,0.92,1.36,1.22,,,,,,,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,8.7,8.7,5133.0,14509.0,13509.0,False,202.0,110.0,202.0,310.0,202.0,580.0
yak-30d,96.0,70.67,3.51,4.89,0.72,0.93,44.0,,,,,,,,,,,,Yak-30,Yak-30D,USSR,Aviation,9.0,8.7,8.0,7103.0,19833.0,23626.0,False,208.0,90.0,208.0,260.0,208.0,370.0
hunter_f1,104.0,69.68,1.17,1.08,0.63,0.59,269.0,78.15,3.9,4.58,1.88,1.98,,,,,,,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0,5028.0,16878.0,20385.0,False,214.0,90.0,214.0,360.0,214.0,600.0
me-163b,117.0,73.65,4.87,5.26,2.34,2.49,585.0,86.59,3.51,22.14,0.3,1.91,,,,,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0,6872.0,15925.0,7497.0,False,202.0,120.0,202.0,280.0,202.0,290.0
f-86f-40_japan,43.0,,,1.69,,1.33,168.0,81.64,1.44,1.48,1.53,1.65,30.0,,,,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3,6444.0,16144.0,25668.0,False,208.0,110.0,208.0,360.0,208.0,600.0
yak-23,132.0,57.02,2.32,4.89,0.24,0.84,252.0,73.7,2.01,3.4,0.34,0.55,8.0,,,0.5,,,Yak-23,Yak-23,USSR,Aviation,8.7,8.7,7.7,6973.0,19885.0,29003.0,False,202.0,90.0,202.0,220.0,202.0,460.0
