name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,cls,nation,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
bf-109k-4,2339.0,63.66,3.0,2.8,0.23,0.2,1988.0,61.78,1.53,2.2,0.38,0.55,128.0,58.33,5.09,9.0,,,Bf_109_K-4,Bf_109_K-4,Aviation,Germany,6.0,5.7,6.3,6798.0,19898.0,15720.0,False,184,140,184,390,184,370
p-47n-15,372.0,55.14,1.35,1.16,1.44,1.23,1253.0,72.19,0.43,0.48,1.6,1.77,,,,,,,P-47N-15,P-47N-15,Aviation,USA,5.0,5.0,4.7,2357.0,5755.0,5399.0,False,160,100,160,220,160,340
spitfire_ix_usa,25.0,,,,,,528.0,65.79,1.1,1.82,0.32,0.51,94.0,81.37,3.61,2.34,4.0,2.13,Spitfire_LF_Mk_IXc,Spitfire_F_Mk_IXc,Aviation,Britain,4.7,4.7,4.7,4490.0,6250.0,3840.0,True,308,200,308,500,308,580
p-47m-1-re,465.0,78.01,2.03,1.7,3.01,2.64,1957.0,64.88,0.57,0.6,1.36,1.45,,,,,,,P-47M-1-RE,P-47N-15,Aviation,USA,5.0,5.0,4.7,2357.0,5755.0,5399.0,False,160,100,160,220,160,340
f7f3,42.0,36.11,1.39,1.35,1.19,0.85,303.0,75.05,1.44,2.38,0.69,1.14,,,,,,,F7F-3,F7F-3,Aviation,USA,6.7,6.0,6.3,2500.0,6710.0,6800.0,True,368,200,368,460,368,500
spitfire_ix,205.0,27.79,2.26,1.65,0.34,0.22,800.0,61.97,1.99,2.19,0.54,0.56,52.0,,,1.18,,,Spitfire_LF_Mk_IX,Spitfire_LF_Mk_IX,Aviation,Britain,5.7,5.7,5.0,3419.0,12256.0,9923.0,False,166,120,166,400,166,410
fw-190c,124.0,76.67,5.56,5.15,,,341.0,71.89,1.54,2.9,0.91,1.62,,,,,,,Fw_190_C,Fw_190_C,Aviation,Germany,5.3,5.0,5.0,2700.0,9020.0,3900.0,True,344,180,344,500,344,560
brigand_b1,2.0,,,,,7.0,53.0,100.0,0.61,0.59,3.91,3.93,,,,,,,Brigand_B_1,Brigand_B_1,Aviation,Britain,5.0,4.3,4.3,2773.0,6952.0,13353.0,False,166,100,166,260,166,410
ki_87,12.0,,,2.0,,,95.0,57.58,2.26,2.32,1.86,1.83,,,,,,,Ki-87,Ki-87,Aviation,Japan,6.0,6.0,6.0,1680.0,4100.0,6000.0,True,356,200,356,500,356,580
su-6_m71,48.0,90.0,1.3,0.51,12.05,8.51,656.0,45.52,0.07,0.07,3.35,2.37,109.0,76.34,0.05,0.06,1.18,1.56,Su-6_(M-71F),Su-6_(M-71F),Aviation,USSR,5.3,5.3,5.3,2656.0,6405.0,5064.0,False,172,100,172,160,172,210
b-29,227.0,74.53,0.15,0.14,3.93,3.31,51.0,95.65,0.35,0.67,0.78,0.33,28.0,100.0,1.0,1.0,,,B-29A-BN,B-29A-BN,Aviation,USA,6.3,6.3,7.0,7906.0,41942.0,22728.0,False,184,150,184,410,184,450
f8f1,404.0,71.05,4.26,1.23,5.38,1.88,494.0,75.52,1.08,0.67,2.08,1.33,,,,,,,F8F-1,F8F-1,Aviation,USA,4.7,6.0,6.0,3397.0,7730.0,7375.0,False,172,110,172,230,172,360
spitfire_f22,191.0,58.76,1.71,1.93,0.28,0.29,244.0,70.89,3.87,5.6,1.67,2.78,,,,,,,Spitfire_F_Mk_22,Spitfire_F_Mk_22,Aviation,Britain,5.7,6.3,6.0,3940.0,18988.0,12550.0,False,178,120,178,350,178,400
sea_fury_fb11,55.0,54.89,1.24,1.31,0.19,0.19,204.0,76.34,1.02,0.63,1.84,1.19,2.0,,,,,,Sea_Fury_FB_11,Sea_Fury_FB_11,Aviation,Britain,5.7,5.3,5.7,3840.0,10278.0,13805.0,False,178,110,178,330,178,430
do_217m_1,2018.0,81.86,,,5.86,5.46,253.0,66.28,,,2.59,2.79,11.0,100.0,,,,,Do_217_M-1,Do_217_M-1,Aviation,Germany,5.3,5.0,5.7,7463.0,8349.0,18975.0,False,172,110,172,300,172,340
p1y1_mod11,79.0,100.0,,,12.23,9.76,4.0,,,,,,,,,,,,"P1Y1_mod._11_""Ginga""",P1Y1_mod._11,Aviation,Japan,4.7,4.3,4.7,3501.0,6212.0,6463.0,False,166,130,166,350,166,370
fw-190a-8,1566.0,67.25,2.66,2.67,0.22,0.22,504.0,84.81,3.12,3.85,0.83,1.03,62.0,87.5,3.41,3.0,,,Fw_190_A-8,Fw_190_A-8,Aviation,Germany,5.3,5.0,5.0,4121.0,15442.0,7911.0,False,166,110,166,390,166,350
tempest_mk2,204.0,52.21,2.14,3.22,1.03,1.38,640.0,56.82,0.86,0.83,1.23,1.21,9.0,,,,,,Tempest_Mk_II,Tempest_Mk_II,Aviation,Britain,6.3,6.0,6.3,5915.0,11908.0,13245.0,False,184,140,184,290,184,350
he-177a-5,1458.0,75.92,0.29,0.27,4.23,3.88,137.0,87.3,0.21,0.3,1.9,2.07,82.0,16.67,0.92,0.62,1.5,0.88,He_177_A-5,He_177_A-5,Aviation,Germany,5.7,5.3,5.7,13173.0,33384.0,20544.0,False,172,130,172,410,172,430
il-10_1946,196.0,51.66,0.99,0.9,4.06,3.7,249.0,59.56,0.28,0.17,4.73,3.18,25.0,,,,,,IL-10_(1946),IL-10_(1946),Aviation,USSR,5.0,5.3,5.3,3027.0,6487.0,4833.0,False,172,100,172,180,172,230
ta-152c,267.0,64.73,2.4,2.76,0.36,0.41,1221.0,72.27,2.63,3.58,1.01,1.37,23.0,,,,,,Ta_152_C-3,Ta_152_C-3,Aviation,Germany,6.3,5.7,5.7,5998.0,39649.0,21743.0,False,184,140,184,360,184,420
lancaster_mk1,20.0,,,,,6.5,93.0,29.44,,,0.8,0.67,,,,,,,Lancaster_B_Mk_I,Lancaster_B_Mk_I,Aviation,Britain,5.0,5.3,5.7,3780.0,9336.0,23940.0,False,178,120,178,390,178,450
do_335b_2,37.0,50.0,1.94,1.82,,0.05,3183.0,67.81,0.5,0.52,1.73,1.74,,,,,,,Do_335_B-2,Do_335_B-2,Aviation,Germany,5.7,5.7,5.7,1300.0,2520.0,1300.0,True,344,200,344,360,344,340
n1k2_j,112.0,80.0,2.58,1.48,1.54,1.28,110.0,100.0,1.44,2.27,3.45,5.91,22.0,9.09,1.82,2.0,,,N1K2-J,N1K2-J,Aviation,Japan,5.7,6.0,6.0,3739.0,11771.0,13805.0,False,172,130,172,330,172,330
do_335a_0,47.0,,,0.35,,,217.0,61.88,0.92,0.53,0.75,0.49,,,,,,,Do_335_A-0,Do_335_A-0,Aviation,Germany,5.3,5.3,5.0,2773.0,8838.0,5883.0,False,172,120,172,320,172,340
lancaster_mk3,17.0,50.0,,,6.8,5.43,38.0,,,,4.0,2.08,,,,,,,Lancaster_B_Mk_III,Lancaster_B_Mk_III,Aviation,Britain,5.0,5.3,6.0,5167.0,11536.0,26859.0,False,184,110,184,410,184,470
do_335a_1,147.0,73.93,1.41,0.67,2.64,1.47,349.0,77.04,0.38,0.29,1.49,1.17,15.0,,,0.38,,,Do_335_A-1,Do_335_A-1,Aviation,Germany,4.7,5.0,5.0,2545.0,6932.0,4617.0,False,172,110,172,240,172,260
mb_5,28.0,,1.0,1.0,,,120.0,56.83,2.56,3.72,0.27,0.45,,,,,,,MB.5,MB.5,Aviation,Britain,5.3,5.0,4.7,1740.0,3700.0,6200.0,True,344,200,344,500,344,580
ki-83,96.0,68.18,2.45,1.35,,,66.0,100.0,3.64,3.64,0.08,0.08,,,,,,,Ki-83,Ki-83,Aviation,Japan,6.0,6.0,6.0,4860.0,13915.0,19185.0,False,172,150,172,410,172,340
i_185_m71_standard,400.0,44.28,1.77,1.03,0.45,0.29,149.0,50.79,0.68,0.79,0.25,0.34,,,,,,,I-185_(M-71),I-185_(M-71),Aviation,USSR,4.3,4.7,4.7,2735.0,7002.0,4982.0,False,166,100,166,260,166,290
p-51d-30_usaaf_korea,501.0,67.27,1.54,1.45,0.85,0.8,1251.0,60.88,1.51,2.25,1.01,1.49,104.0,59.14,4.34,3.26,0.15,0.18,P-51D-30,P-51D-30,Aviation,USA,4.7,5.0,5.3,3569.0,12406.0,18411.0,False,166,110,166,370,166,480
f4u-4b_vmf_214,,,,,,,34.0,50.0,1.0,2.0,,,,,,,,,F4U-4B_VMF-214,F4U-4B_VMF-214,Aviation,USA,5.7,5.7,5.7,1300.0,1800.0,2700.0,True,344,200,344,440,344,460
p-51d-5,2271.0,82.01,0.94,0.96,1.65,1.68,427.0,55.12,3.03,2.03,2.99,1.93,140.0,54.84,3.15,1.49,0.63,0.3,P-51D-5,P-51D-5,Aviation,USA,4.0,4.3,5.0,2752.0,8771.0,4978.0,False,160,100,160,330,160,350
la-7b-20,253.0,63.01,1.76,1.55,0.51,0.44,320.0,56.09,1.53,2.45,0.5,0.78,22.0,,,,,,La-7B-20,La-7B-20,Aviation,USSR,5.0,5.0,5.7,3103.0,9043.0,6868.0,False,166,100,166,270,166,360
bf-109g-6,3038.0,62.64,2.46,2.72,0.16,0.16,2138.0,77.59,1.91,2.77,0.45,0.65,210.0,85.0,7.74,4.16,0.49,0.25,Bf_109_G-6,Bf_109_G-6,Aviation,Germany,5.3,4.7,4.7,3655.0,13584.0,7419.0,False,160,110,160,370,160,360
me-410a-1_u4,65.0,42.59,1.17,1.3,0.3,0.35,536.0,85.0,0.38,0.3,2.55,1.88,87.0,70.37,0.67,0.81,10.07,12.0,Me_410_A-1/U4,Me_410_A-1/U4,Aviation,Germany,3.3,3.7,4.0,2264.0,4766.0,6898.0,False,160,110,160,210,160,350
bf-109z,29.0,100.0,3.75,3.81,,,56.0,50.0,1.55,3.11,,,,,,,,,Bf_109_Z_,Bf_109_Z,Aviation,Germany,4.7,4.7,4.7,2870.0,6180.0,4000.0,True,320,200,320,500,320,580
am_1_mauler,216.0,68.09,0.97,0.58,7.03,4.11,530.0,57.2,0.47,0.43,4.76,4.46,,,,,,,AM-1,AM-1,Aviation,USA,5.7,5.7,5.7,3827.0,7028.0,6061.0,False,172,110,172,200,172,250
spitfire_f24,157.0,63.83,1.99,1.81,0.38,0.35,1314.0,68.73,1.15,1.5,1.2,1.56,46.0,50.0,0.5,1.0,0.8,1.61,Spitfire_F_Mk_24,Spitfire_F_Mk_24,Aviation,Britain,6.0,6.7,6.3,6875.0,20448.0,17892.0,False,184,150,184,270,184,460
p-51d-20-na,1476.0,78.62,1.1,1.26,1.57,1.8,1058.0,52.13,0.96,1.07,1.33,1.46,89.0,,3.0,1.3,,,P-51D-20-NA,P-51D-20-NA,Aviation,USA,4.0,4.3,5.0,1780.0,3330.0,1700.0,True,332,200,332,500,332,580
b-17e_japan,,,,,,,106.0,70.14,0.48,0.68,1.49,1.83,7.0,,,1.0,,,B-17E,B-17E_(Japan),Aviation,Japan,5.3,4.7,5.7,2450.0,6660.0,7200.0,True,332,200,332,500,332,540
la-7_dolgushin,63.0,98.08,3.65,3.68,1.0,0.93,110.0,96.97,1.7,1.95,1.75,2.4,,,,,,,Dolgushin's_La-7,Dolgushin%27s_La-7,Aviation,USSR,4.0,4.7,5.0,2300.0,3100.0,2200.0,True,320,200,320,500,320,480
yak-3u,103.0,50.26,1.77,1.88,,,188.0,36.31,2.04,1.71,1.04,0.86,26.0,,,,,,Yak-3U,Yak-3U,Aviation,USSR,6.0,5.7,6.3,3012.0,13114.0,13779.0,False,184,120,184,350,184,350
j5n1,33.0,32.5,2.48,2.27,,,20.0,100.0,3.0,3.0,2.0,1.0,,,,,,,J5N1,J5N1,Aviation,Japan,5.3,5.3,5.3,4617.0,17906.0,21743.0,False,166,150,166,410,166,440
ki_84_otsu,216.0,44.62,1.74,0.94,0.54,0.21,227.0,77.74,2.63,1.88,1.63,1.45,,,,,,,Ki-84_otsu,Ki-84_otsu,Aviation,Japan,6.0,5.7,6.0,4643.0,14570.0,21335.0,False,172,140,172,410,172,370
la-11,60.0,57.69,1.04,1.67,,,99.0,43.87,1.04,0.86,0.4,0.24,,,,,,,La-11,La-11,Aviation,USSR,5.3,5.3,6.0,1940.0,3900.0,4700.0,True,344,200,344,540,344,600
fw-190d-9,977.0,67.95,3.17,3.18,1.1,1.09,1528.0,77.02,2.18,5.33,1.1,2.73,84.0,21.33,4.06,4.4,0.75,0.77,Fw_190_D-9,Fw_190_D-9,Aviation,Germany,5.0,5.3,5.3,4388.0,14602.0,13992.0,False,172,120,172,380,172,440
spitfire_mk18e,68.0,51.52,1.44,1.65,0.85,0.74,177.0,50.04,0.48,0.85,1.1,2.04,,,,,,,Spitfire_F_Mk_XVIIIe,Spitfire_F_Mk_XVIIIe,Aviation,Britain,5.0,5.7,5.3,3341.0,10920.0,9360.0,False,172,120,172,320,172,420
er-2_ach30b_late,51.0,71.51,0.08,0.08,5.18,6.6,50.0,,,,7.0,3.34,17.0,,,,,,Yer-2_(ACh-30B)_/L,Yer-2_(ACh-30B)_(l),Aviation,USSR,5.0,4.7,5.7,3269.0,8229.0,9921.0,False,172,100,172,330,172,340
spitfire_fr_mk14e,4.0,,,1.0,,,239.0,64.23,1.17,1.28,0.6,0.64,,,,,,,Spitfire_FR_Mk_XIVe,Spitfire_FR_Mk_XIVe,Aviation,Britain,5.3,5.7,5.3,1580.0,3300.0,3560.0,True,344,200,344,500,344,540
f4u-7,251.0,63.43,1.21,1.31,2.09,2.26,1822.0,68.17,0.43,0.37,2.35,2.03,172.0,80.11,0.72,0.64,3.92,3.42,F4U-7,F4U-7,Aviation,France,6.0,6.0,6.0,3134.0,7822.0,9100.0,False,172,110,172,200,172,300
douglas_ad_2,150.0,74.46,0.26,0.2,5.87,3.69,652.0,67.54,0.22,0.19,3.87,3.35,,,,,,,AD-2,AD-2,Aviation,USA,5.7,5.7,5.7,3150.0,7454.0,6927.0,False,178,100,178,210,178,320
tu-2,78.0,89.74,,,18.53,15.42,618.0,69.07,,,3.22,2.26,,,,,,,Tu-2S,Tu-2S,Aviation,USSR,5.7,5.7,5.7,4134.0,7314.0,13992.0,False,178,110,178,200,178,320
f8f1b,265.0,68.36,1.75,1.99,0.87,0.97,1909.0,66.97,1.03,1.02,1.95,1.96,35.0,100.0,0.21,0.15,1.29,0.9,F8F-1B,F8F-1B,Aviation,USA,6.3,6.3,6.3,5348.0,12487.0,14707.0,False,184,130,184,220,184,310
fw-190f-8,936.0,70.42,2.12,2.28,0.51,0.55,1279.0,72.94,1.21,1.67,1.59,2.16,99.0,100.0,4.31,4.37,1.92,1.93,Fw_190_F-8,Fw_190_F-8,Aviation,Germany,5.3,4.7,4.3,3777.0,10150.0,10303.0,False,166,110,166,260,166,340
g8n1,22.0,,,,2.57,2.57,21.0,,,,,,16.0,,,1.19,,,G8N1,G8N1,Aviation,Japan,6.0,6.0,6.7,6614.0,30528.0,22781.0,False,178,150,178,410,178,430
seafire_fr47,42.0,100.0,2.33,1.45,1.0,0.61,131.0,31.72,2.39,2.01,0.5,0.5,,,,,,,Seafire_FR_47,Seafire_FR_47,Aviation,Britain,5.7,5.3,6.0,3440.0,9336.0,11971.0,False,172,110,172,310,172,390
do_217k_1,1837.0,81.82,,,4.6,4.34,177.0,80.65,,,2.35,2.31,27.0,100.0,,,,1.0,Do_217_K-1,Do_217_K-1,Aviation,Germany,5.3,5.0,5.3,4060.0,8804.0,16445.0,False,166,110,166,330,166,400
i_225,158.0,54.73,1.33,1.51,0.54,0.74,461.0,56.34,0.96,1.06,0.2,0.25,20.0,,,,,,I-225,I-225,Aviation,USSR,6.0,5.7,6.0,3087.0,7781.0,7655.0,False,184,130,184,300,184,350
p-38l,128.0,54.81,1.42,1.42,0.37,0.59,95.0,68.55,2.88,3.64,1.38,1.78,22.0,,,,,,P-38L-5-LO,P-38L-5-LO,Aviation,USA,4.7,4.7,4.0,2850.0,10389.0,18913.0,False,160,120,160,390,160,440
p-38j,160.0,61.43,0.92,0.92,0.46,0.53,134.0,47.78,2.38,2.79,2.01,2.32,51.0,,6.5,7.0,,,P-38J-15,P-38J-15,Aviation,USA,4.3,4.3,4.0,2353.0,8449.0,10294.0,False,160,110,160,390,160,440
ki_84_ko,275.0,53.5,4.21,2.6,0.96,0.55,134.0,62.04,1.79,1.93,2.08,2.23,42.0,,2.75,1.78,,,Ki-84_ko,Ki-84_ko,Aviation,Japan,4.7,5.3,5.0,5088.0,13356.0,14195.0,False,166,150,166,410,166,410
a6m5ko,365.0,50.33,2.23,2.06,0.5,0.46,2254.0,69.0,1.51,1.75,2.28,2.61,44.0,,3.0,1.79,,,A6M5_Ko,A6M5_Ko,Aviation,Japan,4.7,4.7,4.7,2160.0,5790.0,4300.0,True,332,200,332,500,332,580
la-7,407.0,52.4,2.51,2.28,0.44,0.42,391.0,50.76,1.8,3.17,0.43,0.75,53.0,,,1.05,,,La-7,La-7,Aviation,USSR,4.0,4.7,5.0,2823.0,8725.0,4960.0,False,160,100,160,330,160,340
j2m5,85.0,23.89,1.85,1.09,0.1,0.03,57.0,65.84,1.75,4.56,2.11,5.61,,,,,,,J2M5,J2M5,Aviation,Japan,6.0,5.7,5.7,4197.0,13025.0,12720.0,False,172,140,172,410,172,340
a-26b,257.0,96.21,0.45,0.27,14.72,8.47,226.0,50.11,0.43,0.42,13.37,13.07,,,,,,,A-26B-50,A-26B-50,Aviation,USA,5.3,5.3,5.7,4210.0,10176.0,21624.0,False,166,120,166,270,166,440
lincoln_b2,156.0,56.99,0.19,0.1,7.48,4.0,52.0,25.92,0.25,0.28,0.54,0.63,33.0,100.0,0.26,0.33,0.04,0.05,Lincoln_B_Mk_II,Lincoln_B_Mk_II,Aviation,Britain,5.3,6.0,6.3,6868.0,10939.0,20352.0,False,184,140,184,410,184,470
j2m5_30mm,51.0,22.5,4.73,7.3,,,86.0,94.48,2.92,3.58,0.41,0.37,,,,,,,J2M5,J2M5,Aviation,Japan,6.0,5.7,5.7,4197.0,13025.0,12720.0,False,172,140,172,410,172,340
fw-190d-9_ussr,83.0,24.73,4.76,4.91,,,177.0,46.24,1.56,3.03,0.68,1.41,21.0,100.0,12.0,,,,Fw_190_D-9,Fw_190_D-9,Aviation,Germany,5.0,5.3,5.3,4388.0,14602.0,13992.0,False,172,120,172,380,172,440
g_55s,442.0,71.65,4.64,4.81,0.23,0.24,2778.0,78.14,2.61,4.55,0.8,1.42,39.0,,,2.08,,,G.55S,G.55S,Aviation,Italy,5.3,4.7,4.7,4030.0,9620.0,9100.0,True,320,200,320,500,320,580
tu-2_postwar_late,67.0,59.44,,,7.28,11.46,451.0,63.17,0.1,0.07,3.09,2.46,82.0,100.0,,,3.3,2.53,Tu-2S-59,Tu-2S-59,Aviation,USSR,6.0,6.0,6.0,5233.0,7862.0,14011.0,False,184,100,184,180,184,390
fw-190d-13,442.0,61.13,2.86,3.0,0.41,0.42,2636.0,66.3,1.73,2.46,0.59,0.84,48.0,28.57,3.0,4.74,,,Fw_190_D-13,Fw_190_D-13,Aviation,Germany,5.7,5.3,5.3,2410.0,5940.0,3700.0,True,344,200,344,500,344,580
spitfire_mk14e,128.0,32.53,2.17,1.66,,,321.0,67.82,1.53,1.89,0.44,0.59,,,,,,,Spitfire_F_Mk_XIVe,Spitfire_F_Mk_XIVe,Aviation,Britain,5.0,5.7,5.3,3614.0,11232.0,8632.0,False,166,120,166,390,166,350
spitfire_mk14c,13.0,,1.75,1.46,,,331.0,57.7,1.11,1.15,0.4,0.41,16.0,,,2.0,,,Spitfire_F_Mk_XIVc,Spitfire_F_Mk_XIVc,Aviation,Britain,5.0,5.7,5.3,1690.0,3510.0,4260.0,True,344,200,344,500,344,600
mc-205_n2,665.0,60.03,2.37,2.54,0.23,0.25,204.0,80.78,4.1,6.13,0.7,0.82,,,,,,,C.205N2,C.205N2,Aviation,Italy,5.0,4.7,4.7,4719.0,19423.0,8916.0,False,160,120,160,410,160,350
f-82e,447.0,70.93,2.28,2.02,0.9,0.79,662.0,59.72,1.85,1.59,1.96,1.68,32.0,100.0,6.8,,1.0,,F-82E,F-82E,Aviation,USA,5.0,5.0,5.0,4240.0,13250.0,12475.0,False,172,140,172,370,172,400
p-51d-10,719.0,83.69,1.15,1.16,2.51,2.55,245.0,75.05,1.56,2.16,2.49,3.44,20.0,,,,,,P-51D-10,P-51D-10,Aviation,USA,4.0,4.7,5.0,2390.0,4030.0,2200.0,True,332,180,332,480,332,580
yak-9ut,131.0,43.66,2.24,2.18,,,251.0,38.6,2.38,2.44,0.87,1.16,,,,,,,Yak-9UT,Yak-9UT,Aviation,USSR,6.0,5.7,6.3,3518.0,10373.0,10056.0,False,178,120,178,280,178,300
er-2_ach30b_early,118.0,83.6,,,4.78,2.57,,,,,,,,,,,,,Yer-2_(ACh-30B)_/E,Yer-2_(ACh-30B)_(e),Aviation,USSR,5.0,4.7,5.3,3205.0,7911.0,11651.0,False,172,110,172,340,172,400
la-9,369.0,45.62,5.88,3.7,0.04,0.02,281.0,44.13,2.84,1.84,0.99,0.66,63.0,65.22,2.41,,,,La-9,La-9,Aviation,USSR,5.7,6.0,6.3,6036.0,15285.0,13805.0,False,184,130,184,310,184,320
me-410b-6_r3,62.0,52.08,1.52,1.64,0.19,0.19,2458.0,72.87,0.37,0.35,1.72,1.65,121.0,86.13,1.04,1.1,6.8,7.29,Me_410_B-6/R3,Me_410_B-6/R3,Aviation,Germany,5.3,5.3,5.3,2864.0,7672.0,9460.0,False,166,110,166,180,166,330
yak-3_vk107,43.0,50.0,1.5,1.79,,,364.0,63.02,1.77,2.81,0.45,0.67,,,,,,,Yak-3_(VK-107),Yak-3_(VK-107),Aviation,USSR,6.0,5.7,6.3,1380.0,2900.0,2600.0,True,356,200,356,500,356,560
bf-109g-14as,628.0,62.33,3.74,3.66,0.56,0.54,1678.0,52.29,1.09,1.18,0.15,0.17,61.0,,5.31,5.31,,,Bf_109_G-14/AS,Bf_109_G-14/AS_(Italy),Aviation,Italy,5.7,5.3,5.0,5908.0,13085.0,10117.0,False,166,130,166,380,166,370
g_56,500.0,63.37,4.52,4.47,0.31,0.3,491.0,78.25,4.38,9.95,0.92,2.1,,,,,,,G.56,G.56,Aviation,Italy,6.0,5.7,5.7,9663.0,55220.0,28865.0,False,172,150,172,430,172,420
p_108b_serie1,166.0,59.3,,,2.58,2.25,13.0,,,,1.08,1.08,,,,,,,P.108B_serie_1,P.108B_serie_1,Aviation,Italy,3.7,3.3,3.3,1796.0,5954.0,6557.0,False,136,0,136,0,136,0
p_108b_serie2,89.0,100.0,,,2.95,2.38,2.0,100.0,,,1.0,1.0,,,,,,,P.108B_serie_2,P.108B_serie_2,Aviation,Italy,4.0,3.7,3.7,1998.0,7468.0,7974.0,False,142,0,142,0,142,0
mosquito_fb_mk6,113.0,35.7,0.41,0.34,1.76,1.83,25.0,100.0,1.0,1.0,,0.8,7.0,,,,,,Mosquito_FB_Mk_VI,Mosquito_FB_Mk_VI,Aviation,Britain,4.3,3.7,3.7,2133.0,7551.0,2198.0,False,160,100,160,320,160,250
tu_4_china,40.0,100.0,0.13,0.13,2.73,2.45,96.0,73.66,0.84,0.97,,,16.0,100.0,1.0,0.5,1.0,0.5,Tu-4_(China),Tu-4_(China),Aviation,China,7.3,8.0,7.7,12550.0,33885.0,25100.0,False,190,140,190,410,190,370
il-10,117.0,65.05,1.06,0.73,7.6,5.24,312.0,73.95,1.71,0.96,6.19,3.67,41.0,42.31,0.58,,0.58,,IL-10,IL-10,Aviation,USSR,5.0,5.3,5.3,2362.0,4750.0,2568.0,False,160,90,160,190,160,250
ki_94_2,,,,,,,114.0,60.22,1.19,2.1,0.68,1.19,,,,,,,Ki-94-II,Ki-94-II,Aviation,Japan,5.7,5.7,5.7,4220.0,16627.0,12790.0,False,172,140,172,370,172,340
spitfire_ix_plagis,25.0,,,1.0,,,289.0,55.03,0.95,1.5,0.37,0.57,21.0,,,1.0,,,Plagis'_Spitfire_LF_Mk_IXc,Plagis%27_Spitfire_LF_Mk_IXc,Aviation,Britain,5.7,5.7,5.0,1700.0,4280.0,3200.0,True,332,200,332,500,332,580
ta-152h-1,87.0,31.67,4.71,6.45,0.28,0.45,963.0,73.5,3.36,10.03,0.29,0.9,,,,,,,Ta_152_H-1,Ta_152_H-1,Aviation,Germany,6.3,5.7,5.7,4898.0,40928.0,30696.0,False,184,140,184,410,184,480
tempest_mkv_vikkers,68.0,77.27,0.63,0.63,0.06,0.06,46.0,25.0,,,7.5,7.44,,,,,,,Tempest_Mk_V_(Vickers_P),Tempest_Mk_V_(Vickers_P),Aviation,Britain,3.7,4.0,4.0,2457.0,7332.0,8317.0,False,172,120,172,270,172,350
p-51h-5_na,431.0,49.31,1.64,1.98,0.81,0.96,1126.0,64.72,1.77,2.26,1.07,1.35,106.0,88.64,6.91,6.83,0.94,1.02,P-51H-5-NA,P-51H-5-NA,Aviation,USA,6.3,6.3,6.3,3937.0,17595.0,23837.0,False,190,130,190,350,190,470
be_6,47.0,79.37,0.8,0.76,2.48,2.8,296.0,43.86,1.15,0.87,0.74,0.56,50.0,,,2.04,,0.4,Be-6,Be-6,Aviation,USSR,5.0,5.0,5.3,2300.0,5830.0,6670.0,True,332,200,332,500,332,480
su-6_am42,193.0,57.9,1.39,0.87,8.9,5.05,1214.0,53.32,0.59,0.6,2.13,2.22,162.0,42.37,2.63,1.71,3.25,1.99,Su-6_(AM-42),Su-6_(AM-42),Aviation,USSR,5.0,5.0,5.0,2536.0,3738.0,2536.0,False,160,110,160,170,160,210
la-9_china,113.0,96.61,2.32,2.37,1.69,1.74,103.0,100.0,2.79,5.44,0.04,,30.0,50.0,,,,,La-9_(China),La-9_(China),Aviation,China,5.7,6.0,6.3,6940.0,17570.0,13805.0,False,184,150,184,350,184,370
p-38l_1_china_rocaf,182.0,78.28,2.81,1.76,2.39,1.67,62.0,95.65,1.11,0.84,0.5,0.32,18.0,79.17,0.79,1.0,0.21,1.0,P-38L-1_(China),P-38L-1_(China),Aviation,China,4.7,4.7,5.0,3485.0,10146.0,15928.0,False,160,120,160,370,160,360
il-10_1946_china,131.0,88.09,0.61,0.56,6.41,6.03,142.0,52.12,0.82,0.68,5.52,6.33,29.0,,,,1.55,2.25,IL-10_(1946)_(China),IL-10_(1946)_(China),Aviation,China,5.0,5.3,5.3,3650.0,7619.0,8013.0,False,172,130,172,240,172,340
j2m4_kai,56.0,23.33,0.85,1.0,,,60.0,100.0,1.13,0.84,0.58,0.68,5.0,,,2.0,,1.0,J2M4_Kai,J2M4_Kai,Aviation,Japan,5.0,5.0,4.3,1920.0,4020.0,4340.0,True,332,200,332,500,332,540
hornet_mk3,113.0,71.21,1.41,0.73,3.16,2.18,142.0,100.0,3.53,4.6,1.67,2.08,,,,,,,Hornet_Mk.III,Hornet_Mk.III,Aviation,Britain,5.7,5.7,5.7,3626.0,15060.0,12048.0,False,172,120,172,380,172,400
f4u-4b,461.0,54.08,2.19,2.1,0.77,0.74,1594.0,70.55,2.35,4.01,1.15,1.95,265.0,91.18,7.17,5.44,1.07,0.84,F4U-4B,F4U-4B,Aviation,USA,5.7,5.7,5.7,3977.0,21072.0,38193.0,False,172,120,172,380,172,500
xa_38,11.0,,,,2.0,2.0,179.0,55.64,0.21,0.26,8.19,10.19,4.0,,,,,,XA-38,XA-38,Aviation,USA,4.7,4.7,4.7,1300.0,1380.0,2100.0,True,332,160,332,300,332,480
