name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
mirage_f1ct,101.0,90.77,2.34,2.63,,,356.0,62.02,1.37,1.93,0.19,0.28,32.0,,,1.58,,,Mirage_F1CT,Mirage_F1CT,France,Aviation,11.0,11.3,11.0,8195.0,15702.0,25885.0,False,244.0,80.0,244.0,280.0,244.0,600.0
etndard_4m,66.0,54.0,0.86,1.35,0.93,1.39,715.0,66.15,1.5,2.31,0.81,1.25,35.0,,,3.1,,,Etendard_IVM,Etendard_IVM,France,Aviation,9.3,9.0,9.3,4878.0,14690.0,27030.0,False,220.0,100.0,220.0,340.0,220.0,600.0
f-100d,506.0,66.16,1.81,1.37,1.18,1.05,725.0,61.43,0.89,1.02,0.5,0.59,21.0,,,1.0,,,F-100D,F-100D,USA,Aviation,9.3,9.7,9.7,5025.0,14482.0,20562.0,False,220.0,100.0,220.0,380.0,220.0,600.0
mig-19pt,341.0,56.41,3.5,2.38,0.39,0.3,1425.0,59.39,1.34,1.87,0.2,0.27,,,,,,,MiG-19PT,MiG-19PT,USSR,Aviation,9.7,9.7,9.7,7128.0,15467.0,19341.0,False,214.0,120.0,214.0,380.0,214.0,600.0
javelin_fmk9,180.0,57.96,1.73,1.46,0.53,0.48,473.0,77.17,2.64,5.65,0.68,1.32,8.0,,,,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.3,8.3,8.7,3805.0,16144.0,20330.0,False,214.0,110.0,214.0,340.0,214.0,280.0
md_454_mystere_4a,180.0,62.42,1.31,1.21,1.6,1.52,34.0,50.0,2.33,1.7,0.33,1.73,,,,,,,M.D.454_IVA,Mystere_IVA,France,Aviation,9.0,8.7,8.7,8018.0,17653.0,24462.0,False,214.0,100.0,214.0,380.0,214.0,600.0
f-86k_late,73.0,66.67,1.16,1.3,0.28,0.43,27.0,,,,,,,,,,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3,5701.0,16211.0,33747.0,False,214.0,110.0,214.0,380.0,214.0,210.0
hunter_f6,47.0,100.0,7.33,2.91,1.33,0.24,165.0,78.47,2.73,2.62,2.91,2.93,,,,,,,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.3,9.7,5476.0,13888.0,18536.0,False,226.0,90.0,226.0,330.0,226.0,270.0
md_450b_barougan,111.0,74.46,0.96,0.84,3.36,2.87,108.0,21.05,2.64,3.57,3.83,4.96,,,,,,,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.3,7.7,7.7,4421.0,11349.0,20595.0,False,196.0,90.0,196.0,260.0,196.0,430.0
me-262c-2b,10.0,,,1.1,,1.0,490.0,91.9,2.85,10.38,0.17,0.62,,,,,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0,5194.0,18789.0,8615.0,False,202.0,110.0,202.0,220.0,202.0,340.0
mig-15bis_ish,46.0,62.75,0.35,0.48,0.51,0.86,1319.0,68.49,1.1,1.5,1.14,1.51,53.0,,2.29,1.06,4.0,0.99,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.3,8.7,3060.0,3330.0,7300.0,True,416.0,160.0,416.0,480.0,416.0,580.0
f-86f-35,212.0,78.44,1.66,1.1,1.59,1.09,509.0,53.8,1.48,1.99,1.99,2.71,,,,,,,F-86F-35,F-86F-35,USA,Aviation,7.3,8.7,9.0,4200.0,4860.0,8300.0,True,464.0,200.0,464.0,540.0,464.0,640.0
meteor_fmk8_reaper,,,,,,,660.0,66.48,0.76,0.91,1.99,2.41,2.0,,1.0,1.0,,,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,7.7,8.0,8.0,2880.0,4490.0,4350.0,True,404.0,160.0,404.0,460.0,404.0,620.0
canberra_bmk2,,,,,,,,,,,,,,,,,,,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,8.7,8.3,7.7,8956.0,16171.0,42295.0,False,190.0,80.0,190.0,170.0,190.0,210.0
yak-17,92.0,50.0,1.64,2.75,0.98,1.47,68.0,95.45,2.66,4.0,1.09,1.62,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0,7048.0,19116.0,21437.0,False,202.0,100.0,202.0,220.0,202.0,550.0
f-86f-30_japan,11.0,,,,,,616.0,74.35,1.43,1.54,1.27,1.27,,,,,,,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,8.7,8.7,5133.0,14509.0,13509.0,False,202.0,110.0,202.0,310.0,202.0,580.0
yak-30d,134.0,49.57,1.84,1.93,0.28,0.26,104.0,98.21,4.93,4.23,1.71,1.29,,,,,,,Yak-30,Yak-30D,USSR,Aviation,9.0,8.7,8.0,7103.0,19833.0,23626.0,False,208.0,90.0,208.0,260.0,208.0,370.0
hunter_f1,124.0,77.56,1.78,1.67,1.22,1.08,131.0,61.02,2.95,5.09,0.34,0.65,2.0,,,,,,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0,5028.0,16878.0,20385.0,False,214.0,90.0,214.0,360.0,214.0,600.0
me-163b,55.0,43.75,2.23,5.15,0.18,0.77,231.0,91.04,3.64,13.14,0.37,1.3,,,,,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0,6872.0,15925.0,7497.0,False,202.0,120.0,202.0,280.0,202.0,290.0
f-86f-40_japan,,,,,,,156.0,77.53,1.71,1.9,2.26,2.29,34.0,,,,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3,6444.0,16144.0,25668.0,False,208.0,110.0,208.0,360.0,208.0,600.0
yak-23,229.0,60.54,1.43,2.5,0.36,0.58,117.0,80.27,1.28,2.47,0.09,0.2,,,,,,,Yak-23,Yak-23,USSR,Aviation,8.7,8.7,7.7,6973.0,19885.0,29003.0,False,202.0,90.0,202.0,220.0,202.0,460.0
f9f-8,530.0,61.3,1.6,1.64,0.45,0.46,402.0,53.67,4.87,2.92,5.85,3.34,59.0,,,3.08,,,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3,5604.0,19380.0,24837.0,False,214.0,100.0,214.0,300.0,214.0,240.0
f-86a-5,244.0,66.01,1.75,1.5,1.32,1.15,743.0,39.11,1.13,1.22,0.95,1.04,,,,,,,F-86A-5,F-86A-5,USA,Aviation,7.7,8.3,8.7,4796.0,16347.0,17562.0,False,202.0,110.0,202.0,360.0,202.0,600.0
f3d_1,212.0,62.42,0.79,0.9,2.44,2.71,1162.0,47.69,0.98,0.76,2.45,1.98,26.0,,1.75,1.75,,,F3D-1,F3D-1,USA,Aviation,7.7,7.0,7.0,4354.0,8361.0,25660.0,False,196.0,90.0,196.0,220.0,196.0,600.0
r2y2_kai,40.0,,2.79,2.24,1.5,1.45,512.0,69.04,2.39,3.08,2.14,2.79,87.0,,,6.63,,0.11,R2Y2_Kai_V3,R2Y2_Kai_V3,Japan,Aviation,7.3,7.7,7.7,4838.0,15925.0,25725.0,False,202.0,90.0,202.0,250.0,202.0,600.0
r2y2_v1,18.0,,,,,,332.0,69.37,1.84,1.93,2.89,2.74,19.0,,,2.16,,1.0,R2Y2_Kai_V1,R2Y2_Kai_V1,Japan,Aviation,7.7,7.7,7.0,4201.0,10620.0,22613.0,False,190.0,100.0,190.0,260.0,190.0,520.0
r2y2_v2,47.0,,2.63,2.06,1.88,1.47,104.0,100.0,3.8,5.83,6.8,9.72,,,,,,,R2Y2_Kai_V2,R2Y2_Kai_V2,Japan,Aviation,7.3,7.7,7.3,4667.0,13475.0,25725.0,False,196.0,90.0,196.0,260.0,196.0,600.0
me-262a-1a,24.0,100.0,2.43,1.1,2.0,1.0,490.0,53.62,1.08,1.41,0.66,0.88,,,,,,,Me_262_A-1a,Me_262_A-1a,Germany,Aviation,7.3,7.0,7.0,4738.0,13670.0,20157.0,False,190.0,130.0,190.0,350.0,190.0,600.0
f-86f-2,337.0,72.21,2.0,2.03,1.18,1.25,1949.0,73.5,2.5,4.56,1.1,1.98,,,,,,,F-86F-2,F-86F-2,USA,Aviation,9.0,9.0,9.0,5255.0,20251.0,21507.0,False,214.0,100.0,214.0,270.0,214.0,360.0
f-86_canadair_german,340.0,66.6,2.8,2.92,1.3,1.4,326.0,78.02,1.66,3.0,0.71,1.22,1.0,100.0,2.0,,,,CL-13A_Mk_5,CL-13A_Mk_5,Germany,Aviation,8.3,9.3,9.0,4917.0,15604.0,16211.0,False,214.0,100.0,214.0,320.0,214.0,600.0
