name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
etndard_4m,69.0,100.0,3.56,3.24,1.01,1.02,1352.0,61.11,1.46,1.77,0.47,0.6,8.0,,,,,,Etendard_IVM,Etendard_IVM,France,Aviation,9.3,9.0,9.3,4933.0,14949.0,23103.0,False,220,110,220,310,220,480
f-100d,610.0,56.6,1.35,1.36,0.85,0.87,7656.0,52.03,1.19,1.46,0.35,0.44,187.0,88.17,11.93,12.72,0.59,0.7,F-100D,F-100D,USA,Aviation,9.7,9.7,9.7,3526.0,7673.0,22737.0,False,220,90,220,220,220,370
mig-19pt,383.0,50.14,3.15,3.23,0.14,0.15,2385.0,57.53,0.96,1.3,0.13,0.19,73.0,100.0,13.17,10.95,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.0,10.0,10.3,5864.0,8755.0,21519.0,False,220,120,220,230,220,400
javelin_fmk9,324.0,65.65,1.15,1.02,0.31,0.28,621.0,56.29,1.08,1.25,0.13,0.13,31.0,,,4.0,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7,3845.0,10083.0,16308.0,False,214,110,214,290,214,340
f-86k_late,40.0,68.18,3.86,3.1,0.48,0.59,241.0,77.07,1.67,3.13,0.02,0.07,8.0,,,,,,F-86K,F-86K_(France),France,Aviation,9.0,9.3,9.3,7160.0,22966.0,40529.0,False,214,110,214,330,214,520
hunter_f6,427.0,65.45,3.22,2.86,0.28,0.27,2297.0,59.33,1.61,2.01,0.46,0.58,10.0,,,8.0,,,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7,4933.0,11823.0,31229.0,False,220,100,220,250,220,450
md_450b_barougan,102.0,80.0,1.9,0.42,3.9,1.41,1028.0,61.09,0.74,0.85,1.46,1.69,142.0,,,0.1,0.63,0.41,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7,3202.0,10224.0,9513.0,False,196,100,196,260,196,290
me-262c-2b,206.0,82.96,4.11,3.4,0.16,0.11,793.0,49.11,1.52,2.5,0.15,0.24,,,,,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0,5701.0,14393.0,10085.0,False,202,120,202,340,202,300
mig-15bis_ish,76.0,64.58,2.19,2.77,1.87,2.28,2457.0,60.87,0.99,1.21,0.7,0.85,8.0,,,1.0,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.3,8.7,1700.0,2500.0,1000.0,True,416,200,416,400,416,520
f-86f-35,572.0,60.41,1.5,1.17,0.91,0.72,6107.0,51.88,0.69,0.83,0.73,0.89,76.0,100.0,2.42,1.18,,,F-86F-35,F-86F-35,USA,Aviation,8.0,8.7,9.0,1720.0,3200.0,2000.0,True,464,200,464,480,464,580
