name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,550.0,69.63,1.34,1.18,2.4,2.09,2706.0,50.91,0.61,0.62,0.38,0.4,230.0,54.73,4.44,3.35,0.6,0.46,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,784.0,53.58,2.03,2.47,0.07,0.08,4533.0,55.87,0.97,1.22,0.06,0.1,114.0,67.82,7.92,8.39,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,153.0,61.29,2.48,1.19,,,336.0,65.18,2.05,2.03,0.03,0.03,41.0,100.0,5.0,5.0,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,496.0,70.56,2.71,2.48,0.3,0.26,1328.0,67.05,1.74,2.88,0.03,0.06,7.0,,,,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,177.0,61.91,3.74,1.78,1.52,0.69,2776.0,61.48,1.82,2.53,0.2,0.28,158.0,69.3,9.44,7.32,0.35,0.14,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,188.0,50.48,0.62,0.37,1.76,1.15,556.0,61.79,0.58,0.59,1.09,1.11,49.0,100.0,2.0,2.5,3.17,2.7,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,141.0,68.79,4.65,4.2,0.1,0.11,448.0,79.35,2.55,4.47,0.29,0.57,91.0,50.0,2.71,2.25,0.5,0.32,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,117.0,68.67,2.15,1.77,2.45,1.99,1157.0,62.85,0.64,0.71,0.45,0.5,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,178.0,18.59,6.42,1.53,1.02,0.32,2606.0,50.21,0.56,0.57,0.36,0.37,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,119.0,58.16,0.91,0.91,2.96,3.03,2614.0,65.51,0.29,0.34,1.05,1.21,209.0,64.67,0.86,0.37,1.18,0.52,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,117.0,75.62,,,6.69,5.32,59.0,,,,2.0,1.8,27.0,,,,,1.12,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,63.0,26.09,1.26,1.14,,,114.0,50.0,2.25,2.52,0.32,0.48,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
f-86f-30_japan,181.0,54.62,1.67,1.23,0.84,0.72,434.0,47.32,0.9,0.9,0.67,0.64,23.0,44.72,0.56,1.0,,,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,9.0,9.0
yak-30d,575.0,52.79,3.19,3.6,0.2,0.21,210.0,67.22,0.92,1.37,0.23,0.34,156.0,100.0,4.43,3.42,,,Yak-30,Yak-30,USSR,Aviation,8.3,8.3,8.0
hunter_f1,107.0,90.63,9.91,4.08,,,1226.0,59.76,1.38,1.86,0.44,0.6,64.0,50.0,4.12,3.42,,,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0
me-163b,391.0,62.03,3.39,4.24,,,823.0,57.57,1.47,2.14,0.06,0.1,93.0,,,3.16,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0
f-86f-40_japan,53.0,100.0,1.04,0.56,2.0,1.16,538.0,53.24,1.1,1.15,0.19,0.21,62.0,100.0,2.76,2.73,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3
yak-23,628.0,56.72,2.97,4.67,0.1,0.12,411.0,63.8,1.75,2.87,0.11,0.2,48.0,,,2.71,,,Yak-23,Yak-23,USSR,Aviation,7.7,8.0,7.7
f9f-8,462.0,77.38,0.79,0.76,3.33,3.17,1081.0,57.47,1.13,1.35,0.27,0.32,501.0,70.97,14.01,1.87,1.2,0.16,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3
f-86a-5,659.0,59.91,1.05,0.88,1.27,1.12,2741.0,52.33,0.75,0.77,0.35,0.37,42.0,,,2.0,,,F-86A-5,F-86A-5,USA,Aviation,8.0,8.7,8.7
f3d_1,258.0,56.83,1.71,1.25,2.65,1.89,788.0,69.4,0.92,1.15,0.5,0.64,95.0,,3.8,3.33,,0.08,F3D-1,F3D-1,USA,Aviation,7.0,7.0,7.0
r2y2_kai,169.0,73.48,1.01,0.93,1.26,1.17,574.0,56.69,1.75,2.06,0.93,1.09,145.0,49.73,2.75,2.23,0.7,0.59,R2Y2_Kai_V3,R2Y2_Kai_V3,Japan,Aviation,7.3,7.3,7.7
r2y2_v1,117.0,62.58,0.95,1.22,1.38,1.74,954.0,60.64,0.89,0.75,0.84,0.71,58.0,,1.59,1.59,1.59,1.59,R2Y2_Kai_V1,R2Y2_Kai_V1,Japan,Aviation,7.7,7.3,7.3
r2y2_v2,179.0,49.57,1.45,1.06,0.96,0.72,264.0,56.57,0.8,0.7,1.18,1.0,48.0,75.0,3.5,3.27,,,R2Y2_Kai_V2,R2Y2_Kai_V2,Japan,Aviation,7.3,7.3,7.3
me-262a-1a,517.0,55.18,2.37,2.74,0.35,0.38,761.0,37.93,2.18,2.43,0.72,0.8,61.0,,,5.53,,,Me_262_A-1a,Me_262_A-1a,Germany,Aviation,7.3,7.0,7.0
f-86f-2,473.0,55.64,1.31,1.32,1.07,1.09,4062.0,60.14,1.44,1.98,0.24,0.31,44.0,8.33,6.83,7.23,0.08,0.08,F-86F-2,F-86F-2,USA,Aviation,9.0,9.0,9.0
f-86_canadair_german,261.0,76.38,1.84,2.01,2.67,2.93,1323.0,51.15,1.15,1.44,0.2,0.27,66.0,100.0,4.36,,,,CL-13A_Mk_5,CL-13A_Mk_5,Germany,Aviation,8.3,9.3,9.0
f-84g,157.0,67.31,2.31,1.96,1.85,1.61,509.0,67.24,0.85,0.81,1.01,0.91,35.0,,,1.53,,,F-84G-21-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
la_200_toriy,298.0,54.82,1.95,1.28,0.23,0.17,309.0,58.66,0.9,0.6,,,38.0,,,,,,La-200,La-200,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2c_preproduction,282.0,78.85,2.23,1.87,2.32,1.96,963.0,62.55,1.23,1.45,0.46,0.56,21.0,,,,,,M.D.452_IIC,M.D.452_IIC,France,Aviation,8.7,8.7,8.7
sea_hawk_fga6,4.0,,,,,,282.0,69.31,0.46,0.58,0.88,1.07,17.0,,,,,,sea_hawk_fga6_shop,Sea_Hawk_FGA.6,Britain,Aviation,8.0,8.0,7.3
sea_venom_faw20,24.0,62.5,1.5,2.13,,0.25,,,,,,,5.0,,,,,,Sea_Venom_FAW_20,Sea_Venom_FAW_20,Britain,Aviation,8.0,8.0,8.0
arado-234,204.0,71.56,,,20.22,15.2,2836.0,54.56,,,2.16,2.99,74.0,100.0,,,,0.19,Ar_234_B-2,Ar_234_B-2,Germany,Aviation,6.3,6.7,6.7
fj_4b,480.0,76.94,0.67,0.63,3.35,3.17,1103.0,53.97,0.64,0.81,1.01,1.29,30.0,100.0,2.88,2.4,,,FJ-4B,FJ-4B,USA,Aviation,9.0,8.7,9.0
f-84g_france,214.0,79.28,1.72,0.89,2.31,1.21,354.0,76.6,0.9,0.95,0.96,0.99,9.0,,,,,,F-84G-26-RE,F-84G-26-RE_(France),France,Aviation,7.7,7.7,8.0
tu_14t,353.0,76.04,0.26,0.19,5.52,3.93,332.0,52.36,0.16,0.16,0.52,0.5,95.0,100.0,3.17,1.06,1.17,1.12,Tu-14T,Tu-14T,USSR,Aviation,8.0,8.0,8.0
il_28sh,510.0,68.99,0.36,0.32,5.61,4.87,2814.0,61.28,0.18,0.18,1.05,1.02,2111.0,62.74,0.66,0.45,1.57,1.12,IL-28Sh,IL-28Sh,USSR,Aviation,8.0,8.0,8.0
mig-15bis_nr23_german,996.0,52.45,2.72,3.37,0.35,0.42,5885.0,57.81,1.04,1.29,0.1,0.16,54.0,50.0,1.82,3.64,0.07,0.14,MiG-15bis,MiG-15bis_(Germany),Germany,Aviation,8.7,8.7,9.0
attaker_fb1,6.0,,,,,1.0,475.0,68.45,0.65,1.18,0.88,1.65,14.0,,,,,,Attacker_FB_1,Attacker_FB_1,Britain,Aviation,7.7,7.0,7.3
f-86f-25,496.0,72.76,0.76,0.82,2.09,2.26,1020.0,56.18,0.82,0.95,0.36,0.43,,,,,,,F-86F-25,F-86F-25,USA,Aviation,8.0,9.0,9.0
me-262a-2a,41.0,29.17,0.95,1.15,0.75,0.45,420.0,58.45,1.45,2.53,1.03,1.76,28.0,,1.0,1.0,,,Me_262_A-2a,Me_262_A-2a,Germany,Aviation,6.3,6.7,6.7
fj_4b_agm_12b,178.0,41.72,1.32,0.83,2.01,1.2,6677.0,59.74,0.5,0.58,1.67,1.99,80.0,4.17,2.38,2.27,0.79,0.73,FJ-4B_VMF-232,FJ-4B_VMF-232,USA,Aviation,9.0,8.7,9.0
la-15,600.0,60.4,1.29,1.46,0.19,0.21,387.0,49.02,0.96,1.49,0.09,0.11,32.0,,2.0,1.0,,,La-15,La-15,USSR,Aviation,8.0,8.0,8.0
he-162a-2,518.0,54.69,2.21,2.62,0.16,0.17,338.0,54.81,1.53,2.15,0.06,0.11,36.0,,,2.0,,,He_162_A-2,He_162_A-2,Germany,Aviation,6.3,6.3,6.7
yak-15_early,76.0,33.33,0.22,0.65,,,87.0,96.67,2.17,2.15,,,,,,,,,Yak-15P,Yak-15P,USSR,Aviation,6.0,6.3,6.7
me-163b-0,411.0,64.41,5.05,5.75,0.3,0.32,335.0,76.61,2.17,2.72,0.06,0.08,,,,,,,Me_163_B-0,Me_163_B-0,Germany,Aviation,9.0,8.3,8.3
f-84b,541.0,42.44,4.28,2.13,1.9,0.91,1874.0,64.02,0.6,0.71,1.04,1.24,1.0,,,,,,F-84B-26,F-84B-26,USA,Aviation,6.7,7.3,8.0
f-80a,399.0,47.38,1.44,1.2,1.76,1.36,2079.0,71.4,1.25,1.71,0.75,1.04,12.0,100.0,8.5,8.5,,,F-80A-5,F-80A-5,USA,Aviation,6.7,7.0,7.0
kitsuka,111.0,43.55,3.63,5.48,0.4,0.39,542.0,53.97,1.73,1.95,0.72,0.85,21.0,,,,,,Kikka,Kikka,Japan,Aviation,6.7,6.7,6.7
f9f-5,330.0,78.25,0.65,0.61,3.53,3.36,114.0,55.86,0.88,1.11,0.62,0.71,13.0,,,2.88,,,F9F-5,F9F-5,USA,Aviation,8.3,8.3,8.3
go229_v3,166.0,52.96,1.31,1.16,0.97,0.86,551.0,41.17,1.55,1.39,0.65,0.6,73.0,83.33,6.17,3.71,,,Ho_229_V3,Ho_229_V3,Germany,Aviation,7.3,7.3,7.7
il_28,447.0,65.08,0.39,0.29,4.3,3.18,600.0,50.61,0.31,0.23,0.29,0.21,588.0,68.14,1.59,0.62,1.3,0.52,IL-28,IL-28,USSR,Aviation,8.0,8.0,8.0
mig-9_ussr,152.0,53.32,2.03,2.6,0.21,0.27,713.0,64.25,1.91,3.05,0.35,0.55,19.0,,,,,,MiG-9_/L,MiG-9_(l),USSR,Aviation,7.7,7.3,7.7
j8m1,111.0,63.01,2.0,2.33,0.75,0.79,254.0,53.97,1.17,1.75,0.19,0.3,87.0,96.43,2.04,1.21,,,Ki-200,Ki-200,Japan,Aviation,8.0,8.0,8.0
meteor_fmk3,79.0,50.0,2.24,2.24,,0.1,735.0,78.91,1.35,1.79,0.99,1.31,30.0,,,5.0,,,Meteor_F_Mk_3,Meteor_F_Mk_3,Britain,Aviation,7.3,7.0,7.0
meteor_fmk8,81.0,52.9,1.59,1.89,0.36,0.76,269.0,77.81,1.5,1.67,0.88,1.12,223.0,59.52,2.5,1.99,0.56,0.39,Meteor_F_Mk_8_G.41K,Meteor_F_Mk_8_G.41K,Britain,Aviation,8.0,8.0,8.0
f2h-2,190.0,73.49,1.84,1.26,2.53,1.87,311.0,51.51,0.65,0.65,0.38,0.39,89.0,,,0.66,,0.18,F2H-2,F2H-2,USA,Aviation,8.0,8.0,8.0
fiat_g91_r1,78.0,56.52,0.46,0.38,0.98,1.05,871.0,60.28,1.05,1.11,1.26,1.34,10.0,,,,,,G.91_R/1,G.91_R/1,Italy,Aviation,9.0,8.7,8.7
b-57,457.0,70.97,,,4.91,4.11,148.0,51.53,,,1.08,0.75,70.0,100.0,,,1.86,0.92,B-57A,B-57A,USA,Aviation,7.7,7.7,7.7
me-262a-1a_u4,57.0,64.82,0.72,0.36,2.31,3.6,6411.0,54.55,0.1,0.11,1.67,1.83,140.0,67.58,0.83,1.15,2.78,3.8,Me_262_A-1/U4,Me_262_A-1/U4,Germany,Aviation,6.3,6.7,6.7
f-80,109.0,76.92,4.98,3.29,0.71,0.48,214.0,66.02,1.26,1.3,0.64,0.66,46.0,,,,,,F-80C-10,F-80C-10,USA,Aviation,7.3,7.7,7.7
mig-9,383.0,45.7,1.18,1.4,0.33,0.38,551.0,43.37,0.91,0.86,0.12,0.11,41.0,,0.24,0.35,,,MiG-9,MiG-9,USSR,Aviation,7.3,7.3,7.7
me-262c-1a,134.0,60.97,1.19,1.36,0.52,0.56,190.0,42.14,0.71,0.82,0.82,0.86,6.0,,,,,,Me_262_C-1a,Me_262_C-1a,Germany,Aviation,8.0,8.0,8.0
mig-15_ns23,473.0,51.97,1.34,0.98,1.17,0.88,878.0,53.12,0.67,0.6,0.12,0.11,83.0,,,1.33,,0.5,MiG-15,MiG-15,USSR,Aviation,8.7,8.7,8.3
meteor_fmk4_sw,20.0,50.0,1.0,1.67,1.33,2.17,42.0,50.0,0.5,0.29,,,,,,,,,Meteor_F_Mk_4_G.41G,Meteor_F_Mk_4_G.41G,Britain,Aviation,8.0,8.0,8.0
meteor_fmk4_lw,46.0,59.26,1.58,2.22,,,152.0,48.6,0.61,0.52,0.53,0.46,5.0,,,,,,Meteor_F_Mk_4_G.41F,Meteor_F_Mk_4_G.41F,Britain,Aviation,8.0,8.0,8.0
f-84g_italy,120.0,64.95,0.96,0.92,1.63,1.51,1249.0,58.05,0.4,0.37,1.05,1.0,35.0,,1.0,1.0,,,F-84G-21-RE,F-84G-21-RE_(Italy),Italy,Aviation,7.7,7.7,8.0
fiat_g91_ps,176.0,59.33,2.07,2.05,0.7,0.63,882.0,65.38,0.64,0.68,0.74,0.77,17.0,,,,,,G.91_pre-serie,G.91_pre-serie,Italy,Aviation,8.3,8.7,8.3
yak-15,245.0,40.66,0.91,1.13,0.11,0.17,60.0,,2.0,2.04,,0.05,,,,,,,Yak-15,Yak-15,USSR,Aviation,6.3,6.7,6.7
venom_fb4,92.0,95.4,1.92,1.06,4.25,2.52,657.0,64.29,0.94,1.17,0.71,0.84,45.0,54.55,1.82,2.27,0.23,0.45,Venom_FB.4,Venom_FB.4,Britain,Aviation,8.7,8.7,9.0
he-162a-1,,,,,,,2.0,100.0,1.0,,,,,,,,,,He_162_A-1,He_162_A-1,Germany,Aviation,6.3,6.3,6.7
arado-234c-3,327.0,77.68,0.74,0.4,11.78,6.73,2212.0,54.55,0.4,0.46,1.13,1.27,199.0,44.12,1.41,0.74,1.35,0.92,Ar_234_C-3,Ar_234_C-3,Germany,Aviation,7.0,7.3,7.3
meteor_fmk3_navy,80.0,63.46,2.28,3.11,2.74,3.99,36.0,,,2.0,,2.0,,,,,,,Sea_Meteor_F_Mk_3,Sea_Meteor_F_Mk_3,Britain,Aviation,7.7,7.7,7.7
mig-17,558.0,49.6,2.57,2.04,0.73,0.57,3476.0,59.46,1.16,1.62,0.23,0.29,174.0,29.89,1.64,1.64,0.03,0.01,MiG-17,MiG-17,USSR,Aviation,9.0,9.0,9.0
b-57b,437.0,77.63,0.16,0.12,6.0,3.53,501.0,49.46,0.07,0.06,1.15,0.71,300.0,57.33,0.59,0.35,0.95,0.42,B-57B,B-57B,USA,Aviation,8.0,8.0,8.0
f9f-2,227.0,68.48,1.26,1.18,4.43,3.87,340.0,63.56,0.74,0.93,0.24,0.32,35.0,,,2.43,,,F9F-2,F9F-2,USA,Aviation,8.3,8.3,8.3
mig-15,798.0,62.11,2.68,2.9,2.56,2.78,2488.0,66.85,1.3,1.75,0.19,0.25,111.0,46.0,4.78,5.14,1.08,1.16,MiG-15bis,MiG-15bis,USSR,Aviation,8.7,8.7,8.7
canberra_bimk6,314.0,77.19,0.53,0.39,5.55,3.26,130.0,82.61,2.93,1.96,1.5,1.04,92.0,100.0,2.47,1.26,0.37,0.49,Canberra_B_(I)_Mk_6,Canberra_B_(I)_Mk_6,Britain,Aviation,8.0,8.0,8.0
so_4050_vautour_2b,476.0,79.97,,,7.97,7.08,514.0,31.25,,,0.15,0.13,51.0,100.0,,,0.56,1.0,S.O.4050_Vautour_IIB,S.O.4050_Vautour_IIB,France,Aviation,9.0,9.0,9.0
so_4050_vautour_2a,763.0,80.57,0.65,0.63,6.81,6.46,1281.0,47.89,0.52,0.49,0.35,0.32,90.0,100.0,3.88,6.0,,,S.O.4050_Vautour_IIA,S.O.4050_Vautour_IIA,France,Aviation,9.0,9.0,9.0
md_450b_ouragan,202.0,56.07,1.02,0.96,0.85,0.76,156.0,75.67,0.9,0.39,1.3,0.75,14.0,,,,,,M.D.450B_Ouragan,M.D.450B_Ouragan,France,Aviation,7.7,7.7,7.7
la_174,129.0,64.64,2.5,4.51,0.44,0.86,42.0,,,2.5,,,31.0,100.0,1.0,1.0,,,La-174,La-174,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2a,268.0,61.35,1.06,0.83,0.5,0.45,207.0,50.09,0.5,0.56,0.32,0.36,,,,,,,M.D.452_IIA,M.D.452_IIA,France,Aviation,8.3,8.7,8.3
vampire_fb5,85.0,73.08,1.25,1.27,0.53,0.59,2889.0,74.52,0.65,0.92,1.29,1.81,5.0,,,,,,Vampire_FB_5,Vampire_FB_5,Britain,Aviation,7.7,7.3,7.7
j7w1,109.0,78.74,3.95,2.63,,,254.0,75.56,3.37,4.39,0.03,0.05,,,,,,,J7W1,J7W1,Japan,Aviation,5.7,6.0,5.7
fw-190d-12,661.0,59.66,1.74,2.01,0.4,0.46,336.0,64.91,2.44,3.86,1.04,1.63,17.0,,,5.0,,,Fw_190_D-12,Fw_190_D-12,Germany,Aviation,6.0,5.3,5.3
spitfire_xvi,362.0,54.41,0.74,0.84,0.13,0.13,270.0,78.69,0.5,0.63,0.01,0.23,26.0,,,,,,Spitfire_F_Mk_XVI,Spitfire_F_Mk_XVI,Britain,Aviation,4.7,5.0,5.0
p-38k,,,,,,,43.0,21.43,0.62,0.95,,,,,,,,,P-38K,P-38K,USA,Aviation,5.3,5.3,5.3
b-17g,89.0,82.04,0.11,0.08,4.07,2.36,34.0,,,,3.75,3.0,,,,,,,B-17G-60-VE,B-17G-60-VE,USA,Aviation,6.0,5.7,6.7
wyvern_s4,139.0,69.64,0.51,0.33,3.0,3.25,4368.0,67.52,0.1,0.09,1.36,1.27,329.0,67.45,1.7,1.03,3.95,2.45,Wyvern_S4,Wyvern_S4,Britain,Aviation,4.7,5.0,5.0
