name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
il_28sh,484.0,72.97,0.35,0.32,4.88,4.41,2309.0,63.81,0.13,0.13,0.98,0.91,1423.0,64.84,0.51,0.43,1.29,1.09,IL-28Sh,IL-28Sh,USSR,Aviation,8.0,8.0,8.0
mig-15bis_nr23_german,690.0,52.1,3.12,3.02,0.68,0.64,5328.0,59.8,1.13,1.43,0.15,0.22,31.0,72.73,3.18,4.09,0.09,0.18,MiG-15bis,MiG-15bis_(Germany),Germany,Aviation,8.7,8.7,9.0
attaker_fb1,63.0,96.3,0.53,0.08,4.86,1.33,404.0,75.34,0.75,0.91,1.02,1.19,16.0,,,,,,Attacker_FB_1,Attacker_FB_1,Britain,Aviation,7.7,7.0,7.3
f-86f-25,371.0,71.16,1.0,1.12,1.89,2.13,1024.0,55.89,0.92,1.06,0.52,0.61,2.0,,,,,,F-86F-25,F-86F-25,USA,Aviation,8.0,9.0,9.0
me-262a-2a,43.0,8.77,1.13,0.73,1.57,1.0,361.0,51.66,1.15,1.65,1.16,1.64,8.0,,,1.0,,,Me_262_A-2a,Me_262_A-2a,Germany,Aviation,6.3,6.7,6.7
fj_4b_agm_12b,159.0,45.83,1.95,1.83,2.09,1.95,4366.0,64.79,0.5,0.54,2.02,2.23,100.0,14.29,1.63,0.96,0.77,0.44,FJ-4B_VMF-232,FJ-4B_VMF-232,USA,Aviation,9.0,8.7,9.0
la-15,420.0,59.87,1.52,1.63,0.17,0.2,396.0,56.01,0.94,1.46,0.13,0.15,23.0,,,0.58,,,La-15,La-15,USSR,Aviation,8.0,8.0,8.0
he-162a-2,531.0,58.12,1.82,2.55,0.16,0.22,302.0,52.32,3.37,4.01,0.23,0.19,86.0,,5.09,3.87,,,He_162_A-2,He_162_A-2,Germany,Aviation,6.3,6.3,6.7
yak-15_early,120.0,50.0,0.13,0.09,,,138.0,66.5,1.07,1.4,0.13,0.18,,,,,,,Yak-15P,Yak-15P,USSR,Aviation,6.0,6.3,6.7
me-163b-0,254.0,78.04,6.82,8.25,1.0,1.28,355.0,78.97,2.06,3.67,0.05,0.1,5.0,,,,,,Me_163_B-0,Me_163_B-0,Germany,Aviation,9.0,8.3,8.3
f-84b,495.0,47.07,2.01,1.95,0.46,0.45,1601.0,67.46,0.55,0.68,1.01,1.26,16.0,100.0,,,1.75,0.88,F-84B-26,F-84B-26,USA,Aviation,6.7,7.3,8.0
f-80a,403.0,46.69,1.59,1.11,1.26,0.88,1920.0,69.56,1.25,1.72,0.79,1.11,21.0,100.0,9.0,9.0,,,F-80A-5,F-80A-5,USA,Aviation,6.7,7.0,7.0
kitsuka,88.0,52.0,2.97,7.25,0.22,0.5,734.0,66.97,2.03,2.66,0.81,1.05,73.0,,,1.96,,0.74,Kikka,Kikka,Japan,Aviation,6.7,6.7,6.7
f9f-5,192.0,79.64,0.78,0.87,3.13,3.48,130.0,64.29,1.62,1.2,0.53,0.5,53.0,,,2.96,,,F9F-5,F9F-5,USA,Aviation,8.3,8.3,8.3
go229_v3,269.0,62.62,1.35,0.86,1.01,0.65,474.0,36.83,1.35,1.12,0.5,0.41,32.0,,4.42,3.79,,,Ho_229_V3,Ho_229_V3,Germany,Aviation,7.3,7.3,7.7
il_28,318.0,73.61,0.32,0.23,4.59,3.41,606.0,53.03,0.24,0.23,0.28,0.27,534.0,58.15,1.35,0.66,1.62,0.79,IL-28,IL-28,USSR,Aviation,8.0,8.0,8.0
mig-9_ussr,136.0,61.34,2.08,2.44,0.43,0.43,586.0,72.32,1.98,2.74,0.34,0.47,40.0,,,,,,MiG-9_/L,MiG-9_(l),USSR,Aviation,7.7,7.3,7.7
j8m1,65.0,73.34,0.78,2.04,0.95,0.68,301.0,64.94,1.52,2.45,0.05,0.12,64.0,100.0,3.33,1.78,,,Ki-200,Ki-200,Japan,Aviation,8.0,8.0,8.0
meteor_fmk3,78.0,65.52,1.5,2.31,1.53,1.46,475.0,78.89,1.52,2.21,1.35,1.96,74.0,100.0,9.7,5.12,0.77,0.36,Meteor_F_Mk_3,Meteor_F_Mk_3,Britain,Aviation,7.3,7.0,7.0
meteor_fmk8,59.0,66.0,1.2,1.43,1.42,2.3,331.0,54.42,0.71,0.97,0.84,1.14,53.0,,,2.76,,0.8,Meteor_F_Mk_8_G.41K,Meteor_F_Mk_8_G.41K,Britain,Aviation,8.0,8.0,8.0
f2h-2,100.0,69.45,3.09,1.57,2.88,1.32,354.0,50.57,0.73,0.73,0.23,0.23,102.0,,,0.75,,0.46,F2H-2,F2H-2,USA,Aviation,8.0,8.0,8.0
fiat_g91_r1,47.0,50.0,0.56,0.56,1.0,1.0,1026.0,57.87,0.82,0.83,1.07,1.11,36.0,,,,,,G.91_R/1,G.91_R/1,Italy,Aviation,9.0,8.7,8.7
b-57,220.0,87.79,,,6.91,6.06,217.0,29.7,,,0.96,1.01,51.0,100.0,,,1.44,0.41,B-57A,B-57A,USA,Aviation,7.7,7.7,7.7
me-262a-1a_u4,102.0,58.33,0.82,0.77,2.12,2.7,5201.0,55.8,0.09,0.1,1.73,1.97,171.0,66.67,1.84,0.99,6.81,3.52,Me_262_A-1/U4,Me_262_A-1/U4,Germany,Aviation,6.3,6.7,6.7
f-80,104.0,70.37,4.44,2.69,0.38,0.78,217.0,56.81,1.36,1.02,0.98,0.71,2.0,,,,,,F-80C-10,F-80C-10,USA,Aviation,7.3,7.7,7.7
mig-9,287.0,49.67,1.16,1.23,0.24,0.29,531.0,50.81,0.64,0.72,0.06,0.06,22.0,,,,,,MiG-9,MiG-9,USSR,Aviation,7.3,7.3,7.7
me-262c-1a,133.0,73.01,2.0,1.63,0.64,0.53,188.0,41.56,0.45,0.62,1.09,1.42,,,,,,,Me_262_C-1a,Me_262_C-1a,Germany,Aviation,8.0,8.0,8.0
mig-15_ns23,384.0,61.91,1.54,1.22,1.16,0.87,910.0,50.75,0.73,0.71,0.1,0.1,38.0,,,,,,MiG-15,MiG-15,USSR,Aviation,8.7,8.7,8.3
meteor_fmk4_sw,,,,,,,61.0,50.0,0.5,0.52,,,,,,,,,Meteor_F_Mk_4_G.41G,Meteor_F_Mk_4_G.41G,Britain,Aviation,8.0,8.0,8.0
meteor_fmk4_lw,19.0,66.67,1.7,1.39,,,141.0,56.88,0.73,0.44,0.91,0.64,,,,,,,Meteor_F_Mk_4_G.41F,Meteor_F_Mk_4_G.41F,Britain,Aviation,8.0,8.0,8.0
f-84g_italy,71.0,80.95,0.86,0.85,2.03,1.4,960.0,63.69,0.56,0.5,1.25,1.1,72.0,2.5,0.98,1.0,0.2,0.13,F-84G-21-RE,F-84G-21-RE_(Italy),Italy,Aviation,7.7,7.7,8.0
fiat_g91_ps,62.0,59.67,2.15,1.41,0.26,1.08,801.0,61.07,0.66,0.74,0.81,0.91,23.0,,,,,,G.91_pre-serie,G.91_pre-serie,Italy,Aviation,8.3,8.7,8.3
yak-15,154.0,24.39,2.39,1.66,0.11,0.13,72.0,100.0,1.7,1.96,1.0,0.59,23.0,,2.5,2.57,,,Yak-15,Yak-15,USSR,Aviation,6.3,6.7,6.7
venom_fb4,88.0,81.61,1.26,1.07,3.63,3.85,491.0,58.75,0.97,1.14,1.14,1.34,76.0,,2.24,2.48,,,Venom_FB.4,Venom_FB.4,Britain,Aviation,8.7,8.7,9.0
he-162a-1,,,,,,,13.0,100.0,1.0,,,,,,,,,,He_162_A-1,He_162_A-1,Germany,Aviation,6.3,6.3,6.7
arado-234c-3,494.0,72.47,0.45,0.42,7.22,6.35,1715.0,49.21,0.36,0.33,1.8,1.56,150.0,66.67,1.22,0.45,1.11,0.24,Ar_234_C-3,Ar_234_C-3,Germany,Aviation,7.0,7.3,7.3
meteor_fmk3_navy,56.0,70.83,3.04,2.58,2.79,2.14,26.0,,1.0,0.17,3.0,3.0,,,,,,,Sea_Meteor_F_Mk_3,Sea_Meteor_F_Mk_3,Britain,Aviation,7.7,7.7,7.7
mig-17,597.0,60.31,1.85,1.68,0.71,0.6,2880.0,60.76,1.03,1.38,0.24,0.31,115.0,23.39,1.64,1.67,0.51,0.58,MiG-17,MiG-17,USSR,Aviation,9.0,9.0,9.0
b-57b,307.0,88.77,0.05,0.04,5.8,4.54,454.0,55.61,0.05,0.05,1.22,0.76,227.0,100.0,4.0,0.6,2.0,0.15,B-57B,B-57B,USA,Aviation,8.0,8.0,8.0
f9f-2,82.0,72.92,1.45,1.99,5.84,4.5,291.0,52.17,0.74,0.93,0.62,0.75,36.0,,,2.27,,,F9F-2,F9F-2,USA,Aviation,8.3,8.3,8.3
mig-15,723.0,64.21,1.83,2.08,1.2,1.39,2729.0,65.29,1.29,1.91,0.16,0.24,58.0,,2.0,1.72,0.27,0.17,MiG-15bis,MiG-15bis,USSR,Aviation,8.7,8.7,8.7
canberra_bimk6,138.0,86.77,0.4,0.35,7.63,5.95,141.0,53.41,0.25,0.25,0.35,0.39,94.0,100.0,2.21,1.28,,0.2,Canberra_B_(I)_Mk_6,Canberra_B_(I)_Mk_6,Britain,Aviation,8.0,8.0,8.0
so_4050_vautour_2b,241.0,91.85,,,11.23,7.84,313.0,26.52,,,1.39,0.75,52.0,100.0,,,0.6,1.0,S.O.4050_Vautour_IIB,S.O.4050_Vautour_IIB,France,Aviation,9.0,9.0,9.0
so_4050_vautour_2a,459.0,76.67,0.56,0.51,7.97,7.06,743.0,47.94,0.35,0.31,0.62,0.54,37.0,100.0,2.2,,,,S.O.4050_Vautour_IIA,S.O.4050_Vautour_IIA,France,Aviation,9.0,9.0,9.0
md_450b_ouragan,155.0,46.94,0.79,0.88,0.44,0.52,163.0,61.83,0.66,0.65,0.61,0.43,8.0,,,,,,M.D.450B_Ouragan,M.D.450B_Ouragan,France,Aviation,7.7,7.7,7.7
la_174,50.0,65.84,2.49,7.3,0.64,1.7,22.0,100.0,1.0,1.56,1.0,0.33,15.0,,,,,,La-174,La-174,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2a,171.0,60.75,0.91,0.7,0.36,0.27,131.0,70.37,0.74,0.74,0.43,0.46,,,,,,,M.D.452_IIA,M.D.452_IIA,France,Aviation,8.3,8.7,8.3
vampire_fb5,72.0,90.52,0.76,0.64,0.83,0.7,2049.0,75.21,0.69,0.93,1.37,1.85,81.0,83.33,2.45,2.93,,,Vampire_FB_5,Vampire_FB_5,Britain,Aviation,7.7,7.3,7.7
j7w1,96.0,53.09,4.27,2.71,,,366.0,75.35,2.25,4.22,0.09,0.16,,,,,,,J7W1,J7W1,Japan,Aviation,5.7,6.0,5.7
fw-190d-12,584.0,65.63,1.51,1.55,0.39,0.4,245.0,65.5,4.05,8.36,1.57,3.43,5.0,,,,,,Fw_190_D-12,Fw_190_D-12,Germany,Aviation,6.0,5.3,5.3
spitfire_xvi,238.0,28.43,2.82,1.25,0.62,0.22,422.0,72.59,0.82,0.93,0.03,0.04,18.0,,,,,,Spitfire_F_Mk_XVI,Spitfire_F_Mk_XVI,Britain,Aviation,4.7,5.0,5.0
p-38k,,,,,,,68.0,41.38,1.02,1.09,1.0,1.03,7.0,,,,,,P-38K,P-38K,USA,Aviation,5.3,5.3,5.3
b-17g,55.0,100.0,,,5.67,2.86,44.0,,,,5.11,4.6,,,,,,,B-17G-60-VE,B-17G-60-VE,USA,Aviation,6.0,5.7,6.7
wyvern_s4,45.0,55.83,0.25,0.24,5.2,8.34,3454.0,66.91,0.13,0.11,1.71,1.54,382.0,84.95,2.73,1.02,4.84,1.88,Wyvern_S4,Wyvern_S4,Britain,Aviation,4.7,5.0,5.0
douglas_ad_4,234.0,54.1,0.94,0.67,3.15,2.17,1679.0,67.5,0.36,0.33,4.38,4.27,73.0,23.08,,,7.87,7.55,AD-4,AD-4,USA,Aviation,6.0,6.0,5.7
tu_4,159.0,88.08,1.41,1.01,7.69,6.18,483.0,58.34,1.29,0.74,0.56,0.29,111.0,100.0,1.63,0.27,1.88,0.64,Tu-4,Tu-4,USSR,Aviation,7.3,8.0,7.7
n1k2_jko,72.0,65.86,1.25,1.36,0.97,1.07,170.0,91.87,3.54,5.62,1.92,2.75,13.0,,,,,,N1K2-Ja,N1K2-Ja,Japan,Aviation,6.0,6.0,6.3
he_219a_7,62.0,38.05,2.82,3.62,,,1531.0,65.64,0.45,0.38,2.13,1.8,,,,,,,He_219_A-7,He_219_A-7,Germany,Aviation,4.7,4.3,4.3
sm_91,272.0,69.03,1.85,1.37,2.36,1.74,920.0,69.71,2.7,2.14,1.91,1.52,76.0,100.0,5.84,2.54,3.53,1.48,SM.91,SM.91,Italy,Aviation,3.7,3.7,3.7
n1k1_ja,148.0,48.04,1.83,2.05,,,80.0,100.0,2.67,4.0,2.08,2.5,22.0,,,2.6,,,N1K1-Ja,N1K1-Ja,Japan,Aviation,5.3,5.3,5.0
g5n1,87.0,22.73,,,2.0,0.84,11.0,100.0,,,,,,,,,,,G5N1,G5N1,Japan,Aviation,4.3,5.0,5.3
tu-2_postwar,165.0,87.63,,,11.93,8.53,153.0,91.4,0.15,0.05,9.14,3.94,16.0,100.0,,,1.0,1.0,Tu-2S-44,Tu-2S-44,USSR,Aviation,6.0,6.0,6.0
b_24d,120.0,57.76,0.01,0.01,3.23,2.99,27.0,,,,,2.0,,,,,,,B-24D-25-CO,B-24D-25-CO,USA,Aviation,5.7,6.0,6.0
bf-109k-4,2359.0,62.82,3.18,2.86,0.23,0.2,2106.0,63.58,1.87,2.56,0.41,0.57,110.0,37.78,4.76,4.13,,,Bf_109_K-4,Bf_109_K-4,Germany,Aviation,6.0,5.7,6.3
p-47n-15,752.0,56.92,1.57,1.08,1.72,1.14,2506.0,79.07,0.35,0.37,1.6,1.71,1.0,,,,,1.0,P-47N-15,P-47N-15,USA,Aviation,5.0,5.0,4.7
spitfire_ix_usa,101.0,36.09,1.34,1.21,0.47,0.42,367.0,66.21,1.59,2.52,0.19,0.3,21.0,,,2.0,,4.0,Spitfire_LF_Mk_IXc,Spitfire_F_Mk_IXc,Britain,Aviation,4.3,4.7,4.7
p-47m-1-re,754.0,75.95,1.47,1.55,1.76,1.85,2324.0,72.13,0.68,0.7,1.43,1.46,,,,,,,P-47M-1-RE,P-47N-15,USA,Aviation,5.0,5.0,4.7
f7f3,28.0,70.0,2.05,2.06,0.7,0.59,197.0,76.35,2.34,3.62,1.03,1.58,,,,,,,F7F-3,F7F-3,USA,Aviation,6.7,6.0,6.3
spitfire_ix,71.0,69.79,1.84,1.56,0.15,0.3,467.0,62.5,1.58,1.38,0.48,0.4,39.0,,,0.71,,,Spitfire_LF_Mk_IX,Spitfire_LF_Mk_IX,Britain,Aviation,5.7,5.7,5.0
fw-190c,336.0,65.6,3.31,2.01,0.37,0.18,498.0,75.84,1.68,3.5,0.81,1.63,,,,,,,Fw_190_C,Fw_190_C,Germany,Aviation,5.3,5.0,5.0
brigand_b1,75.0,64.82,,,5.74,3.51,44.0,100.0,0.81,0.86,3.31,3.5,,,,,,,Brigand_B_1,Brigand_B_1,Britain,Aviation,5.0,4.7,4.3
ki_87,,,,,,,92.0,76.09,3.04,2.68,1.52,1.45,27.0,,,,,,Ki-87,Ki-87,Japan,Aviation,6.0,6.0,6.0
su-6_m71,65.0,90.32,0.25,0.29,11.34,10.98,614.0,34.16,0.08,0.07,4.1,2.31,116.0,70.37,0.06,0.05,1.7,1.11,Su-6_(M-71F),Su-6_(M-71F),USSR,Aviation,5.3,5.3,5.3
b-29,207.0,90.11,0.2,0.1,7.58,3.52,134.0,13.33,1.43,0.33,0.63,1.07,24.0,,,,,,B-29A-BN,B-29A-BN,USA,Aviation,6.3,6.3,7.0
f8f1,625.0,76.82,1.95,1.01,2.91,1.63,571.0,70.11,0.37,0.25,1.37,1.16,,,,,,,F8F-1,F8F-1,USA,Aviation,4.7,6.0,6.0
spitfire_f22,265.0,69.5,1.45,1.51,0.24,0.25,368.0,69.78,1.99,3.8,0.63,1.14,,,,,,,Spitfire_F_Mk_22,Spitfire_F_Mk_22,Britain,Aviation,5.7,6.3,6.0
sea_fury_fb11,152.0,62.61,1.33,1.42,0.33,0.34,128.0,65.59,0.51,0.7,0.41,0.56,1.0,,,,,,Sea_Fury_FB_11,Sea_Fury_FB_11,Britain,Aviation,5.7,5.3,5.7
do_217m_1,1982.0,83.38,,,6.38,5.72,342.0,63.1,,,1.89,1.69,13.0,,,,,,Do_217_M-1,Do_217_M-1,Germany,Aviation,5.3,5.0,5.7
p1y1_mod11,99.0,81.13,,,6.2,6.22,61.0,8.33,,,2.77,2.95,,,,,,,"P1Y1_mod._11_""Ginga""",P1Y1_mod._11,Japan,Aviation,4.7,4.7,4.7
fw-190a-8,2430.0,62.48,2.41,2.28,0.19,0.18,587.0,85.73,2.81,6.72,0.87,2.17,72.0,23.33,2.97,3.75,,,Fw_190_A-8,Fw_190_A-8,Germany,Aviation,5.3,5.0,5.0
tempest_mk2,181.0,64.66,3.22,4.36,0.9,1.07,702.0,63.86,0.81,0.85,0.51,0.54,3.0,,,,,,Tempest_Mk_II,Tempest_Mk_II,Britain,Aviation,6.3,6.0,6.3
he-177a-5,1266.0,75.15,0.22,0.17,5.43,4.5,330.0,72.9,0.06,0.1,0.71,1.35,194.0,24.73,0.81,0.41,1.08,0.48,He_177_A-5,He_177_A-5,Germany,Aviation,5.7,5.3,5.7
il-10_1946,244.0,70.52,0.92,0.96,3.91,4.3,206.0,41.88,0.14,0.13,5.5,5.06,4.0,,,,,,IL-10_(1946),IL-10_(1946),USSR,Aviation,5.0,5.3,5.3
ta-152c,435.0,64.47,2.42,2.4,0.25,0.25,1678.0,67.55,2.1,3.08,0.92,1.33,39.0,,,,,,Ta_152_C-3,Ta_152_C-3,Germany,Aviation,6.3,5.7,5.7
lancaster_mk1,105.0,57.02,,,4.9,4.75,56.0,90.67,,,1.13,1.67,19.0,100.0,,,,,Lancaster_B_Mk_I,Lancaster_B_Mk_I,Britain,Aviation,5.0,5.3,5.7
do_335b_2,192.0,45.77,0.59,0.37,0.12,0.06,3013.0,60.33,0.45,0.45,1.74,1.68,,,,,,,Do_335_B-2,Do_335_B-2,Germany,Aviation,5.7,5.7,5.7
n1k2_j,142.0,37.58,2.88,2.17,0.87,0.76,208.0,82.37,1.34,1.09,1.69,1.39,7.0,,,,,,N1K2-J,N1K2-J,Japan,Aviation,5.7,6.0,6.0
do_335a_0,231.0,57.8,2.05,1.17,0.14,0.09,161.0,37.96,0.58,0.5,0.94,0.59,,,,,,,Do_335_A-0,Do_335_A-0,Germany,Aviation,5.3,5.3,5.0
lancaster_mk3,106.0,65.35,,,5.34,4.33,32.0,,,,,0.74,2.0,,,,,,Lancaster_B_Mk_III,Lancaster_B_Mk_III,Britain,Aviation,5.0,5.3,6.0
do_335a_1,178.0,59.65,0.74,0.67,1.43,1.26,312.0,59.48,0.31,0.25,0.81,0.68,24.0,,,,,,Do_335_A-1,Do_335_A-1,Germany,Aviation,4.7,5.0,5.0
