name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
etndard_4m,22.0,100.0,0.55,0.55,2.1,2.1,485.0,63.48,1.52,1.93,0.3,0.4,,,,,,,Etendard_IVM,Etendard_IVM,France,Aviation,9.3,9.3,9.3
f-100d,501.0,86.22,0.82,0.68,3.73,3.05,1843.0,48.37,0.55,0.62,0.28,0.31,167.0,100.0,8.74,6.23,0.83,0.56,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,453.0,60.96,2.81,3.24,0.23,0.26,2414.0,56.02,0.85,1.15,0.01,0.02,45.0,25.0,0.97,2.3,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,81.0,93.55,1.25,0.77,0.15,0.06,613.0,51.76,0.93,1.23,,,32.0,100.0,7.0,1.61,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,138.0,37.96,3.64,2.3,1.58,0.76,431.0,65.27,1.76,2.78,0.05,0.07,45.0,100.0,3.05,3.24,,,F-86K,F-86K_(France),France,Aviation,9.0,9.3,9.3
hunter_f6,95.0,95.27,2.98,1.79,1.69,1.12,2599.0,64.12,1.72,2.45,0.39,0.55,40.0,100.0,13.0,11.18,0.86,0.82,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,52.0,32.22,0.64,0.75,0.1,0.21,792.0,60.7,0.49,0.62,0.86,1.12,12.0,,,,,,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,144.0,70.49,2.86,3.33,0.18,0.19,345.0,67.58,1.94,3.75,0.23,0.35,15.0,,,1.0,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,80.0,97.22,1.22,0.92,3.74,2.79,1270.0,55.61,0.65,0.84,0.41,0.52,27.0,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,43.0,50.0,0.64,0.71,1.04,1.16,2691.0,53.3,0.63,0.66,0.39,0.41,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.0,8.7,9.0
meteor_fmk8_reaper,104.0,51.18,0.53,0.5,3.15,2.87,1677.0,60.83,0.37,0.36,1.16,1.16,123.0,94.44,3.28,1.17,,0.03,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,152.0,72.3,,,5.69,5.73,74.0,91.43,,,1.17,1.01,23.0,100.0,,,1.0,,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,77.0,50.0,1.96,2.45,0.66,0.6,9.0,,,,,,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
