name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
etndard_4m,,,,,,,130.0,65.26,1.7,2.21,0.28,0.38,,,,,,,Etendard_IVM,Etendard_IVM,France,Aviation,9.3,9.3,9.3
f-100d,379.0,88.89,0.99,0.85,3.7,3.11,1863.0,49.0,0.49,0.54,0.31,0.33,131.0,97.85,9.51,7.91,0.56,0.44,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,479.0,58.71,2.75,3.15,0.18,0.2,2527.0,58.22,0.87,1.19,0.04,0.05,50.0,50.0,7.62,3.83,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,103.0,82.04,1.09,1.01,,,459.0,50.24,0.87,1.08,,,28.0,,,0.58,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,156.0,53.94,3.26,1.88,1.44,0.75,595.0,68.4,1.77,3.04,,,30.0,100.0,3.53,3.56,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,115.0,100.0,3.95,1.72,0.71,0.61,2124.0,64.07,1.73,2.45,0.38,0.55,32.0,,,10.67,,0.5,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,88.0,43.48,0.53,0.54,0.27,0.28,746.0,56.82,0.43,0.55,0.89,1.15,14.0,,,1.33,,2.67,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,152.0,70.0,2.67,2.56,0.13,0.12,291.0,66.55,1.94,3.96,0.05,0.12,8.0,,,1.0,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,92.0,99.0,2.29,1.76,4.22,2.94,1111.0,59.93,0.58,0.75,0.41,0.53,20.0,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,11.0,50.0,1.0,0.94,1.0,0.94,2338.0,53.03,0.59,0.62,0.36,0.39,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,81.0,66.67,0.7,0.49,4.67,3.23,1523.0,64.88,0.41,0.4,1.08,1.06,157.0,80.0,2.08,0.98,,,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,126.0,79.62,,,7.87,6.84,40.0,100.0,,,1.19,1.0,17.0,100.0,,,1.0,,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,102.0,50.0,2.07,1.63,0.79,0.46,42.0,,,0.43,,,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
f-86f-30_japan,92.0,76.09,2.43,1.81,2.15,2.07,1201.0,59.69,0.93,0.91,0.44,0.43,106.0,30.55,2.24,2.66,0.22,0.28,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,9.0,9.0
yak-30d,629.0,54.47,2.01,2.22,0.1,0.11,175.0,83.19,1.52,3.6,0.03,0.08,147.0,68.0,6.24,4.07,,,Yak-30,Yak-30,USSR,Aviation,8.3,8.3,8.0
hunter_f1,67.0,50.0,1.97,1.55,0.04,0.03,1432.0,68.14,1.66,2.29,0.25,0.34,30.0,100.0,4.0,,0.13,,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0
me-163b,251.0,53.06,3.2,2.05,0.37,0.22,456.0,56.88,1.35,1.17,0.06,0.05,103.0,,,2.34,,0.01,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0
f-86f-40_japan,102.0,63.1,1.86,2.05,1.91,2.26,586.0,54.69,0.72,0.98,0.32,0.43,6.0,,,3.0,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3
yak-23,317.0,60.27,3.99,4.1,0.77,0.81,527.0,69.59,1.75,4.07,0.2,0.43,38.0,,,,,,Yak-23,Yak-23,USSR,Aviation,7.7,8.0,7.7
f9f-8,287.0,86.85,0.73,0.77,2.2,2.29,603.0,67.52,1.71,2.14,0.61,0.76,377.0,99.14,16.18,4.26,0.21,0.08,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3
f-86a-5,361.0,63.12,1.83,1.25,1.54,1.12,2640.0,51.67,0.74,0.8,0.41,0.45,82.0,100.0,4.35,2.61,0.86,0.92,F-86A-5,F-86A-5,USA,Aviation,8.0,8.7,8.7
f3d_1,51.0,,1.88,1.22,7.38,3.94,744.0,75.17,0.77,0.86,1.27,1.43,87.0,100.0,9.75,3.34,4.5,1.66,F3D-1,F3D-1,USA,Aviation,7.0,7.0,7.0
r2y2_kai,65.0,81.58,1.42,1.14,3.05,2.81,525.0,57.38,1.86,1.92,1.17,1.19,116.0,5.13,7.88,3.77,1.51,0.49,R2Y2_Kai_V3,R2Y2_Kai_V3,Japan,Aviation,7.3,7.3,7.7
r2y2_v1,51.0,87.68,0.48,0.27,2.81,2.42,412.0,54.83,1.36,1.46,0.77,0.84,90.0,,3.39,3.06,2.0,1.58,R2Y2_Kai_V1,R2Y2_Kai_V1,Japan,Aviation,7.7,7.3,7.3
r2y2_v2,34.0,81.58,0.55,0.55,1.63,1.63,237.0,54.95,1.36,1.15,1.57,1.31,84.0,55.56,4.51,5.83,1.06,1.34,R2Y2_Kai_V2,R2Y2_Kai_V2,Japan,Aviation,7.3,7.3,7.3
me-262a-1a,365.0,57.13,2.89,2.32,0.55,0.43,600.0,44.16,1.36,1.72,0.41,0.54,88.0,,6.68,4.42,0.55,0.24,Me_262_A-1a,Me_262_A-1a,Germany,Aviation,7.3,7.0,7.0
f-86f-2,541.0,71.83,1.81,1.93,1.64,1.77,3675.0,63.97,1.53,2.22,0.17,0.25,65.0,33.33,2.28,3.83,1.22,1.67,F-86F-2,F-86F-2,USA,Aviation,9.0,9.0,9.0
f-86_canadair_german,324.0,61.16,1.34,0.97,1.85,1.35,789.0,57.66,0.79,0.91,0.33,0.38,11.0,100.0,1.0,,,,CL-13A_Mk_5,CL-13A_Mk_5,Germany,Aviation,8.3,9.3,9.0
f-84g,98.0,71.97,0.56,0.91,0.65,0.59,593.0,68.33,0.71,0.54,0.82,0.65,9.0,,,2.0,,,F-84G-21-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
la_200_toriy,97.0,72.46,1.42,1.06,,,185.0,58.23,0.89,0.83,,,,,,,,,La-200,La-200,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2c_preproduction,117.0,77.74,1.26,1.55,2.24,2.81,1246.0,60.07,1.2,1.6,0.66,0.86,31.0,100.0,2.29,2.0,0.43,,M.D.452_IIC,M.D.452_IIC,France,Aviation,8.7,8.7,8.7
sea_hawk_fga6,73.0,9.52,0.1,0.15,2.54,1.54,177.0,95.05,0.51,0.37,1.07,0.91,76.0,100.0,4.29,4.21,2.32,2.27,sea_hawk_fga6_shop,Sea_Hawk_FGA.6,Britain,Aviation,8.0,8.0,7.3
sea_venom_faw20,6.0,,,,,2.0,43.0,100.0,1.17,1.67,2.0,2.0,18.0,,,,,,Sea_Venom_FAW_20,Sea_Venom_FAW_20,Britain,Aviation,8.0,8.0,8.0
arado-234,201.0,68.28,,,16.69,7.5,2371.0,59.56,,,2.23,3.21,42.0,,,,,2.0,Ar_234_B-2,Ar_234_B-2,Germany,Aviation,6.3,6.7,6.7
fj_4b,332.0,78.59,0.64,0.62,3.21,3.06,975.0,56.43,0.77,0.95,1.09,1.34,29.0,91.67,3.86,3.95,1.44,1.43,FJ-4B,FJ-4B,USA,Aviation,9.0,8.7,9.0
f-84g_france,71.0,47.22,1.19,1.12,0.08,0.08,524.0,69.64,1.11,1.1,1.67,1.63,128.0,,,0.73,,0.13,F-84G-26-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
tu_14t,313.0,74.05,0.19,0.1,6.42,3.66,284.0,59.29,0.23,0.28,0.28,0.35,183.0,100.0,3.44,0.89,3.11,0.33,Tu-14T,Tu-14T,USSR,Aviation,8.0,8.0,8.0
il_28sh,430.0,73.37,0.38,0.3,5.25,4.16,2138.0,62.81,0.13,0.13,1.05,0.99,872.0,58.52,0.8,0.54,1.74,1.16,IL-28Sh,IL-28Sh,USSR,Aviation,8.0,8.0,8.0
mig-15bis_nr23_german,677.0,46.55,2.84,2.69,0.71,0.69,4725.0,62.53,1.16,1.59,0.19,0.26,40.0,100.0,4.86,4.86,,,MiG-15bis,MiG-15bis_(Germany),Germany,Aviation,8.7,8.7,9.0
attaker_fb1,161.0,69.53,0.56,0.3,3.47,1.82,383.0,76.1,0.67,0.63,1.33,1.22,1.0,,,,,,Attacker_FB_1,Attacker_FB_1,Britain,Aviation,7.7,7.0,7.3
f-86f-25,464.0,70.08,1.14,1.14,1.98,2.02,1142.0,62.51,1.06,1.51,0.52,0.73,2.0,,,,,,F-86F-25,F-86F-25,USA,Aviation,8.0,9.0,9.0
me-262a-2a,7.0,,2.0,1.5,2.0,1.5,332.0,56.28,1.15,1.34,1.26,1.5,6.0,100.0,,,1.0,,Me_262_A-2a,Me_262_A-2a,Germany,Aviation,6.3,6.7,6.7
fj_4b_agm_12b,161.0,53.85,1.78,2.13,2.67,3.37,2837.0,66.23,0.55,0.57,2.08,2.21,91.0,58.93,1.3,1.24,1.23,1.18,FJ-4B_VMF-232,FJ-4B_VMF-232,USA,Aviation,9.0,8.7,9.0
la-15,262.0,58.4,1.45,1.69,0.09,0.1,433.0,57.52,0.75,0.99,0.24,0.28,23.0,,,0.65,,,La-15,La-15,USSR,Aviation,8.0,8.0,8.0
he-162a-2,378.0,52.49,1.67,2.61,0.16,0.25,371.0,41.91,4.17,5.2,0.39,0.4,52.0,,4.64,4.68,,,He_162_A-2,He_162_A-2,Germany,Aviation,6.3,6.3,6.7
yak-15_early,140.0,50.0,0.3,0.57,,,134.0,52.47,1.1,1.9,0.19,0.29,,,,,,,Yak-15P,Yak-15P,USSR,Aviation,6.0,6.3,6.7
me-163b-0,182.0,71.36,6.31,7.6,1.51,1.84,308.0,66.12,1.68,3.12,0.03,0.08,17.0,,,,,,Me_163_B-0,Me_163_B-0,Germany,Aviation,9.0,8.3,8.3
f-84b,462.0,56.3,1.92,1.88,0.69,0.66,1426.0,68.0,0.53,0.63,0.99,1.18,35.0,100.0,,,0.74,0.35,F-84B-26,F-84B-26,USA,Aviation,6.7,7.3,8.0
f-80a,405.0,45.78,1.56,0.91,1.34,0.79,1892.0,70.48,1.16,1.66,0.78,1.12,84.0,100.0,3.95,5.34,0.85,0.28,F-80A-5,F-80A-5,USA,Aviation,6.7,7.0,7.0
kitsuka,54.0,61.11,3.54,4.81,0.49,1.06,1032.0,61.87,1.62,2.02,0.85,1.05,112.0,,,1.98,,0.4,Kikka,Kikka,Japan,Aviation,6.7,6.7,6.7
f9f-5,174.0,86.34,0.98,1.03,2.64,2.81,124.0,33.33,2.94,1.67,0.83,0.67,34.0,,,2.88,,,F9F-5,F9F-5,USA,Aviation,8.3,8.3,8.3
go229_v3,326.0,54.66,1.32,1.2,0.6,0.49,551.0,42.82,1.23,1.2,0.42,0.42,10.0,,4.25,3.83,,,Ho_229_V3,Ho_229_V3,Germany,Aviation,7.3,7.3,7.7
il_28,304.0,81.66,0.32,0.26,5.22,4.18,634.0,46.54,0.23,0.22,0.49,0.47,295.0,50.0,1.23,0.61,1.41,0.7,IL-28,IL-28,USSR,Aviation,8.0,8.0,8.0
mig-9_ussr,147.0,56.52,1.95,1.94,0.32,0.32,528.0,70.04,1.68,2.27,0.27,0.32,21.0,,,,,,MiG-9_/L,MiG-9_(l),USSR,Aviation,7.7,7.3,7.7
j8m1,45.0,100.0,5.33,3.15,,0.26,399.0,64.72,1.4,2.49,0.08,0.15,27.0,,,,,,Ki-200,Ki-200,Japan,Aviation,8.0,8.0,8.0
meteor_fmk3,82.0,83.33,1.0,1.42,2.78,2.83,392.0,71.95,1.6,2.9,1.89,3.48,65.0,100.0,8.02,4.41,0.38,0.18,Meteor_F_Mk_3,Meteor_F_Mk_3,Britain,Aviation,7.3,7.0,7.0
meteor_fmk8,56.0,54.45,1.1,1.0,2.54,1.94,300.0,64.09,1.34,1.4,1.27,1.39,5.0,,,3.0,,1.0,Meteor_F_Mk_8_G.41K,Meteor_F_Mk_8_G.41K,Britain,Aviation,8.0,8.0,8.0
f2h-2,144.0,89.68,1.6,1.3,2.24,1.4,338.0,57.24,0.84,1.0,0.24,0.32,51.0,,,1.11,,0.11,F2H-2,F2H-2,USA,Aviation,8.0,8.0,8.0
fiat_g91_r1,39.0,,,,,,957.0,59.18,0.83,0.84,0.89,0.92,16.0,,,,,,G.91_R/1,G.91_R/1,Italy,Aviation,9.0,8.7,8.7
b-57,180.0,100.0,,,11.37,8.15,245.0,47.78,,,0.51,0.7,58.0,100.0,,,0.09,0.14,B-57A,B-57A,USA,Aviation,7.7,7.7,7.7
me-262a-1a_u4,83.0,39.86,0.84,0.62,1.53,1.59,4951.0,60.75,0.09,0.09,1.66,1.86,197.0,59.23,1.5,0.61,8.23,3.08,Me_262_A-1/U4,Me_262_A-1/U4,Germany,Aviation,6.3,6.7,6.7
f-80,146.0,57.02,2.58,1.65,1.75,1.09,122.0,46.92,1.1,0.51,0.79,0.38,1.0,,,,,,F-80C-10,F-80C-10,USA,Aviation,7.3,7.7,7.7
mig-9,192.0,46.67,1.4,0.96,0.07,0.06,498.0,53.05,0.63,0.81,0.06,0.07,49.0,,,1.0,,,MiG-9,MiG-9,USSR,Aviation,7.3,7.3,7.7
me-262c-1a,236.0,59.57,2.01,1.54,0.44,0.32,87.0,50.67,1.01,1.07,0.72,0.92,1.0,,,,,,Me_262_C-1a,Me_262_C-1a,Germany,Aviation,8.0,8.0,8.0
mig-15_ns23,336.0,61.95,1.21,1.13,1.17,1.12,856.0,47.4,0.68,0.71,0.14,0.13,11.0,,,,,,MiG-15,MiG-15,USSR,Aviation,8.7,8.7,8.3
meteor_fmk4_sw,,,,,,,48.0,50.0,0.5,0.27,,0.36,,,,,,,Meteor_F_Mk_4_G.41G,Meteor_F_Mk_4_G.41G,Britain,Aviation,8.0,8.0,8.0
meteor_fmk4_lw,35.0,68.18,0.68,1.0,0.68,0.55,120.0,67.26,0.45,0.49,1.3,1.4,3.0,,,,,,Meteor_F_Mk_4_G.41F,Meteor_F_Mk_4_G.41F,Britain,Aviation,8.0,8.0,8.0
f-84g_italy,30.0,100.0,0.11,0.62,3.0,2.56,993.0,67.9,0.67,0.69,1.3,1.35,80.0,43.01,0.58,0.81,0.68,1.31,F-84G-21-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
fiat_g91_ps,25.0,,,0.96,,1.16,664.0,62.39,0.72,0.77,0.73,0.8,20.0,,,,,,G.91_pre-serie,G.91_pre-serie,Italy,Aviation,8.3,8.7,8.3
yak-15,116.0,4.3,3.12,2.15,,,97.0,68.0,1.66,1.61,0.96,0.93,58.0,,2.65,2.67,,,Yak-15,Yak-15,USSR,Aviation,6.3,6.7,6.7
venom_fb4,80.0,73.33,1.28,1.1,3.55,3.44,408.0,51.07,1.22,1.37,0.9,1.04,49.0,,2.06,2.53,,,Venom_FB.4,Venom_FB.4,Britain,Aviation,8.7,8.7,9.0
