name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,590.0,74.67,1.31,1.26,2.85,2.73,2415.0,50.63,0.54,0.56,0.41,0.41,166.0,72.47,5.43,4.97,0.37,0.38,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,636.0,54.35,2.2,2.51,0.06,0.07,2972.0,56.62,0.88,1.14,0.04,0.09,70.0,96.0,12.6,11.83,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,135.0,70.43,1.74,1.18,,,261.0,56.45,1.47,1.27,,,17.0,,,1.0,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,306.0,72.64,3.61,2.32,0.51,0.34,983.0,67.71,1.75,2.94,,,1.0,,,,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,160.0,77.86,3.95,1.68,0.62,0.37,2075.0,61.18,1.8,2.49,0.27,0.36,88.0,100.0,11.75,9.65,,,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,195.0,52.01,0.73,0.51,1.16,0.72,618.0,56.76,0.45,0.47,1.01,1.06,28.0,100.0,2.0,1.79,3.38,3.08,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,178.0,83.51,3.42,2.99,0.01,0.01,331.0,71.15,2.14,4.04,0.34,0.73,66.0,50.0,2.77,1.87,0.5,0.19,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,134.0,82.93,2.57,2.05,3.22,2.6,938.0,64.78,0.57,0.67,0.32,0.37,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,79.0,,9.09,1.62,1.36,0.33,2257.0,49.52,0.54,0.57,0.41,0.43,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,90.0,77.78,0.8,0.53,3.97,2.4,1900.0,64.84,0.37,0.42,1.04,1.16,206.0,74.67,0.81,0.35,0.4,0.19,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,85.0,90.12,,,9.47,6.31,29.0,100.0,,,1.0,,16.0,,,,,1.21,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,74.0,38.0,1.42,1.13,0.12,0.05,93.0,15.38,2.15,1.2,0.08,0.04,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
f-86f-30_japan,112.0,51.33,1.71,1.33,1.63,1.48,534.0,57.86,0.86,0.9,0.5,0.51,91.0,41.73,0.91,1.36,0.15,0.21,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,9.0,9.0
yak-30d,620.0,53.13,2.92,2.98,0.24,0.23,256.0,70.07,0.91,1.8,0.18,0.41,103.0,100.0,5.52,4.55,,,Yak-30,Yak-30,USSR,Aviation,8.3,8.3,8.0
hunter_f1,34.0,100.0,9.5,4.16,,,1261.0,60.45,1.48,2.0,0.37,0.49,18.0,,,3.0,,,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0
me-163b,265.0,63.23,3.67,3.45,0.08,0.03,736.0,65.36,1.46,2.03,0.09,0.1,96.0,,,2.37,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0
f-86f-40_japan,73.0,85.42,1.48,1.16,1.54,0.94,460.0,57.88,0.87,1.05,0.27,0.35,54.0,100.0,3.3,3.24,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3
yak-23,436.0,60.21,2.7,3.8,0.18,0.21,432.0,64.46,1.75,3.66,0.19,0.4,13.0,,,,,,Yak-23,Yak-23,USSR,Aviation,7.7,8.0,7.7
f9f-8,392.0,85.07,0.74,0.71,3.04,2.91,916.0,61.77,1.27,1.61,0.34,0.42,466.0,80.65,17.72,2.8,0.55,0.07,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3
