name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br
f-100d,614.0,63.9,1.38,0.99,1.74,1.22,3299.0,58.9,0.69,0.75,0.39,0.44,236.0,52.69,7.55,4.25,1.0,0.59,F-100D,F-100D,USA,Aviation,9.7,10.0,9.7
mig-19pt,612.0,56.52,2.44,2.54,0.11,0.11,3598.0,55.63,1.04,1.34,0.06,0.06,150.0,52.78,8.99,10.53,,,MiG-19PT,MiG-19PT,USSR,Aviation,10.3,10.3,10.3
javelin_fmk9,131.0,68.82,1.95,1.1,0.04,0.04,650.0,59.88,1.68,2.65,0.1,0.15,52.0,100.0,3.0,2.2,,,Javelin_F.(A.W.)_Mk.9,Javelin_F.(A.W.)_Mk.9,Britain,Aviation,8.7,8.7,8.7
f-86k_late,636.0,67.06,2.75,2.87,0.24,0.26,1524.0,72.04,2.35,4.54,0.1,0.16,31.0,100.0,6.53,6.06,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3
hunter_f6,403.0,56.8,2.42,2.12,0.66,0.58,3667.0,64.77,1.73,2.4,0.3,0.42,131.0,31.58,14.92,11.13,0.32,0.16,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,10.0,9.7
md_450b_barougan,159.0,65.63,1.09,0.39,2.24,0.92,449.0,74.43,0.43,0.47,0.98,1.09,117.0,100.0,4.74,2.23,3.32,1.12,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.7,7.7,7.7
me-262c-2b,78.0,55.21,2.37,3.45,0.36,0.51,514.0,65.71,2.26,4.51,0.25,0.51,55.0,,,1.81,,0.45,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0
mig-15bis_ish,47.0,,,1.33,,3.0,1653.0,53.52,0.61,0.64,0.4,0.42,,,,,,,MiG-15bis_ISH,MiG-15bis_ISH,USSR,Aviation,8.7,8.7,9.0
f-86f-35,100.0,48.15,1.27,1.01,0.75,0.92,4163.0,59.91,0.6,0.66,0.42,0.46,,,,,,,F-86F-35,F-86F-35,USA,Aviation,8.3,9.0,9.0
meteor_fmk8_reaper,265.0,60.08,1.49,1.88,3.61,4.47,2174.0,62.39,0.42,0.41,0.98,0.98,381.0,88.0,2.75,0.53,1.26,0.28,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,8.0,8.0,8.0
canberra_bmk2,251.0,75.39,,,5.61,4.9,93.0,27.86,,,0.84,0.82,38.0,,,,,1.0,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,7.7,7.7,7.7
yak-17,323.0,54.53,1.81,1.56,0.13,0.12,76.0,48.39,1.92,1.99,0.24,0.24,1.0,,,,,,Yak-17,Yak-17,USSR,Aviation,6.3,6.7,7.0
f-86f-30_japan,92.0,82.05,0.95,0.53,1.69,1.05,422.0,44.62,0.95,0.86,0.45,0.37,,,,,,,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,9.0,9.0
yak-30d,442.0,51.49,2.4,2.92,0.1,0.13,140.0,77.15,1.27,1.06,0.2,0.24,54.0,,,2.32,,,Yak-30,Yak-30,USSR,Aviation,8.3,8.3,8.0
hunter_f1,357.0,72.96,4.12,2.89,0.4,0.32,1325.0,64.85,1.57,2.28,0.26,0.39,84.0,50.0,4.92,4.61,,0.08,Hunter_F_1,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0
me-163b,243.0,34.95,3.25,3.62,,,519.0,57.88,1.25,1.39,,,28.0,,,1.56,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0
f-86f-40_japan,45.0,97.83,1.93,1.1,1.93,1.55,577.0,53.73,0.74,0.87,0.28,0.32,2.0,,,,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.3,9.3
yak-23,529.0,61.81,2.99,4.08,0.06,0.06,293.0,60.15,1.94,2.93,0.01,0.03,24.0,,,2.0,,,Yak-23,Yak-23,USSR,Aviation,7.7,8.0,7.7
f9f-8,566.0,56.63,1.22,1.18,1.65,1.6,629.0,67.77,1.57,1.72,0.78,0.87,262.0,100.0,13.05,3.4,1.63,0.36,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3
f-86a-5,784.0,56.56,1.14,1.15,1.12,1.14,2788.0,57.45,0.65,0.67,0.59,0.63,19.0,,,4.0,,2.0,F-86A-5,F-86A-5,USA,Aviation,8.0,8.7,8.7
f3d_1,312.0,73.69,1.53,0.89,3.37,1.72,737.0,70.13,0.68,0.78,0.61,0.72,84.0,20.0,5.0,5.56,0.4,0.8,F3D-1,F3D-1,USA,Aviation,7.0,7.0,7.0
r2y2_kai,60.0,83.33,0.65,0.55,2.24,2.08,453.0,64.68,1.37,1.2,1.72,1.44,40.0,87.5,4.69,3.5,0.31,0.08,R2Y2_Kai_V3,R2Y2_Kai_V3,Japan,Aviation,7.3,7.3,7.7
r2y2_v1,94.0,81.61,1.15,0.94,2.91,2.31,507.0,62.63,0.99,0.82,0.92,0.76,16.0,,,,,,R2Y2_Kai_V1,R2Y2_Kai_V1,Japan,Aviation,7.7,7.3,7.3
r2y2_v2,50.0,64.29,1.21,0.26,1.57,2.31,209.0,71.31,1.69,1.53,1.18,1.07,35.0,,,4.11,,,R2Y2_Kai_V2,R2Y2_Kai_V2,Japan,Aviation,7.3,7.3,7.3
me-262a-1a,278.0,44.54,3.23,2.84,0.89,0.82,806.0,34.47,1.59,1.98,0.28,0.35,25.0,,,7.25,,,Me_262_A-1a,Me_262_A-1a,Germany,Aviation,7.3,7.0,7.0
f-86f-2,441.0,61.11,2.38,2.12,0.95,0.85,4738.0,66.5,1.6,2.57,0.25,0.42,,,,,,,F-86F-2,F-86F-2,USA,Aviation,9.0,9.0,9.0
f-86_canadair_german,263.0,58.74,1.3,1.26,1.38,1.32,1120.0,54.76,0.95,1.18,0.38,0.48,8.0,,,,,,CL-13A_Mk_5,CL-13A_Mk_5,Germany,Aviation,8.3,9.3,9.0
f-84g,206.0,67.48,0.99,1.25,2.4,3.05,690.0,62.97,0.61,0.61,0.97,0.99,23.0,,,1.8,,0.8,F-84G-21-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
la_200_toriy,211.0,58.91,1.14,1.0,0.36,0.33,207.0,46.78,1.39,1.63,,,8.0,,,,,,La-200,La-200,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2c_preproduction,341.0,69.41,1.59,1.74,1.52,1.67,991.0,59.73,1.3,1.6,0.39,0.49,8.0,,,,,,M.D.452_IIC,M.D.452_IIC,France,Aviation,8.7,8.7,8.7
sea_hawk_fga6,50.0,24.44,1.27,1.2,2.07,2.39,220.0,70.44,0.63,0.6,1.57,1.34,30.0,,2.25,2.3,1.0,1.0,sea_hawk_fga6_shop,Sea_Hawk_FGA.6,Britain,Aviation,8.0,8.0,7.3
sea_venom_faw20,79.0,60.0,1.55,1.56,,,26.0,,,,,,,,,,,,Sea_Venom_FAW_20,Sea_Venom_FAW_20,Britain,Aviation,8.0,8.0,8.0
arado-234,209.0,90.48,,,34.49,10.59,1650.0,64.14,,,3.01,3.83,21.0,,,,,,Ar_234_B-2,Ar_234_B-2,Germany,Aviation,6.3,6.7,6.7
fj_4b,250.0,63.3,0.76,0.62,2.7,2.2,853.0,59.67,0.75,0.93,1.28,1.55,26.0,100.0,2.57,,,,FJ-4B,FJ-4B,USA,Aviation,9.0,8.7,9.0
f-84g_france,226.0,87.72,2.79,1.38,2.84,1.37,290.0,67.37,1.12,0.99,1.41,1.28,32.0,,,0.78,,,F-84G-26-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
tu_14t,330.0,70.62,0.23,0.2,4.71,3.69,229.0,49.85,0.48,0.38,0.07,0.08,46.0,,,1.0,,1.5,Tu-14T,Tu-14T,USSR,Aviation,8.0,8.0,8.0
il_28sh,617.0,66.26,0.32,0.32,4.61,4.76,1843.0,58.77,0.26,0.23,1.2,1.04,1255.0,51.4,0.7,0.46,1.85,1.26,IL-28Sh,IL-28Sh,USSR,Aviation,8.0,8.0,8.0
mig-15bis_nr23_german,721.0,54.39,3.39,3.55,0.5,0.53,3651.0,60.37,1.12,1.45,0.13,0.2,22.0,,,,,,MiG-15bis,MiG-15bis_(Germany),Germany,Aviation,8.7,8.7,9.0
attaker_fb1,57.0,77.08,0.38,0.32,1.54,1.54,443.0,77.67,0.83,1.19,1.04,1.64,,,,,,,Attacker_FB_1,Attacker_FB_1,Britain,Aviation,7.7,7.0,7.3
f-86f-25,644.0,70.73,1.16,1.17,1.46,1.49,887.0,54.3,0.79,1.06,0.32,0.41,,,,,,,F-86F-25,F-86F-25,USA,Aviation,8.0,9.0,9.0
me-262a-2a,34.0,50.0,1.83,1.84,0.5,0.98,253.0,73.45,2.0,2.54,1.88,2.41,9.0,,,,,,Me_262_A-2a,Me_262_A-2a,Germany,Aviation,6.3,6.7,6.7
fj_4b_agm_12b,168.0,65.4,0.64,0.6,2.56,2.25,6124.0,70.51,0.5,0.55,1.78,2.0,46.0,,,1.38,,1.03,FJ-4B_VMF-232,FJ-4B_VMF-232,USA,Aviation,9.0,8.7,9.0
la-15,453.0,62.05,1.76,2.29,0.27,0.35,262.0,52.17,1.37,1.14,0.13,0.12,71.0,,2.0,,,,La-15,La-15,USSR,Aviation,8.0,8.0,8.0
he-162a-2,180.0,60.37,2.57,2.18,0.4,0.38,431.0,52.43,2.21,3.18,0.24,0.35,27.0,,,,,,He_162_A-2,He_162_A-2,Germany,Aviation,6.3,6.3,6.7
yak-15_early,157.0,48.72,0.85,0.91,0.06,0.04,37.0,68.52,1.24,1.87,,,,,,,,,Yak-15P,Yak-15P,USSR,Aviation,6.0,6.3,6.7
me-163b-0,327.0,56.95,4.91,7.42,0.29,0.44,221.0,63.6,2.37,3.47,0.11,0.21,,,,,,,Me_163_B-0,Me_163_B-0,Germany,Aviation,9.0,8.3,8.3
f-84b,508.0,61.29,10.86,6.33,4.19,2.28,1570.0,66.24,0.58,0.71,1.16,1.37,33.0,,,0.8,,0.09,F-84B-26,F-84B-26,USA,Aviation,6.7,7.3,8.0
f-80a,447.0,52.73,1.78,1.73,1.15,0.91,2131.0,72.95,1.02,1.55,0.83,1.25,19.0,100.0,3.0,2.2,,,F-80A-5,F-80A-5,USA,Aviation,6.7,7.0,7.0
kitsuka,157.0,61.73,5.02,10.56,1.03,1.97,665.0,65.78,1.26,1.48,0.73,0.85,8.0,,,1.0,,,Kikka,Kikka,Japan,Aviation,6.7,6.7,6.7
f9f-5,289.0,74.62,0.82,0.51,4.19,2.37,111.0,88.56,1.56,1.14,1.76,1.14,,,,,,,F9F-5,F9F-5,USA,Aviation,8.3,8.3,8.3
go229_v3,134.0,67.47,2.69,2.1,1.6,1.24,409.0,50.51,2.66,2.48,1.22,1.12,46.0,,,4.38,,,Ho_229_V3,Ho_229_V3,Germany,Aviation,7.3,7.3,7.7
il_28,485.0,68.87,0.28,0.22,5.1,3.95,376.0,47.1,0.27,0.25,0.41,0.35,227.0,53.39,1.91,0.77,1.1,0.58,IL-28,IL-28,USSR,Aviation,8.0,8.0,8.0
mig-9_ussr,188.0,51.3,0.91,0.98,0.56,0.56,626.0,63.74,1.49,2.11,0.24,0.32,4.0,,,,,,MiG-9_/L,MiG-9_(l),USSR,Aviation,7.7,7.3,7.7
j8m1,123.0,56.67,3.37,4.27,0.68,1.12,333.0,45.76,1.4,1.35,0.07,0.1,100.0,3.7,2.7,1.22,,,Ki-200,Ki-200,Japan,Aviation,8.0,8.0,8.0
meteor_fmk3,65.0,35.0,2.0,2.03,2.2,2.31,568.0,80.11,1.34,1.61,1.2,1.42,,,,,,,Meteor_F_Mk_3,Meteor_F_Mk_3,Britain,Aviation,7.3,7.0,7.0
meteor_fmk8,152.0,52.06,1.06,1.13,1.87,1.59,187.0,92.29,2.83,3.28,1.59,1.62,157.0,70.45,2.57,1.61,1.08,0.85,Meteor_F_Mk_8_G.41K,Meteor_F_Mk_8_G.41K,Britain,Aviation,8.0,8.0,8.0
f2h-2,288.0,79.87,0.99,0.93,2.48,2.21,312.0,54.95,1.19,1.18,0.72,0.73,139.0,100.0,5.0,2.46,1.44,0.17,F2H-2,F2H-2,USA,Aviation,8.0,8.0,8.0
fiat_g91_r1,79.0,70.83,1.14,0.72,2.12,1.97,795.0,58.75,0.96,1.11,0.89,1.01,30.0,,1.25,1.25,0.75,0.75,G.91_R/1,G.91_R/1,Italy,Aviation,9.0,8.7,8.7
b-57,340.0,73.92,,,6.65,4.77,120.0,66.67,,,0.87,0.75,16.0,,,,,0.44,B-57A,B-57A,USA,Aviation,7.7,7.7,7.7
me-262a-1a_u4,157.0,42.59,3.15,3.51,1.74,2.19,3669.0,59.24,0.1,0.1,1.83,1.77,92.0,58.06,1.92,1.96,2.65,2.68,Me_262_A-1/U4,Me_262_A-1/U4,Germany,Aviation,6.3,6.7,6.7
f-80,251.0,58.29,2.73,2.07,1.03,0.75,215.0,80.7,0.94,1.11,0.49,0.55,13.0,,,,,,F-80C-10,F-80C-10,USA,Aviation,7.3,7.7,7.7
mig-9,304.0,55.3,1.35,1.42,0.37,0.34,502.0,52.51,0.88,0.88,0.16,0.15,43.0,,1.82,1.93,,0.57,MiG-9,MiG-9,USSR,Aviation,7.3,7.3,7.7
me-262c-1a,49.0,9.09,2.12,1.87,1.39,1.28,95.0,71.5,1.03,1.36,0.19,0.19,15.0,,,,,,Me_262_C-1a,Me_262_C-1a,Germany,Aviation,8.0,8.0,8.0
mig-15_ns23,447.0,58.95,0.68,0.63,1.36,1.25,634.0,46.95,0.79,0.84,0.2,0.21,78.0,,,2.16,,0.13,MiG-15,MiG-15,USSR,Aviation,8.7,8.7,8.3
meteor_fmk4_sw,80.0,54.07,0.88,0.86,0.97,1.3,66.0,75.0,1.87,5.0,0.23,1.0,,,,,,,Meteor_F_Mk_4_G.41G,Meteor_F_Mk_4_G.41G,Britain,Aviation,8.0,8.0,8.0
meteor_fmk4_lw,58.0,55.55,1.49,1.87,0.13,0.19,104.0,86.88,1.55,1.62,1.08,0.79,26.0,100.0,,,,,Meteor_F_Mk_4_G.41F,Meteor_F_Mk_4_G.41F,Britain,Aviation,8.0,8.0,8.0
f-84g_italy,64.0,15.97,2.61,1.19,3.52,2.18,909.0,52.77,0.58,0.61,1.19,1.23,2.0,,,,,,F-84G-21-RE,F-84G-21-RE,USA,Aviation,7.7,7.7,8.0
fiat_g91_ps,109.0,52.0,1.16,1.18,1.29,1.4,596.0,54.74,0.82,0.84,1.15,1.16,33.0,,,,,,G.91_pre-serie,G.91_pre-serie,Italy,Aviation,8.3,8.7,8.3
yak-15,257.0,60.71,1.54,2.37,0.02,0.04,58.0,30.95,1.36,1.89,,,6.0,,,,,,Yak-15,Yak-15,USSR,Aviation,6.3,6.7,6.7
venom_fb4,213.0,62.51,1.31,1.3,1.8,1.64,783.0,63.35,1.01,1.39,0.69,0.93,41.0,81.25,1.4,1.27,,,Venom_FB.4,Venom_FB.4,Britain,Aviation,8.7,8.7,9.0
he-162a-1,,,,,,,,,,,,,,,,,,,He_162_A-1,He_162_A-1,Germany,Aviation,6.3,6.3,6.7
arado-234c-3,151.0,46.3,0.52,0.15,22.91,13.67,2177.0,52.66,0.47,0.47,1.49,1.5,80.0,25.0,1.0,0.19,1.5,0.42,Ar_234_C-3,Ar_234_C-3,Germany,Aviation,7.0,7.3,7.3
meteor_fmk3_navy,28.0,50.0,1.14,1.14,0.5,0.5,46.0,,,1.48,,1.43,,,,,,,Sea_Meteor_F_Mk_3,Sea_Meteor_F_Mk_3,Britain,Aviation,7.7,7.7,7.7
mig-17,780.0,50.7,2.27,2.3,0.54,0.54,2535.0,57.27,1.13,1.64,0.25,0.36,98.0,38.71,2.23,2.42,,,MiG-17,MiG-17,USSR,Aviation,9.0,9.0,9.0
b-57b,422.0,66.9,0.01,,6.51,4.45,679.0,58.86,0.2,0.2,0.95,0.94,270.0,83.34,0.95,0.35,2.43,0.68,B-57B,B-57B,USA,Aviation,8.0,8.0,8.0
f9f-2,302.0,74.67,1.59,1.13,3.33,2.24,360.0,65.22,0.61,0.64,0.84,0.86,25.0,100.0,4.4,4.0,2.0,2.0,F9F-2,F9F-2,USA,Aviation,8.3,8.3,8.3
mig-15,877.0,54.49,1.78,2.21,1.15,1.39,2998.0,65.45,1.36,2.03,0.15,0.21,101.0,42.35,2.85,3.77,1.1,1.51,MiG-15bis,MiG-15bis,USSR,Aviation,8.7,8.7,8.7
canberra_bimk6,475.0,66.45,0.38,0.25,5.9,3.83,186.0,89.43,2.18,3.93,1.34,2.34,176.0,100.0,7.17,1.54,2.67,0.71,Canberra_B_(I)_Mk_6,Canberra_B_(I)_Mk_6,Britain,Aviation,8.0,8.0,8.0
so_4050_vautour_2b,238.0,95.9,,,15.66,11.62,266.0,36.18,,,0.32,0.36,9.0,,,,,,S.O.4050_Vautour_IIB,S.O.4050_Vautour_IIB,France,Aviation,9.0,9.0,9.0
so_4050_vautour_2a,545.0,84.63,0.62,0.67,6.22,6.71,737.0,56.14,0.72,0.64,0.58,0.43,48.0,100.0,3.83,2.75,,,S.O.4050_Vautour_IIA,S.O.4050_Vautour_IIA,France,Aviation,9.0,9.0,9.0
md_450b_ouragan,176.0,77.09,2.16,0.84,3.59,1.45,142.0,67.55,0.62,0.63,0.67,0.82,,,,,,,M.D.450B_Ouragan,M.D.450B_Ouragan,France,Aviation,7.7,7.7,7.7
la_174,79.0,61.24,2.32,2.72,0.39,0.44,38.0,,2.0,2.0,,,29.0,100.0,1.0,1.0,,,La-174,La-174,USSR,Aviation,8.0,8.0,8.0
md_452_mystere_2a,174.0,59.82,1.19,1.16,0.86,0.89,108.0,54.09,0.53,0.73,0.11,0.11,4.0,,,,,,M.D.452_IIA,M.D.452_IIA,France,Aviation,8.3,8.7,8.3
vampire_fb5,153.0,65.88,1.16,1.12,1.58,1.52,2209.0,78.35,0.75,1.07,1.07,1.52,8.0,100.0,1.83,1.83,0.67,0.67,Vampire_FB_5,Vampire_FB_5,Britain,Aviation,7.7,7.3,7.7
j7w1,102.0,40.32,3.42,2.14,0.2,0.1,242.0,59.54,2.94,7.29,0.22,0.34,,,,,,,J7W1,J7W1,Japan,Aviation,5.7,6.0,5.7
fw-190d-12,739.0,65.33,1.66,1.66,0.66,0.66,478.0,70.23,2.75,3.59,0.79,1.03,14.0,,,4.88,,,Fw_190_D-12,Fw_190_D-12,Germany,Aviation,6.0,5.3,5.3
spitfire_xvi,311.0,59.36,2.55,1.52,0.15,0.07,268.0,35.08,0.92,0.87,0.79,0.91,16.0,,,,,,Spitfire_F_Mk_XVI,Spitfire_F_Mk_XVI,Britain,Aviation,4.7,5.0,5.0
p-38k,12.0,,,,,,76.0,70.43,0.82,0.77,0.13,0.06,7.0,,,,,,P-38K,P-38K,USA,Aviation,5.3,5.3,5.3
b-17g,20.0,,,,,3.25,80.0,18.42,0.76,0.43,1.03,0.8,2.0,,,,,,B-17G-60-VE,B-17G-60-VE,USA,Aviation,6.0,5.7,6.7
wyvern_s4,306.0,85.47,1.41,0.65,6.02,2.87,3623.0,69.63,0.11,0.08,1.96,1.62,336.0,64.0,4.54,1.02,5.74,1.34,Wyvern_S4,Wyvern_S4,Britain,Aviation,4.7,5.0,5.0
douglas_ad_4,310.0,48.51,1.05,0.69,3.74,2.43,1497.0,69.35,0.38,0.31,7.75,6.08,110.0,100.0,0.35,0.06,18.85,6.97,AD-4,AD-4,USA,Aviation,6.0,6.0,5.7
tu_4,315.0,61.3,0.59,0.5,2.59,2.3,524.0,56.02,0.74,0.99,0.35,0.45,58.0,,,0.15,,0.38,Tu-4,Tu-4,USSR,Aviation,7.3,8.0,7.7
n1k2_jko,47.0,68.28,0.58,0.69,2.72,3.26,111.0,57.54,2.04,2.88,1.86,2.54,12.0,,,,,,N1K2-Ja,N1K2-Ja,Japan,Aviation,6.0,6.0,6.3
he_219a_7,86.0,55.18,2.3,1.64,0.11,0.05,1579.0,79.81,0.51,0.42,2.2,1.82,35.0,50.0,0.5,0.56,0.5,0.56,He_219_A-7,He_219_A-7,Germany,Aviation,4.7,4.3,4.3
sm_91,325.0,55.32,2.33,1.85,3.8,3.12,971.0,72.04,2.35,2.76,1.17,1.37,91.0,60.71,4.29,3.67,1.21,1.86,SM.91,SM.91,Italy,Aviation,3.7,3.7,3.7
n1k1_ja,115.0,85.72,1.94,0.9,0.55,0.35,142.0,61.94,1.25,2.06,1.31,2.09,,,,,,,N1K1-Ja,N1K1-Ja,Japan,Aviation,5.3,5.3,5.0
g5n1,64.0,100.0,,,3.5,2.56,15.0,85.0,,,0.4,0.65,,,,,,,G5N1,G5N1,Japan,Aviation,4.3,5.0,5.3
tu-2_postwar,192.0,92.0,,,7.07,5.49,183.0,88.66,,,3.0,1.75,,,,,,,Tu-2S-44,Tu-2S-44,USSR,Aviation,6.0,6.0,6.0
b_24d,94.0,64.0,0.38,0.29,2.0,1.94,32.0,,,,1.0,0.69,13.0,,,,,,B-24D-25-CO,B-24D-25-CO,USA,Aviation,5.7,6.0,6.0
bf-109k-4,2382.0,61.6,3.38,3.32,0.11,0.11,2402.0,67.24,1.79,2.42,0.3,0.41,106.0,45.16,4.63,6.32,,,Bf_109_K-4,Bf_109_K-4,Germany,Aviation,6.0,5.7,6.3
p-47n-15,618.0,55.07,1.42,1.01,1.2,0.86,2429.0,78.14,0.39,0.37,1.43,1.35,35.0,100.0,2.27,2.71,3.0,2.55,P-47N-15,P-47N-15,USA,Aviation,5.0,5.0,4.7
spitfire_ix_usa,84.0,39.51,2.85,1.77,0.43,0.31,447.0,58.25,1.02,1.39,0.3,0.38,106.0,70.84,2.27,1.75,3.37,1.9,Spitfire_LF_Mk_IXc,Spitfire_F_Mk_IXc,Britain,Aviation,4.3,4.7,4.7
p-47m-1-re,819.0,67.0,1.81,1.61,1.75,1.58,2008.0,67.57,0.67,0.75,1.29,1.44,4.0,,,,,,P-47M-1-RE,P-47N-15,USA,Aviation,5.0,5.0,4.7
f7f3,12.0,25.0,3.0,3.67,,,163.0,73.21,2.9,5.41,0.81,1.39,,,,,,,F7F-3,F7F-3,USA,Aviation,6.7,6.0,6.3
spitfire_ix,139.0,34.02,0.63,0.69,0.09,0.09,780.0,41.41,1.29,1.63,0.26,0.32,100.0,100.0,3.2,1.58,,,Spitfire_LF_Mk_IX,Spitfire_LF_Mk_IX,Britain,Aviation,5.7,5.7,5.0
fw-190c,174.0,95.0,7.34,5.96,,,428.0,68.37,2.03,3.2,1.38,2.2,,,,,,,Fw_190_C,Fw_190_C,Germany,Aviation,5.3,5.0,5.0
brigand_b1,132.0,88.87,0.55,0.25,6.39,3.26,64.0,,0.65,0.45,10.97,8.13,,,,,,,Brigand_B_1,Brigand_B_1,Britain,Aviation,5.0,4.7,4.3
ki_87,17.0,,,2.0,,,103.0,82.46,1.85,1.47,0.14,0.3,,,,,,,Ki-87,Ki-87,Japan,Aviation,6.0,6.0,6.0
su-6_m71,272.0,82.43,0.69,0.54,6.78,4.83,559.0,54.32,0.13,0.11,3.58,2.14,68.0,100.0,,,0.54,0.48,Su-6_(M-71F),Su-6_(M-71F),USSR,Aviation,5.3,5.3,5.3
b-29,232.0,76.05,0.15,0.1,3.76,2.67,202.0,62.12,1.03,1.43,0.57,0.81,23.0,,,0.13,,,B-29A-BN,B-29A-BN,USA,Aviation,6.3,6.3,7.0
f8f1,554.0,66.78,0.88,0.63,2.22,1.49,629.0,62.08,0.34,0.4,1.12,1.29,,,,,,,F8F-1,F8F-1,USA,Aviation,4.7,6.0,6.0
spitfire_f22,342.0,56.33,1.44,1.6,0.45,0.5,419.0,89.7,2.46,2.05,2.49,2.0,,,,,,,Spitfire_F_Mk_22,Spitfire_F_Mk_22,Britain,Aviation,5.7,6.3,6.0
sea_fury_fb11,76.0,100.0,3.11,3.52,1.49,1.78,198.0,56.61,1.3,2.04,1.83,3.1,29.0,,,1.47,,0.33,Sea_Fury_FB_11,Sea_Fury_FB_11,Britain,Aviation,5.7,5.3,5.7
do_217m_1,1172.0,79.81,,,7.48,6.37,171.0,63.33,,,1.93,1.54,,,,,,,Do_217_M-1,Do_217_M-1,Germany,Aviation,5.3,5.0,5.7
p1y1_mod11,173.0,87.73,,,6.8,5.83,83.0,67.39,,,3.7,3.55,,,,,,,"P1Y1_mod._11_""Ginga""",P1Y1_mod._11,Japan,Aviation,4.7,4.7,4.7
fw-190a-8,2022.0,64.7,2.44,2.46,0.37,0.37,784.0,76.28,2.2,4.25,0.64,1.19,23.0,100.0,2.67,1.5,0.83,0.4,Fw_190_A-8,Fw_190_A-8,Germany,Aviation,5.3,5.0,5.0
tempest_mk2,398.0,59.88,1.45,1.33,2.08,1.91,403.0,65.18,1.85,1.79,0.88,0.85,,,,,,,Tempest_Mk_II,Tempest_Mk_II,Britain,Aviation,6.3,6.0,6.3
he-177a-5,869.0,65.9,0.24,0.19,4.35,3.25,421.0,80.85,0.94,0.99,1.56,1.85,149.0,53.23,1.31,0.56,1.27,0.64,He_177_A-5,He_177_A-5,Germany,Aviation,5.7,5.3,5.7
il-10_1946,467.0,73.42,0.9,0.7,3.35,2.57,191.0,58.06,0.4,0.4,2.77,2.9,3.0,,,,,,IL-10_(1946),IL-10_(1946),USSR,Aviation,5.0,5.3,5.3
